ass_cls_map_id,assay_id,assay_class_id
355556,110609,62
349722,110610,34
355557,110610,62
349150,110611,34
353898,110611,62
349825,110612,34
355862,110612,62
349377,110613,34
354535,110613,62
349378,110614,34
354536,110614,62
349826,110615,34
355863,110615,62
349823,110616,34
355859,110616,62
349966,110617,34
356283,110617,62
349265,110618,34
354226,110618,62
349824,110619,34
355860,110619,62
324902,110645,346
496577,110645,477
496374,110646,477
332766,110647,389
496272,110647,477
415069,110648,140
471161,110672,341
478522,110672,342
477643,110673,341
484174,110673,342
473932,110674,341
480940,110674,342
473033,110675,341
480149,110675,342
473034,110676,341
480150,110676,342
475773,110677,341
482535,110677,342
472082,110678,341
479311,110678,342
474247,110679,341
481177,110679,342
472047,110680,341
479286,110680,342
474794,110681,341
481691,110681,342
472048,110682,341
479287,110682,342
467904,110683,338
475732,110683,341
482513,110683,342
467931,110684,338
477598,110684,341
484142,110684,342
471134,110685,341
478501,110685,342
474795,110686,341
481692,110686,342
471135,110687,341
478502,110687,342
477599,110688,341
484143,110688,342
461173,110689,308
494702,110689,459
458092,110690,308
494044,110690,459
456117,110691,308
493693,110691,459
463345,110692,308
495091,110692,459
461896,110693,308
494812,110693,459
475769,110735,341
482532,110735,342
474827,110736,341
474463,110737,341
338491,110741,442
338605,110742,442
338522,110743,442
494821,110744,459
494056,110746,459
467018,110748,330
467396,110749,330
466966,110752,330
467257,110753,330
486185,110754,479
474784,110757,341
472040,110758,341
473887,110759,341
471126,110760,341
338696,110761,442
474785,110762,341
481683,110762,342
337279,110770,437
336949,110771,437
337017,110772,437
338603,110773,442
473873,110774,341
480893,110774,342
476650,110775,341
483304,110775,342
494611,110776,459
494978,110777,459
338485,110778,442
493201,110779,444
468723,110780,339
472974,110780,341
480106,110780,342
469895,110781,339
475718,110781,341
482502,110781,342
469105,110782,339
473874,110782,341
480894,110782,342
470291,110783,339
476651,110783,341
483305,110783,342
467190,110785,330
338889,110797,2
349264,110797,34
339216,110798,2
339332,110799,2
339217,110800,2
347459,110800,32
339446,110801,2
347806,110801,32
339447,110802,2
347807,110802,32
338763,110803,2
346756,110803,32
339218,110804,2
347460,110804,32
339448,110805,2
347808,110805,32
338993,110806,2
340208,110806,3
343171,110806,9
347093,110806,32
357487,110806,65
338890,110807,2
339958,110807,3
342993,110807,9
346930,110807,32
357060,110807,65
339219,110808,2
340759,110808,3
343546,110808,9
347461,110808,32
358364,110808,65
338891,110809,2
339959,110809,3
342994,110809,9
346931,110809,32
357061,110809,65
475716,110810,341
482501,110810,342
472969,110811,341
480103,110811,342
473869,110812,341
480890,110812,342
476643,110813,341
483297,110813,342
476976,110814,341
483568,110814,342
471182,110815,341
478539,110815,342
472106,110816,341
479335,110816,342
477672,110817,341
484200,110817,342
477673,110818,341
484201,110818,342
471183,110819,341
478540,110819,342
475712,110820,341
482497,110820,342
471111,110821,341
478485,110821,342
472966,110822,341
480101,110822,342
475713,110823,341
482498,110823,342
472967,110824,341
480102,110824,342
477568,110825,341
484119,110825,342
477569,110826,341
484120,110826,342
473865,110827,341
480887,110827,342
477570,110828,341
484121,110828,342
476056,110829,341
482756,110829,342
477580,110830,341
484129,110830,342
469106,110831,339
473878,110831,341
480898,110831,342
468340,110832,339
472034,110832,341
479275,110832,342
470294,110833,339
476654,110833,341
483308,110833,342
476655,110834,341
483309,110834,342
324896,110834,346
467850,110835,338
472035,110835,341
479276,110835,342
467930,110836,338
477581,110836,341
484130,110836,342
476656,110837,341
483310,110837,342
472976,110838,341
480108,110838,342
472036,110839,341
479277,110839,342
476696,110840,341
483342,110840,342
472084,110841,341
479313,110841,342
473933,110842,341
480941,110842,342
467971,110843,339
471162,110843,341
478523,110843,342
470699,110844,339
477626,110844,341
484162,110844,342
469123,110845,339
473917,110845,341
480930,110845,342
469487,110846,339
474815,110846,341
481708,110846,342
472065,110847,341
479298,110847,342
475754,110848,341
482525,110848,342
474816,110849,341
481709,110849,342
471447,110850,341
478732,110850,342
471088,110851,341
478464,110851,342
474758,110852,341
481664,110852,342
477555,110853,341
484109,110853,342
471089,110854,341
478465,110854,342
474759,110855,341
481665,110855,342
471119,110856,341
478491,110856,342
471120,110857,341
478492,110857,342
472032,110858,341
479273,110858,342
477576,110859,341
484127,110859,342
476652,110860,341
483306,110860,342
472033,110861,341
479274,110861,342
470297,110866,339
467885,110869,338
474790,110869,341
481687,110869,342
467836,110870,338
471128,110870,341
478498,110870,342
474464,110873,341
481380,110873,342
474788,110874,341
481685,110874,342
466117,110875,322
326902,110875,362
466485,110876,322
326945,110876,362
472985,110877,341
480117,110877,342
324161,110877,346
477603,110878,341
484146,110878,342
325104,110878,346
464242,110879,319
464241,110880,319
467824,110883,335
467828,110884,335
332201,110886,380
486542,110886,491
472993,110891,341
480122,110891,342
475739,110892,341
482517,110892,342
467858,110893,338
472994,110893,341
480123,110893,342
467887,110894,338
474798,110894,341
481695,110894,342
467910,110895,338
476073,110895,341
482769,110895,342
333706,110896,398
333697,110897,398
333727,110898,398
333728,110899,398
333715,110900,398
333750,110901,398
333682,110902,398
333695,110903,398
333696,110904,398
472950,110906,341
480093,110906,342
324151,110906,346
474754,110907,341
481661,110907,342
324525,110907,346
338571,110908,442
338693,110909,442
338550,110910,442
338661,110911,442
467444,110914,330
485369,110915,479
485611,110916,479
471079,110918,341
478458,110918,342
323761,110918,346
475698,110919,341
482490,110919,342
324710,110919,346
472011,110920,341
479258,110920,342
323950,110920,346
337217,110924,437
337150,110925,437
467833,110926,338
471094,110926,341
478468,110926,342
476633,110927,341
483290,110927,342
472030,110928,341
479272,110928,342
472031,110929,341
325285,110929,347
474786,110930,341
325322,110930,347
475728,110931,341
325328,110931,347
471127,110932,341
325275,110932,347
473888,110933,341
480907,110933,342
325470,110933,353
472986,110934,341
480118,110934,342
325458,110934,353
331055,110939,372
338489,110951,442
338573,110952,442
477535,110953,341
484094,110953,342
472947,110954,341
480090,110954,342
447477,110959,296
472948,110960,341
480091,110960,342
477544,110961,341
484101,110961,342
474751,110962,341
481658,110962,342
471074,110963,341
478453,110963,342
477545,110964,341
484102,110964,342
473496,110965,341
480544,110965,342
471075,110966,341
478454,110966,342
471076,110967,341
478455,110967,342
478144,110968,341
484610,110968,342
474752,110969,341
481659,110969,342
475147,110970,341
481966,110970,342
472949,110971,341
480092,110971,342
475695,110972,341
482487,110972,342
477546,110973,341
484103,110973,342
475696,110974,341
482488,110974,342
471077,110975,341
478456,110975,342
477556,110976,341
484110,110976,342
471090,110977,341
478466,110977,342
472953,110978,341
480094,110978,342
472954,110979,341
480095,110979,342
471091,110980,341
478467,110980,342
474747,110981,341
481654,110981,342
472943,110982,341
480087,110982,342
472944,110983,341
480088,110983,342
474748,110984,341
481655,110984,342
472006,110985,341
479254,110985,342
471067,110986,341
478448,110986,342
472007,110987,341
479255,110987,342
476622,110988,341
483285,110988,342
471068,110989,341
478449,110989,342
476623,110990,341
483286,110990,342
471464,110991,341
478744,110991,342
471069,110992,341
478450,110992,342
471070,110993,341
478451,110993,342
400832,110994,115
392155,110995,115
403285,110996,115
387915,110997,115
390076,110998,115
398739,110999,115
475793,111001,341
482551,111001,342
468761,111002,339
473059,111002,341
480173,111002,342
470723,111003,339
477671,111003,341
484199,111003,342
472105,111004,341
479334,111004,342
323976,111004,346
476975,111005,341
483567,111005,342
324957,111005,346
469144,111006,339
473964,111006,341
480963,111006,342
476733,111007,341
483374,111007,342
470328,111008,339
476734,111008,341
483375,111008,342
475807,111009,341
482563,111009,342
324733,111009,346
468880,111010,339
473353,111010,341
480406,111010,342
469928,111011,339
475780,111011,341
482540,111011,342
467981,111012,339
471176,111012,341
478534,111012,342
469133,111013,339
473943,111013,341
480948,111013,342
470315,111014,339
476711,111014,341
483355,111014,342
469498,111015,339
474842,111015,341
481725,111015,342
469131,111016,339
473941,111016,341
480946,111016,342
470709,111017,339
477652,111017,341
484182,111017,342
470312,111018,339
476707,111018,341
483351,111018,342
467987,111019,339
471187,111019,341
478543,111019,342
469511,111020,339
474857,111020,341
481738,111020,342
477668,111021,341
484196,111021,342
475791,111022,341
482549,111022,342
474858,111023,341
481739,111023,342
477669,111024,341
484197,111024,342
471181,111025,341
478538,111025,342
476719,111026,341
483362,111026,342
471702,111027,341
478969,111027,342
475792,111028,341
482550,111028,342
469135,111029,339
473950,111029,341
480953,111029,342
473939,111030,341
480944,111030,342
324352,111030,346
474840,111031,341
481723,111031,342
467976,111032,339
471171,111032,341
478529,111032,342
470708,111033,339
477651,111033,341
484181,111033,342
468750,111034,339
473043,111034,341
480158,111034,342
468355,111035,339
472087,111035,341
479316,111035,342
469497,111036,339
474841,111036,341
481724,111036,342
467977,111037,339
471172,111037,341
478530,111037,342
470707,111038,339
477648,111038,341
484179,111038,342
473356,111039,341
480408,111039,342
471168,111040,341
478528,111040,342
475775,111041,341
482537,111041,342
472114,111042,341
479341,111042,342
469938,111043,339
475801,111043,341
482558,111043,342
468766,111044,339
473066,111044,341
480177,111044,342
467989,111045,339
471189,111045,341
478545,111045,342
476716,111046,341
483360,111046,342
324913,111046,346
473948,111052,341
477663,111053,341
473053,111054,341
457130,111055,308
328717,111055,370
458111,111056,308
494065,111056,459
461918,111057,308
331071,111057,372
338668,111058,442
338523,111059,442
337282,111060,437
332962,111069,389
412549,111074,121
412516,111075,121
412550,111076,121
412315,111077,121
412472,111078,121
412316,111079,121
412317,111080,121
473892,111081,341
480910,111081,342
324339,111081,346
473893,111082,341
480911,111082,342
324340,111082,346
469112,111083,339
473894,111083,341
480912,111083,342
469902,111084,339
475729,111084,341
482511,111084,342
469913,111085,339
475755,111085,341
467965,111086,339
471148,111086,341
469914,111087,339
475756,111087,341
469488,111088,339
474817,111088,341
468346,111089,339
472066,111089,341
469915,111090,339
475757,111090,341
485219,111091,479
456069,111092,305
467717,111093,333
475758,111094,341
473017,111095,341
351777,111096,51
476691,111097,341
483337,111097,342
324907,111097,346
476992,111098,341
495427,111100,470
463902,111103,312
477636,111104,341
484168,111104,342
325112,111104,346
472079,111105,341
479308,111105,342
323973,111105,346
471156,111106,341
478518,111106,342
323790,111106,346
473927,111107,341
480936,111107,342
324350,111107,346
475770,111108,341
482533,111108,342
477637,111109,341
484169,111109,342
477638,111110,341
484170,111110,342
474830,111111,341
481716,111111,342
474831,111112,341
481717,111112,342
476694,111113,341
483340,111113,342
486000,111114,479
469920,111126,339
468351,111128,339
472075,111128,341
468743,111129,339
473027,111129,341
477635,111130,341
325111,111130,346
475768,111131,341
324727,111131,346
470483,111132,339
477141,111132,341
469923,111133,339
475772,111133,341
474835,111134,341
324541,111134,346
473032,111135,341
324167,111135,346
349267,111148,34
349936,111149,34
356214,111149,62
359760,111149,65
346757,111150,32
346842,111152,32
347467,111153,32
355220,111153,62
347628,111154,32
347098,111155,32
347629,111156,32
347992,111157,32
347280,111158,32
347099,111159,32
347463,111160,32
346934,111161,32
347102,111162,32
346937,111163,32
346935,111164,32
347464,111165,32
347994,111166,32
347995,111167,32
347465,111168,32
347466,111169,32
347281,111170,32
347100,111171,32
349607,111172,34
349608,111173,34
349612,111174,34
349886,111175,34
349384,111176,34
469136,111177,339
473951,111177,341
480954,111177,342
468764,111178,339
473064,111178,341
480176,111178,342
468767,111179,339
473072,111179,341
480182,111179,342
468768,111180,339
473073,111180,341
480183,111180,342
469940,111181,339
475804,111181,341
482560,111181,342
469941,111182,339
475805,111182,341
482561,111182,342
467992,111183,339
471195,111183,341
478551,111183,342
469139,111184,339
473959,111184,341
480958,111184,342
470326,111185,339
476730,111185,341
483371,111185,342
467993,111186,339
471196,111186,341
478552,111186,342
469140,111187,339
473960,111187,341
480959,111187,342
472118,111188,341
479345,111188,342
467994,111189,339
471197,111189,341
478553,111189,342
470728,111190,339
477680,111190,341
484206,111190,342
468769,111191,339
473074,111191,341
480184,111191,342
469141,111192,339
473961,111192,341
480960,111192,342
468102,111193,339
471472,111193,341
478749,111193,342
473062,111194,341
480174,111194,342
472109,111195,341
479336,111195,342
323978,111195,346
476723,111196,341
483364,111196,342
324914,111196,346
473063,111197,341
480175,111197,342
325460,111197,353
467985,111198,339
471185,111198,341
478541,111198,342
468371,111199,339
472110,111199,341
479337,111199,342
467986,111200,339
471186,111200,341
478542,111200,342
470726,111201,339
477674,111201,341
484202,111201,342
475795,111202,341
482552,111202,342
472112,111203,341
479339,111203,342
473953,111204,341
480955,111204,342
476726,111205,341
483367,111205,342
472113,111206,341
479340,111206,342
475800,111207,341
482557,111207,342
474862,111208,341
481742,111208,342
467906,111209,338
475797,111209,341
482554,111209,342
467889,111210,338
474846,111210,341
481728,111210,342
471179,111211,341
478536,111211,342
323791,111211,346
473929,111212,341
480937,111212,342
325311,111212,347
472080,111213,341
479309,111213,342
325286,111213,347
474834,111214,341
481719,111214,342
325480,111214,353
412456,111218,121
467829,111219,335
468746,111221,339
473035,111221,341
480151,111221,342
469130,111222,339
473940,111222,341
480945,111222,342
469926,111223,339
475778,111223,341
482538,111223,342
468357,111224,339
472089,111224,341
479318,111224,342
470314,111225,339
476710,111225,341
483354,111225,342
467979,111226,339
471174,111226,341
478532,111226,342
469927,111227,339
475779,111227,341
482539,111227,342
467980,111228,339
471175,111228,341
478533,111228,342
469146,111229,339
473967,111229,341
480966,111229,342
469147,111230,339
473968,111230,341
480967,111230,342
468776,111231,339
473085,111231,341
480195,111231,342
469942,111232,339
475813,111232,341
482569,111232,342
354547,111233,62
357489,111233,65
494266,111234,459
495004,111235,459
495005,111236,459
494836,111237,459
468375,111240,339
472123,111240,341
479350,111240,342
468772,111241,339
473080,111241,341
480190,111241,342
472124,111242,341
479351,111242,342
475810,111243,341
482566,111243,342
473081,111244,341
480191,111244,342
475811,111245,341
482567,111245,342
474873,111247,341
471202,111248,341
471203,111253,341
478558,111253,342
415362,111254,140
379619,111257,91
380582,111257,92
380429,111258,91
381539,111258,92
380430,111259,91
381540,111259,92
380074,111260,91
381123,111260,92
475749,111261,341
324724,111261,346
332957,111262,389
332989,111263,389
332637,111264,389
467964,111265,339
471145,111265,341
468345,111266,339
472063,111266,341
360986,111267,81
328438,111271,369
333014,111276,389
333015,111277,389
347996,111278,32
356212,111278,62
347630,111279,32
347282,111280,32
458104,111281,308
462824,111282,308
457341,111283,308
470682,111284,339
477588,111284,341
484136,111284,342
464024,111286,312
475794,111288,341
446422,111289,296
449575,111290,296
495397,111292,470
471184,111297,341
323792,111297,346
472107,111298,341
323977,111298,346
473060,111299,341
324171,111299,346
474859,111300,341
324543,111300,346
351795,111301,51
468370,111302,339
472108,111302,341
493159,111304,444
493263,111305,444
493157,111306,444
349827,111307,34
355865,111307,62
349380,111308,34
354538,111308,62
349151,111309,34
353901,111309,62
349724,111310,34
355561,111310,62
354898,111311,62
355562,111312,62
356216,111313,62
355866,111314,62
354539,111315,62
356217,111316,62
354540,111317,62
354899,111318,62
354961,111319,62
354541,111320,62
355221,111321,62
355563,111322,62
356213,111323,62
396419,111325,115
408697,111325,119
403220,111326,115
410864,111326,119
394321,111327,115
407975,111327,119
390011,111328,115
406644,111328,119
390012,111329,115
406645,111329,119
403221,111330,115
410865,111330,119
392217,111331,115
407349,111331,119
387859,111332,115
405997,111332,119
403231,111333,115
410867,111333,119
394332,111334,115
407976,111334,119
387873,111335,115
405999,111335,119
398697,111336,115
409416,111336,119
400913,111337,115
410124,111337,119
403228,111338,115
410866,111338,119
387867,111339,115
405998,111339,119
392229,111340,115
407350,111340,119
390044,111341,115
406648,111341,119
396458,111342,115
408701,111342,119
470317,111343,339
476714,111343,341
483358,111343,342
470716,111344,339
477661,111344,341
484190,111344,342
472406,111345,341
479580,111345,342
473947,111346,341
480951,111346,342
468757,111347,339
473050,111347,341
480165,111347,342
472096,111348,341
479325,111348,342
469931,111349,339
475787,111349,341
482546,111349,342
468758,111350,339
473051,111350,341
480166,111350,342
473052,111351,341
480167,111351,342
476715,111352,341
483359,111352,342
468363,111353,339
472097,111353,341
479326,111353,342
469499,111354,339
474843,111354,341
481726,111354,342
468356,111355,339
472088,111355,341
479317,111355,342
468974,111356,339
473571,111356,341
480614,111356,342
473044,111357,341
480159,111357,342
476708,111358,341
483352,111358,342
468751,111359,339
473045,111359,341
480160,111359,342
469132,111360,339
473942,111360,341
480947,111360,342
467978,111361,339
471173,111361,341
478531,111361,342
468752,111362,339
473046,111362,341
480161,111362,342
477653,111363,341
484183,111363,342
325116,111363,346
467891,111364,338
474851,111364,341
481733,111364,342
467933,111365,338
477660,111365,341
484189,111365,342
467632,111366,333
465547,111367,321
467738,111367,333
465711,111368,321
467755,111368,333
465110,111369,321
467679,111369,333
464974,111370,321
467672,111370,333
465247,111371,321
464799,111372,321
326889,111372,362
464800,111373,321
467810,111373,335
465869,111374,321
467777,111374,333
464801,111375,321
467633,111375,333
465865,111376,321
467774,111376,333
464795,111377,321
467808,111377,335
465705,111378,321
467825,111378,335
464796,111379,321
467809,111379,335
465106,111380,321
467678,111380,333
465706,111381,321
467753,111381,333
465707,111382,321
467754,111382,333
465544,111383,321
466488,111383,322
465397,111384,321
326483,111384,359
469145,111385,339
473965,111385,341
480964,111385,342
380327,111386,91
381423,111386,92
379852,111387,91
380862,111387,92
379623,111388,91
380588,111388,92
379728,111389,91
380711,111389,92
380449,111392,91
381562,111392,92
380094,111393,91
381143,111393,92
379849,111394,91
380855,111394,92
380095,111395,91
381144,111395,92
380206,111396,91
381278,111396,92
379959,111397,91
380983,111397,92
379621,111398,91
380584,111398,92
468765,111399,339
470325,111400,339
494640,111409,459
456123,111412,308
328527,111412,370
460960,111413,308
330846,111413,372
466577,111415,322
460013,111416,308
329187,111416,370
460014,111417,308
329188,111417,370
461903,111418,308
329492,111418,370
485050,111424,479
331066,111425,372
331286,111426,372
485375,111427,479
458101,111428,308
473359,111429,341
475737,111430,341
476672,111431,341
325345,111431,347
493243,111432,444
468352,111433,339
467789,111434,333
467719,111435,333
467659,111436,333
336802,111437,433
336807,111438,433
415360,111439,140
415798,111440,140
415637,111441,140
415361,111442,140
415940,111443,140
415497,111444,140
332880,111452,389
332639,111453,389
332702,111454,389
478142,111455,341
484608,111455,342
472076,111456,341
479306,111456,342
360956,111459,81
360916,111460,81
464180,111464,312
396414,111474,115
392212,111475,115
392213,111476,115
392214,111477,115
398678,111478,115
398679,111479,115
392215,111480,115
396424,111481,115
400919,111482,115
390023,111483,115
398702,111484,115
400920,111485,115
396440,111486,115
400956,111487,115
390062,111488,115
396485,111489,115
403279,111490,115
392272,111491,115
341843,111492,5
333494,111493,397
475789,111494,341
482548,111494,342
333579,111494,397
333423,111495,397
333672,111495,398
333424,111496,397
333673,111496,398
333453,111497,397
333685,111497,398
333538,111498,397
333716,111498,398
333539,111499,397
333717,111499,398
333425,111500,397
333674,111500,398
333602,111501,397
333737,111501,398
333603,111502,397
333738,111502,398
333495,111503,397
333698,111503,398
333451,111504,397
333683,111504,398
333638,111505,397
333752,111505,398
333601,111506,397
333736,111506,398
333452,111507,397
333684,111507,398
333577,111508,397
333578,111509,397
333729,111509,398
477935,111510,341
484411,111510,342
333647,111510,397
333756,111510,398
476725,111512,341
483366,111512,342
333604,111512,397
333739,111512,398
495606,111513,472
450663,111514,296
444279,111515,296
447486,111516,296
445322,111517,296
412124,111518,120
411565,111519,120
462310,111520,308
331181,111520,372
456134,111521,308
327539,111521,367
458317,111522,308
327769,111522,367
459078,111523,308
462843,111524,308
457137,111525,308
328719,111525,370
459079,111526,308
329036,111526,370
460980,111527,308
330853,111527,372
459589,111528,308
330550,111528,372
459080,111529,308
330436,111529,372
462844,111530,308
331289,111530,372
456136,111531,308
460981,111532,308
494636,111532,459
461920,111533,308
494828,111533,459
457138,111534,308
493886,111534,459
460982,111535,308
494637,111535,459
462845,111536,308
331290,111536,372
461921,111537,308
459081,111538,308
494257,111538,459
460983,111539,308
330854,111539,372
461922,111540,308
328490,111540,369
460027,111541,308
329191,111541,370
458119,111542,308
328862,111542,370
456140,111543,308
493714,111543,459
460993,111544,308
494648,111544,459
456141,111545,308
329792,111545,372
460994,111546,308
330855,111546,372
458120,111547,308
330245,111547,372
459087,111548,308
330437,111548,372
462128,111549,308
331140,111549,372
459274,111550,308
494311,111550,459
460028,111551,308
330639,111551,372
460024,111552,308
494448,111552,459
332768,111558,389
333017,111559,389
472091,111561,341
479320,111561,342
473944,111562,341
480949,111562,342
493880,111567,459
493706,111568,459
494996,111569,459
493707,111570,459
494253,111571,459
494629,111572,459
494061,111573,459
494445,111574,459
494825,111575,459
493865,111576,459
494435,111577,459
493696,111578,459
494617,111579,459
494236,111580,459
494048,111581,459
494618,111582,459
494237,111583,459
493697,111584,459
494619,111585,459
494816,111586,459
494049,111587,459
494050,111588,459
494983,111589,459
494817,111590,459
493698,111591,459
494239,111592,459
494240,111593,459
494437,111594,459
493876,111595,459
494054,111596,459
493700,111597,459
494988,111598,459
494420,111599,459
464017,111604,312
467171,111604,330
476635,111606,341
474762,111607,341
472956,111608,341
473856,111609,341
472957,111610,341
477563,111611,341
456111,111612,308
493689,111612,459
458085,111613,308
494039,111613,459
460951,111614,308
457099,111615,308
330006,111615,372
462818,111616,308
328506,111616,369
459994,111617,308
494422,111617,459
459995,111618,308
494423,111618,459
467834,111619,338
471109,111619,341
478483,111619,342
472026,111621,341
479269,111621,342
466606,111622,322
326967,111622,362
473867,111623,341
480888,111623,342
324332,111623,346
328477,111624,369
328478,111625,369
468209,111626,339
471701,111626,341
478968,111626,342
471462,111627,341
478743,111627,342
323833,111627,346
477594,111628,341
484141,111628,342
467838,111629,338
471163,111629,341
478524,111629,342
469126,111630,339
473934,111630,341
480942,111630,342
476698,111631,341
483344,111631,342
471164,111632,341
478525,111632,342
325276,111632,347
476699,111633,341
483345,111633,342
325503,111633,353
473039,111634,341
480154,111634,342
470307,111635,339
476700,111635,341
483346,111635,342
477644,111636,341
484175,111636,342
472085,111637,341
479314,111637,342
476701,111638,341
483347,111638,342
465867,111639,321
467775,111639,333
465546,111640,321
467737,111640,333
338070,111641,438
337616,111642,438
351539,111643,46
333116,111644,394
474787,111645,341
481684,111645,342
333104,111645,394
333637,111646,397
333749,111646,398
333537,111647,397
333714,111647,398
392186,111650,115
352554,111651,57
352506,111652,57
352440,111653,57
477143,111654,341
483723,111654,342
333740,111654,398
477656,111655,341
484185,111655,342
333753,111655,398
471178,111656,341
478535,111656,342
333671,111656,398
466579,111658,322
466580,111659,322
466027,111660,322
466300,111661,322
466574,111662,322
466386,111663,322
466575,111664,322
384781,111667,105
450657,111667,296
411751,111668,120
335480,111672,405
335170,111673,405
335791,111674,405
383797,111675,104
332703,111687,389
333016,111688,389
332586,111689,389
332959,111690,389
332704,111691,389
332640,111692,389
332960,111693,389
332822,111694,389
332881,111695,389
475776,111696,341
471169,111697,341
477686,111698,341
477687,111699,341
471204,111700,341
476739,111701,341
471205,111702,341
475816,111703,341
331291,111704,372
460032,111705,308
456142,111706,308
466388,111707,322
466204,111708,322
337833,111709,438
467997,111710,339
471206,111710,341
478559,111710,342
467998,111711,339
471207,111711,341
478560,111711,342
476740,111712,341
483380,111712,342
324918,111712,346
338493,111714,442
466578,111715,322
466870,111715,329
326669,111715,359
466148,111716,322
466821,111716,329
326257,111716,359
460971,111717,308
329336,111717,370
456130,111718,308
328528,111718,370
462835,111719,308
329621,111719,370
460972,111720,308
329337,111720,370
460019,111721,308
494443,111721,459
459066,111722,308
494247,111722,459
459067,111723,308
494248,111723,459
459068,111724,308
330433,111724,372
458105,111725,308
330241,111725,372
456132,111726,308
329790,111726,372
330636,111727,372
467720,111728,333
494232,111730,459
494428,111731,459
494264,111732,459
495003,111733,459
493894,111734,459
494834,111735,459
494077,111736,459
494078,111737,459
494079,111738,459
494835,111739,459
494986,111740,459
494620,111741,459
494987,111742,459
494052,111743,459
493874,111744,459
493699,111745,459
493875,111746,459
494436,111747,459
494053,111748,459
494238,111749,459
494819,111750,459
493944,111751,459
494634,111752,459
494068,111753,459
494635,111754,459
493710,111755,459
494633,111756,459
493885,111757,459
494827,111758,459
494449,111759,459
494256,111760,459
493709,111761,459
494998,111762,459
494265,111763,459
351553,111764,46
473926,111768,341
324349,111768,346
494984,111769,459
494051,111770,459
330635,111772,372
467826,111789,335
464232,111792,319
493156,111792,444
468745,111793,339
473031,111793,341
468344,111794,339
472061,111794,341
469912,111795,339
475751,111795,341
469120,111796,339
473913,111796,341
474809,111797,341
324536,111797,346
471146,111798,341
323787,111798,346
472616,111799,341
324074,111799,346
474810,111800,341
324537,111800,346
473914,111801,341
324346,111801,346
474811,111802,341
325479,111802,353
472062,111803,341
325445,111803,353
476687,111804,341
325501,111804,353
387841,111818,115
395105,111819,115
408032,111819,119
446421,111824,296
412426,111831,121
412582,111832,121
412391,111833,121
368671,111834,87
370660,111835,87
370661,111836,87
364808,111837,87
366793,111838,87
366812,111839,87
369640,111840,87
364832,111841,87
364833,111842,87
389973,111845,115
438444,111846,259
438966,111847,259
467916,111849,338
476657,111849,341
483311,111849,342
467917,111850,338
476658,111850,341
483312,111850,342
467881,111851,338
474250,111851,341
481179,111851,342
494251,111852,459
459071,111853,308
494252,111853,459
460021,111854,308
458108,111855,308
330242,111855,372
468755,111856,339
473048,111856,341
480163,111856,342
469502,111857,339
474848,111857,341
481730,111857,342
470713,111858,339
477658,111858,341
484187,111858,342
468360,111859,339
472093,111859,341
479322,111859,342
469503,111860,339
474849,111860,341
481731,111860,342
468361,111861,339
472094,111861,341
479323,111861,342
470316,111862,339
476713,111862,341
483357,111862,342
473049,111863,341
480164,111863,342
475782,111864,341
482542,111864,342
475783,111865,341
482543,111865,342
469504,111866,339
474850,111866,341
481732,111866,342
461914,111867,308
329494,111867,370
473946,111869,341
469929,111875,339
475784,111875,341
482544,111875,342
470830,111876,339
477931,111876,341
484409,111876,342
470714,111877,339
477659,111877,341
484188,111877,342
469930,111878,339
475785,111878,341
482545,111878,342
461915,111880,308
329495,111880,370
456133,111881,308
493708,111881,459
458109,111882,308
494062,111882,459
458113,111883,308
330243,111883,372
457134,111884,308
330020,111884,372
462840,111885,308
470721,111885,339
335033,111888,404
415071,111889,140
485511,111891,479
486196,111892,479
467984,111893,339
471180,111893,341
478537,111893,342
470318,111894,339
476717,111894,341
483361,111894,342
468358,111895,339
472090,111895,341
479319,111895,342
494627,111896,459
494632,111897,459
494071,111898,459
494260,111899,459
495000,111900,459
494451,111901,459
495001,111902,459
494830,111903,459
494831,111904,459
493711,111905,459
494639,111906,459
494833,111907,459
494076,111908,459
493704,111909,459
462837,111910,308
329623,111910,370
349609,111911,34
494446,111912,459
494063,111913,459
485610,111914,479
486003,111915,479
328758,111916,370
329033,111917,370
329338,111918,370
474777,111929,341
481678,111929,342
476644,111930,341
483298,111930,342
471136,111931,341
478503,111931,342
472049,111932,341
479288,111932,342
475733,111933,341
482514,111933,342
470686,111934,339
474252,111935,341
330852,111965,372
326962,111968,362
463351,111971,308
331394,111971,372
457116,111972,308
330013,111972,372
460009,111973,308
330633,111973,372
458099,111974,308
494046,111974,459
460010,111975,308
494432,111975,459
460958,111976,308
494615,111976,459
456120,111977,308
493695,111977,459
457117,111978,308
493869,111978,459
438897,111983,259
438445,111984,259
438656,111985,259
438774,111995,259
438335,112003,259
468753,112018,339
473047,112018,341
480162,112018,342
470313,112019,339
476709,112019,341
483353,112019,342
470710,112020,339
477654,112020,341
484184,112020,342
470722,112021,339
477670,112021,341
484198,112021,342
469121,112022,339
473915,112022,341
480928,112022,342
472064,112023,341
475752,112024,341
475761,112025,341
473921,112026,341
473019,112027,341
472991,112028,341
480121,112028,342
471130,112029,341
478499,112029,342
360960,112030,81
360926,112033,81
360985,112034,81
473891,112035,341
480909,112035,342
485513,112036,479
485514,112037,479
336951,112039,437
467680,112040,333
467660,112041,333
337019,112041,437
467681,112042,333
337087,112042,437
467636,112043,333
332823,112044,389
