ass_cls_map_id,assay_id,assay_class_id
361903,47902,82
396184,47902,115
361248,47903,82
389768,47903,115
362602,47904,82
402947,47904,115
362580,47905,82
402238,47905,115
438588,48730,259
439746,48730,266
438759,48731,259
439933,48731,266
438878,48732,259
440065,48732,266
438760,48733,259
439934,48733,266
438723,48734,259
439882,48734,266
438224,48735,259
439291,48735,266
438639,48736,259
440424,48736,267
438877,48737,259
440494,48737,267
438223,48738,259
440310,48738,267
439007,48739,259
440541,48739,267
439550,48740,266
439940,48741,266
439419,48742,266
439671,48743,266
439420,48744,266
440187,48745,266
439941,48746,266
439883,48747,266
439806,48748,266
439556,48749,266
440192,48750,266
439944,48751,266
440193,48752,266
434368,48775,216
436665,48776,216
434369,48777,216
433904,48778,216
439292,48878,266
439669,48879,266
439801,48880,266
440024,48881,266
439415,48882,266
440066,48883,266
439547,48884,266
440255,48885,266
437716,48886,265
439802,48886,266
437638,48887,265
439548,48887,266
437682,48888,265
439670,48888,266
437599,48889,265
439414,48889,266
437831,48891,265
440184,48891,266
437753,48892,265
439935,48892,266
439288,48893,266
440183,48894,266
439799,48895,266
439289,48896,266
440064,48897,266
439930,48898,266
439800,48899,266
439931,48900,266
439290,48901,266
439630,48902,266
439545,48903,266
439667,48904,266
439932,48905,266
439668,48906,266
440449,48907,267
440341,48908,267
440425,48909,267
440311,48910,267
440426,48911,267
440459,49045,267
440536,49046,267
440313,49047,267
440368,49048,267
440314,49049,267
440537,49050,267
440458,49051,267
440561,49052,267
440535,49053,267
440400,49054,267
427889,49093,205
433410,49093,216
428270,49094,205
436666,49094,216
428212,49095,205
436198,49095,216
427947,49096,205
433905,49096,216
428271,49097,205
436667,49097,216
428053,49098,205
434799,49098,216
427948,49099,205
433906,49099,216
428272,49100,205
436668,49100,216
428101,49101,205
435252,49101,216
428136,49102,205
435601,49102,216
427949,49103,205
433907,49103,216
428040,49104,205
434673,49104,216
440022,49216,266
439417,49217,266
439938,49218,266
439939,49219,266
439804,49220,266
440185,49221,266
387592,49642,115
396194,49643,115
398414,49644,115
404072,49645,115
400667,49646,115
394089,49647,115
400669,49815,115
394094,49816,115
391969,49817,115
396195,49818,115
394095,49819,115
396196,49820,115
391970,49821,115
391971,49822,115
394096,49823,115
391974,49824,115
400671,49825,115
389788,49826,115
389789,49827,115
387596,49828,115
387597,49829,115
389787,49957,115
402968,49958,115
387595,49959,115
398417,49960,115
402969,49961,115
391972,49962,115
389078,49963,115
396197,49982,115
361911,49990,82
396198,49990,115
361482,49991,82
391973,49991,115
362621,49992,82
402970,49992,115
362384,49993,82
400670,49993,115
361912,49994,82
396199,49994,115
362622,49995,82
402971,49995,115
361905,50104,82
396187,50104,115
