prod_pat_id,product_id,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag,submission_date
257,PRODUCT_050805_001,8394406,2024-04-07 00:00:00,0,1,U-925,0,2013-03-25 00:00:00
259,PRODUCT_050808_008,8268804,2025-06-24 00:00:00,0,0,U-1078,0,
260,PRODUCT_050808_007,7919483,2027-03-07 00:00:00,0,0,U-1078,0,
262,PRODUCT_050808_006,8268804,2025-06-24 00:00:00,0,0,U-1078,0,
264,PRODUCT_050808_003,7790705,2025-06-24 00:00:00,0,0,U-1078,0,
265,PRODUCT_050808_001,8252776,2025-06-24 00:00:00,0,0,U-124,0,2012-08-28 00:00:00
267,PRODUCT_050810_001,7056893,2019-03-31 00:00:00,0,1,U-709,0,
268,PRODUCT_050819_001,8663699,2029-06-03 00:00:00,0,0,U-124,0,2014-03-06 00:00:00
269,PRODUCT_050684_004,6900184,2023-04-14 00:00:00,0,1,U-282,0,
270,PRODUCT_050684_001,8133883,2023-04-14 00:00:00,0,1,U-282,0,2012-04-11 00:00:00
272,PRODUCT_050750_002,6207661,2019-02-22 00:00:00,0,1,,0,
273,PRODUCT_050767_001,6495157,2020-07-20 00:00:00,0,1,,0,
275,PRODUCT_050785_001,7217430,2020-04-04 00:00:00,0,1,U-926,0,
276,PRODUCT_050785_001,7250176,2020-04-04 00:00:00,0,0,U-926,0,
278,PRODUCT_050790_001,8633162,2024-08-27 00:00:00,0,0,U-1479,0,2014-01-22 00:00:00
281,PRODUCT_201280_001,7459428,2019-02-02 00:00:00,0,0,U-493,0,2011-05-31 00:00:00
282,PRODUCT_201280_001,8178541,2023-08-12 00:00:00,0,0,U-1245,0,2012-06-08 00:00:00
283,PRODUCT_201281_003,6890898,2019-02-02 00:00:00,0,0,U-1039,0,
284,PRODUCT_201281_003,7459428,2019-02-02 00:00:00,0,0,U-1039,0,
285,PRODUCT_201281_003,8119648,2023-08-12 00:00:00,0,0,U-802,0,
286,PRODUCT_201281_001,6890898,2019-02-02 00:00:00,0,0,U-1039,0,2012-02-22 00:00:00
287,PRODUCT_201655_004,8309060,2023-11-20 00:00:00,0,1,,0,
288,PRODUCT_201655_004,8075872,2023-11-20 00:00:00,0,1,,0,
289,PRODUCT_201655_004,8309122,2023-02-04 00:00:00,0,1,,0,
290,PRODUCT_201655_002,8192722,2025-09-15 00:00:00,0,1,,0,
291,PRODUCT_201655_001,8329216,2023-02-04 00:00:00,0,1,,0,2012-12-11 00:00:00
292,PRODUCT_201688_001,7442388,2020-05-10 00:00:00,0,1,,0,2013-04-19 00:00:00
293,PRODUCT_201699_001,7378508,2027-07-31 00:00:00,1,1,,0,2011-08-29 00:00:00
294,PRODUCT_201739_002,8425462,2024-11-23 00:00:00,0,1,,0,
295,PRODUCT_201922_005,8268804,2025-06-24 00:00:00,0,0,U-124,0,
296,PRODUCT_201922_003,7541347,2027-04-02 00:00:00,0,0,U-917,0,
297,PRODUCT_201922_003,7919483,2027-03-07 00:00:00,0,0,U-124,0,
299,PRODUCT_202008_003,8506929,2027-04-30 00:00:00,1,1,U-1423,0,
300,PRODUCT_202008_003,7687052,2027-04-30 00:00:00,1,1,,0,
301,PRODUCT_202008_002,7687052,2027-04-30 00:00:00,1,1,,0,
302,PRODUCT_202022_001,7638522,2023-04-14 00:00:00,0,1,,0,2011-06-16 00:00:00
307,PRODUCT_200533_005,7994364,2025-06-27 00:00:00,1,1,U-1276,0,
308,PRODUCT_200533_005,8309060,2023-11-20 00:00:00,0,1,U-1276,0,
309,PRODUCT_200533_004,RE39593,2022-08-05 00:00:00,1,1,U-1178,0,
310,PRODUCT_200533_003,7994364,2025-06-27 00:00:00,1,1,U-1276,0,
311,PRODUCT_200533_003,RE39593,2022-08-05 00:00:00,1,1,U-1276,0,
312,PRODUCT_200533_001,RE39593,2022-08-05 00:00:00,1,1,U-1276,0,2011-09-19 00:00:00
313,PRODUCT_200533_001,8075872,2023-11-20 00:00:00,0,1,,0,2012-01-09 00:00:00
319,PRODUCT_022472_002,7464706,2023-03-02 00:00:00,0,1,,0,2014-07-24 00:00:00
321,PRODUCT_022472_002,8636001,2032-07-12 00:00:00,0,1,,0,2014-07-24 00:00:00
323,PRODUCT_022472_001,6652885,2020-06-29 00:00:00,0,0,U-1535,0,2014-07-24 00:00:00
325,PRODUCT_022472_001,8499757,2032-02-19 00:00:00,0,1,,0,2014-07-24 00:00:00
326,PRODUCT_022472_001,7464706,2023-03-02 00:00:00,0,1,,0,2014-07-24 00:00:00
328,PRODUCT_205787_001,8425462,2024-11-23 00:00:00,0,1,,0,2014-05-23 00:00:00
329,PRODUCT_205787_001,8231573,2028-11-25 00:00:00,0,1,,0,2014-05-23 00:00:00
330,PRODUCT_205787_001,8021344,2029-11-02 00:00:00,0,1,,0,2014-05-23 00:00:00
331,PRODUCT_205755_001,7153964,2021-02-26 00:00:00,1,1,,0,2014-05-13 00:00:00
332,PRODUCT_205060_001,7960370,2025-02-07 00:00:00,0,1,,0,2014-06-03 00:00:00
333,PRODUCT_205637_001,7579019,2020-01-22 00:00:00,0,0,U-1521,0,2014-06-20 00:00:00
334,PRODUCT_202570_001,8217057,2029-11-06 00:00:00,1,1,,0,2012-07-31 00:00:00
337,PRODUCT_202714_001,8207127,2025-04-14 00:00:00,0,0,U-1260,0,2012-08-09 00:00:00
338,PRODUCT_202714_001,8207125,2025-04-14 00:00:00,1,1,,0,2012-08-09 00:00:00
339,PRODUCT_202714_001,7737112,2027-12-07 00:00:00,0,1,,0,2012-08-09 00:00:00
340,PRODUCT_202736_001,8791153,2027-10-12 00:00:00,0,1,,0,2014-08-27 00:00:00
342,PRODUCT_202799_008,7084245,2024-05-12 00:00:00,1,1,U-1238,0,
343,PRODUCT_202799_008,7414105,2024-05-12 00:00:00,1,1,U-1238,0,
344,PRODUCT_202799_005,7528104,2024-05-12 00:00:00,1,1,,0,
345,PRODUCT_202799_004,7528104,2024-05-12 00:00:00,1,1,,0,
346,PRODUCT_202799_003,7084245,2024-05-12 00:00:00,1,1,U-1238,0,
347,PRODUCT_202799_003,7550433,2026-06-02 00:00:00,0,0,U-1238,0,
348,PRODUCT_202799_002,7414105,2024-05-12 00:00:00,1,1,U-1238,0,
349,PRODUCT_202799_001,7550433,2026-06-02 00:00:00,0,0,U-1238,0,2012-04-25 00:00:00
350,PRODUCT_202799_001,7919118,2024-05-12 00:00:00,1,1,,0,2012-04-25 00:00:00
351,PRODUCT_202810_002,8617600,2027-04-13 00:00:00,0,1,,0,
352,PRODUCT_202810_001,8617600,2027-04-13 00:00:00,0,1,,0,
355,PRODUCT_202811_002,7704947,2024-01-28 00:00:00,1,1,,0,
356,PRODUCT_202811_002,7745409,2024-01-28 00:00:00,1,1,,0,
357,PRODUCT_202811_001,8110553,2024-01-28 00:00:00,0,0,U-1278,0,2012-09-18 00:00:00
358,PRODUCT_202811_001,7704947,2024-01-28 00:00:00,1,1,,0,2012-09-18 00:00:00
359,PRODUCT_202833_002,8536163,2026-12-18 00:00:00,0,0,U-1440,0,2013-10-15 00:00:00
363,PRODUCT_202833_001,8716271,2026-12-18 00:00:00,0,0,U-1440,0,2014-05-28 00:00:00
364,PRODUCT_202834_001,6949571,2021-06-08 00:00:00,1,1,U-106,0,2012-11-19 00:00:00
366,PRODUCT_202895_001,7470506,2019-06-23 00:00:00,0,0,U-1305,0,2012-01-13 00:00:00
367,PRODUCT_202895_001,8518987,2024-02-16 00:00:00,1,1,,0,2013-09-18 00:00:00
368,PRODUCT_203045_002,7754731,2029-03-11 00:00:00,1,1,U-257,0,
370,PRODUCT_203168_001,8754131,2024-01-16 00:00:00,0,1,,0,2014-06-30 00:00:00
371,PRODUCT_203188_001,8754224,2026-12-28 00:00:00,1,1,,0,2014-07-17 00:00:00
373,PRODUCT_203214_001,6956041,2020-12-08 00:00:00,0,1,,0,2012-11-30 00:00:00
375,PRODUCT_203341_002,7767678,2026-11-23 00:00:00,1,1,,0,
376,PRODUCT_203341_001,7767678,2026-11-23 00:00:00,1,1,,0,2012-09-25 00:00:00
377,PRODUCT_203389_001,8026284,2027-09-22 00:00:00,0,0,U-1399,0,2013-05-24 00:00:00
378,PRODUCT_203414_002,7078381,2019-02-02 00:00:00,0,0,U-1335,0,
380,PRODUCT_203414_001,7078381,2019-02-02 00:00:00,0,0,U-1335,0,
381,PRODUCT_203469_002,8114874,2026-12-22 00:00:00,1,1,,0,
382,PRODUCT_203505_001,8772353,2024-02-13 00:00:00,0,0,U-1369,0,2014-07-23 00:00:00
384,PRODUCT_203634_001,7431943,2020-06-09 00:00:00,0,1,,0,2013-01-18 00:00:00
388,PRODUCT_204353_001,8785403,2024-07-30 00:00:00,0,1,,0,2014-09-04 00:00:00
389,PRODUCT_204353_003,7943582,2029-02-26 00:00:00,1,1,U-493,0,2014-09-04 00:00:00
390,PRODUCT_203752_004,6841716,2020-04-27 00:00:00,0,1,,0,
393,PRODUCT_203791_001,8791127,2027-03-23 00:00:00,0,1,U-1460,0,2014-08-06 00:00:00
394,PRODUCT_203858_003,7932268,2027-08-19 00:00:00,0,0,U-1316,0,
395,PRODUCT_203858_002,7932268,2027-08-19 00:00:00,0,0,U-1316,0,
396,PRODUCT_203858_001,8618135,2025-03-07 00:00:00,0,0,U-1316,0,2014-01-22 00:00:00
397,PRODUCT_203985_003,5665772,2019-09-09 00:00:00,1,1,,0,
398,PRODUCT_203985_001,5665772,2019-09-09 00:00:00,1,1,,0,2012-09-26 00:00:00
399,PRODUCT_204026_004,6561977,2020-10-23 00:00:00,0,0,U-1361,0,
402,PRODUCT_204026_001,8673939,2023-05-15 00:00:00,0,0,U-1360,0,2014-04-09 00:00:00
403,PRODUCT_204026_001,8828427,2031-06-21 00:00:00,1,1,,0,2014-09-29 00:00:00
404,PRODUCT_204042_002,7943582,2029-02-26 00:00:00,1,1,U-493,0,
406,PRODUCT_204114_001,8580304,2032-01-28 00:00:00,0,1,,0,
408,PRODUCT_204275_001,RE44874,2023-03-23 00:00:00,1,1,U-1548,0,2014-06-27 00:00:00
409,PRODUCT_204275_001,8746242,2030-10-11 00:00:00,0,1,,0,2014-07-08 00:00:00
411,PRODUCT_204412_001,6649180,2020-04-13 00:00:00,0,1,,0,2013-07-12 00:00:00
413,PRODUCT_204426_001,6652880,2020-03-29 00:00:00,0,1,,0,
414,PRODUCT_204516_001,8658663,2029-04-06 00:00:00,1,1,U-904,0,2014-03-04 00:00:00
416,PRODUCT_201292_003,8545884,2029-12-19 00:00:00,0,1,,0,2013-10-28 00:00:00
418,PRODUCT_204824_003,8480631,2030-03-19 00:00:00,0,1,U-1442,0,
419,PRODUCT_204824_003,7744582,2019-08-10 00:00:00,0,1,U-1442,0,
420,PRODUCT_204824_004,7744582,2019-08-10 00:00:00,0,1,U-1442,0,
421,PRODUCT_204824_004,8562564,2026-01-24 00:00:00,0,1,,0,2013-11-04 00:00:00
422,PRODUCT_204824_001,8579865,2030-03-19 00:00:00,0,1,U-1442,0,2013-11-21 00:00:00
423,PRODUCT_204569_002,7951797,2029-11-20 00:00:00,1,1,U-620,0,2014-09-10 00:00:00
424,PRODUCT_204569_003,7951797,2029-11-20 00:00:00,1,1,U-620,0,2014-09-10 00:00:00
425,PRODUCT_022247_001,8815934,2019-05-06 00:00:00,0,1,,0,2014-09-23 00:00:00
426,PRODUCT_203496_002,8497393,2028-12-15 00:00:00,1,0,,1,2014-01-09 00:00:00
433,PRODUCT_204168_003,RE43879,2023-06-03 00:00:00,0,0,U-839,0,2013-08-15 00:00:00
434,PRODUCT_204168_001,8481598,2031-03-02 00:00:00,0,0,U-839,0,2013-08-15 00:00:00
435,PRODUCT_205776_001,8664231,2029-06-01 00:00:00,0,0,U-1442,0,2014-07-31 00:00:00
436,PRODUCT_205122_003,8652527,2033-03-19 00:00:00,0,1,,0,2014-03-12 00:00:00
437,PRODUCT_022219_001,8338395,2026-02-27 00:00:00,0,0,U-1500,0,
438,PRODUCT_204031_001,6488962,2020-06-20 00:00:00,0,1,,0,2014-04-03 00:00:00
439,PRODUCT_204031_001,8394408,2029-03-11 00:00:00,0,1,,0,2014-04-03 00:00:00
440,PRODUCT_205437_003,7208516,2023-03-19 00:00:00,0,0,U-1505,0,2014-04-15 00:00:00
441,PRODUCT_205437_002,8455536,2023-03-19 00:00:00,0,0,U-1505,0,2014-04-15 00:00:00
442,PRODUCT_205437_001,7208516,2023-03-19 00:00:00,0,0,U-1505,0,2014-04-15 00:00:00
443,PRODUCT_205123_001,8741926,2026-07-28 00:00:00,1,0,U-1467,0,2014-07-01 00:00:00
444,PRODUCT_205786_001,7754731,2029-03-11 00:00:00,1,1,U-257,0,2014-01-16 00:00:00
445,PRODUCT_205786_001,7435734,2022-10-21 00:00:00,0,0,U-257,0,2014-01-16 00:00:00
447,PRODUCT_203137_001,7351401,2023-01-24 00:00:00,1,1,U-336,0,2014-03-28 00:00:00
448,PRODUCT_202880_003,6902742,2019-11-01 00:00:00,0,1,,0,2014-01-15 00:00:00
449,PRODUCT_202880_001,6228398,2019-11-01 00:00:00,0,1,,0,2014-02-21 00:00:00
450,PRODUCT_202880_005,6228398,2019-11-01 00:00:00,0,1,,0,2014-02-21 00:00:00
451,PRODUCT_205098_001,7814943,2027-11-19 00:00:00,0,1,U-1461,0,
452,PRODUCT_205098_001,6942165,2020-05-26 00:00:00,0,1,,0,
453,PRODUCT_202293_002,8685934,2030-05-26 00:00:00,0,0,U-1522,0,2014-06-25 00:00:00
454,PRODUCT_202293_002,8221786,2028-03-21 00:00:00,0,1,,0,2014-02-05 00:00:00
455,PRODUCT_202293_001,8361972,2028-03-21 00:00:00,0,0,U-493,0,2014-02-05 00:00:00
456,PRODUCT_204623_001,8563613,2027-10-17 00:00:00,0,1,U-1488,0,2014-02-25 00:00:00
458,PRODUCT_204629_001,7579449,2025-11-05 00:00:00,1,0,,0,2014-08-15 00:00:00
459,PRODUCT_205625_002,7629335,2021-08-03 00:00:00,0,1,,0,2014-08-28 00:00:00
460,PRODUCT_205625_001,7101866,2021-08-03 00:00:00,1,1,U-1559,0,2014-08-28 00:00:00
462,PRODUCT_202057_001,8293728,2030-02-09 00:00:00,0,0,U-1287,0,
463,PRODUCT_202057_001,8314086,2030-02-09 00:00:00,0,0,U-1287,0,
464,PRODUCT_202057_001,8377920,2030-02-09 00:00:00,0,0,U-1287,0,
465,PRODUCT_202057_001,8617593,2030-04-29 00:00:00,0,0,U-1478,0,2014-01-14 00:00:00
466,PRODUCT_202057_001,8617594,2030-04-29 00:00:00,0,0,U-1287,0,
467,PRODUCT_202088_003,8440170,2029-03-14 00:00:00,0,1,,0,
468,PRODUCT_202100_001,8778390,2031-02-15 00:00:00,0,1,U-1543,0,2014-08-04 00:00:00
470,PRODUCT_202123_001,6703396,2021-03-09 00:00:00,1,1,,0,2011-09-06 00:00:00
476,PRODUCT_202192_003,7598257,2027-12-24 00:00:00,1,1,U-1201,0,2011-12-01 00:00:00
477,PRODUCT_202236_001,8163723,2023-08-29 00:00:00,0,0,U-81,0,2012-05-11 00:00:00
478,PRODUCT_202236_001,8163723,2023-08-29 00:00:00,0,0,U-707,0,2012-05-11 00:00:00
479,PRODUCT_202258_001,7772178,2027-11-11 00:00:00,0,1,U-1128,0,2011-06-10 00:00:00
481,PRODUCT_202270_003,7125873,2022-07-26 00:00:00,0,1,U-1227,0,
485,PRODUCT_202278_001,8470853,2027-04-12 00:00:00,0,0,U-1328,0,2013-07-11 00:00:00
486,PRODUCT_202343_005,6890898,2019-02-02 00:00:00,0,0,U-1191,0,
487,PRODUCT_202343_005,7078381,2019-02-02 00:00:00,0,0,U-1188,0,
490,PRODUCT_202429_001,7863288,2029-06-20 00:00:00,1,1,,0,
491,PRODUCT_202429_001,7504509,2026-10-22 00:00:00,1,1,,0,
493,PRODUCT_204096_002,6884433,2019-03-25 00:00:00,0,1,U-1420,0,2013-07-29 00:00:00
494,PRODUCT_204096_003,6440458,2019-03-25 00:00:00,0,1,,0,2013-07-29 00:00:00
495,PRODUCT_205858_002,6949535,2021-04-24 00:00:00,1,0,U-1560,0,2014-08-27 00:00:00
496,PRODUCT_205858_001,RE44599,2025-07-21 00:00:00,0,0,U-1558,0,2014-08-21 00:00:00
497,PRODUCT_202317_001,8501818,2026-03-07 00:00:00,0,1,,0,2013-09-13 00:00:00
498,PRODUCT_201635_003,8298580,2027-11-16 00:00:00,0,1,U-106,0,2013-08-22 00:00:00
499,PRODUCT_205382_001,8183257,2025-07-27 00:00:00,0,0,U-1476,0,2014-05-21 00:00:00
500,PRODUCT_205382_001,8201556,2029-02-05 00:00:00,0,1,,0,2014-05-21 00:00:00
501,PRODUCT_203108_001,7396341,2026-10-10 00:00:00,0,1,U-1547,0,2014-08-15 00:00:00
505,PRODUCT_204447_003,8476279,2022-10-02 00:00:00,0,1,U-1439,0,2013-10-16 00:00:00
507,PRODUCT_018874_002,6265392*PED,2020-02-02 00:00:00,0,0,,0,
508,PRODUCT_018874_001,6265392*PED,2020-02-02 00:00:00,0,0,,0,
516,PRODUCT_019386_007,6310094*PED,2021-07-12 00:00:00,0,0,,0,
517,PRODUCT_019386_007,6528540*PED,2021-07-12 00:00:00,0,0,,0,
518,PRODUCT_019386_006,6528540*PED,2021-07-12 00:00:00,0,0,,0,
545,PRODUCT_021153_001,6166213*PED,2019-04-09 00:00:00,0,0,,0,
549,PRODUCT_021192_001,6242003*PED,2020-10-13 00:00:00,0,0,,0,
557,PRODUCT_021228_002,6770295*PED,2020-02-26 00:00:00,0,0,,0,
559,PRODUCT_021251_001,6911214*PED,2022-05-28 00:00:00,0,0,,0,
565,PRODUCT_021285_001,8119148*PED,2021-06-19 00:00:00,0,0,,0,
567,PRODUCT_021303_006,RE41148*PED,2019-04-21 00:00:00,0,0,,0,
568,PRODUCT_021303_004,6605300*PED,2019-04-21 00:00:00,0,0,,0,
569,PRODUCT_021303_002,RE41148*PED,2019-04-21 00:00:00,0,0,,0,
570,PRODUCT_021303_002,RE42096*PED,2019-04-21 00:00:00,0,0,,0,
571,PRODUCT_021303_001,RE41148*PED,2019-04-21 00:00:00,0,0,,0,
593,PRODUCT_020727_001,6784177,2020-09-08 00:00:00,0,0,U-71,0,
597,PRODUCT_020785_004,6561977,2020-10-23 00:00:00,0,0,U-731,0,
600,PRODUCT_020785_003,7141018,2020-10-23 00:00:00,0,0,U-732,0,
601,PRODUCT_020785_003,7141018,2020-10-23 00:00:00,0,0,U-371,0,
602,PRODUCT_020785_003,8626531,2020-10-23 00:00:00,0,0,U-1465,0,2014-02-04 00:00:00
604,PRODUCT_020785_002,6315720,2020-10-23 00:00:00,0,0,U-442,0,
605,PRODUCT_020785_002,6869399,2020-10-23 00:00:00,0,0,U-733,0,
606,PRODUCT_020785_002,7141018,2020-10-23 00:00:00,0,0,U-371,0,
607,PRODUCT_020785_001,6315720,2020-10-23 00:00:00,0,0,U-731,0,
610,PRODUCT_020785_001,8626531,2020-10-23 00:00:00,0,0,U-1465,0,2014-02-04 00:00:00
619,PRODUCT_020825_004,6150366,2019-05-27 00:00:00,0,1,,0,
620,PRODUCT_020832_007,6729786,2023-03-14 00:00:00,0,1,,0,
623,PRODUCT_020832_002,6729786,2023-03-14 00:00:00,0,1,,0,
628,PRODUCT_019618_002,7645801,2027-07-24 00:00:00,1,1,,0,
629,PRODUCT_019627_002,8476010,2024-12-01 00:00:00,1,1,,0,2013-07-02 00:00:00
631,PRODUCT_019734_004,8455524,2027-04-18 00:00:00,0,0,U-1029,0,
632,PRODUCT_019734_002,8455524,2027-04-18 00:00:00,0,0,U-1029,0,2013-06-27 00:00:00
634,PRODUCT_019901_001,7368469,2020-08-30 00:00:00,0,0,U-871,0,
638,PRODUCT_020165_006,8075911,2021-05-22 00:00:00,0,1,,0,
656,PRODUCT_020578_001,7118552,2022-04-13 00:00:00,0,1,,0,
669,PRODUCT_020837_002,6451289,2021-03-21 00:00:00,0,0,,0,
673,PRODUCT_020845_003,8282966,2029-06-30 00:00:00,0,0,U-1286,0,
674,PRODUCT_020845_003,8846112,2029-06-30 00:00:00,0,0,U-1286,0,2014-10-02 00:00:00
681,PRODUCT_020866_001,7888310,2023-07-25 00:00:00,0,0,U-1433,0,2011-12-16 00:00:00
682,PRODUCT_020866_001,8137994,2023-07-25 00:00:00,0,0,U-1433,0,2013-04-19 00:00:00
693,PRODUCT_020908_002,7018992,2022-09-17 00:00:00,0,0,U-1023,0,
703,PRODUCT_020965_001,7723910,2019-06-17 00:00:00,0,0,U-289,0,
709,PRODUCT_020986_005,8684969,2025-10-20 00:00:00,0,1,,0,2014-04-16 00:00:00
726,PRODUCT_021897_001,6667061,2020-05-25 00:00:00,0,1,,0,
728,PRODUCT_021897_001,6713090,2019-11-12 00:00:00,0,1,,0,
729,PRODUCT_021897_001,6495166,2019-11-12 00:00:00,0,1,,0,
730,PRODUCT_021897_001,6534092,2020-05-19 00:00:00,0,1,,0,
733,PRODUCT_021906_002,8309613,2024-12-24 00:00:00,0,0,U-688,0,
734,PRODUCT_021906_002,8377952,2027-10-22 00:00:00,0,0,U-1372,0,
735,PRODUCT_021906_002,8691878,2024-08-25 00:00:00,0,0,U-1513,0,2014-06-10 00:00:00
736,PRODUCT_021906_001,7364752,2020-11-10 00:00:00,0,1,U-688,0,
737,PRODUCT_021906_001,7148359,2019-07-19 00:00:00,0,1,,0,
738,PRODUCT_021908_002,7795312,2024-09-17 00:00:00,0,0,U-1085,0,
739,PRODUCT_021908_001,8097653,2022-11-14 00:00:00,0,0,U-1394,0,2012-01-18 00:00:00
740,PRODUCT_021908_001,8389542,2022-11-14 00:00:00,0,1,U-1395,0,2013-02-22 00:00:00
741,PRODUCT_021908_001,8748481,2025-09-01 00:00:00,0,0,U-1520,0,2014-06-20 00:00:00
743,PRODUCT_021910_001,7300674,2023-03-04 00:00:00,0,1,U-785,0,
744,PRODUCT_021912_001,6667344,2021-06-22 00:00:00,0,1,,0,2012-06-01 00:00:00
745,PRODUCT_021912_001,7465756,2021-06-22 00:00:00,0,1,,0,2013-07-11 00:00:00
746,PRODUCT_021924_009,7723390,2024-03-14 00:00:00,0,1,,0,2010-05-27 00:00:00
747,PRODUCT_021924_002,7723390,2024-03-14 00:00:00,0,1,,0,2010-05-27 00:00:00
748,PRODUCT_021928_002,7265119,2022-08-03 00:00:00,1,1,U-56,0,
755,PRODUCT_021937_001,8716264,2024-01-13 00:00:00,0,1,U-257,0,2014-05-30 00:00:00
756,PRODUCT_021938_004,7211600,2020-12-22 00:00:00,0,0,U-883,0,
758,PRODUCT_018612_002,8323683,2028-04-30 00:00:00,0,0,,0,2013-01-03 00:00:00
761,PRODUCT_018708_001,7608616,2028-06-03 00:00:00,0,0,U-1012,0,
762,PRODUCT_018781_001,7291132,2024-08-09 00:00:00,0,1,,0,2013-12-06 00:00:00
763,PRODUCT_019034_005,6589960,2020-11-09 00:00:00,1,1,,0,
764,PRODUCT_019034_004,6589960,2020-11-09 00:00:00,1,1,,0,
791,PRODUCT_019430_001,7794432,2025-09-11 00:00:00,0,1,,0,
800,PRODUCT_021938_003,7125905,2021-02-15 00:00:00,1,1,,0,
801,PRODUCT_021938_001,7211600,2020-12-22 00:00:00,0,0,U-883,0,
802,PRODUCT_021947_004,8765100,2019-03-26 00:00:00,0,1,,0,2014-07-01 00:00:00
803,PRODUCT_021947_002,8119158,2024-12-30 00:00:00,0,1,,0,2012-02-23 00:00:00
805,PRODUCT_021951_002,8367102,2021-09-21 00:00:00,0,0,U-1347,0,
807,PRODUCT_021957_004,6428810,2019-11-03 00:00:00,0,1,U-1207,0,
810,PRODUCT_021957_002,6428810,2019-11-03 00:00:00,0,1,U-729,0,
815,PRODUCT_021964_003,8247425,2030-12-31 00:00:00,0,0,U-1185,0,
820,PRODUCT_021976_006,7700645,2026-12-26 00:00:00,1,1,,0,
823,PRODUCT_021976_005,7700645,2026-12-26 00:00:00,1,1,,0,
828,PRODUCT_021976_002,7470506,2019-06-23 00:00:00,0,0,U-1305,0,
829,PRODUCT_021976_002,8518987,2024-02-16 00:00:00,1,1,,0,2013-09-19 00:00:00
830,PRODUCT_021977_006,7671030,2023-02-24 00:00:00,0,1,U-727,0,
832,PRODUCT_021977_006,7713936,2023-02-24 00:00:00,0,0,U-727,0,
834,PRODUCT_021977_004,7659254,2023-02-24 00:00:00,0,0,U-1034,0,
835,PRODUCT_021977_004,7718619,2023-02-24 00:00:00,0,1,U-842,0,2012-03-06 00:00:00
836,PRODUCT_021977_003,7659253,2023-02-24 00:00:00,1,1,U-727,0,
838,PRODUCT_021977_002,7671030,2023-02-24 00:00:00,0,1,U-727,0,
840,PRODUCT_021977_002,7713936,2023-02-24 00:00:00,0,0,U-727,0,
841,PRODUCT_021977_001,7659254,2023-02-24 00:00:00,0,0,U-1034,0,
842,PRODUCT_021985_001,8617595,2026-02-19 00:00:00,0,1,,0,
843,PRODUCT_021986_006,7125875,2020-04-13 00:00:00,0,0,U-779,0,
844,PRODUCT_021986_006,7491725,2026-03-28 00:00:00,1,1,,0,
845,PRODUCT_021986_004,7125875,2020-04-13 00:00:00,0,0,U-780,0,
846,PRODUCT_021986_003,8680103,2025-02-04 00:00:00,0,1,,0,2014-04-14 00:00:00
847,PRODUCT_021986_002,7153856,2020-04-28 00:00:00,0,0,U-780,0,
848,PRODUCT_021986_001,7153856,2020-04-28 00:00:00,0,0,U-780,0,
849,PRODUCT_021991_001,7732490,2023-03-04 00:00:00,0,0,U-892,0,
850,PRODUCT_021991_001,7652069,2023-03-04 00:00:00,0,1,,0,
851,PRODUCT_021994_001,8388941,2027-09-20 00:00:00,0,1,,0,2013-03-08 00:00:00
855,PRODUCT_021995_001,7125873,2022-07-26 00:00:00,0,0,U-1038,0,
856,PRODUCT_022000_001,6773720,2020-06-08 00:00:00,0,1,,0,
858,PRODUCT_022008_005,7927624,2021-12-02 00:00:00,0,1,U-20,0,
859,PRODUCT_022008_004,8303986,2021-04-12 00:00:00,0,1,,0,
860,PRODUCT_022011_001,6395716,2019-08-10 00:00:00,0,0,U-782,0,
861,PRODUCT_022011_001,6566344,2019-08-10 00:00:00,0,0,U-782,0,
862,PRODUCT_022012_004,7268156,2023-06-27 00:00:00,1,1,U-3,0,
864,PRODUCT_022012_001,7268156,2023-06-27 00:00:00,1,1,U-313,0,
866,PRODUCT_022012_001,8101209,2025-09-11 00:00:00,0,1,,0,2012-02-21 00:00:00
868,PRODUCT_022021_003,7368469,2020-08-30 00:00:00,0,0,U-871,0,
869,PRODUCT_022021_002,7368469,2020-08-30 00:00:00,0,0,U-871,0,
872,PRODUCT_022024_002,7959946,2026-07-31 00:00:00,0,1,,0,
873,PRODUCT_022024_002,8470368,2023-09-19 00:00:00,0,1,,0,
875,PRODUCT_022024_001,7785627,2026-07-31 00:00:00,0,1,,0,
876,PRODUCT_022030_002,8088398,2027-06-07 00:00:00,0,1,U-913,0,
877,PRODUCT_022033_002,7465462,2020-05-10 00:00:00,0,1,U-929,0,
878,PRODUCT_022036_002,7915307,2027-08-24 00:00:00,0,0,U-620,0,
883,PRODUCT_022044_002,8414921,2028-07-21 00:00:00,0,1,U-1036,0,
884,PRODUCT_022044_001,6699871,2022-07-26 00:00:00,1,1,U-802,0,
888,PRODUCT_022048_001,6395294,2020-01-13 00:00:00,0,1,U-846,0,
890,PRODUCT_022057_001,7320800,2019-11-17 00:00:00,0,0,U-856,0,
891,PRODUCT_022057_001,7393543,2019-11-17 00:00:00,0,1,U-880,0,
892,PRODUCT_022065_002,7022330,2022-01-23 00:00:00,0,1,U-958,0,
893,PRODUCT_022065_002,RE41393,2022-02-08 00:00:00,0,0,U-961,0,
895,PRODUCT_022065_001,7312237,2024-08-21 00:00:00,0,0,U-965,0,
