tid,component_id,targcomp_id,homologue
102925,4463,563,0
102940,4512,564,0
102949,4519,565,0
102960,4560,566,0
102962,4661,567,0
102964,4563,568,0
102971,4036,569,0
102972,4037,570,0
102995,4052,571,0
103036,4000,572,0
103042,4054,573,0
103056,4067,574,0
103081,4177,575,0
103089,4181,576,0
103104,4247,577,0
103106,4249,578,0
103109,4290,579,0
103118,4295,580,0
103134,4349,581,0
103148,3951,582,0
103149,3952,583,0
103160,3911,584,0
103161,3912,585,0
103167,1656,586,0
103432,5491,587,0
103442,4778,588,0
103445,4781,589,0
103448,4784,590,0
103450,4786,591,0
103475,5357,592,0
103477,5173,593,0
12,93,595,0
38,291,596,0
46,140,597,0
55,168,598,0
81,142,599,0
84,118,600,0
88,397,601,0
91,356,602,0
98,128,603,0
104,377,604,0
110,165,605,0
113,218,606,0
116,389,607,0
117,98,608,0
126,148,609,0
147,243,610,0
152,193,611,0
154,288,612,0
164,412,613,0
165,295,614,0
168,191,615,0
185,122,616,0
234,281,620,0
235,366,621,0
247,76,622,0
262,136,623,0
265,176,624,0
280,275,625,0
282,194,626,0
317,209,628,0
327,367,631,0
10007,918,632,0
10020,3079,633,0
10021,919,634,0
10022,3080,635,0
10029,2866,636,0
10056,1467,637,0
10080,1903,638,0
10110,3147,640,0
10120,2280,641,0
10121,2868,642,0
10123,5790,643,0
10138,1835,645,0
10150,701,646,0
10152,1216,647,0
10163,2037,648,0
10188,2937,649,0
10189,420,650,0
10206,734,652,0
10213,1838,653,0
10221,3024,654,0
10247,2932,655,0
10252,557,657,0
10257,771,658,0
10264,2461,659,0
10270,516,660,0
10276,2164,661,0
10280,2467,662,0
10290,475,664,0
10306,493,666,0
10324,731,668,0
10356,5241,670,0
10371,3261,671,0
10373,441,672,0
10381,816,673,0
10397,817,674,0
10399,706,675,0
10424,845,676,0
10449,709,678,0
10450,2088,679,0
10457,766,680,0
10464,2157,681,0
10468,1548,682,0
10469,2953,683,0
10473,449,684,0
10477,2337,685,0
10483,2949,686,0
10485,1890,687,0
10506,1365,688,0
10509,1367,689,0
10522,34,691,0
10528,1368,692,0
10544,2632,693,0
10553,2950,694,0
10556,776,695,0
10561,2922,696,0
10585,496,697,0
10591,987,698,0
10600,1705,699,0
10605,2178,700,0
10612,873,701,0
10621,831,702,0
10658,457,705,0
10665,2966,706,0
10674,864,708,0
10705,385,709,0
10716,3091,710,0
10733,520,711,0
10734,858,712,0
10750,2202,714,0
10770,1597,716,0
10778,1449,717,0
10799,2043,718,0
10844,970,720,0
10868,1515,722,0
10876,898,723,0
10888,1126,725,0
10892,21,727,0
10908,1288,728,0
10925,3406,729,0
10960,799,733,0
10965,803,734,0
10972,1632,735,0
10977,943,736,0
10989,527,737,0
11013,1179,739,0
11016,2288,740,0
11018,1226,741,0
11029,537,743,0
11042,3106,744,0
11049,2444,745,0
11060,667,746,0
11065,1055,747,0
11076,2112,748,0
11085,269,749,0
11089,567,750,0
11094,2347,751,0
11107,2132,752,0
11110,2904,753,0
11132,1899,754,0
11143,1459,756,0
11158,2457,757,0
11159,1497,758,0
11163,3271,759,0
11174,1455,760,0
11223,1999,762,0
11227,1099,763,0
11236,2561,764,0
11239,1029,765,0
11241,2563,766,0
11256,1104,767,0
11281,1550,768,0
11282,582,769,0
11292,585,770,0
11320,2134,771,0
11329,2156,772,0
11330,1154,773,0
11361,2323,774,0
11362,2324,775,0
11392,3102,776,0
11395,2231,777,0
11406,2316,778,0
11407,2498,779,0
11433,1464,780,0
11471,2551,782,0
11504,487,783,0
11507,1504,784,0
11515,2199,785,0
11523,2182,786,0
11524,1184,787,0
11533,2281,790,0
11536,2933,791,0
11541,1058,792,0
11562,1286,793,0
11572,600,794,0
11596,1388,795,0
11599,2367,796,0
11602,2381,797,0
11624,3119,798,0
11635,966,799,0
11637,1707,800,0
11639,37,801,0
11666,1446,804,0
11685,728,806,0
11690,1539,807,0
11695,1540,808,0
11702,1174,809,0
11732,1163,810,0
11757,625,812,0
11771,1300,814,0
11787,1557,816,0
11790,1495,817,0
11816,2183,819,0
11827,2051,820,0
11831,578,821,0
11837,2224,822,0
11843,2226,823,0
11848,2052,824,0
11862,2230,826,0
11871,2709,827,0
11894,712,828,0
11899,1144,829,0
11902,1145,830,0
11903,1146,831,0
11921,61,832,0
11931,1534,833,0
11938,1726,834,0
11950,2001,835,0
11975,1105,836,0
12005,1255,837,0
12019,14,838,0
12021,1630,839,0
12046,229,840,0
12100,1689,841,0
12127,1377,843,0
12135,1349,844,0
12159,1297,845,0
12164,745,846,0
12172,1742,847,0
12226,3209,850,0
12227,2298,851,0
12244,1325,853,0
12247,1326,854,0
12296,556,855,0
12299,1738,856,0
12301,1097,857,0
12330,1512,858,0
12345,991,859,0
12347,1257,860,0
12366,5042,862,0
12390,1711,863,0
12392,1710,864,0
12396,593,865,0
12399,1713,866,0
12409,2881,867,0
12470,599,870,0
12471,1188,871,0
12538,2704,874,0
12567,1252,876,0
12582,1592,877,0
12592,2453,878,0
12633,2598,880,0
12640,3285,881,0
12652,2600,882,0
12665,2241,883,0
12672,1949,884,0
12689,2748,886,0
12697,107,887,0
12699,1338,888,0
12712,953,889,0
12744,2746,890,0
12752,1475,891,0
12761,1832,893,0
12788,1060,896,0
12807,1921,897,0
12814,1466,898,0
12836,926,899,0
12844,2760,900,0
12845,623,901,0
12867,1734,902,0
12879,2044,903,0
12883,629,904,0
12921,1996,906,0
12923,2233,907,0
12935,2815,908,0
12939,981,909,0
12954,761,910,0
12967,2947,911,0
12984,2353,912,0
12995,1901,913,0
12998,2993,914,0
13005,660,915,0
14048,2170,916,0
14069,2328,917,0
14071,2332,918,0
17000,936,919,0
17025,1653,920,0
17040,2128,922,0
17051,1065,923,0
17056,1159,924,0
17058,1408,925,0
17071,1319,926,0
17086,940,927,0
17113,1773,928,0
17134,1008,929,0
17142,65,930,0
17143,1009,931,0
17149,2258,932,0
18003,1959,933,0
18006,2582,934,0
18007,2583,935,0
18044,3005,938,0
18047,2731,939,0
18075,3467,943,0
19602,1119,944,0
19619,1703,946,0
19650,3201,949,0
19690,1875,950,0
19909,341,951,0
20006,3044,952,0
20014,3039,953,0
20036,3623,954,0
20057,1666,955,0
20068,2938,956,0
20071,3038,957,0
20081,1983,958,0
20083,2203,959,0
20085,3046,960,0
20091,2204,961,0
20105,1671,962,0
20107,1986,963,0
20108,2410,964,0
20121,2061,965,0
20123,3377,966,0
20126,1755,967,0
20134,2064,968,0
20137,2115,969,0
20152,2514,970,0
20154,3110,971,0
20163,3350,972,0
20165,3351,973,0
20166,3385,974,0
30001,2149,975,0
30026,2918,976,0
30030,3555,977,0
30031,3556,978,0
30033,2303,979,0
30035,2521,980,0
30041,2629,981,0
30048,3167,982,0
100188,2665,983,0
100205,3154,984,0
100216,2941,986,0
100229,2728,987,0
100286,3884,989,0
100308,2700,991,0
100327,2568,993,0
100330,1752,994,0
100342,2547,995,0
100452,2827,996,0
100571,2852,997,0
100582,1649,998,0
100586,1805,999,0
100591,1866,1001,0
100597,2485,1002,0
100598,2486,1003,0
100599,2487,1004,0
100615,1815,1005,0
100622,2978,1007,0
100626,2982,1008,0
100627,3218,1009,0
100629,3219,1010,0
100645,3223,1011,0
100653,5025,1012,0
100680,2531,1014,0
100778,3172,1015,0
100780,3174,1016,0
100784,2643,1017,0
100786,3497,1018,0
100788,2690,1019,0
100794,3064,1020,0
100806,1648,1021,0
100822,1861,1022,0
100850,2890,1023,0
100027,5016,1025,0
100070,3782,1026,0
100101,3849,1027,0
100114,3577,1028,0
100128,3450,1029,0
100140,3889,1031,0
100182,2536,1032,0
100856,3703,1034,0
100857,3704,1035,0
100862,3707,1036,0
100869,3787,1037,0
100873,3791,1038,0
100887,3367,1039,0
100895,3533,1040,0
100904,3570,1042,0
100916,3615,1043,0
100929,3658,1044,0
100930,3659,1045,0
100950,3629,1046,0
100952,3631,1047,0
100959,3638,1048,0
100971,3685,1049,0
100977,3711,1050,0
100990,3756,1051,0
101016,3836,1052,0
101021,3861,1053,0
101042,3352,1054,0
101047,3357,1055,0
101067,5115,1056,0
101069,3402,1057,0
101078,3426,1058,0
101085,3454,1059,0
101092,3461,1060,0
101107,3491,1061,0
101110,3494,1062,0
101111,3495,1063,0
101114,3516,1064,0
101129,3557,1065,0
101141,3569,1066,0
101148,3599,1067,0
101158,3642,1068,0
101173,3693,1069,0
101174,3694,1070,0
101177,3697,1071,0
101182,3720,1072,0
101187,3725,1073,0
101194,3732,1074,0
101205,3769,1075,0
101225,3837,1076,0
101229,3841,1077,0
101233,3845,1078,0
101245,3876,1079,0
101256,3316,1080,0
101259,3319,1081,0
101260,3320,1082,0
101270,3961,1083,0
101271,3962,1084,0
101283,4007,1085,0
101306,4081,1086,0
101309,4084,1087,0
101310,4131,1088,0
101338,4253,1089,0
101340,4255,1090,0
101349,4263,1091,0
101364,4361,1092,0
101368,4365,1093,0
101389,4430,1094,0
101393,4471,1095,0
101398,4476,1096,0
101441,4641,1097,0
101442,4642,1098,0
101444,4644,1099,0
101451,4691,1100,0
101462,4743,1101,0
101473,3917,1102,0
101512,4029,1103,0
101519,4085,1104,0
101526,4092,1105,0
101531,4096,1106,0
101534,4099,1107,0
101556,4206,1108,0
101566,4216,1109,0
101577,4270,1110,0
101578,4271,1111,0
101579,4272,1112,0
101585,4322,1113,0
101586,4323,1114,0
101587,4324,1115,0
101591,4328,1116,0
101594,4373,1117,0
101595,4374,1118,0
101612,4435,1119,0
101618,4441,1120,0
101620,4443,1121,0
103491,5181,1122,0
103506,5231,1123,0
103529,5288,1124,0
103549,5342,1125,0
103562,4820,1126,0
103564,5354,1127,0
103584,5166,1128,0
103592,5165,1129,0
103595,5290,1130,0
103611,5305,1131,0
103616,5439,1132,0
103617,5440,1133,0
103621,5443,1134,0
103622,5444,1135,0
103627,5449,1136,0
103633,4837,1137,0
103640,4842,1138,0
103660,5143,1139,0
103663,5146,1140,0
103668,4891,1141,0
103676,4920,1142,0
103682,4925,1143,0
103709,5002,1144,0
103720,5011,1145,0
103723,5070,1146,0
103744,5186,1147,0
103781,5066,1150,0
103788,5530,1152,0
103800,4828,1155,0
103803,4831,1156,0
103819,5262,1157,0
103820,5263,1158,0
103822,5265,1159,0
103835,5242,1160,0
103836,5243,1161,0
103838,5245,1162,0
103849,5100,1163,0
103860,5410,1164,0
103864,5413,1165,0
103878,5079,1167,0
103883,5083,1168,0
103899,5514,1169,0
103914,4948,1170,0
103945,4877,1171,0
103949,5208,1172,0
103951,5247,1173,0
103954,4881,1174,0
103985,5527,1176,0
103994,5528,1177,0
104003,5529,1178,0
104017,5485,1180,0
104023,5259,1181,0
104066,5520,1183,0
104079,5317,1184,0
104097,5030,1185,0
104101,5034,1186,0
104107,4915,1187,0
104109,4917,1188,0
104132,5420,1189,0
104147,4899,1190,0
104193,5672,1192,0
104197,5676,1193,0
104203,5706,1194,0
104205,5708,1195,0
104212,5729,1196,0
104214,5731,1197,0
104216,5733,1198,0
104222,5629,1199,0
104223,5630,1200,0
104227,5634,1201,0
104233,5640,1202,0
104234,5641,1203,0
104236,5643,1204,0
104240,5647,1205,0
104245,5566,1206,0
104258,5546,1207,0
104260,5548,1208,0
104267,5762,1209,0
104273,5768,1210,0
104312,5542,1211,0
104318,5555,1212,0
104319,5556,1213,0
104335,5688,1214,0
104365,5594,1215,0
104369,5598,1216,0
104377,5648,1217,0
104384,5691,1218,0
104389,5712,1219,0
104393,5716,1220,0
104405,5740,1221,0
104407,5742,1222,0
104424,5701,1223,0
104428,5755,1224,0
104429,5756,1225,0
104443,5602,1226,0
104447,5606,1227,0
104465,5773,1228,0
104475,5624,1229,0
104477,5626,1230,0
102391,4536,1231,0
102402,4591,1232,0
102410,4653,1233,0
102411,4654,1234,0
102413,3944,1235,0
102421,3989,1236,0
102442,4704,1237,0
102544,4102,1238,0
102555,4108,1239,0
102560,4158,1240,0
102567,4117,1241,0
102578,4170,1242,0
102585,4163,1243,0
102596,4219,1244,0
102604,4225,1245,0
102621,4452,1246,0
102638,4496,1247,0
102648,4500,1248,0
102664,4547,1249,0
102669,4551,1250,0
102688,4289,1251,0
102700,4341,1252,0
102705,4344,1253,0
102709,4387,1254,0
102728,4395,1255,0
102732,4445,1256,0
102746,4663,1257,0
102748,4665,1258,0
102767,4671,1259,0
102780,4717,1260,0
102804,4772,1261,0
102814,4618,1262,0
102822,4625,1263,0
102835,4677,1264,0
102844,4727,1265,0
102858,4739,1266,0
102862,3906,1267,0
102868,4594,1268,0
102888,4401,1269,0
102917,4458,1270,0
102920,4459,1271,0
102936,4508,1272,0
102950,4520,1273,0
102977,4041,1274,0
102979,4043,1275,0
102985,4047,1276,0
102986,4275,1277,0
102992,4049,1278,0
102993,4050,1279,0
103094,4185,1282,0
103095,4186,1283,0
103098,4241,1284,0
103107,4250,1285,0
103125,4301,1286,0
103128,4356,1287,0
103131,4347,1288,0
103133,4348,1289,0
103135,4350,1290,0
103142,4396,1291,0
103152,3955,1292,0
103156,3996,1293,0
103159,3910,1294,0
103163,3913,1295,0
103164,3914,1296,0
103439,5498,1297,0
103447,4783,1298,0
103451,4787,1299,0
103453,4789,1300,0
103466,5126,1301,0
103476,5358,1302,0
103482,5176,1303,0
5,198,1304,0
8,173,1305,0
14,223,1306,0
32,370,1307,0
37,123,1308,0
59,169,1309,0
60,299,1310,0
68,333,1311,0
78,286,1312,0
94,157,1314,0
115,132,1315,0
118,163,1316,0
123,171,1317,0
143,325,1319,0
146,311,1320,0
149,248,1321,0
175,328,1322,0
183,247,1323,0
186,373,1324,0
208,1330,1325,0
221,47,1326,0
228,375,1327,0
237,2935,1328,0
261,106,1331,0
266,335,1332,0
267,138,1333,0
271,270,1334,0
275,402,1335,0
276,306,1336,0
278,184,1337,0
283,224,1338,0
330,374,1339,0
10004,3030,1340,0
10012,3031,1341,0
10036,481,1342,0
10044,1946,1343,0
10058,2035,1344,0
10068,783,1345,0
10069,784,1346,0
10073,87,1347,0
10075,5240,1348,0
10115,3202,1350,0
10127,3150,1351,0
10131,675,1352,0
10144,2218,1353,0
10160,2434,1354,0
10168,2906,1355,0
10208,3256,1356,0
10255,513,1358,0
10256,514,1359,0
10282,3443,1361,0
10292,491,1362,0
10326,732,1364,0
10329,2026,1365,0
10348,737,1366,0
10372,1731,1368,0
10403,2787,1370,0
10419,707,1371,0
10446,1195,1372,0
15,94,1373,0
22,392,1374,0
30,254,1375,0
43,213,1376,0
53,166,1377,0
57,395,1378,0
74,23,1379,0
86,274,1380,0
102,262,1381,0
106,212,1382,0
120,164,1383,0
124,91,1384,0
127,121,1385,0
140,316,1386,0
155,346,1387,0
200,201,1389,0
201,114,1390,0
203,225,1391,0
206,390,1392,0
215,372,1393,0
218,230,1394,0
220,156,1395,0
226,2091,1396,0
241,282,1398,0
329,362,1401,0
10006,476,1403,0
10008,2646,1404,0
10009,3418,1405,0
10010,477,1406,0
10024,920,1407,0
10026,2648,1408,0
10045,1485,1410,0
10054,4955,1411,0
10059,1633,1412,0
10087,788,1413,0
10108,3085,1414,0
10113,1309,1415,0
10125,1212,1416,0
10132,416,1418,0
10143,3193,1419,0
10177,1743,1420,0
10209,1480,1421,0
10212,791,1423,0
10216,1760,1424,0
10234,511,1425,0
10254,770,1426,0
10271,517,1428,0
10273,1661,1429,0
10274,1394,1430,0
10285,474,1431,0
10297,821,1432,0
10309,3145,1433,0
10314,730,1434,0
10315,1544,1435,0
10362,1720,1438,0
10382,443,1439,0
10402,841,1441,0
10420,1175,1442,0
10426,2195,1443,0
10453,710,1444,0
10454,1885,1445,0
10455,2931,1446,0
10459,1886,1447,0
10463,1090,1448,0
10466,1128,1449,0
10480,847,1450,0
10517,1892,1454,0
10527,1932,1455,0
10538,836,1456,0
10540,837,1457,0
10541,465,1458,0
10547,753,1459,0
10550,839,1460,0
10554,3135,1461,0
10560,3278,1462,0
10563,778,1463,0
10564,3137,1464,0
10568,781,1465,0
10575,986,1467,0
10586,2313,1468,0
10601,1048,1470,0
10602,1799,1471,0
10624,1748,1472,0
10639,825,1474,0
10642,26,1475,0
10648,1520,1476,0
10673,3130,1477,0
10675,861,1478,0
10685,2346,1479,0
10697,1574,1480,0
10698,3134,1481,0
10703,773,1482,0
10711,2398,1483,0
10714,535,1484,0
10728,1573,1485,0
10739,1132,1486,0
10742,2454,1487,0
10747,1405,1488,0
10767,1560,1489,0
10774,5791,1490,0
10780,3298,1491,0
10797,2388,1492,0
10803,1511,1493,0
10815,1555,1494,0
10839,489,1495,0
10865,1176,1496,0
10869,1516,1497,0
10877,1950,1498,0
10878,1902,1499,0
10895,992,1500,0
10900,1351,1501,0
10901,933,1502,0
10920,1299,1503,0
10928,3234,1504,0
10939,3237,1506,0
10941,3238,1507,0
10949,468,1508,0
10973,1369,1509,0
10995,1033,1510,0
11002,1079,1511,0
11009,2590,1512,0
11035,1695,1515,0
11038,3036,1516,0
11071,2395,1518,0
11086,1519,1519,0
11098,1458,1520,0
11111,1651,1521,0
11113,572,1522,0
11114,4996,1523,0
11142,3037,1524,0
11144,3242,1525,0
11153,287,1526,0
11160,971,1527,0
11162,747,1528,0
11171,3246,1529,0
11172,5020,1530,0
11173,874,1531,0
11184,43,1532,0
11188,2166,1533,0
11203,2310,1534,0
11230,1912,1536,0
11234,1101,1537,0
11260,2970,1538,0
11262,579,1539,0
11267,1880,1540,0
11275,1881,1541,0
11283,583,1542,0
11287,1150,1543,0
11296,3019,1544,0
11328,1153,1545,0
11343,2451,1546,0
11357,2322,1548,0
11359,2079,1549,0
11379,1025,1550,0
11384,3372,1552,0
11390,2495,1553,0
11396,2789,1554,0
11398,2619,1555,0
11399,189,1556,0
11403,2496,1557,0
11410,974,1558,0
11421,3105,1559,0
11439,38,1560,0
11443,1418,1561,0
11456,1283,1562,0
11462,1171,1563,0
11473,2021,1564,0
11490,1238,1565,0
11500,2660,1566,0
11505,1503,1568,0
11514,1506,1569,0
