tid,component_id,targcomp_id,homologue
101257,3317,3454,0
101265,3325,3455,0
101272,3963,3456,0
101275,3966,3457,0
101278,3969,3458,0
101282,4006,3459,0
101285,4009,3460,0
101286,4010,3461,0
101295,4070,3462,0
101296,4071,3463,0
101312,4133,3464,0
101315,4136,3465,0
101322,4188,3466,0
101325,4191,3467,0
101332,4197,3468,0
101354,4310,3469,0
101356,4312,3470,0
101366,4363,3471,0
101369,4366,3472,0
101371,4368,3473,0
101375,4372,3474,0
101386,4427,3475,0
101392,4470,3476,0
101430,4630,3477,0
101434,4634,3478,0
101457,4697,3479,0
101458,4698,3480,0
101459,4699,3481,0
101471,4752,3482,0
101477,3921,3483,0
101480,4799,3484,0
101485,3928,3485,0
101495,3977,3486,0
101516,4033,3487,0
101524,4090,3488,0
101527,4093,3489,0
101537,4142,3490,0
101552,4202,3491,0
101563,4213,3492,0
101601,4380,3493,0
101622,4484,3494,0
101624,4486,3495,0
103499,5225,3496,0
103507,5232,3497,0
103511,5282,3498,0
103527,5478,3499,0
103534,4805,3500,0
103563,5353,3501,0
103573,5400,3503,0
103578,5404,3505,0
103579,5158,3506,0
103580,5163,3507,0
103599,5294,3508,0
103608,5302,3510,0
103613,5306,3511,0
103615,5438,3512,0
103623,5445,3513,0
103624,5446,3514,0
103628,5450,3515,0
103631,5309,3516,0
103638,4841,3517,0
103649,4884,3518,0
103652,5368,3519,0
103680,4924,3520,0
103684,4926,3521,0
103693,5151,3522,0
103697,4967,3523,0
103702,4972,3524,0
103704,4973,3525,0
103721,5012,3526,0
103725,5071,3527,0
103732,5131,3528,0
103734,5133,3529,0
103740,5137,3530,0
103767,3034,3533,0
103769,4932,3534,0
103802,4830,3537,0
103823,5266,3538,0
103824,5267,3539,0
103825,5268,3540,0
103829,5272,3541,0
103832,5274,3542,0
103840,5275,3543,0
103869,5457,3544,0
103879,5278,3545,0
103881,5081,3546,0
103882,5082,3547,0
103884,5084,3548,0
103888,5087,3549,0
103900,5515,3550,0
103907,4942,3551,0
103911,4945,3552,0
103923,5201,3553,0
103927,5044,3554,0
103935,4868,3555,0
103936,4869,3556,0
103939,4871,3557,0
103941,4873,3558,0
103963,5212,3559,0
103989,5383,3562,0
103991,5385,3563,0
103997,5390,3564,0
104000,5393,3565,0
104013,5481,3566,0
104015,5483,3567,0
104019,5171,3568,0
104024,5260,3569,0
104062,5516,3570,0
104078,5316,3571,0
104081,5319,3572,0
104099,5032,3573,0
104106,4914,3574,0
104112,5326,3575,0
104114,5370,3576,0
104115,5371,3577,0
104117,5373,3578,0
104127,5415,3579,0
104141,4865,3580,0
104153,4905,3581,0
104154,4906,3582,0
104156,4918,3583,0
104157,5108,3584,0
104161,4993,3585,0
104169,5051,3586,0
104176,5057,3587,0
104208,5725,3588,0
104220,5752,3589,0
104224,5631,3590,0
104228,5635,3591,0
104229,5636,3592,0
104235,5642,3593,0
104248,5569,3594,0
104252,5573,3595,0
104261,5549,3596,0
104264,5552,3597,0
104272,5767,3598,0
104313,5543,3599,0
104315,5559,3600,0
104321,5780,3601,0
104328,5681,3602,0
104329,5682,3603,0
104358,5587,3604,0
104368,5597,3606,0
104372,5616,3607,0
104394,5717,3608,0
104396,5719,3609,0
104398,5721,3610,0
104399,5722,3611,0
104402,5737,3612,0
104422,5699,3613,0
104423,5700,3614,0
104439,5583,3615,0
104440,5584,3616,0
104451,5610,3617,0
104462,5666,3618,0
104474,5623,3619,0
102388,4582,3620,0
102393,4586,3621,0
102399,4588,3622,0
102414,3945,3623,0
102420,3988,3624,0
102422,5039,3625,0
102423,4578,3626,0
102433,4656,3627,0
102438,4700,3628,0
102448,4710,3629,0
102455,4757,3630,0
102463,3941,3631,0
102464,4764,3632,0
102472,3937,3633,0
102475,3942,3634,0
102562,4113,3635,0
102566,4116,3636,0
102570,4118,3637,0
102582,4161,3638,0
102594,4171,3639,0
102614,4232,3640,0
102617,4235,3641,0
102619,4236,3642,0
102633,4492,3643,0
102645,4499,3644,0
102671,4552,3645,0
102674,4592,3646,0
102682,4285,3647,0
102740,4449,3648,0
102784,4720,3649,0
102788,4722,3650,0
102801,4567,3651,0
102809,4614,3652,0
102833,4676,3653,0
102843,4685,3654,0
102845,4728,3655,0
102855,4737,3656,0
102875,4601,3657,0
102905,4407,3658,0
102910,4412,3659,0
102926,4464,3660,0
102943,4515,3661,0
102958,4559,3662,0
102968,4566,3663,0
102988,4276,3664,0
103045,4057,3665,0
103047,4059,3666,0
103058,4069,3667,0
103068,4127,3668,0
103096,4240,3669,0
103110,4291,3670,0
103120,4297,3671,0
103123,4299,3672,0
103153,3956,3673,0
103155,3995,3674,0
103166,3916,3675,0
103168,5465,3676,0
103435,5494,3677,0
103436,5495,3678,0
103444,4780,3679,0
103469,5129,3680,0
103470,5130,3681,0
103481,5175,3682,0
11,92,3683,0
21,391,3684,0
25,371,3685,0
28,276,3686,0
34,6,3687,0
35,304,3688,0
36,4847,3689,0
47,364,3690,0
58,71,3691,0
61,170,3692,0
65,301,3693,0
71,73,3694,0
73,296,3695,0
87,172,3696,0
97,435,3697,0
99,358,3698,0
111,77,3699,0
121,226,3700,0
133,241,3701,0
142,197,3702,0
153,384,3703,0
157,289,3705,0
167,190,3706,0
169,261,3707,0
176,332,3708,0
187,74,3709,0
188,120,3710,0
197,227,3712,0
219,69,3717,0
223,5783,3718,0
232,401,3719,0
245,319,3720,0
255,1546,3722,0
285,200,3724,0
324,411,3727,0
326,337,3728,0
328,368,3729,0
10001,3029,3730,0
10033,2432,3731,0
10039,807,3732,0
10052,1781,3733,0
10062,1745,3736,0
10089,2965,3739,0
10095,912,3740,0
10109,915,3742,0
10116,1211,3743,0
10117,3148,3744,0
10118,3149,3745,0
10141,3151,3748,0
10147,3194,3749,0
10149,2172,3750,0
10155,1492,3751,0
10170,2278,3752,0
10184,668,3753,0
10185,1909,3754,0
10201,3254,3755,0
10205,3255,3756,0
10226,3025,3757,0
10227,404,3758,0
10235,512,3760,0
10245,703,3762,0
10260,3111,3763,0
10294,3669,3764,0
10298,1786,3765,0
10300,1587,3766,0
10304,2024,3767,0
10312,3117,3768,0
10320,815,3769,0
10323,1741,3770,0
10332,2093,3771,0
10347,1069,3772,0
10360,2784,3773,0
10368,1157,3774,0
10404,444,3775,0
10405,842,3776,0
10407,2788,3777,0
10412,843,3778,0
10429,1914,3780,0
10432,448,3781,0
10434,345,3782,0
10437,3097,3783,0
10439,3098,3784,0
10443,2086,3785,0
10447,2087,3786,0
10452,1884,3787,0
10456,2282,3788,0
10458,1232,3789,0
10467,1889,3790,0
10474,450,3791,0
10478,451,3792,0
10526,1931,3793,0
10532,228,3794,0
10542,2232,3795,0
10559,1721,3797,0
10579,754,3799,0
10580,256,3800,0
10589,497,3801,0
10608,3146,3804,0
10616,830,3806,0
10627,1693,3807,0
10635,833,3808,0
10636,525,3809,0
10649,3411,3811,0
10652,827,3812,0
10667,1522,3813,0
10686,3132,3815,0
10687,2888,3816,0
10688,13,3817,0
10693,863,3818,0
10701,865,3819,0
10706,819,3821,0
10712,534,3822,0
10713,5784,3823,0
10717,1576,3824,0
10743,1702,3825,0
10751,1797,3826,0
10763,1558,3827,0
10781,526,3828,0
10782,1451,3829,0
10790,1947,3831,0
10792,893,3832,0
10804,969,3833,0
10805,3078,3834,0
10813,3125,3835,0
10819,2,3836,0
10853,3179,3837,0
10856,1390,3838,0
10880,1268,3839,0
10891,3086,3840,0
10914,1289,3842,0
10926,891,3844,0
10927,2081,3845,0
10938,1302,3847,0
10945,3409,3848,0
10961,800,3849,0
10964,802,3850,0
10980,359,3851,0
10984,944,3852,0
11000,529,3853,0
11005,1036,3854,0
11010,1828,3855,0
11024,2905,3857,0
11027,536,3858,0
11036,1181,3859,0
11044,541,3861,0
11053,543,3863,0
11055,2889,3864,0
11058,1054,3865,0
11074,547,3866,0
11082,549,3867,0
11084,268,3868,0
11092,2400,3869,0
11097,914,3870,0
11134,2002,3871,0
11156,2625,3873,0
11176,2936,3874,0
11180,387,3875,0
11186,749,3876,0
11196,3247,3878,0
11205,2320,3879,0
11208,126,3880,0
11238,2562,3882,0
11249,1032,3883,0
11259,1136,3884,0
11263,1662,3885,0
11265,83,3886,0
11269,1138,3887,0
11274,2223,3888,0
11285,1149,3889,0
11321,885,3891,0
11324,2191,3892,0
11327,531,3893,0
11344,1039,3894,0
11364,2364,3895,0
11377,1023,3896,0
11382,1024,3897,0
11385,1045,3898,0
11391,3101,3899,0
11405,2497,3900,0
11413,2220,3902,0
11414,2239,3903,0
11415,2294,3904,0
11418,2276,3905,0
11426,2317,3906,0
11448,2032,3910,0
11451,2033,3911,0
11455,2074,3912,0
11488,2553,3916,0
11502,1502,3917,0
11511,488,3918,0
11519,1490,3919,0
11521,560,3920,0
11528,1056,3921,0
11575,2334,3923,0
11582,1094,3924,0
11583,3020,3925,0
11614,924,3927,0
11618,1307,3928,0
11620,744,3929,0
11626,5018,3930,0
11638,40,3931,0
11645,3286,3932,0
11670,29,3933,0
11683,1499,3935,0
11711,978,3936,0
11718,1123,3937,0
11731,1436,3938,0
11736,963,3939,0
11752,279,3941,0
11754,1471,3942,0
11783,553,3944,0
11806,2003,3946,0
11807,746,3947,0
11815,2077,3948,0
11861,1823,3949,0
11868,2494,3950,0
11882,2710,3951,0
11910,1340,3954,0
11915,2715,3955,0
11919,1724,3956,0
11923,1545,3957,0
11925,2292,3958,0
11926,1078,3959,0
11934,1535,3960,0
11941,1589,3961,0
11944,2355,3962,0
11959,2216,3963,0
11976,1106,3965,0
11989,4489,3968,0
12003,1254,3969,0
12013,1628,3970,0
12014,614,3971,0
12074,2126,3973,0
12076,15,3974,0
12088,1564,3976,0
12130,1416,3977,0
12132,2238,3978,0
12168,640,3981,0
12169,887,3982,0
12173,1683,3983,0
12179,1978,3985,0
12242,647,3987,0
12252,3139,3988,0
12261,617,3989,0
12263,554,3990,0
12264,1507,3991,0
12275,2127,3992,0
12387,2284,3993,0
12388,1219,3994,0
12426,1609,3995,0
12427,2447,3996,0
12447,1878,3998,0
12464,1187,3999,0
12502,910,4000,0
12515,1444,4001,0
12519,5026,4002,0
12523,1619,4003,0
12553,1103,4004,0
12585,2765,4005,0
12591,653,4006,0
12594,1678,4007,0
12606,2184,4009,0
12609,655,4010,0
12619,657,4011,0
12638,1624,4013,0
12642,1088,4014,0
12669,2458,4015,0
12688,2194,4016,0
12706,952,4017,0
12713,2449,4018,0
12731,621,4020,0
12732,2090,4021,0
12738,2392,4022,0
12745,1963,4023,0
12783,998,4026,0
12800,2751,4027,0
12829,1382,4028,0
12851,2640,4029,0
12854,927,4030,0
12856,1533,4031,0
12857,3268,4032,0
12863,627,4033,0
12893,1585,4035,0
12936,2816,4036,0
12942,982,4037,0
12948,2357,4038,0
12950,2200,4039,0
12952,1913,4040,0
12966,2821,4043,0
12992,1020,4045,0
12993,2754,4046,0
12999,2755,4047,0
13001,2356,4048,0
13019,3204,4049,0
13029,2808,4050,0
13030,1113,4051,0
13037,2118,4052,0
13067,1829,4054,0
13079,620,4055,0
14000,2129,4056,0
14044,1841,4057,0
14073,1839,4058,0
17017,939,4059,0
17020,1191,4060,0
17028,1655,4061,0
17048,2318,4062,0
17057,1336,4063,0
17067,2341,4066,0
17076,2263,4067,0
17078,2265,4068,0
17089,1135,4069,0
17091,1261,4070,0
17096,1265,4071,0
17106,2423,4072,0
17144,1313,4075,0
17154,2428,4077,0
18011,1960,4078,0
18046,2730,4080,0
18077,381,4084,0
18081,3751,4085,0
18082,3781,4086,0
19654,2969,4088,0
19659,1437,4089,0
19704,1510,4090,0
19887,5362,4092,0
20008,2244,4093,0
20020,2672,4094,0
20024,3580,4095,0
20027,2247,4096,0
20034,1855,4097,0
20035,1856,4098,0
20049,2325,4099,0
20086,2404,4100,0
20104,2405,4102,0
20109,2406,4103,0
20113,2412,4104,0
20117,1987,4105,0
20118,2414,4106,0
20119,1988,4107,0
20131,55,4108,0
20132,1989,4109,0
20143,1759,4110,0
20153,3379,4111,0
20157,3047,4112,0
30006,2300,4114,0
30018,5023,4115,0
30025,2917,4116,0
30039,2627,4117,0
30049,3168,4118,0
100197,2011,4120,0
100199,3266,4121,0
100223,2511,4125,0
100234,2570,4127,0
100270,2615,4128,0
100280,2577,4130,0
100312,2702,4131,0
100319,2108,4132,0
100340,3506,4133,0
100414,3215,4134,0
100420,2680,4135,0
100422,2682,4136,0
100426,4936,4137,0
100429,2736,4138,0
100443,3552,4139,0
100446,2777,4140,0
100454,2829,4141,0
100462,2476,4142,0
100467,2677,4143,0
100475,2994,4144,0
100595,2007,4148,0
100604,2861,4149,0
100614,1814,4151,0
100616,1816,4152,0
100636,3472,4153,0
100651,3229,4154,0
100659,3010,4155,0
100666,3016,4157,0
100668,2304,4158,0
100684,2533,4159,0
100779,3173,4160,0
100782,2479,4161,0
100799,1641,4162,0
100823,1862,4164,0
100848,2835,4165,0
100007,3817,4166,0
100018,2801,4168,0
100029,3343,4169,0
100030,3344,4170,0
100058,3576,4171,0
100071,2804,4172,0
100102,3547,4173,0
100119,3281,4175,0
100146,3445,4178,0
100154,3341,4179,0
100163,2469,4180,0
100877,3815,4182,0
100878,5363,4183,0
100912,3611,4185,0
100926,3655,4186,0
100928,3657,4187,0
100933,3662,4188,0
100936,3665,4189,0
100946,3592,4190,0
100956,3635,4191,0
100965,3679,4192,0
100968,3682,4193,0
100974,3688,4194,0
100981,3715,4195,0
100991,3757,4196,0
100996,3762,4197,0
100997,3795,4198,0
101003,3801,4199,0
101022,3862,4200,0
101029,3892,4201,0
101048,3358,4202,0
101059,3393,4203,0
101074,3422,4204,0
101089,3458,4205,0
101093,3462,4206,0
101095,3464,4207,0
101127,3528,4208,0
101131,3559,4209,0
101151,3602,4210,0
101160,3644,4211,0
101170,3690,4212,0
101185,3723,4213,0
101189,3727,4214,0
101211,3775,4215,0
101212,3776,4216,0
101228,3840,4217,0
101262,3322,4218,0
101268,3959,4219,0
101276,3967,4220,0
101279,3970,4221,0
101281,4005,4222,0
101293,4017,4223,0
101294,4018,4224,0
101311,4132,4225,0
101323,4189,4226,0
101324,4190,4227,0
101326,4192,4228,0
101335,4200,4229,0
101339,4254,4230,0
101343,4258,4231,0
101347,4262,4232,0
101357,4313,4233,0
101376,4417,4234,0
101378,4419,4235,0
101397,4475,4236,0
101408,4525,4237,0
101412,4529,4238,0
101414,4531,4239,0
101419,4569,4240,0
101425,4574,4241,0
101428,4577,4242,0
101431,4631,4243,0
101447,4687,4244,0
101450,4690,4245,0
101452,4692,4246,0
101455,4695,4247,0
101456,4696,4248,0
101460,4741,4249,0
101461,4742,4250,0
101466,4747,4251,0
101468,4749,4252,0
101469,4750,4253,0
101470,4751,4254,0
101475,3919,4255,0
101481,3924,4256,0
101482,3925,4257,0
101493,3975,4258,0
101498,3980,4259,0
101501,3983,4260,0
101504,4021,4261,0
101506,4023,4262,0
101520,4086,4263,0
101545,4150,4264,0
101547,4152,4265,0
101553,4203,4266,0
101560,4210,4267,0
101564,4214,4268,0
101568,5035,4269,0
101574,4268,4270,0
101600,4379,4271,0
101611,4434,4272,0
103492,5182,4273,0
103516,5470,4274,0
103518,5472,4275,0
103520,5474,4276,0
103521,5475,4277,0
103530,5289,4278,0
103533,4804,4279,0
103536,4807,4280,0
103544,4813,4281,0
103545,4814,4282,0
103546,4815,4283,0
103550,4818,4284,0
103581,5168,4285,0
103585,5160,4286,0
103591,5159,4287,0
103609,5303,4288,0
103612,5041,4289,0
103634,4838,4290,0
103673,4919,4291,0
103688,5150,4292,0
103699,4969,4293,0
103705,4974,4294,0
103710,5003,4295,0
103717,5008,4296,0
103731,5128,4297,0
103748,5190,4298,0
103768,5196,4301,0
103770,4971,4302,0
103801,4829,4304,0
103827,5270,4305,0
103842,5361,4306,0
103847,5098,4307,0
103851,5102,4308,0
103854,5105,4309,0
103859,5409,4310,0
103861,5255,4311,0
103871,5459,4312,0
103887,5279,4313,0
103891,5090,4314,0
103896,5511,4315,0
103912,4946,4316,0
103917,4951,4317,0
103937,4870,4318,0
103946,4878,4319,0
103961,5210,4320,0
103982,5336,4321,0
103988,5382,4322,0
104005,5432,4323,0
104068,5522,4325,0
104070,4864,4326,0
104083,5321,4327,0
104086,5488,4328,0
104089,4910,4329,0
104103,4911,4330,0
104119,5375,4332,0
104124,5380,4333,0
104131,5419,4334,0
104138,5426,4335,0
104143,4867,4336,0
104148,4900,4337,0
104149,4901,4338,0
104150,4902,4339,0
104164,5046,4340,0
104184,4989,4341,0
104218,5735,4342,0
104221,5628,4343,0
104242,5563,4344,0
104247,5568,4345,0
104249,5570,4346,0
104251,5572,4347,0
104255,5576,4348,0
104262,5550,4349,0
104279,5540,4351,0
104310,5581,4352,0
104317,5561,4353,0
104361,5590,4354,0
104366,5595,4355,0
104367,5596,4356,0
104386,5693,4357,0
104395,5718,4358,0
104397,5720,4359,0
104404,5739,4360,0
104419,5696,4361,0
104435,5776,4362,0
104445,5604,4363,0
104449,5608,4364,0
104466,5774,4365,0
104469,5612,4366,0
104470,5613,4367,0
102408,4651,4368,0
102415,3946,4369,0
102419,3987,4370,0
102426,4540,4371,0
102427,4543,4372,0
102429,3990,4373,0
102435,4658,4374,0
102451,4713,4375,0
102469,3934,4376,0
102473,3938,4377,0
102551,4106,4378,0
102557,4110,4379,0
102589,4167,4380,0
102632,4491,4381,0
102637,4495,4382,0
102650,4502,4383,0
102656,4503,4384,0
102663,4546,4385,0
102666,4549,4386,0
102677,4281,4387,0
102701,4342,4388,0
102702,4343,4389,0
102706,4345,4390,0
102711,4388,4391,0
102747,4664,4392,0
102754,4667,4393,0
102774,4715,4394,0
102778,4716,4395,0
102782,4718,4396,0
102783,4719,4397,0
102794,4775,4398,0
102795,4725,4399,0
102797,4768,4400,0
102802,4568,4401,0
102805,4773,4402,0
102808,4776,4403,0
102812,4617,4404,0
102853,4735,4405,0
102854,4736,4406,0
102867,4593,4407,0
102870,4596,4408,0
102883,4359,4409,0
102903,4405,4410,0
102906,4408,4411,0
102907,4409,4412,0
102911,4413,4413,0
102922,4461,4414,0
102927,4465,4415,0
102932,4467,4416,0
102935,4507,4417,0
102941,4513,4418,0
102945,4517,4419,0
102951,4521,4420,0
102974,4039,4421,0
102978,4042,4422,0
102983,4045,4423,0
103035,3999,4424,0
103043,4055,4425,0
103059,4121,4426,0
103062,4123,4427,0
103063,4124,4428,0
103064,4125,4429,0
103072,4172,4430,0
103073,4173,4431,0
103092,4184,4432,0
103099,4242,4433,0
103102,4245,4434,0
103112,4303,4435,0
103137,4352,4436,0
103145,3948,4437,0
103146,3949,4438,0
103169,5466,4439,0
103437,5496,4440,0
103440,5499,4441,0
103443,4779,4442,0
103452,4788,4443,0
103455,5502,4444,0
103456,5503,4445,0
103467,5127,4446,0
103471,5451,4447,0
103474,5356,4448,0
3,124,4449,0
6,396,4450,0
19,410,4451,0
23,331,4452,0
39,292,4454,0
50,185,4455,0
54,125,4456,0
69,102,4457,0
70,260,4458,0
80,217,4459,0
93,357,4461,0
107,308,4462,0
108,309,4463,0
112,81,4464,0
129,349,4465,0
145,155,4466,0
160,84,4467,0
162,207,4468,0
181,399,4470,0
182,68,4471,0
184,206,4472,0
191,314,4474,0
193,347,4475,0
196,378,4476,0
207,327,4477,0
213,116,4478,0
214,117,4479,0
222,59,4480,0
236,267,4482,0
240,334,4483,0
246,409,4484,0
250,235,4485,0
251,127,4486,0
260,105,4487,0
286,403,4489,0
321,323,4491,0
322,322,4492,0
10049,501,4493,0
10050,502,4494,0
10078,787,4495,0
10083,505,4496,0
10088,789,4497,0
10092,806,4498,0
10105,2456,4499,0
10157,1217,4501,0
10161,3197,4502,0
10172,3198,4503,0
10179,3199,4504,0
10183,160,4505,0
10210,1468,4507,0
10218,3177,4508,0
10266,1966,4510,0
10279,473,4513,0
10283,2022,4514,0
10287,1608,4516,0
10288,3028,4517,0
10308,2025,4518,0
10310,3075,4519,0
10311,437,4520,0
10331,676,4522,0
10346,452,4523,0
10370,3260,4524,0
10374,3262,4525,0
10417,3123,4526,0
10436,3096,4527,0
10442,1869,4528,0
10487,3412,4529,0
10496,1361,4530,0
10497,455,4531,0
10503,762,4532,0
10515,2450,4534,0
10530,1938,4535,0
10533,867,4536,0
10536,869,4537,0
10543,466,4538,0
10549,2315,4539,0
10566,779,4540,0
10595,2968,4541,0
10617,1050,4543,0
10623,2634,4544,0
10626,2973,4545,0
10634,3063,4547,0
10647,10,4549,0
10666,1521,4550,0
10677,2930,4552,0
10683,1740,4554,0
10710,740,4555,0
10745,1404,4557,0
10764,2175,4559,0
10784,3076,4560,0
10785,3077,4561,0
10794,1452,4563,0
10818,2123,4565,0
10854,977,4568,0
10862,1209,4569,0
10881,1124,4570,0
10893,932,4571,0
10907,1352,4572,0
10912,3190,4573,0
10913,3191,4574,0
10918,1290,4576,0
10956,797,4577,0
10958,470,4578,0
10963,3248,4579,0
10981,2871,4581,0
11006,2925,4582,0
11017,1180,4583,0
11019,2592,4584,0
11031,1788,4585,0
11039,1785,4586,0
11054,1072,4588,0
11087,1396,4589,0
11090,1456,4590,0
11105,1421,4591,0
11141,3089,4592,0
11149,1304,4593,0
11177,5019,4595,0
11181,388,4596,0
11187,2297,4597,0
11232,1845,4598,0
11237,1846,4599,0
11250,2057,4601,0
11254,2067,4604,0
11255,2564,4605,0
11271,580,4606,0
11279,2089,4607,0
11286,2948,4608,0
11289,1551,4609,0
11303,880,4610,0
11313,588,4611,0
11356,482,4612,0
11402,946,4613,0
11423,1985,4616,0
11440,3417,4619,0
11441,1042,4620,0
11447,616,4621,0
11460,1170,4622,0
11480,303,4624,0
11487,1142,4626,0
11531,1572,4628,0
11539,1242,4629,0
11555,565,4630,0
11565,3122,4631,0
11573,3121,4632,0
11606,2384,4634,0
11607,1526,4635,0
11615,2188,4637,0
11628,1443,4638,0
11636,1372,4639,0
11692,2928,4640,0
11694,724,4641,0
11713,1122,4643,0
11727,750,4644,0
11748,2620,4645,0
11756,717,4646,0
11766,1012,4647,0
11785,1556,4649,0
11811,2190,4651,0
11842,2225,4652,0
11847,1445,4653,0
11866,2054,4654,0
11898,1143,4655,0
11913,1341,4656,0
11929,2716,4657,0
11943,2283,4658,0
11948,1147,4659,0
11977,1342,4661,0
12012,1825,4662,0
12026,1717,4663,0
12051,2189,4665,0
12054,1233,4666,0
12067,1789,4667,0
12083,1583,4668,0
12119,2351,4670,0
12146,639,4672,0
12155,2028,4673,0
12161,1965,4674,0
12163,1298,4675,0
12166,1332,4676,0
12180,642,4677,0
12200,1441,4679,0
12202,2350,4680,0
12240,1538,4681,0
12262,1183,4682,0
12265,3287,4683,0
12266,1509,4684,0
12298,1737,4685,0
12391,2596,4688,0
12420,595,4689,0
12425,2798,4690,0
12438,2038,4693,0
12443,1052,4694,0
12445,1877,4695,0
12448,1053,4696,0
12452,598,4697,0
12459,1730,4698,0
12473,2163,4699,0
12479,2358,4700,0
12505,2882,4701,0
12512,955,4702,0
12547,2360,4704,0
12583,2763,4705,0
12584,2764,4706,0
12586,3742,4707,0
12587,1593,4708,0
12614,3205,4710,0
12620,962,4711,0
12641,2599,4712,0
12648,60,4713,0
12661,8,4714,0
12666,5788,4715,0
12668,1976,4716,0
12683,3082,4717,0
12690,2656,4718,0
12698,2658,4719,0
12702,840,4720,0
12704,1517,4721,0
12705,2659,4722,0
12718,684,4723,0
12721,1486,4724,0
12723,5014,4725,0
12724,686,4726,0
12739,1347,4727,0
12754,1476,4728,0
12759,1904,4730,0
12770,3269,4731,0
12781,699,4732,0
12787,1393,4733,0
12811,1182,4735,0
12822,3670,4736,0
12830,3276,4737,0
12840,145,4738,0
12843,1590,4739,0
12862,626,4740,0
12874,1003,4742,0
12877,624,4743,0
12891,680,4746,0
12900,2060,4747,0
12910,2442,4748,0
12912,1939,4749,0
12965,2820,4752,0
12980,1192,4753,0
13024,1530,4754,0
13053,1120,4757,0
13056,2744,4758,0
13076,2373,4759,0
14053,2171,4760,0
14065,2331,4761,0
17003,1767,4763,0
17012,1770,4764,0
17016,2290,4765,0
17033,1971,4767,0
17042,1314,4768,0
17045,151,4769,0
17069,1318,4770,0
17070,1134,4771,0
17073,2261,4772,0
17074,2262,4773,0
17080,2267,4774,0
17094,1928,4775,0
17101,1281,4776,0
17107,2424,4777,0
17117,1820,4779,0
17123,4853,4780,0
17124,1967,4781,0
17126,1969,4782,0
17137,1994,4783,0
18013,3048,4785,0
18038,3574,4786,0
18039,3575,4787,0
18065,2614,4788,0
19606,2228,4789,0
19607,1714,4790,0
19632,2437,4791,0
19637,4851,4793,0
19649,1162,4794,0
19658,2144,4795,0
19691,1554,4798,0
19900,4794,4799,0
19904,2116,4800,0
20003,3041,4802,0
20012,5509,4803,0
20031,1981,4804,0
20033,3329,4805,0
20045,2287,4806,0
20056,5118,4807,0
20064,1667,4808,0
20065,2402,4809,0
20116,2408,4810,0
20130,2517,4811,0
20133,3378,4812,0
20145,1803,4813,0
20158,3347,4814,0
20179,2674,4815,0
30004,2257,4816,0
30007,2301,4817,0
30011,2302,4818,0
30028,3382,4819,0
30036,2522,4820,0
30038,2626,4821,0
30045,2842,4822,0
30051,2150,4823,0
100194,2666,4824,0
100195,3542,4825,0
100218,3051,4826,0
100220,2548,4827,0
100224,2513,4828,0
100235,3160,4829,0
100240,2921,4830,0
100245,2573,4831,0
100278,2667,4832,0
100287,3071,4833,0
100290,2699,4834,0
100293,2896,4835,0
100302,3059,4838,0
100305,3504,4839,0
100338,2546,4841,0
100430,2737,4842,0
100431,2738,4843,0
100434,2911,4844,0
100438,5116,4845,0
100448,2823,4847,0
100453,2828,4848,0
100455,2830,4849,0
100456,2470,4850,0
100461,2475,4851,0
100466,2676,4852,0
100485,2482,4855,0
100568,2694,4856,0
100606,2863,4860,0
100607,2864,4861,0
100619,2009,4863,0
100630,2524,4864,0
100642,2721,4865,0
100647,3225,4866,0
100652,3170,4867,0
100665,3015,4869,0
100669,2305,4870,0
100675,1638,4872,0
100679,2530,4873,0
100783,2480,4874,0
100801,1643,4875,0
100824,1863,4876,0
100830,2985,4877,0
100846,3500,4878,0
100000,54,4879,0
100006,3816,4880,0
100033,3231,4884,0
100036,3749,4885,0
100052,3383,4887,0
100055,4790,4889,0
100067,2066,4892,0
100079,380,4893,0
100108,1955,4895,0
100120,3282,4897,0
100124,3883,4898,0
100131,3452,4899,0
100141,3162,4900,0
100155,3339,4901,0
100166,2897,4902,0
100179,2509,4905,0
100852,2892,4906,0
100860,3706,4907,0
100861,3501,4908,0
100863,3708,4909,0
100867,3785,4910,0
100870,3788,4911,0
100892,3530,4913,0
100908,3607,4915,0
100909,3608,4916,0
100914,3613,4917,0
100940,3586,4918,0
100947,3626,4919,0
100957,3636,4920,0
100962,3676,4921,0
100972,3686,4922,0
101005,3803,4923,0
101018,3858,4924,0
101026,3866,4925,0
101033,3896,4926,0
101050,3360,4927,0
101055,3389,4928,0
101060,3394,4929,0
101061,3395,4930,0
101062,3396,4931,0
101072,3420,4932,0
101091,3460,4933,0
101097,3466,4934,0
101099,3483,4935,0
101101,3485,4936,0
101115,3517,4937,0
101123,3525,4938,0
101169,3689,4939,0
101179,3699,4940,0
101180,3700,4941,0
101183,3721,4942,0
101188,3726,4943,0
101193,3731,4944,0
101201,3765,4945,0
101209,3773,4946,0
101219,3809,4947,0
101226,3838,4948,0
101243,3874,4949,0
101249,3880,4950,0
101254,3314,4951,0
101261,3321,4952,0
101266,3957,4953,0
101303,4078,4954,0
101305,4080,4955,0
101321,4187,4956,0
101351,4307,4957,0
101352,4308,4958,0
101361,4317,4959,0
101373,4370,4960,0
101381,4422,4961,0
101387,4428,4962,0
101390,4468,4963,0
101399,4477,4964,0
101411,4528,4965,0
101416,4533,4966,0
101423,4572,4967,0
101426,4575,4968,0
