tid,relationship,related_tid,targrel_id
10193,SUBSET OF,104764,133802
12071,SUBSET OF,109746,133805
12071,SUBSET OF,104709,133806
12071,SUBSET OF,107893,133807
12071,SUBSET OF,117095,133808
12071,SUBSET OF,107894,133809
12071,SUBSET OF,118297,133810
12071,SUBSET OF,118296,133811
12071,SUBSET OF,104296,133812
10569,SUBSET OF,104690,133813
10569,SUBSET OF,104871,133814
10569,SUBSET OF,104749,133815
10639,SUBSET OF,117715,133820
10639,SUBSET OF,105709,133821
12839,SUBSET OF,104828,133822
12502,SUBSET OF,105099,133824
247,SUBSET OF,104833,133825
179,SUBSET OF,104726,133826
42,SUBSET OF,104788,133827
42,SUBSET OF,104868,133828
54,SUBSET OF,105737,133829
227,SUBSET OF,104992,133830
227,SUBSET OF,104784,133831
227,SUBSET OF,104841,133832
34,SUBSET OF,104293,133833
34,SUBSET OF,117141,133834
34,SUBSET OF,117140,133835
34,SUBSET OF,109652,133836
34,SUBSET OF,108134,133837
34,SUBSET OF,104936,133838
34,SUBSET OF,108124,133839
34,SUBSET OF,105103,133840
34,SUBSET OF,104798,133841
12786,SUBSET OF,104951,133842
12376,SUBSET OF,104902,133843
30,SUBSET OF,109700,133845
51,SUBSET OF,104841,133846
51,SUBSET OF,104984,133847
280,SUBSET OF,105024,133848
280,SUBSET OF,104790,133849
280,SUBSET OF,104806,133850
280,SUBSET OF,104779,133851
244,SUBSET OF,105036,133852
129,SUBSET OF,104741,133853
129,SUBSET OF,117034,133854
129,SUBSET OF,117082,133855
129,SUBSET OF,104765,133856
129,SUBSET OF,108398,133857
129,SUBSET OF,104734,133858
1,SUBSET OF,116927,133860
100,SUBSET OF,105045,133861
100,SUBSET OF,104870,133862
100,SUBSET OF,105759,133863
10646,SUBSET OF,104974,133866
10006,SUBSET OF,117755,133867
10782,SUBSET OF,116887,133868
10209,SUBSET OF,104841,133869
13024,SUBSET OF,104938,133870
10809,SUBSET OF,105736,133871
19689,SUBSET OF,117145,133872
10709,SUBSET OF,105094,133873
11579,SUBSET OF,104823,133875
11579,SUBSET OF,105739,133876
11942,SUBSET OF,117037,133877
11942,SUBSET OF,105070,133878
12854,SUBSET OF,105078,133879
12854,SUBSET OF,104713,133880
12854,SUBSET OF,104699,133881
10901,SUBSET OF,117171,133882
10901,SUBSET OF,104683,133883
10594,SUBSET OF,105761,133884
10594,SUBSET OF,104997,133885
12992,SUBSET OF,117024,133886
12992,SUBSET OF,109991,133887
12992,SUBSET OF,105510,133888
12992,SUBSET OF,105708,133889
12992,SUBSET OF,105758,133890
12443,SUBSET OF,104681,133891
10466,SUBSET OF,105033,133892
17056,SUBSET OF,109926,133894
12516,SUBSET OF,104839,133895
11680,SUBSET OF,104797,133896
11680,SUBSET OF,104815,133897
12247,SUBSET OF,104683,133901
12247,SUBSET OF,104813,133902
11908,SUBSET OF,117181,133903
11864,SUBSET OF,104906,133904
11864,SUBSET OF,104826,133905
12739,SUBSET OF,104999,133906
12739,SUBSET OF,106175,133907
12135,SUBSET OF,104696,133908
11636,SUBSET OF,108123,133909
11636,SUBSET OF,104683,133910
11636,SUBSET OF,104813,133911
10495,SUBSET OF,105056,133912
10495,SUBSET OF,105091,133913
10495,SUBSET OF,105115,133914
10495,SUBSET OF,105071,133915
10495,SUBSET OF,104958,133916
11558,SUBSET OF,117073,133917
11076,SUBSET OF,105066,133918
19904,SUBSET OF,104890,133919
19904,SUBSET OF,104893,133920
19904,SUBSET OF,104910,133921
19658,SUBSET OF,117691,133922
19658,SUBSET OF,105116,133923
11515,SUBSET OF,105761,133937
11515,SUBSET OF,109637,133938
11515,SUBSET OF,104874,133939
11515,SUBSET OF,104796,133940
11213,SUBSET OF,118311,133941
11213,SUBSET OF,104750,133942
20083,SUBSET OF,117124,133943
11959,SUBSET OF,105734,133944
10364,SUBSET OF,104693,133945
10364,SUBSET OF,104680,133946
11726,SUBSET OF,116855,133947
10727,SUBSET OF,105090,133948
10604,SUBSET OF,104859,133949
11037,SUBSET OF,105100,133950
11037,SUBSET OF,104814,133951
10877,SUBSET OF,104731,133952
11940,SUBSET OF,104812,133953
11940,SUBSET OF,107935,133954
12921,SUBSET OF,104959,133955
12378,SUBSET OF,107906,133956
12378,SUBSET OF,104902,133957
13049,SUBSET OF,104913,133958
13049,SUBSET OF,104877,133959
10222,SUBSET OF,116855,133960
12412,SUBSET OF,105086,133961
10120,SUBSET OF,117750,133962
10120,SUBSET OF,104697,133963
12000,SUBSET OF,104919,133964
12000,SUBSET OF,104778,133965
12000,SUBSET OF,105006,133966
11472,SUBSET OF,118332,133970
11574,SUBSET OF,104846,133971
20111,SUBSET OF,107934,133972
11535,SUBSET OF,117704,133973
11407,SUBSET OF,104822,133974
11407,SUBSET OF,118329,133975
11407,SUBSET OF,107928,133976
11444,SUBSET OF,108408,133977
11236,SUBSET OF,104938,133978
100417,SUBSET OF,118387,133979
100417,SUBSET OF,117043,133980
100417,SUBSET OF,118386,133981
100417,SUBSET OF,105079,133982
11398,SUBSET OF,109632,133983
12983,SUBSET OF,104697,133985
12983,SUBSET OF,107929,133986
103767,SUBSET OF,104677,133987
100835,SUBSET OF,117007,133988
10015,SUBSET OF,104726,133989
12993,SUBSET OF,117159,133990
12993,SUBSET OF,109750,133991
11396,SUBSET OF,105761,133992
11396,SUBSET OF,104738,133993
11396,SUBSET OF,104679,133994
11396,SUBSET OF,105039,133995
12936,SUBSET OF,105760,133996
12965,SUBSET OF,107933,133997
30046,SUBSET OF,105738,133998
11024,SUBSET OF,104932,133999
11024,SUBSET OF,104792,134000
11573,SUBSET OF,105053,134003
11573,SUBSET OF,105100,134004
10179,SUBSET OF,117037,134008
12614,SUBSET OF,105007,134009
12226,SUBSET OF,104803,134010
100068,SUBSET OF,105023,134011
13000,SUBSET OF,104932,134012
13000,SUBSET OF,104792,134013
101010,SUBSET OF,105732,134017
100101,SUBSET OF,105734,134018
100101,SUBSET OF,105707,134019
100000,SUBSET OF,104848,134021
100000,SUBSET OF,104824,134022
100000,SUBSET OF,104302,134023
100339,SUBSET OF,104840,134024
101338,SUBSET OF,109746,134025
102688,SUBSET OF,105747,134026
101035,SUBSET OF,117060,134027
101035,SUBSET OF,108139,134028
101035,SUBSET OF,117067,134029
101510,SUBSET OF,116860,134030
101592,SUBSET OF,117285,134033
102423,SUBSET OF,117058,134034
102423,SUBSET OF,117068,134035
102783,SUBSET OF,107941,134036
104103,SUBSET OF,105507,134037
104103,SUBSET OF,117062,134038
12913,SUBSET OF,105065,134039
11970,SUBSET OF,104720,134042
11626,SUBSET OF,109746,134043
11626,SUBSET OF,105083,134044
11626,SUBSET OF,117754,134045
11626,SUBSET OF,107901,134046
104076,SUBSET OF,109699,134047
103578,SUBSET OF,117064,134048
103473,SUBSET OF,117136,134049
103755,SUBSET OF,116890,134050
103756,SUBSET OF,116889,134051
103756,SUBSET OF,116890,134052
103768,SUBSET OF,104746,134053
103496,SUBSET OF,117697,134054
103496,SUBSET OF,108409,134055
104824,SUPERSET OF,100001,134056
104824,SUPERSET OF,100000,134057
104824,SUPERSET OF,12865,134058
104824,SUPERSET OF,12546,134059
104824,SUPERSET OF,104835,134060
104824,SUPERSET OF,116997,134061
104824,SUPERSET OF,12102,134062
104824,SUPERSET OF,12103,134063
104824,SUPERSET OF,117126,134064
104824,SUPERSET OF,12012,134066
104824,SUPERSET OF,117004,134067
104824,SUPERSET OF,104687,134068
104824,SUPERSET OF,117006,134069
104824,SUPERSET OF,104302,134070
104824,SUPERSET OF,104848,134071
104824,SUPERSET OF,11921,134072
104824,SUPERSET OF,11668,134073
104824,SUPERSET OF,104821,134074
104824,SUPERSET OF,17142,134075
104824,OVERLAPS WITH,117725,134076
104824,SUPERSET OF,107932,134077
104824,SUPERSET OF,117726,134078
104827,OVERLAPS WITH,104724,134079
104827,SUPERSET OF,12198,134080
104827,SUPERSET OF,11944,134081
104827,OVERLAPS WITH,104760,134082
104303,SUPERSET OF,10688,134083
104303,SUPERSET OF,104944,134084
104303,SUPERSET OF,12485,134085
104303,SUPERSET OF,12566,134086
104303,SUPERSET OF,105046,134087
104303,SUPERSET OF,10647,134088
104303,SUPERSET OF,12076,134089
104304,SUPERSET OF,12514,134090
104304,SUBSET OF,104882,134091
104304,SUBSET OF,104693,134092
104304,SUPERSET OF,104964,134093
104304,SUPERSET OF,12742,134094
104304,SUPERSET OF,12474,134095
104304,SUPERSET OF,105004,134096
104282,OVERLAPS WITH,117715,134098
104282,SUPERSET OF,10819,134099
104282,OVERLAPS WITH,105076,134100
104282,SUPERSET OF,12715,134102
104282,SUBSET OF,105709,134103
104282,OVERLAPS WITH,107885,134105
104282,OVERLAPS WITH,107884,134106
104282,SUPERSET OF,117052,134107
104284,OVERLAPS WITH,104289,134108
104284,OVERLAPS WITH,108132,134109
104284,SUBSET OF,104692,134110
104284,OVERLAPS WITH,117716,134111
104284,SUPERSET OF,10023,134112
104284,SUPERSET OF,12717,134113
104284,OVERLAPS WITH,104287,134114
104284,OVERLAPS WITH,104286,134115
104278,SUBSET OF,117078,134117
104247,SUBSET OF,107940,134118
104247,SUBSET OF,118313,134119
104680,SUBSET OF,104693,134120
104680,SUPERSET OF,12744,134121
104680,SUPERSET OF,12216,134122
104680,SUPERSET OF,10364,134123
104682,SUPERSET OF,19,134124
104682,OVERLAPS WITH,117065,134125
104682,SUPERSET OF,174,134126
104685,SUBSET OF,104960,134127
104685,SUPERSET OF,49,134128
104685,OVERLAPS WITH,104292,134129
104685,OVERLAPS WITH,116998,134130
104685,OVERLAPS WITH,104985,134131
104685,OVERLAPS WITH,104936,134132
104685,OVERLAPS WITH,117720,134133
104745,SUPERSET OF,10868,134135
104745,SUPERSET OF,10542,134136
104753,SUPERSET OF,11544,134137
104753,SUPERSET OF,10157,134138
104756,SUPERSET OF,10560,134139
104756,SUBSET OF,117295,134140
104756,SUPERSET OF,10558,134141
104756,SUPERSET OF,10559,134142
104769,SUPERSET OF,11522,134143
104769,SUPERSET OF,10472,134144
104776,SUPERSET OF,105505,134145
104776,SUPERSET OF,12471,134146
104776,SUPERSET OF,10008,134147
104776,SUPERSET OF,10315,134148
104810,SUPERSET OF,11861,134150
104440,SUBSET OF,107913,134153
104732,SUPERSET OF,10600,134155
104732,SUPERSET OF,10601,134156
104736,OVERLAPS WITH,104741,134158
104736,SUPERSET OF,136,134159
104736,SUPERSET OF,137,134160
104736,SUBSET OF,104765,134161
104736,OVERLAPS WITH,104734,134162
104744,SUBSET OF,104705,134163
104744,SUPERSET OF,10576,134164
104744,SUPERSET OF,10577,134165
104744,SUPERSET OF,10578,134166
104744,OVERLAPS WITH,104882,134167
104744,SUPERSET OF,108395,134168
104744,SUPERSET OF,10619,134169
104865,SUPERSET OF,10446,134171
104865,SUPERSET OF,10447,134172
104880,SUPERSET OF,226,134173
104880,SUPERSET OF,50,134174
104880,OVERLAPS WITH,104854,134175
104880,SUBSET OF,105670,134176
104880,OVERLAPS WITH,105082,134177
104880,SUBSET OF,104700,134178
104902,SUPERSET OF,107906,134179
104902,SUPERSET OF,11223,134181
104902,SUPERSET OF,12376,134182
104902,SUPERSET OF,12378,134183
104902,SUPERSET OF,11759,134184
104905,OVERLAPS WITH,117121,134185
104905,SUPERSET OF,117120,134186
104905,OVERLAPS WITH,104704,134187
104905,OVERLAPS WITH,118275,134188
104905,SUPERSET OF,117122,134189
104905,OVERLAPS WITH,118277,134190
104905,SUPERSET OF,118276,134191
104905,OVERLAPS WITH,104774,134192
104905,SUPERSET OF,11463,134193
104905,OVERLAPS WITH,104904,134194
104905,OVERLAPS WITH,104712,134195
104905,SUPERSET OF,74,134196
104905,OVERLAPS WITH,105038,134197
104905,SUPERSET OF,118288,134198
104905,SUPERSET OF,12757,134200
104905,SUPERSET OF,118295,134201
104905,SUPERSET OF,117721,134202
104905,OVERLAPS WITH,104921,134203
104905,OVERLAPS WITH,109656,134204
104905,SUPERSET OF,221,134205
104905,OVERLAPS WITH,117727,134206
104905,OVERLAPS WITH,105121,134207
104905,SUPERSET OF,12770,134208
104905,OVERLAPS WITH,105059,134209
104905,SUPERSET OF,104291,134210
104905,SUPERSET OF,11881,134211
104905,SUPERSET OF,11440,134212
104905,SUBSET OF,104688,134213
104905,OVERLAPS WITH,104757,134214
104905,SUPERSET OF,11191,134215
104905,SUPERSET OF,117115,134216
104905,SUPERSET OF,117114,134217
104905,OVERLAPS WITH,117117,134218
104905,SUPERSET OF,117116,134219
104905,OVERLAPS WITH,105087,134220
104905,OVERLAPS WITH,117119,134221
104905,OVERLAPS WITH,104703,134222
104905,OVERLAPS WITH,104702,134223
104905,SUPERSET OF,117118,134224
104448,SUBSET OF,104851,134228
104716,SUPERSET OF,11930,134231
104716,SUPERSET OF,104990,134232
104725,SUPERSET OF,96,134233
104725,OVERLAPS WITH,117167,134234
104725,SUPERSET OF,126,134235
105019,OVERLAPS WITH,105089,134236
105019,SUPERSET OF,163,134237
105019,SUPERSET OF,133,134238
105019,OVERLAPS WITH,105060,134239
105019,OVERLAPS WITH,104856,134240
105019,OVERLAPS WITH,104747,134241
105019,OVERLAPS WITH,104746,134242
105019,SUBSET OF,109738,134243
105019,OVERLAPS WITH,104748,134244
105045,OVERLAPS WITH,104785,134245
105045,SUPERSET OF,100,134246
105045,OVERLAPS WITH,104870,134247
105045,SUPERSET OF,121,134248
105045,SUBSET OF,105759,134249
105046,OVERLAPS WITH,104944,134250
105046,SUPERSET OF,12566,134251
105046,SUPERSET OF,12076,134252
105046,SUBSET OF,104303,134253
105105,OVERLAPS WITH,104771,134254
105105,SUBSET OF,104691,134255
105105,OVERLAPS WITH,104962,134256
105105,SUPERSET OF,215,134257
105105,OVERLAPS WITH,104795,134258
105105,OVERLAPS WITH,104925,134259
105105,SUPERSET OF,47,134260
105111,OVERLAPS WITH,107892,134261
105111,SUPERSET OF,12955,134263
105076,OVERLAPS WITH,104897,134264
105076,OVERLAPS WITH,104898,134265
105076,OVERLAPS WITH,117139,134266
105076,OVERLAPS WITH,117715,134267
105076,SUPERSET OF,10642,134268
105076,OVERLAPS WITH,104283,134270
105076,OVERLAPS WITH,104282,134271
105076,OVERLAPS WITH,104285,134272
105076,OVERLAPS WITH,108129,134273
105076,SUPERSET OF,104288,134274
105076,OVERLAPS WITH,108128,134275
105076,OVERLAPS WITH,105508,134277
105076,OVERLAPS WITH,105709,134279
105076,OVERLAPS WITH,108141,134280
105076,OVERLAPS WITH,107885,134282
105076,OVERLAPS WITH,107884,134283
105076,OVERLAPS WITH,107887,134284
105076,SUPERSET OF,11184,134285
105076,OVERLAPS WITH,104891,134286
105076,OVERLAPS WITH,117052,134287
105076,SUPERSET OF,104895,134288
105076,OVERLAPS WITH,104894,134289
104916,SUPERSET OF,101249,134290
104916,SUPERSET OF,105108,134292
104916,SUPERSET OF,103486,134293
104919,SUPERSET OF,12000,134294
104919,OVERLAPS WITH,104928,134295
104919,SUPERSET OF,194,134296
104919,OVERLAPS WITH,104934,134297
104919,OVERLAPS WITH,104969,134298
104919,OVERLAPS WITH,105096,134299
104919,OVERLAPS WITH,104778,134300
104919,OVERLAPS WITH,105006,134301
104923,SUPERSET OF,10501,134302
104923,SUPERSET OF,10294,134303
104934,OVERLAPS WITH,104928,134304
104934,SUPERSET OF,193,134305
104934,SUPERSET OF,194,134306
104934,OVERLAPS WITH,118307,134307
104934,OVERLAPS WITH,104919,134308
104934,OVERLAPS WITH,104969,134309
104934,OVERLAPS WITH,105096,134310
104937,SUPERSET OF,12414,134312
104960,SUPERSET OF,104292,134313
104960,OVERLAPS WITH,116998,134314
104960,OVERLAPS WITH,104936,134315
104960,SUPERSET OF,104685,134316
104960,OVERLAPS WITH,105103,134317
104960,OVERLAPS WITH,109649,134318
104960,SUPERSET OF,49,134319
104960,OVERLAPS WITH,109650,134320
104960,SUPERSET OF,12661,134321
104960,OVERLAPS WITH,104985,134322
104960,OVERLAPS WITH,117720,134323
104960,OVERLAPS WITH,104924,134324
104960,OVERLAPS WITH,104830,134326
104962,OVERLAPS WITH,105105,134327
104962,OVERLAPS WITH,104771,134328
104962,SUBSET OF,104691,134329
104962,SUPERSET OF,214,134330
104962,OVERLAPS WITH,104795,134331
104962,SUPERSET OF,47,134332
104963,SUPERSET OF,12345,134334
104964,SUBSET OF,104304,134337
104964,SUPERSET OF,12514,134338
104964,SUBSET OF,104882,134339
104964,SUBSET OF,104693,134340
104964,SUPERSET OF,12742,134341
104964,OVERLAPS WITH,105004,134342
104782,SUBSET OF,104737,134343
104782,SUPERSET OF,2,134344
104782,OVERLAPS WITH,104852,134345
104782,SUPERSET OF,285,134346
104789,SUPERSET OF,86,134347
104789,SUPERSET OF,104,134348
104848,SUPERSET OF,100000,134349
104848,SUPERSET OF,12865,134350
104848,OVERLAPS WITH,104835,134351
104848,OVERLAPS WITH,104821,134352
104848,SUBSET OF,104824,134353
104848,OVERLAPS WITH,117725,134354
104848,OVERLAPS WITH,107932,134355
104848,OVERLAPS WITH,117726,134356
104848,SUBSET OF,104302,134357
104857,SUPERSET OF,10113,134359
104857,SUPERSET OF,12791,134360
104857,SUPERSET OF,11260,134361
104857,SUPERSET OF,11263,134362
104859,SUPERSET OF,11250,134365
104859,SUPERSET OF,10604,134367
104888,SUPERSET OF,132,134369
104888,SUPERSET OF,103803,134370
104888,SUPERSET OF,103802,134371
104797,SUPERSET OF,11680,134377
104797,SUBSET OF,104815,134378
104797,SUPERSET OF,12719,134379
104803,SUPERSET OF,12226,134380
104803,SUPERSET OF,10399,134381
104805,SUPERSET OF,10532,134382
104805,SUPERSET OF,93,134383
104288,SUBSET OF,108129,134384
104288,OVERLAPS WITH,108128,134385
104288,SUBSET OF,105508,134386
104288,SUBSET OF,108141,134387
104288,OVERLAPS WITH,107885,134388
104288,SUPERSET OF,11184,134389
104288,SUBSET OF,117139,134390
104288,SUBSET OF,105076,134391
104288,OVERLAPS WITH,104891,134393
104288,OVERLAPS WITH,104285,134394
104288,OVERLAPS WITH,104895,134395
104288,OVERLAPS WITH,104894,134396
104294,OVERLAPS WITH,109746,134397
104294,SUPERSET OF,12947,134398
104294,OVERLAPS WITH,117093,134399
104294,SUPERSET OF,12648,134400
104976,SUPERSET OF,11080,134401
104976,SUPERSET OF,101004,134402
104977,SUPERSET OF,10480,134403
104977,OVERLAPS WITH,108400,134404
104977,OVERLAPS WITH,109746,134405
104977,OVERLAPS WITH,104965,134406
104977,OVERLAPS WITH,117095,134407
104977,OVERLAPS WITH,104295,134408
104977,OVERLAPS WITH,117097,134409
104977,OVERLAPS WITH,104808,134410
104977,OVERLAPS WITH,117096,134411
104977,SUPERSET OF,10522,134412
11694,SUBSET OF,107892,134413
168,SUBSET OF,104841,134415
43,SUBSET OF,104854,134416
43,SUBSET OF,105670,134417
43,SUBSET OF,105082,134418
43,SUBSET OF,104700,134419
57,SUBSET OF,105764,134420
57,SUBSET OF,105767,134421
57,SUBSET OF,105766,134422
57,SUBSET OF,109640,134423
12078,SUBSET OF,105001,134425
12103,SUBSET OF,104821,134426
12103,SUBSET OF,104824,134427
12103,SUBSET OF,117726,134428
12103,SUBSET OF,104302,134429
109656,OVERLAPS WITH,117121,134439
109656,OVERLAPS WITH,105121,134440
109656,OVERLAPS WITH,104704,134441
109656,OVERLAPS WITH,118275,134442
109656,OVERLAPS WITH,117122,134443
109656,OVERLAPS WITH,118277,134444
109656,OVERLAPS WITH,104774,134445
109656,OVERLAPS WITH,104905,134446
109656,OVERLAPS WITH,104904,134447
109656,OVERLAPS WITH,104712,134448
109656,SUPERSET OF,11881,134449
109656,OVERLAPS WITH,118288,134450
109656,SUBSET OF,104688,134451
109656,SUPERSET OF,11218,134452
109656,OVERLAPS WITH,118295,134453
109656,SUPERSET OF,11191,134454
109656,OVERLAPS WITH,117721,134455
109656,OVERLAPS WITH,117117,134456
109656,OVERLAPS WITH,117119,134457
109656,OVERLAPS WITH,104703,134458
109656,OVERLAPS WITH,117727,134459
109656,OVERLAPS WITH,117118,134460
109656,OVERLAPS WITH,104702,134461
109660,SUPERSET OF,13074,134462
118278,OVERLAPS WITH,105120,134476
118278,OVERLAPS WITH,118279,134478
118278,SUBSET OF,104838,134479
118278,OVERLAPS WITH,118281,134480
118278,OVERLAPS WITH,118280,134481
118278,OVERLAPS WITH,105064,134482
118278,OVERLAPS WITH,118283,134483
118278,OVERLAPS WITH,117035,134484
118278,OVERLAPS WITH,118282,134485
118278,SUBSET OF,104301,134486
118278,OVERLAPS WITH,118285,134487
118278,OVERLAPS WITH,118284,134488
118278,OVERLAPS WITH,104752,134489
118278,OVERLAPS WITH,118291,134490
118278,OVERLAPS WITH,105042,134491
118278,OVERLAPS WITH,118293,134492
118278,OVERLAPS WITH,118292,134493
118278,SUPERSET OF,12758,134494
118278,OVERLAPS WITH,105021,134495
118287,OVERLAPS WITH,105120,134496
118287,SUBSET OF,104838,134497
118287,OVERLAPS WITH,118281,134499
118287,SUPERSET OF,11464,134500
118287,OVERLAPS WITH,117035,134501
118287,OVERLAPS WITH,118283,134502
118287,SUBSET OF,104301,134504
118287,OVERLAPS WITH,118285,134505
118287,OVERLAPS WITH,118284,134506
118287,SUPERSET OF,118286,134507
118287,OVERLAPS WITH,104752,134508
118287,OVERLAPS WITH,105042,134509
118287,OVERLAPS WITH,118292,134510
118287,OVERLAPS WITH,118294,134511
118287,OVERLAPS WITH,105021,134512
118312,SUPERSET OF,11748,134513
118312,OVERLAPS WITH,118311,134514
118312,OVERLAPS WITH,108121,134515
118312,SUPERSET OF,104203,134516
118312,OVERLAPS WITH,104750,134517
118317,SUPERSET OF,18058,134519
118317,OVERLAPS WITH,108125,134520
118317,OVERLAPS WITH,117293,134521
118317,OVERLAPS WITH,117197,134522
118317,OVERLAPS WITH,108126,134523
118327,SUPERSET OF,11280,134524
118327,OVERLAPS WITH,105040,134525
118327,OVERLAPS WITH,107904,134526
118327,OVERLAPS WITH,104754,134527
118327,OVERLAPS WITH,104994,134528
118327,OVERLAPS WITH,104807,134529
118327,OVERLAPS WITH,105671,134530
118327,SUPERSET OF,72,134531
118327,OVERLAPS WITH,104984,134532
118327,OVERLAPS WITH,104842,134533
118337,OVERLAPS WITH,107936,134534
118337,SUPERSET OF,11939,134535
118337,SUBSET OF,109750,134536
118337,OVERLAPS WITH,109638,134537
118337,OVERLAPS WITH,117161,134538
118337,SUPERSET OF,10427,134539
118337,OVERLAPS WITH,105055,134540
118337,OVERLAPS WITH,104943,134541
118345,OVERLAPS WITH,118343,134542
118345,SUPERSET OF,102439,134543
118345,OVERLAPS WITH,108118,134544
117394,SUBSET OF,107935,134546
108399,OVERLAPS WITH,117092,134547
108399,OVERLAPS WITH,104295,134548
108399,OVERLAPS WITH,107945,134549
108399,OVERLAPS WITH,117097,134550
108399,SUBSET OF,104808,134551
108399,OVERLAPS WITH,117098,134552
108399,OVERLAPS WITH,108400,134553
108399,SUPERSET OF,12946,134554
108399,OVERLAPS WITH,109746,134555
108399,OVERLAPS WITH,107898,134556
108399,OVERLAPS WITH,117754,134557
108399,OVERLAPS WITH,105020,134559
118388,OVERLAPS WITH,118357,134561
118388,OVERLAPS WITH,118356,134562
118388,OVERLAPS WITH,118359,134563
118388,OVERLAPS WITH,118358,134564
118388,OVERLAPS WITH,118361,134565
118388,OVERLAPS WITH,118360,134566
118388,OVERLAPS WITH,118363,134567
118388,OVERLAPS WITH,118362,134568
118388,OVERLAPS WITH,118365,134569
118388,OVERLAPS WITH,118364,134570
118388,OVERLAPS WITH,118367,134571
118388,OVERLAPS WITH,118366,134572
118388,OVERLAPS WITH,118369,134573
118388,OVERLAPS WITH,118368,134574
118388,OVERLAPS WITH,118376,134575
118388,OVERLAPS WITH,118387,134576
118388,OVERLAPS WITH,118386,134577
118388,OVERLAPS WITH,118389,134578
118388,OVERLAPS WITH,116917,134579
118388,OVERLAPS WITH,118333,134580
118388,SUPERSET OF,116734,134582
118388,OVERLAPS WITH,118334,134583
105508,SUPERSET OF,108129,134584
105508,OVERLAPS WITH,104897,134585
105508,SUPERSET OF,104288,134586
105508,SUPERSET OF,108128,134587
105508,OVERLAPS WITH,104898,134588
105508,OVERLAPS WITH,108141,134589
105508,OVERLAPS WITH,107885,134590
105508,OVERLAPS WITH,107884,134591
105508,OVERLAPS WITH,107887,134592
105508,SUPERSET OF,11184,134594
105508,OVERLAPS WITH,117139,134595
105508,SUPERSET OF,10642,134596
105508,OVERLAPS WITH,105076,134597
105508,OVERLAPS WITH,104891,134599
105508,OVERLAPS WITH,104283,134600
105508,OVERLAPS WITH,104285,134601
105508,SUPERSET OF,104895,134602
105508,OVERLAPS WITH,104894,134603
11748,SUBSET OF,108121,134604
11748,SUBSET OF,118312,134605
11748,SUBSET OF,104750,134606
108291,SUBSET OF,116902,134607
117587,SUBSET OF,117743,134609
107882,OVERLAPS WITH,117729,134610
107882,OVERLAPS WITH,117728,134611
107882,SUPERSET OF,10659,134612
107882,OVERLAPS WITH,117733,134613
107882,SUPERSET OF,10660,134614
107882,OVERLAPS WITH,117732,134615
107882,SUPERSET OF,10341,134616
107882,OVERLAPS WITH,107879,134617
107882,OVERLAPS WITH,107881,134618
107882,OVERLAPS WITH,107880,134619
107882,OVERLAPS WITH,107883,134620
107882,SUBSET OF,104844,134621
107882,OVERLAPS WITH,105044,134622
107882,OVERLAPS WITH,117048,134623
107886,OVERLAPS WITH,108120,134626
107888,SUPERSET OF,11890,134629
107888,SUBSET OF,104692,134630
107888,SUPERSET OF,10024,134631
107895,OVERLAPS WITH,104708,134632
107895,SUBSET OF,104710,134633
107895,OVERLAPS WITH,107945,134634
107895,OVERLAPS WITH,117096,134635
107895,OVERLAPS WITH,104299,134636
107895,OVERLAPS WITH,109746,134637
107895,OVERLAPS WITH,107893,134638
107895,SUPERSET OF,10007,134639
107895,OVERLAPS WITH,107896,134640
107895,OVERLAPS WITH,117723,134641
107895,OVERLAPS WITH,117722,134642
107895,OVERLAPS WITH,105020,134643
107895,SUPERSET OF,11678,134644
107898,OVERLAPS WITH,104965,134645
107898,SUPERSET OF,12709,134646
107898,OVERLAPS WITH,117092,134647
107898,OVERLAPS WITH,104295,134648
107898,OVERLAPS WITH,107945,134649
107898,OVERLAPS WITH,117097,134650
107898,SUBSET OF,104808,134651
107898,OVERLAPS WITH,117098,134652
107898,OVERLAPS WITH,108399,134653
107898,SUPERSET OF,12946,134654
107898,OVERLAPS WITH,109746,134655
107898,OVERLAPS WITH,118296,134656
107898,OVERLAPS WITH,117754,134657
107898,OVERLAPS WITH,105020,134658
107903,OVERLAPS WITH,117041,134659
107903,SUBSET OF,116899,134660
107903,SUBSET OF,104775,134662
107903,OVERLAPS WITH,117083,134663
107903,SUPERSET OF,10044,134664
107903,SUPERSET OF,12781,134665
107907,SUPERSET OF,11762,134666
107907,SUPERSET OF,12547,134667
107907,SUBSET OF,104701,134668
107926,SUPERSET OF,103457,134669
107926,SUPERSET OF,107648,134670
107937,OVERLAPS WITH,107890,134671
107937,SUPERSET OF,101589,134672
107937,OVERLAPS WITH,117077,134673
107937,OVERLAPS WITH,117064,134675
107937,OVERLAPS WITH,117069,134676
107937,OVERLAPS WITH,117085,134677
107937,OVERLAPS WITH,117055,134678
107937,OVERLAPS WITH,117086,134679
107939,SUPERSET OF,117696,134680
107939,SUPERSET OF,107600,134681
107939,SUPERSET OF,107938,134682
107939,SUPERSET OF,100444,134683
107939,SUPERSET OF,107582,134684
108428,OVERLAPS WITH,104849,134685
106167,SUPERSET OF,13009,134689
106167,SUPERSET OF,117230,134691
10216,SUBSET OF,117171,134692
10216,SUBSET OF,104683,134693
10447,SUBSET OF,104865,134694
100413,SUBSET OF,109739,134695
105366,SUBSET OF,117286,134696
101384,SUBSET OF,117090,134697
11150,SUBSET OF,117087,134699
87,SUBSET OF,108401,134700
