tid,relationship,related_tid,targrel_id
11360,SUBSET OF,104874,137061
11360,SUBSET OF,104796,137062
12227,SUBSET OF,105060,137063
12227,SUBSET OF,109738,137064
11209,SUBSET OF,104922,137065
13001,SUBSET OF,105013,137066
13001,SUBSET OF,117049,137067
13001,SUBSET OF,104792,137068
10655,SUBSET OF,105037,137070
20113,SUBSET OF,109635,137071
20113,SUBSET OF,109979,137073
20113,SUBSET OF,109980,137074
10702,SUBSET OF,116855,137075
30037,SUBSET OF,117007,137076
11839,SUBSET OF,107921,137077
11112,SUBSET OF,105051,137078
10619,SUBSET OF,104705,137079
10619,SUBSET OF,104744,137080
10634,SUBSET OF,108131,137082
10634,SUBSET OF,117042,137083
10634,SUBSET OF,108132,137084
10634,SUBSET OF,104692,137085
100639,SUBSET OF,108410,137086
100127,SUBSET OF,105769,137088
12425,SUBSET OF,105053,137089
12425,SUBSET OF,104814,137090
100096,SUBSET OF,105067,137091
20154,SUBSET OF,117108,137092
12252,SUBSET OF,105085,137093
10275,SUBSET OF,108133,137094
100304,SUBSET OF,117057,137096
100304,SUBSET OF,117060,137097
101254,SUBSET OF,117157,137098
100126,SUBSET OF,117030,137101
100126,SUBSET OF,109740,137102
100126,SUBSET OF,117759,137103
100915,SUBSET OF,109080,137104
101164,SUBSET OF,108410,137105
100168,SUBSET OF,104730,137106
10788,SUBSET OF,116898,137107
10788,SUBSET OF,117191,137108
10788,SUBSET OF,104766,137109
101004,SUBSET OF,104976,137110
101325,SUBSET OF,117001,137112
101325,SUBSET OF,117068,137113
101325,SUBSET OF,109644,137114
103165,SUBSET OF,117033,137116
103165,SUBSET OF,108138,137117
103165,SUBSET OF,117694,137118
101297,SUBSET OF,117156,137120
101300,SUBSET OF,109746,137121
101300,SUBSET OF,118356,137122
101300,SUBSET OF,117100,137123
101300,SUBSET OF,107900,137124
101311,SUBSET OF,117080,137126
101360,SUBSET OF,109746,137127
101583,SUBSET OF,117109,137128
102705,SUBSET OF,117290,137129
101373,SUBSET OF,109646,137131
101611,SUBSET OF,116855,137132
101417,SUBSET OF,118323,137133
102766,SUBSET OF,117219,137134
102850,SUBSET OF,117163,137135
103769,SUBSET OF,117185,137138
103774,SUBSET OF,108146,137139
103774,SUBSET OF,104759,137140
103491,SUBSET OF,117692,137147
103930,SUBSET OF,105734,137148
104830,OVERLAPS WITH,109649,137153
104830,OVERLAPS WITH,104960,137154
104830,OVERLAPS WITH,109650,137156
104830,OVERLAPS WITH,104292,137157
104830,SUPERSET OF,12661,137158
104830,OVERLAPS WITH,104936,137159
104830,SUBSET OF,117720,137160
104830,OVERLAPS WITH,104924,137161
104830,OVERLAPS WITH,105103,137162
104382,SUBSET OF,107908,137163
104265,SUBSET OF,118688,137164
104266,SUBSET OF,118688,137165
104266,SUBSET OF,118375,137166
104266,SUBSET OF,118381,137167
104266,SUBSET OF,118366,137168
104684,SUPERSET OF,10304,137169
104684,SUPERSET OF,105041,137170
104684,SUPERSET OF,12755,137171
104684,SUPERSET OF,14037,137172
104684,SUPERSET OF,11430,137173
104684,OVERLAPS WITH,104886,137174
104684,SUPERSET OF,12173,137175
104684,SUPERSET OF,104847,137176
104684,OVERLAPS WITH,105102,137177
104748,OVERLAPS WITH,105089,137178
104748,SUPERSET OF,133,137179
104748,OVERLAPS WITH,105060,137180
104748,OVERLAPS WITH,104856,137182
104748,OVERLAPS WITH,105019,137183
104748,OVERLAPS WITH,104747,137184
104748,OVERLAPS WITH,104746,137185
104748,OVERLAPS WITH,109738,137186
104754,OVERLAPS WITH,105040,137187
104754,OVERLAPS WITH,107904,137188
104754,SUPERSET OF,130,137189
104754,OVERLAPS WITH,104994,137190
104754,OVERLAPS WITH,118327,137191
104754,OVERLAPS WITH,104807,137192
104754,SUBSET OF,105671,137193
104754,SUPERSET OF,72,137194
104754,OVERLAPS WITH,104984,137195
104754,SUBSET OF,104842,137196
104754,OVERLAPS WITH,104876,137197
104766,OVERLAPS WITH,116897,137200
104766,SUPERSET OF,33,137201
104766,OVERLAPS WITH,116898,137202
104766,SUPERSET OF,10788,137204
104766,SUPERSET OF,324,137205
104766,SUPERSET OF,117191,137206
104766,SUPERSET OF,116779,137207
104766,SUPERSET OF,116778,137208
104766,SUPERSET OF,116780,137209
104766,SUPERSET OF,10893,137210
104766,SUPERSET OF,11309,137211
104766,SUPERSET OF,12046,137212
104766,SUPERSET OF,12668,137213
104773,SUPERSET OF,12627,137215
104773,SUPERSET OF,197,137216
104773,OVERLAPS WITH,104956,137217
104807,OVERLAPS WITH,105040,137218
104807,OVERLAPS WITH,107904,137219
104807,OVERLAPS WITH,104754,137220
104807,OVERLAPS WITH,104994,137221
104807,OVERLAPS WITH,118327,137222
104807,SUBSET OF,105671,137223
104807,SUPERSET OF,72,137224
104807,OVERLAPS WITH,104984,137225
104807,SUPERSET OF,90,137226
104807,SUBSET OF,104842,137227
104807,OVERLAPS WITH,104876,137228
104254,SUBSET OF,107927,137229
104699,SUPERSET OF,12854,137230
104699,SUBSET OF,105078,137231
104699,SUPERSET OF,11736,137232
104699,SUBSET OF,104713,137233
104699,OVERLAPS WITH,105098,137234
104699,OVERLAPS WITH,104794,137235
104705,SUPERSET OF,10626,137236
104705,SUPERSET OF,10628,137237
104705,SUPERSET OF,105093,137238
104705,SUPERSET OF,12712,137239
104705,SUPERSET OF,104744,137240
104705,SUPERSET OF,108395,137241
104705,SUPERSET OF,104686,137243
104705,OVERLAPS WITH,105102,137244
104705,SUPERSET OF,12687,137245
104705,SUPERSET OF,12688,137246
104705,SUPERSET OF,10576,137247
104705,SUPERSET OF,10577,137248
104705,SUPERSET OF,12689,137249
104705,SUPERSET OF,10578,137250
104705,SUPERSET OF,105075,137251
104705,SUPERSET OF,11923,137252
104705,OVERLAPS WITH,104882,137253
104705,SUPERSET OF,12020,137254
104705,OVERLAPS WITH,104886,137255
104705,SUPERSET OF,10619,137256
104705,SUPERSET OF,104698,137257
104705,SUPERSET OF,10623,137258
104730,SUPERSET OF,11874,137259
104730,SUPERSET OF,100168,137260
104730,SUPERSET OF,11531,137261
104731,SUPERSET OF,12133,137263
104731,SUPERSET OF,12454,137264
104731,SUPERSET OF,12635,137267
104731,SUPERSET OF,10877,137268
104731,SUPERSET OF,104879,137269
104731,SUPERSET OF,10879,137270
104739,SUPERSET OF,10355,137271
104739,SUPERSET OF,11086,137273
104838,SUPERSET OF,118279,137276
104838,SUPERSET OF,118278,137278
104838,SUPERSET OF,118281,137280
104838,SUPERSET OF,11464,137281
104838,SUPERSET OF,118280,137282
104838,SUPERSET OF,118283,137284
104838,SUPERSET OF,118282,137285
104838,SUPERSET OF,118285,137287
104838,SUPERSET OF,118284,137289
104838,SUPERSET OF,118287,137290
104838,SUPERSET OF,118286,137291
104838,SUPERSET OF,118291,137292
104838,SUPERSET OF,105042,137293
104838,SUPERSET OF,118293,137294
104838,SUPERSET OF,118292,137295
104838,SUPERSET OF,12758,137296
104838,SUPERSET OF,11670,137297
104838,SUPERSET OF,118294,137298
104838,SUPERSET OF,19609,137299
104838,SUPERSET OF,10841,137300
104838,SUPERSET OF,105120,137301
104838,SUPERSET OF,11492,137302
104838,SUPERSET OF,17065,137304
104838,SUPERSET OF,105064,137305
104838,SUPERSET OF,117035,137306
104838,SUPERSET OF,104301,137307
104838,SUPERSET OF,11439,137308
104838,SUPERSET OF,104752,137309
104838,SUPERSET OF,105021,137311
104840,SUPERSET OF,100339,137312
104840,SUPERSET OF,100341,137313
104840,SUPERSET OF,100340,137314
104840,SUPERSET OF,100342,137315
104843,SUPERSET OF,12952,137316
104843,SUBSET OF,104764,137317
104843,SUPERSET OF,15,137318
104867,OVERLAPS WITH,104762,137320
104869,SUPERSET OF,69,137322
104869,SUPERSET OF,11848,137323
104870,OVERLAPS WITH,104785,137324
104870,OVERLAPS WITH,105045,137325
104870,SUPERSET OF,100,137326
104870,SUPERSET OF,155,137327
104870,SUBSET OF,105759,137328
104912,OVERLAPS WITH,105104,137329
104912,SUPERSET OF,11409,137330
104912,SUPERSET OF,11046,137331
104912,OVERLAPS WITH,117110,137332
104445,SUBSET OF,116833,137333
104445,SUBSET OF,106197,137334
104712,OVERLAPS WITH,117121,137335
104712,OVERLAPS WITH,104704,137336
104712,OVERLAPS WITH,117122,137337
104712,OVERLAPS WITH,104774,137338
104712,OVERLAPS WITH,104905,137339
104712,OVERLAPS WITH,104904,137340
104712,OVERLAPS WITH,105038,137341
104712,OVERLAPS WITH,118288,137342
104712,SUPERSET OF,118295,137343
104712,OVERLAPS WITH,117721,137344
104712,OVERLAPS WITH,104921,137345
104712,OVERLAPS WITH,109656,137346
104712,OVERLAPS WITH,117727,137348
104712,OVERLAPS WITH,105121,137349
104712,SUPERSET OF,12770,137350
104712,OVERLAPS WITH,105059,137351
104712,SUPERSET OF,11881,137352
104712,SUBSET OF,104688,137353
104712,OVERLAPS WITH,104757,137354
104712,OVERLAPS WITH,117115,137355
104712,OVERLAPS WITH,117117,137356
104712,OVERLAPS WITH,105087,137357
104712,OVERLAPS WITH,117119,137358
104712,OVERLAPS WITH,104703,137359
104712,OVERLAPS WITH,104702,137360
104712,OVERLAPS WITH,117118,137361
104729,EQUIVALENT TO,118689,137362
104729,SUBSET OF,105024,137363
104729,SUBSET OF,104834,137364
104729,SUPERSET OF,278,137365
104729,OVERLAPS WITH,104790,137366
104729,OVERLAPS WITH,104806,137367
104729,OVERLAPS WITH,104845,137368
104729,SUPERSET OF,252,137369
104729,OVERLAPS WITH,104862,137370
105024,SUPERSET OF,118689,137373
105024,OVERLAPS WITH,117056,137374
105024,SUPERSET OF,104834,137375
105024,SUPERSET OF,104806,137376
105024,SUPERSET OF,104779,137377
105024,SUPERSET OF,104845,137378
105024,SUPERSET OF,114,137379
105024,SUPERSET OF,278,137380
105024,SUPERSET OF,104790,137381
105024,SUPERSET OF,280,137382
105024,SUPERSET OF,104729,137383
105024,SUPERSET OF,252,137384
105024,SUPERSET OF,104862,137385
105029,SUPERSET OF,144,137386
105029,OVERLAPS WITH,118322,137387
105029,SUBSET OF,104841,137388
105029,SUBSET OF,104714,137390
105029,OVERLAPS WITH,118318,137391
105033,SUPERSET OF,10466,137392
105033,SUPERSET OF,11524,137393
105035,SUPERSET OF,10434,137394
105035,SUPERSET OF,10980,137395
105035,OVERLAPS WITH,105769,137396
105035,OVERLAPS WITH,105065,137397
105035,OVERLAPS WITH,104939,137398
105035,OVERLAPS WITH,104915,137399
105035,OVERLAPS WITH,105010,137400
105035,OVERLAPS WITH,104948,137401
105035,OVERLAPS WITH,117079,137402
105035,OVERLAPS WITH,104955,137403
105035,OVERLAPS WITH,104956,137404
105035,OVERLAPS WITH,104799,137405
105037,SUPERSET OF,11833,137406
105037,SUPERSET OF,11807,137407
105037,SUPERSET OF,10655,137408
105042,OVERLAPS WITH,105120,137409
105042,OVERLAPS WITH,118279,137411
105042,OVERLAPS WITH,118278,137412
105042,SUBSET OF,104838,137413
105042,OVERLAPS WITH,105064,137414
105042,OVERLAPS WITH,117035,137415
105042,OVERLAPS WITH,118282,137416
105042,SUBSET OF,104301,137417
105042,OVERLAPS WITH,118285,137419
105042,OVERLAPS WITH,118287,137420
105042,OVERLAPS WITH,118286,137421
105042,OVERLAPS WITH,104752,137422
105042,OVERLAPS WITH,118293,137423
105042,SUPERSET OF,12758,137424
105042,OVERLAPS WITH,118294,137425
105042,OVERLAPS WITH,105021,137426
105048,SUPERSET OF,108137,137429
105106,SUPERSET OF,117745,137432
105106,OVERLAPS WITH,107889,137433
105106,OVERLAPS WITH,117173,137434
105106,SUPERSET OF,10695,137435
105106,SUPERSET OF,10696,137436
105106,SUPERSET OF,12666,137437
105117,OVERLAPS WITH,109653,137438
105117,OVERLAPS WITH,107909,137439
105117,OVERLAPS WITH,107910,137440
105117,OVERLAPS WITH,109654,137441
105117,SUPERSET OF,11208,137443
105117,OVERLAPS WITH,104681,137444
105117,OVERLAPS WITH,104856,137445
105117,OVERLAPS WITH,118303,137446
105117,OVERLAPS WITH,117135,137447
105117,OVERLAPS WITH,117134,137448
105078,SUPERSET OF,12512,137451
105078,SUPERSET OF,104836,137452
105078,SUPERSET OF,12854,137453
105078,SUPERSET OF,11736,137454
105078,SUPERSET OF,104713,137455
105078,SUPERSET OF,104699,137456
105078,SUPERSET OF,105098,137457
105078,SUPERSET OF,104794,137458
105078,SUPERSET OF,12171,137459
104915,OVERLAPS WITH,108403,137460
104915,OVERLAPS WITH,105010,137461
104915,SUPERSET OF,10980,137462
104915,OVERLAPS WITH,104948,137463
104915,SUPERSET OF,11752,137464
104915,OVERLAPS WITH,105065,137465
104915,OVERLAPS WITH,105035,137466
104915,OVERLAPS WITH,104955,137467
104915,OVERLAPS WITH,104939,137468
104915,OVERLAPS WITH,104956,137469
104915,SUBSET OF,104799,137470
104921,OVERLAPS WITH,117120,137471
104921,OVERLAPS WITH,104704,137472
104921,OVERLAPS WITH,118275,137473
104921,OVERLAPS WITH,118277,137474
104921,OVERLAPS WITH,118276,137475
104921,OVERLAPS WITH,104774,137476
104921,OVERLAPS WITH,104905,137477
104921,OVERLAPS WITH,104904,137478
104921,OVERLAPS WITH,104712,137479
104921,OVERLAPS WITH,105038,137480
104921,OVERLAPS WITH,118295,137481
104921,SUPERSET OF,221,137483
104921,OVERLAPS WITH,105121,137484
104921,SUPERSET OF,12770,137485
104921,OVERLAPS WITH,105059,137486
104921,OVERLAPS WITH,104291,137487
104921,SUBSET OF,104688,137488
104921,OVERLAPS WITH,104757,137489
104921,SUPERSET OF,117115,137490
104921,OVERLAPS WITH,117116,137491
104921,OVERLAPS WITH,105087,137492
104921,OVERLAPS WITH,104703,137493
104921,OVERLAPS WITH,104702,137494
104922,OVERLAPS WITH,118368,137495
104922,OVERLAPS WITH,117189,137496
104922,OVERLAPS WITH,117174,137497
104922,SUPERSET OF,8,137498
104922,SUPERSET OF,11209,137499
104922,OVERLAPS WITH,104811,137500
104922,OVERLAPS WITH,118351,137501
104922,OVERLAPS WITH,118350,137502
104924,OVERLAPS WITH,109649,137503
104924,OVERLAPS WITH,104960,137504
104924,OVERLAPS WITH,109650,137505
104924,OVERLAPS WITH,104292,137507
104924,SUPERSET OF,12661,137508
104924,OVERLAPS WITH,104936,137509
104924,OVERLAPS WITH,117720,137510
104924,OVERLAPS WITH,105103,137511
104924,OVERLAPS WITH,104830,137512
104928,SUPERSET OF,194,137513
104928,OVERLAPS WITH,104919,137514
104928,OVERLAPS WITH,104934,137515
104928,SUPERSET OF,23,137516
104928,OVERLAPS WITH,104969,137517
104928,OVERLAPS WITH,105096,137518
104944,OVERLAPS WITH,105046,137519
104944,SUPERSET OF,10647,137520
104944,SUPERSET OF,12076,137521
104944,SUBSET OF,104303,137522
104952,SUPERSET OF,19905,137523
104952,SUPERSET OF,20162,137524
104952,OVERLAPS WITH,117758,137525
104778,SUPERSET OF,12000,137526
104778,SUPERSET OF,11092,137527
104778,OVERLAPS WITH,104919,137528
104778,OVERLAPS WITH,105006,137529
104779,SUBSET OF,105024,137530
104779,OVERLAPS WITH,117056,137531
104779,SUPERSET OF,114,137532
104779,OVERLAPS WITH,104834,137533
104779,OVERLAPS WITH,104790,137534
104779,OVERLAPS WITH,104806,137535
104779,SUPERSET OF,280,137536
104779,OVERLAPS WITH,104845,137537
104779,OVERLAPS WITH,104862,137538
104787,SUPERSET OF,128,137539
104787,SUPERSET OF,104993,137540
104787,OVERLAPS WITH,117056,137541
104787,SUPERSET OF,104743,137542
104787,SUBSET OF,105670,137543
104787,SUPERSET OF,103,137544
104787,OVERLAPS WITH,117034,137545
104787,SUPERSET OF,104723,137546
104787,SUPERSET OF,52,137547
104787,SUPERSET OF,216,137548
104787,SUPERSET OF,218,137549
104787,SUPERSET OF,125,137550
104787,SUPERSET OF,104831,137551
104788,SUBSET OF,104868,137552
104788,SUPERSET OF,10121,137553
104788,SUPERSET OF,42,137554
104788,SUPERSET OF,10043,137555
104890,SUPERSET OF,19904,137561
104890,OVERLAPS WITH,104893,137563
104890,OVERLAPS WITH,104908,137564
104890,OVERLAPS WITH,104910,137565
104891,OVERLAPS WITH,108129,137566
104891,OVERLAPS WITH,104897,137567
104891,OVERLAPS WITH,104288,137568
104891,OVERLAPS WITH,117139,137569
104891,OVERLAPS WITH,105076,137570
104891,OVERLAPS WITH,105508,137571
104891,OVERLAPS WITH,108141,137574
104891,OVERLAPS WITH,104285,137575
104891,OVERLAPS WITH,107885,137576
104893,SUPERSET OF,19904,137577
104893,OVERLAPS WITH,106152,137579
104893,OVERLAPS WITH,104890,137580
104893,OVERLAPS WITH,104910,137581
104883,OVERLAPS WITH,104884,137582
104883,SUPERSET OF,10358,137583
104883,SUPERSET OF,10457,137584
104423,SUBSET OF,107922,137585
104271,SUBSET OF,109746,137586
12781,SUBSET OF,117041,137589
12781,SUBSET OF,116899,137590
12781,SUBSET OF,104775,137591
12781,SUBSET OF,117083,137592
12781,SUBSET OF,107903,137593
104981,SUPERSET OF,10811,137594
104981,SUPERSET OF,11149,137595
104992,OVERLAPS WITH,104817,137596
104992,SUBSET OF,104784,137597
104992,SUPERSET OF,227,137598
104992,SUBSET OF,104841,137599
104992,SUPERSET OF,108,137600
104995,SUPERSET OF,11140,137601
104995,SUPERSET OF,12268,137602
105001,SUPERSET OF,12078,137604
10021,SUBSET OF,104906,137605
10021,SUBSET OF,104826,137606
19914,SUBSET OF,109697,137607
109640,OVERLAPS WITH,105089,137622
109640,OVERLAPS WITH,109635,137623
109640,OVERLAPS WITH,117157,137624
109640,OVERLAPS WITH,105765,137625
109640,OVERLAPS WITH,105764,137626
109640,OVERLAPS WITH,109636,137627
109640,OVERLAPS WITH,105767,137628
109640,SUBSET OF,105766,137629
109640,SUPERSET OF,275,137630
109640,OVERLAPS WITH,117175,137632
109640,OVERLAPS WITH,117177,137633
109640,SUPERSET OF,57,137634
109640,OVERLAPS WITH,117176,137635
109642,SUPERSET OF,104169,137637
109653,OVERLAPS WITH,107909,137638
109653,OVERLAPS WITH,118343,137639
109653,SUPERSET OF,11206,137640
109653,OVERLAPS WITH,107910,137641
109653,SUPERSET OF,11208,137642
109653,SUBSET OF,104681,137643
109653,SUPERSET OF,11307,137644
109653,OVERLAPS WITH,117133,137645
109653,SUPERSET OF,104940,137646
109653,OVERLAPS WITH,117135,137647
109653,OVERLAPS WITH,117134,137648
109653,OVERLAPS WITH,117713,137649
109653,OVERLAPS WITH,118359,137650
109653,SUPERSET OF,109654,137651
109653,OVERLAPS WITH,118361,137652
109653,SUPERSET OF,12697,137653
109653,OVERLAPS WITH,118360,137654
109653,OVERLAPS WITH,105117,137655
109653,SUPERSET OF,117757,137656
109653,SUPERSET OF,118303,137657
118279,OVERLAPS WITH,105120,137668
118279,OVERLAPS WITH,118278,137670
118279,SUBSET OF,104838,137671
118279,OVERLAPS WITH,118281,137672
118279,SUPERSET OF,17065,137673
118279,OVERLAPS WITH,118280,137674
118279,OVERLAPS WITH,105064,137675
118279,OVERLAPS WITH,118283,137676
118279,OVERLAPS WITH,117035,137677
118279,OVERLAPS WITH,118282,137678
118279,SUBSET OF,104301,137679
118279,OVERLAPS WITH,118285,137680
118279,OVERLAPS WITH,118284,137681
118279,OVERLAPS WITH,104752,137682
118279,OVERLAPS WITH,118291,137683
118279,OVERLAPS WITH,105042,137684
118279,OVERLAPS WITH,118293,137685
118279,OVERLAPS WITH,118292,137686
118279,OVERLAPS WITH,105021,137687
118289,OVERLAPS WITH,118290,137688
118289,SUPERSET OF,11433,137690
118289,SUBSET OF,104715,137691
118292,OVERLAPS WITH,118279,137694
118292,OVERLAPS WITH,118278,137695
118292,SUBSET OF,104838,137696
118292,OVERLAPS WITH,118281,137698
118292,OVERLAPS WITH,118280,137699
118292,OVERLAPS WITH,105064,137700
118292,OVERLAPS WITH,118283,137701
118292,OVERLAPS WITH,117035,137702
118292,OVERLAPS WITH,118282,137703
118292,SUBSET OF,104301,137704
118292,OVERLAPS WITH,118285,137705
118292,OVERLAPS WITH,118284,137706
118292,OVERLAPS WITH,118287,137707
118292,OVERLAPS WITH,104752,137708
118292,SUPERSET OF,118291,137709
118292,OVERLAPS WITH,118293,137710
118292,OVERLAPS WITH,118294,137711
118292,SUPERSET OF,19609,137712
118305,SUPERSET OF,10049,137713
118305,SUPERSET OF,10050,137714
118307,SUPERSET OF,193,137715
118307,SUPERSET OF,10210,137716
118307,OVERLAPS WITH,104934,137717
118310,SUPERSET OF,109846,137718
118315,SUPERSET OF,107594,137720
118315,OVERLAPS WITH,118314,137721
118315,SUPERSET OF,116892,137722
118315,OVERLAPS WITH,107902,137723
118325,SUPERSET OF,105490,137724
118329,SUPERSET OF,12261,137725
118329,SUBSET OF,104822,137726
118329,OVERLAPS WITH,107928,137727
118329,SUPERSET OF,11407,137728
118333,SUPERSET OF,11720,137730
118333,OVERLAPS WITH,107919,137731
118333,OVERLAPS WITH,118357,137732
118333,OVERLAPS WITH,118356,137733
118333,OVERLAPS WITH,104980,137734
118333,OVERLAPS WITH,118359,137735
118333,OVERLAPS WITH,118358,137736
118333,OVERLAPS WITH,118361,137737
118333,OVERLAPS WITH,118360,137738
118333,OVERLAPS WITH,118363,137739
118333,OVERLAPS WITH,117083,137740
118333,OVERLAPS WITH,118362,137741
118333,OVERLAPS WITH,118365,137742
118333,OVERLAPS WITH,118364,137743
118333,OVERLAPS WITH,118367,137744
118333,OVERLAPS WITH,118366,137745
118333,OVERLAPS WITH,118369,137746
118333,OVERLAPS WITH,118368,137747
118333,OVERLAPS WITH,118376,137748
118333,OVERLAPS WITH,118387,137749
118333,OVERLAPS WITH,118386,137750
118333,OVERLAPS WITH,118389,137751
118333,OVERLAPS WITH,116917,137752
118333,OVERLAPS WITH,118388,137753
118333,SUPERSET OF,116734,137755
118333,OVERLAPS WITH,118334,137756
118341,OVERLAPS WITH,117008,137757
118341,OVERLAPS WITH,105734,137758
118341,OVERLAPS WITH,118342,137759
118341,OVERLAPS WITH,104825,137760
118341,SUPERSET OF,11114,137761
118343,OVERLAPS WITH,107909,137762
118343,OVERLAPS WITH,118345,137763
118343,OVERLAPS WITH,104681,137764
118343,OVERLAPS WITH,117133,137765
118343,OVERLAPS WITH,104940,137766
118343,OVERLAPS WITH,117134,137767
118343,OVERLAPS WITH,117713,137768
118343,OVERLAPS WITH,109653,137769
118343,OVERLAPS WITH,109654,137770
118343,OVERLAPS WITH,118361,137771
118343,SUPERSET OF,12697,137772
118343,OVERLAPS WITH,117757,137773
118344,OVERLAPS WITH,117747,137774
118344,SUPERSET OF,30025,137775
118344,OVERLAPS WITH,117181,137776
118344,OVERLAPS WITH,117180,137777
118344,SUPERSET OF,101439,137778
118347,SUPERSET OF,116705,137779
106172,EQUIVALENT TO,118390,137781
106172,SUPERSET OF,10,137782
106173,EQUIVALENT TO,100235,137783
117391,SUBSET OF,117695,137785
105503,SUPERSET OF,80,137786
105503,SUBSET OF,118693,137787
105503,OVERLAPS WITH,118692,137788
105503,SUPERSET OF,11400,137790
105503,OVERLAPS WITH,117705,137791
105503,OVERLAPS WITH,118367,137792
108403,OVERLAPS WITH,104915,137793
108403,SUPERSET OF,11752,137794
108403,SUPERSET OF,11242,137795
108403,OVERLAPS WITH,104799,137796
108406,OVERLAPS WITH,108405,137797
108406,SUBSET OF,108404,137798
108406,SUPERSET OF,12694,137799
108406,SUPERSET OF,10938,137800
108406,SUBSET OF,105757,137801
108406,OVERLAPS WITH,107918,137802
108414,OVERLAPS WITH,118371,137803
108414,OVERLAPS WITH,118370,137804
108414,OVERLAPS WITH,118373,137805
108414,OVERLAPS WITH,118372,137806
108414,OVERLAPS WITH,118375,137807
108414,OVERLAPS WITH,118374,137808
108414,OVERLAPS WITH,118377,137809
108414,SUBSET OF,118379,137810
108414,OVERLAPS WITH,118378,137811
108414,SUBSET OF,118381,137812
108414,SUBSET OF,118348,137813
108414,SUBSET OF,118380,137814
108414,SUPERSET OF,108020,137816
118389,OVERLAPS WITH,118357,137820
118389,OVERLAPS WITH,118356,137821
118389,OVERLAPS WITH,118359,137822
118389,OVERLAPS WITH,118358,137823
118389,OVERLAPS WITH,118361,137824
118389,OVERLAPS WITH,118360,137825
118389,OVERLAPS WITH,118363,137826
118389,OVERLAPS WITH,118362,137827
118389,OVERLAPS WITH,118365,137828
118389,OVERLAPS WITH,118364,137829
118389,OVERLAPS WITH,118367,137830
118389,OVERLAPS WITH,118366,137831
118389,OVERLAPS WITH,118369,137832
118389,OVERLAPS WITH,118368,137833
118389,OVERLAPS WITH,118376,137834
118389,OVERLAPS WITH,118387,137835
118389,OVERLAPS WITH,118386,137836
118389,OVERLAPS WITH,116917,137837
118389,OVERLAPS WITH,118388,137838
118389,OVERLAPS WITH,118333,137839
118389,SUPERSET OF,116734,137841
118389,OVERLAPS WITH,118334,137842
100787,SUBSET OF,109554,137843
117477,SUBSET OF,117707,137844
107582,SUBSET OF,117696,137846
107582,SUBSET OF,107939,137847
107582,SUBSET OF,107938,137848
107884,OVERLAPS WITH,104897,137849
107884,OVERLAPS WITH,108128,137850
107884,OVERLAPS WITH,104898,137852
107884,SUPERSET OF,10819,137853
107884,OVERLAPS WITH,105508,137854
107884,OVERLAPS WITH,105709,137855
107884,OVERLAPS WITH,107885,137856
107884,OVERLAPS WITH,107887,137857
107884,OVERLAPS WITH,117139,137858
107884,OVERLAPS WITH,117715,137859
107884,SUPERSET OF,10642,137860
107884,OVERLAPS WITH,105076,137861
107884,OVERLAPS WITH,104283,137862
107884,OVERLAPS WITH,104282,137863
107884,OVERLAPS WITH,117052,137864
107884,OVERLAPS WITH,104895,137865
107884,OVERLAPS WITH,104894,137866
107902,OVERLAPS WITH,118315,137868
107902,SUPERSET OF,107594,137869
107902,OVERLAPS WITH,118314,137870
107902,OVERLAPS WITH,116892,137872
107905,SUPERSET OF,13010,137873
107905,SUPERSET OF,100338,137874
107911,SUPERSET OF,102695,137875
107911,SUPERSET OF,103529,137876
107928,SUPERSET OF,11408,137877
107928,SUBSET OF,104822,137878
107928,OVERLAPS WITH,118329,137879
107928,OVERLAPS WITH,117146,137880
107928,SUPERSET OF,11407,137881
109926,SUPERSET OF,17056,137882
11593,SUBSET OF,104819,137887
20162,SUBSET OF,104952,137889
20162,SUBSET OF,117758,137890
12711,SUBSET OF,104717,137893
262,SUBSET OF,105763,137895
10460,SUBSET OF,104884,137896
11430,SUBSET OF,105041,137897
11430,SUBSET OF,104684,137898
11622,SUBSET OF,104875,137899
12699,SUBSET OF,105744,137900
105747,SUPERSET OF,102688,137904
105747,OVERLAPS WITH,117714,137905
105747,OVERLAPS WITH,118306,137906
105758,SUPERSET OF,12992,137907
105758,SUPERSET OF,117024,137908
105758,SUPERSET OF,12930,137909
105758,OVERLAPS WITH,105509,137910
105758,SUPERSET OF,11125,137911
105758,SUPERSET OF,12005,137912
105758,SUPERSET OF,109991,137913
105758,SUPERSET OF,105510,137914
105758,SUBSET OF,105708,137915
105758,SUPERSET OF,10397,137916
105758,OVERLAPS WITH,109647,137917
105761,SUPERSET OF,10177,137918
105761,SUPERSET OF,104707,137919
105761,SUPERSET OF,20035,137920
105761,SUPERSET OF,11395,137921
105761,SUPERSET OF,3,137922
105761,SUPERSET OF,11396,137923
105761,SUPERSET OF,109637,137924
105761,SUPERSET OF,11910,137925
105761,SUPERSET OF,105095,137926
105761,SUPERSET OF,105039,137928
105761,SUPERSET OF,276,137929
105761,SUPERSET OF,10583,137930
105761,SUPERSET OF,104918,137931
105761,SUPERSET OF,104796,137932
105761,SUPERSET OF,104735,137933
105761,SUPERSET OF,11359,137934
105761,SUPERSET OF,11360,137935
105761,SUPERSET OF,10016,137936
105761,SUPERSET OF,10594,137937
105761,SUPERSET OF,105762,137938
105761,SUPERSET OF,104738,137939
105761,SUPERSET OF,104997,137940
