atc_code,ddd_units,ddd_admr,ddd_comment,ddd_id,ddd_value
A10BB09,mg,O,,178,60.000000000000000000000000000000
A10BB12,mg,O,,179,2.000000000000000000000000000000
A10BB31,g,O,,180,0.500000000000000000000000000000
A10BC01,g,O,,181,1.000000000000000000000000000000
A10BF01,g,O,,182,0.300000000000000000000000000000
A10BF02,g,O,,183,0.300000000000000000000000000000
A10BG01,g,O,,184,0.400000000000000000000000000000
A10BG02,mg,O,,185,6.000000000000000000000000000000
A10BG03,mg,O,,186,30.000000000000000000000000000000
A10BH01,g,O,,187,0.100000000000000000000000000000
A10BH02,g,O,,188,0.100000000000000000000000000000
A10BX02,mg,O,,189,4.000000000000000000000000000000
A10BX03,g,O,,190,0.360000000000000000000000000000
A10BX06,g,O,,192,0.450000000000000000000000000000
A10BX08,mg,O,,193,30.000000000000000000000000000000
A11CC02,mg,O,,195,1.000000000000000000000000000000
A11HA01,g,O,,200,0.150000000000000000000000000000
A12AA01,g,O,,203,2.000000000000000000000000000000
A12AA02,g,P,,204,2.750000000000000000000000000000
A12AA04,g,O,,206,3.000000000000000000000000000000
A12AA05,g,O,,207,2.000000000000000000000000000000
A12AA06,g,O,,208,3.000000000000000000000000000000
A12AA07,g,P,,209,0.200000000000000000000000000000
A12AA09,g,O,,210,0.500000000000000000000000000000
A12AA10,g,O,,211,3.000000000000000000000000000000
A12AA20,g,O,Ca2+,213,0.500000000000000000000000000000
A12AA30,g,P,,214,1.000000000000000000000000000000
A12BA01,g,O,,215,3.000000000000000000000000000000
A12BA02,g,O,,216,4.000000000000000000000000000000
A12BA03,g,O,,217,7.500000000000000000000000000000
A12BA04,g,O,,218,4.000000000000000000000000000000
A12CA01,g,O,,219,1.000000000000000000000000000000
A12CB01,g,O,,220,0.600000000000000000000000000000
A12CC03,g,O,,223,5.000000000000000000000000000000
A12CC04,g,O,,224,2.000000000000000000000000000000
A12CD01,mg,O,40 mg fluoride,225,88.000000000000000000000000000000
A12CE01,mg,O,Se,227,0.200000000000000000000000000000
A14AA03,mg,O,,230,5.000000000000000000000000000000
A14AA05,g,O,,232,0.250000000000000000000000000000
A14AB01,mg,P,,233,2.000000000000000000000000000000
A14AB02,mg,O,,234,2.000000000000000000000000000000
A16AA04,g,O,,236,2.000000000000000000000000000000
A16AA06,g,O,,238,6.000000000000000000000000000000
A16AB02,U,P,,239,300.000000000000000000000000000000
A16AB03,mg,P,,240,1.000000000000000000000000000000
A16AB04,mg,P,,241,5.000000000000000000000000000000
A16AB05,TU,P,,242,1.000000000000000000000000000000
A16AB06,TU,O,,243,68.000000000000000000000000000000
A16AX04,mg,O,,247,20.000000000000000000000000000000
A16AX05,g,O,,248,0.150000000000000000000000000000
A16AX06,g,O,,249,0.300000000000000000000000000000
B01AA01,g,O,,250,0.100000000000000000000000000000
B01AA02,g,O,,251,0.100000000000000000000000000000
B01AA04,mg,O,,253,3.000000000000000000000000000000
B01AA07,mg,O,,254,5.000000000000000000000000000000
B01AA08,g,O,,255,0.600000000000000000000000000000
B01AB01,TU,P,,256,10.000000000000000000000000000000
B01AB02,TU,P,,257,2.100000000000000000000000000000
B01AB04,TU,P,anti Xa,258,2.500000000000000000000000000000
B01AB05,TU,P,anti Xa,259,2.000000000000000000000000000000
B01AB06,TU,P,anti Xa,260,2.850000000000000000000000000000
B01AB07,TU,P,anti Xa,261,3.200000000000000000000000000000
B01AB08,TU,P,anti Xa,262,1.430000000000000000000000000000
B01AB09,TU,P,anti Xa,263,1.500000000000000000000000000000
B01AB10,TU,P,anti Xa,264,3.500000000000000000000000000000
B01AB12,TU,P,,266,2.500000000000000000000000000000
B01AC04,mg,O,,267,75.000000000000000000000000000000
B01AC05,g,O,,268,0.500000000000000000000000000000
B01AC06,tablet,O,Independent of strength,269,1.000000000000000000000000000000
B01AC08,tablet,O,,271,1.000000000000000000000000000000
B01AC13,mg,P,,273,25.000000000000000000000000000000
B01AC16,g,P,,274,0.200000000000000000000000000000
B01AC17,mg,P,,275,10.000000000000000000000000000000
B01AC18,g,O,,276,0.600000000000000000000000000000
B01AC21,mg,P,,277,4.300000000000000000000000000000
B01AC22,mg,O,,278,10.000000000000000000000000000000
B01AD01,MU,P,,279,1.500000000000000000000000000000
B01AD02,g,P,,280,0.100000000000000000000000000000
B01AD03,U,P,,281,30.000000000000000000000000000000
B01AD04,MU,P,,282,3.000000000000000000000000000000
B01AD07,U,P,,283,20.000000000000000000000000000000
B01AD10,mg,P,,284,40.000000000000000000000000000000
B01AD11,mg,P,,285,40.000000000000000000000000000000
B01AE01,mg,P,,286,30.000000000000000000000000000000
B01AE02,g,P,,287,0.250000000000000000000000000000
B01AE04,mg,P,,289,6.000000000000000000000000000000
B01AE05,mg,O,,290,48.000000000000000000000000000000
B01AE06,g,P,,291,0.250000000000000000000000000000
B01AX05,mg,P,,293,2.500000000000000000000000000000
B02AA03,g,O,,297,0.250000000000000000000000000000
B02AB01,TU,P,,298,500.000000000000000000000000000000
B02AB02,g,P,,299,0.600000000000000000000000000000
B02BX04,mcg,P,,312,30.000000000000000000000000000000
B03BA02,mcg,P,,333,20.000000000000000000000000000000
B03BA03,mcg,P,,334,20.000000000000000000000000000000
B03XA01,TU,P,,337,1.000000000000000000000000000000
B03XA02,mcg,P,,338,4.500000000000000000000000000000
B03XA03,mcg,P,,339,4.000000000000000000000000000000
C01AA01,mg,O,,340,0.200000000000000000000000000000
C01AA02,mg,O,,341,0.500000000000000000000000000000
C01AA03,g,O,,342,0.100000000000000000000000000000
C01AA07,mg,P,Acute treatment,346,1.000000000000000000000000000000
C01AB01,mg,O,,348,0.750000000000000000000000000000
C01BA01,g,O,,351,1.200000000000000000000000000000
C01BA04,g,P,,354,0.200000000000000000000000000000
C01BA05,g,O,,355,0.300000000000000000000000000000
C01BA08,mg,O,,356,30.000000000000000000000000000000
C01BA12,g,O,,357,0.300000000000000000000000000000
C01BB01,g,P,,358,3.000000000000000000000000000000
C01BC07,g,P,,364,0.200000000000000000000000000000
C01BC08,g,O,,365,0.100000000000000000000000000000
C01BD05,mg,P,,367,1.000000000000000000000000000000
C01BG01,g,O,,368,0.750000000000000000000000000000
C01CA03,mg,P,,371,6.000000000000000000000000000000
C01CA04,g,P,,372,0.500000000000000000000000000000
C01CA05,mg,O,,373,25.000000000000000000000000000000
C01CA06,mg,P,,374,4.000000000000000000000000000000
C01CA07,g,P,,375,0.500000000000000000000000000000
C01CA09,mg,P,,377,50.000000000000000000000000000000
C01CA10,mg,P,,378,30.000000000000000000000000000000
C01CA11,mg,P,,379,30.000000000000000000000000000000
C01CA13,mg,P,,380,10.000000000000000000000000000000
C01CA14,g,P,,381,0.500000000000000000000000000000
C01CA15,mg,O,,382,30.000000000000000000000000000000
C01CA16,g,O,,383,0.300000000000000000000000000000
C01CA17,mg,O,,384,30.000000000000000000000000000000
C01CA24,mg,P,,385,0.500000000000000000000000000000
C01CE01,g,P,,386,0.500000000000000000000000000000
C01CE02,mg,P,,387,50.000000000000000000000000000000
C01CE03,g,P,,388,1.000000000000000000000000000000
C01CX06,mg,P,,389,5.000000000000000000000000000000
C01CX07,g,O,,390,0.400000000000000000000000000000
C01CX08,mg,P,,391,11.000000000000000000000000000000
C01DA05,g,O,,393,0.120000000000000000000000000000
C01DA07,mg,O,,394,30.000000000000000000000000000000
C01DA09,mg,O,,396,20.000000000000000000000000000000
C01DA13,mg,O,,397,90.000000000000000000000000000000
C01DA14,mg,O,,398,40.000000000000000000000000000000
C01DX02,g,O,,399,0.120000000000000000000000000000
C01DX04,g,O,,401,0.250000000000000000000000000000
C01DX09,mg,O,,404,90.000000000000000000000000000000
C01DX10,g,O,,405,0.100000000000000000000000000000
C01DX13,g,O,,406,0.200000000000000000000000000000
C01DX14,g,O,,407,0.900000000000000000000000000000
C01DX16,mg,O,,408,40.000000000000000000000000000000
C01DX19,mg,P,,409,1.500000000000000000000000000000
C01EA01,mg,P,,410,0.500000000000000000000000000000
C01EB02,g,O,,411,0.150000000000000000000000000000
C01EB10,mg,P,,412,15.000000000000000000000000000000
C01EB15,mg,O,,413,40.000000000000000000000000000000
C01EB16,mg,P,,414,30.000000000000000000000000000000
C01EB17,mg,O,,415,10.000000000000000000000000000000
B06AC02,mg,P,,417,30.000000000000000000000000000000
C02AA07,mg,O,,419,15.000000000000000000000000000000
C02AB02,g,O,,421,2.000000000000000000000000000000
C02AC02,mg,O,,423,3.000000000000000000000000000000
C02AC04,mg,O,,424,0.750000000000000000000000000000
C02AC05,mg,O,,425,0.300000000000000000000000000000
C02BA01,g,P,,426,0.250000000000000000000000000000
C02CA01,mg,O,,427,5.000000000000000000000000000000
C02CA03,g,O,,428,0.300000000000000000000000000000
C02CA04,mg,O,,429,4.000000000000000000000000000000
C02CC01,g,O,,431,0.100000000000000000000000000000
C02CC02,mg,O,,432,30.000000000000000000000000000000
C02CC03,mg,O,,433,20.000000000000000000000000000000
C02CC04,mg,O,,434,20.000000000000000000000000000000
C02CC07,mg,O,,435,25.000000000000000000000000000000
C02DA01,g,P,,436,0.300000000000000000000000000000
C02DB02,g,O,,438,0.100000000000000000000000000000
C02DB03,mg,O,,439,10.000000000000000000000000000000
C02DB04,mg,O,,440,15.000000000000000000000000000000
C02DC01,mg,O,,441,20.000000000000000000000000000000
C02DD01,mg,P,,442,50.000000000000000000000000000000
C02DG01,mg,O,,443,50.000000000000000000000000000000
C02KX01,g,O,,445,0.250000000000000000000000000000
C02KX02,mg,O,,446,7.500000000000000000000000000000
C03AA01,mg,O,,448,2.500000000000000000000000000000
C03AA02,mg,O,,449,25.000000000000000000000000000000
C03AA03,mg,O,,450,25.000000000000000000000000000000
C03AA04,g,O,,451,0.500000000000000000000000000000
C03AA05,mg,O,,452,1.000000000000000000000000000000
C03AA06,mg,O,,453,4.000000000000000000000000000000
C03AA07,mg,O,,454,0.500000000000000000000000000000
C03AA08,mg,O,,455,5.000000000000000000000000000000
C03AA09,mg,O,,456,5.000000000000000000000000000000
C03AB01,mg,O,Refers to bendroflumethiazide,457,2.500000000000000000000000000000
C03AB02,mg,O,Refers to hydroflumethiazide,458,25.000000000000000000000000000000
C03AB03,mg,O,Refers to hydrochlorothiazide,459,25.000000000000000000000000000000
C03AB04,g,O,Refers to chlorothiazide,460,0.500000000000000000000000000000
C03AB05,mg,O,Refers to polythiazide,461,1.000000000000000000000000000000
C03AB06,mg,O,Refers to trichlormethiazide,462,4.000000000000000000000000000000
C03AB07,mg,O,Refers to cyclopenthiazide,463,0.500000000000000000000000000000
C03AB08,mg,O,Refers to methyclothiazide,464,5.000000000000000000000000000000
C03AB09,mg,O,Refers to cyclothiazide,465,5.000000000000000000000000000000
C03BA02,mg,O,,466,50.000000000000000000000000000000
C03BA03,mg,O,,467,10.000000000000000000000000000000
C03BA04,mg,O,,468,25.000000000000000000000000000000
C03BA05,mg,O,,469,25.000000000000000000000000000000
C03BA08,mg,O,,470,5.000000000000000000000000000000
C03BA10,mg,O,,471,20.000000000000000000000000000000
C03BA11,mg,O,,472,2.500000000000000000000000000000
C03BB02,mg,O,Refers to quinethazone,473,50.000000000000000000000000000000
C03BB03,mg,O,Refers to clopamide,474,10.000000000000000000000000000000
C03BB04,mg,O,Refers to chlortalidone,475,25.000000000000000000000000000000
C03BB05,mg,O,Refers to mefruside,476,25.000000000000000000000000000000
C03BD01,g,O,,477,4.000000000000000000000000000000
C03CB01,mg,O,Refers to furosemide,481,40.000000000000000000000000000000
C03CB02,mg,O,Refers to bumetanide,482,1.000000000000000000000000000000
C03CD01,mg,O,,484,20.000000000000000000000000000000
C03DA01,mg,O,,485,75.000000000000000000000000000000
C03DA02,g,P,,486,0.400000000000000000000000000000
C03DA04,mg,O,,487,50.000000000000000000000000000000
C03DB01,mg,O,,488,10.000000000000000000000000000000
C03DB02,g,O,,489,0.100000000000000000000000000000
C04AA02,mg,O,,491,30.000000000000000000000000000000
C04AA31,mg,O,,492,75.000000000000000000000000000000
C04AB02,mg,O,,494,75.000000000000000000000000000000
C04AC03,g,O,,497,1.200000000000000000000000000000
C04AD04,g,O,,500,0.300000000000000000000000000000
C04AX01,g,O,,503,0.600000000000000000000000000000
C04AX02,mg,O,,504,30.000000000000000000000000000000
C04AX20,g,O,,505,0.600000000000000000000000000000
C04AX21,g,O,,506,0.600000000000000000000000000000
C04AX24,g,O,,507,0.600000000000000000000000000000
C04AX30,g,O,,508,0.150000000000000000000000000000
C07AA12,g,O,,515,0.160000000000000000000000000000
C07AA14,mg,O,,516,5.000000000000000000000000000000
C07AA15,mg,O,,517,10.000000000000000000000000000000
C07AA16,mg,O,,518,5.000000000000000000000000000000
C07AA23,mg,O,,519,40.000000000000000000000000000000
C07AB05,mg,O,,524,20.000000000000000000000000000000
C07AB06,g,O,,525,0.300000000000000000000000000000
C07AB07,mg,O,,526,10.000000000000000000000000000000
C07AB08,g,O,,527,0.200000000000000000000000000000
C07AB09,g,P,,528,2.500000000000000000000000000000
C07AB10,g,O,,529,0.200000000000000000000000000000
C07AB11,mg,O,,530,50.000000000000000000000000000000
C07AB12,mg,O,,531,5.000000000000000000000000000000
C07AB13,g,O,,532,0.100000000000000000000000000000
C07AG02,mg,O,,534,37.500000000000000000000000000000
C08CA01,mg,O,,535,5.000000000000000000000000000000
C08CA02,mg,O,,536,5.000000000000000000000000000000
C08CA07,mg,O,,541,20.000000000000000000000000000000
C08CA08,mg,O,,542,20.000000000000000000000000000000
C08CA09,mg,O,,543,4.000000000000000000000000000000
C08CA10,mg,O,,544,8.000000000000000000000000000000
C08CA11,mg,O,,545,10.000000000000000000000000000000
C08CA12,mg,O,,546,10.000000000000000000000000000000
C08CA13,mg,O,,547,10.000000000000000000000000000000
C08CA14,mg,O,,548,10.000000000000000000000000000000
C08CX01,mg,O,,549,75.000000000000000000000000000000
C08DB01,g,O,,551,0.240000000000000000000000000000
C08EA02,g,O,,552,0.300000000000000000000000000000
C08EX01,g,O,,553,0.180000000000000000000000000000
C09AA01,mg,O,,554,50.000000000000000000000000000000
C09AA03,mg,O,,556,10.000000000000000000000000000000
C09AA04,mg,O,,557,4.000000000000000000000000000000
C09AA05,mg,O,,558,2.500000000000000000000000000000
C09AA07,mg,O,,560,7.500000000000000000000000000000
C09AA08,mg,O,,561,2.500000000000000000000000000000
C09AA09,mg,O,,562,15.000000000000000000000000000000
C09AA10,mg,O,,563,2.000000000000000000000000000000
C09AA11,mg,O,,564,6.000000000000000000000000000000
C09AA12,mg,O,,565,30.000000000000000000000000000000
C09AA13,mg,O,,566,15.000000000000000000000000000000
C09AA14,mg,O,,567,10.000000000000000000000000000000
C09AA15,mg,O,,568,30.000000000000000000000000000000
C09AA16,mg,O,,569,10.000000000000000000000000000000
C09CA01,mg,O,,570,50.000000000000000000000000000000
C09CA02,g,O,,571,0.600000000000000000000000000000
C09CA03,mg,O,,572,80.000000000000000000000000000000
C09CA04,g,O,,573,0.150000000000000000000000000000
C09CA06,mg,O,,574,8.000000000000000000000000000000
C09CA07,mg,O,,575,40.000000000000000000000000000000
C09CA08,mg,O,,576,20.000000000000000000000000000000
C09XA02,g,O,,577,0.150000000000000000000000000000
C10AA01,mg,O,,578,30.000000000000000000000000000000
C10AA02,mg,O,,579,45.000000000000000000000000000000
C10AA03,mg,O,,580,30.000000000000000000000000000000
C10AA04,mg,O,,581,60.000000000000000000000000000000
C10AA05,mg,O,,582,20.000000000000000000000000000000
C10AA06,mg,O,,583,0.200000000000000000000000000000
C10AA07,mg,O,,584,10.000000000000000000000000000000
C10AA08,mg,O,,585,2.000000000000000000000000000000
C10AB01,g,O,,586,2.000000000000000000000000000000
C10AB02,g,O,,587,0.600000000000000000000000000000
C10AB04,g,O,,588,1.200000000000000000000000000000
C10AB08,g,O,,590,0.100000000000000000000000000000
C10AC01,g,O,,591,14.000000000000000000000000000000
C10AC02,g,O,,592,20.000000000000000000000000000000
