Year,State,Table_Data,Footnote,HighValue,LowValue,CPIAverage,High2018,Low2018
2010,Federal (FLSA),7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Florida,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Georgia,5.15(d),(d),5.15,5.15,218.0555,5.91,5.91
2010,Guam,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Hawaii,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Idaho,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Illinois,8.00[c],[c],8,8,218.0555,9.19,9.19
2010,Indiana,7.25(e),(e),7.25,7.25,218.0555,8.33,8.33
2010,Iowa,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Kansas,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Kentucky,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Louisiana,...,,0,0,218.0555,0,0
2010,Maine,7.5,,7.5,7.5,218.0555,8.61,8.61
2010,Maryland,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Massachusetts,8,,8,8,218.0555,9.19,9.19
2010,Michigan,7.40(e),(e),7.4,7.4,218.0555,8.5,8.5
2010,Minnesota,5.25-6.15(g),(g),6.15,5.25,218.0555,7.06,6.03
2010,Mississippi,...,,0,0,218.0555,0,0
2010,Missouri,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Montana,4.00-7.25(g),(g),7.25,4,218.0555,8.33,4.59
2010,Nebraska,7.25[c],[c],7.25,7.25,218.0555,8.33,8.33
2010,Nevada,6.55-7.55,,7.55,6.55,218.0555,8.67,7.52
2010,New Hampshire,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,New Jersey,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,New Mexico,7.5,,7.5,7.5,218.0555,8.61,8.61
2010,New York,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,North Carolina,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,North Dakota,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Ohio,7.3,,7.3,7.3,218.0555,8.38,8.38
2010,Oklahoma,2.00-7.25(g),(g),7.25,2,218.0555,8.33,2.3
2010,Oregon,8.4,,8.4,8.4,218.0555,9.65,9.65
2010,Pennsylvania,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Puerto Rico,5.08 -7.25 (i2),(i2),7.25,5.08,218.0555,8.33,5.83
2010,Rhode Island,7.4,,7.4,7.4,218.0555,8.5,8.5
2010,South Carolina,...,,0,0,218.0555,0,0
2010,South Dakota,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Tennessee,...,,0,0,218.0555,0,0
2010,Texas,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,218.0555,8.33,4.94
2010,Utah,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Vermont,8.06(e),(e),8.06,8.06,218.0555,9.26,9.26
2010,Virginia,7.25[c],[c],7.25,7.25,218.0555,8.33,8.33
2010,Washington,8.55,,8.55,8.55,218.0555,9.82,9.82
2010,West Virginia,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Wisconsin,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Wyoming,5.15,,5.15,5.15,218.0555,5.91,5.91
2011,Alabama,...,,0,0,224.9391667,0,0
2011,Alaska,7.75,,7.75,7.75,224.9391667,8.63,8.63
2011,Arizona,7.35,,7.35,7.35,224.9391667,8.18,8.18
2011,Arkansas,6.25[c],[c],6.25,6.25,224.9391667,6.96,6.96
2011,California,8,,8,8,224.9391667,8.91,8.91
2011,Colorado,7.36,,7.36,7.36,224.9391667,8.19,8.19
2011,Connecticut,8.25,,8.25,8.25,224.9391667,9.18,9.18
2011,Delaware,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,District of Columbia,8.25,,8.25,8.25,224.9391667,9.18,9.18
2011,Federal (FLSA),7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Florida,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Georgia,5.15(d),(d),5.15,5.15,224.9391667,5.73,5.73
2011,Guam,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Hawaii,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Idaho,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Illinois,8.25[c],[c],8.25,8.25,224.9391667,9.18,9.18
2011,Indiana,7.25(e),(e),7.25,7.25,224.9391667,8.07,8.07
2011,Iowa,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Kansas,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Kentucky,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Louisiana,...,,0,0,224.9391667,0,0
2011,Maine,7.5,,7.5,7.5,224.9391667,8.35,8.35
2011,Maryland,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Massachusetts,8,,8,8,224.9391667,8.91,8.91
2011,Michigan,7.40(e),(e),7.4,7.4,224.9391667,8.24,8.24
2011,Minnesota,5.25-6.15(g),(g),6.15,5.25,224.9391667,6.85,5.84
2011,Mississippi,...,,0,0,224.9391667,0,0
2011,Missouri,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Montana,4.00-7.35(g),(g),7.35,4,224.9391667,8.18,4.45
2011,Nebraska,7.25[c],[c],7.25,7.25,224.9391667,8.07,8.07
2011,Nevada,7.25-8.25,,8.25,7.25,224.9391667,9.18,8.07
2011,New Hampshire,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,New Jersey,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,New Mexico,7.5,,7.5,7.5,224.9391667,8.35,8.35
2011,New York,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,North Carolina,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,North Dakota,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Ohio,7.4,,7.4,7.4,224.9391667,8.24,8.24
2011,Oklahoma,2.00-7.25(g),(g),7.25,2,224.9391667,8.07,2.23
2011,Oregon,8.5,,8.5,8.5,224.9391667,9.46,9.46
2011,Pennsylvania,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Puerto Rico,5.08 -7.25 (i2),(i2),7.25,5.08,224.9391667,8.07,5.66
2011,Rhode Island,7.4,,7.4,7.4,224.9391667,8.24,8.24
2011,South Carolina,...,,0,0,224.9391667,0,0
2011,South Dakota,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Tennessee,...,,0,0,224.9391667,0,0
2011,Texas,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,224.9391667,8.07,4.79
2011,Utah,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Vermont,8.15(e),(e),8.15,8.15,224.9391667,9.07,9.07
2011,Virginia,7.25[c],[c],7.25,7.25,224.9391667,8.07,8.07
2011,Washington,8.67,,8.67,8.67,224.9391667,9.65,9.65
2011,West Virginia,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Wisconsin,7.25,,7.25,7.25,224.9391667,8.07,8.07
2011,Wyoming,5.15,,5.15,5.15,224.9391667,5.73,5.73
2012,Alabama,...,,0,0,229.5939167,0,0
2012,Alaska,7.75,,7.75,7.75,229.5939167,8.45,8.45
2012,Arizona,7.65,,7.65,7.65,229.5939167,8.34,8.34
2012,Arkansas,6.25[c],[c],6.25,6.25,229.5939167,6.82,6.82
2012,California,8,,8,8,229.5939167,8.72,8.72
2012,Colorado,7.64,,7.64,7.64,229.5939167,8.33,8.33
2012,Connecticut,8.25,,8.25,8.25,229.5939167,9,9
2012,Delaware,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,District of Columbia,8.25,,8.25,8.25,229.5939167,9,9
2012,Federal (FLSA),7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Florida,7.67,,7.67,7.67,229.5939167,8.37,8.37
2012,Georgia,5.15(d),(d),5.15,5.15,229.5939167,5.62,5.62
2012,Guam,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Hawaii,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Idaho,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Illinois,8.25[c],[c],8.25,8.25,229.5939167,9,9
2012,Indiana,7.25(e),(e),7.25,7.25,229.5939167,7.91,7.91
2012,Iowa,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Kansas,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Kentucky,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Louisiana,...,,0,0,229.5939167,0,0
2012,Maine,7.5,,7.5,7.5,229.5939167,8.18,8.18
2012,Maryland,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Massachusetts,8,,8,8,229.5939167,8.72,8.72
2012,Michigan,7.40(e),(e),7.4,7.4,229.5939167,8.07,8.07
2012,Minnesota,5.25-6.15(g),(g),6.15,5.25,229.5939167,6.71,5.73
2012,Mississippi,...,,0,0,229.5939167,0,0
2012,Missouri,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Montana,4.00-7.65(g),(g),7.65,4,229.5939167,8.34,4.36
2012,Nebraska,7.25[c],[c],7.25,7.25,229.5939167,7.91,7.91
2012,Nevada,7.25-8.25,,8.25,7.25,229.5939167,9,7.91
2012,New Hampshire,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,New Jersey,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,New Mexico,7.5,,7.5,7.5,229.5939167,8.18,8.18
2012,New York,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,North Carolina,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,North Dakota,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Ohio,7.7,,7.7,7.7,229.5939167,8.4,8.4
2012,Oklahoma,2.00-7.25(g),(g),7.25,2,229.5939167,7.91,2.18
2012,Oregon,8.8,,8.8,8.8,229.5939167,9.6,9.6
2012,Pennsylvania,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Puerto Rico,5.08 -7.25 (i2),(i2),7.25,5.08,229.5939167,7.91,5.54
2012,Rhode Island,7.4,,7.4,7.4,229.5939167,8.07,8.07
2012,South Carolina,...,,0,0,229.5939167,0,0
2012,South Dakota,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Tennessee,...,,0,0,229.5939167,0,0
2012,Texas,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,229.5939167,7.91,4.69
2012,Utah,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Vermont,8.46(e),(e),8.46,8.46,229.5939167,9.23,9.23
2012,Virginia,7.25[c],[c],7.25,7.25,229.5939167,7.91,7.91
2012,Washington,9.04,,9.04,9.04,229.5939167,9.86,9.86
2012,West Virginia,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Wisconsin,7.25,,7.25,7.25,229.5939167,7.91,7.91
2012,Wyoming,5.15,,5.15,5.15,229.5939167,5.62,5.62
2013,Alabama,...,,0,0,232.9570833,0,0
2013,Alaska,7.75,,7.75,7.75,232.9570833,8.33,8.33
2013,Arizona,7.8,,7.8,7.8,232.9570833,8.38,8.38
2013,Arkansas,6.25[c],[c],6.25,6.25,232.9570833,6.72,6.72
2013,California,8,,8,8,232.9570833,8.6,8.6
2013,Colorado,7.78,,7.78,7.78,232.9570833,8.36,8.36
2013,Connecticut,8.25,,8.25,8.25,232.9570833,8.87,8.87
2013,Delaware,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,District of Columbia,8.25,,8.25,8.25,232.9570833,8.87,8.87
2013,Federal (FLSA),7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Florida,7.79,,7.79,7.79,232.9570833,8.37,8.37
2013,Georgia,5.15(d),(d),5.15,5.15,232.9570833,5.54,5.54
2013,Guam,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Hawaii,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Idaho,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Illinois,8.25[c],[c],8.25,8.25,232.9570833,8.87,8.87
2013,Indiana,7.25(e),(e),7.25,7.25,232.9570833,7.79,7.79
2013,Iowa,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Kansas,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Kentucky,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Louisiana,...,,0,0,232.9570833,0,0
2013,Maine,7.5,,7.5,7.5,232.9570833,8.06,8.06
2013,Maryland,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Massachusetts,8,,8,8,232.9570833,8.6,8.6
2013,Michigan,7.40(e),(e),7.4,7.4,232.9570833,7.95,7.95
2013,Minnesota,5.25-6.15(g),(g),6.15,5.25,232.9570833,6.61,5.64
2013,Mississippi,...,,0,0,232.9570833,0,0
2013,Missouri,7.35,,7.35,7.35,232.9570833,7.9,7.9
2013,Montana,4.00-7.80(g),(g),7.8,4,232.9570833,8.38,4.3
2013,Nebraska,7.25[c],[c],7.25,7.25,232.9570833,7.79,7.79
2013,Nevada,7.25-8.25,,8.25,7.25,232.9570833,8.87,7.79
2013,New Hampshire,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,New Jersey,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,New Mexico,7.5,,7.5,7.5,232.9570833,8.06,8.06
2013,New York,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,North Carolina,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,North Dakota,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Ohio,7.85,,7.85,7.85,232.9570833,8.44,8.44
2013,Oklahoma,2.00-7.25(g),(g),7.25,2,232.9570833,7.79,2.15
2013,Oregon,8.95,,8.95,8.95,232.9570833,9.62,9.62
2013,Pennsylvania,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Puerto Rico,5.08 -7.25 (i2),(i2),7.25,5.08,232.9570833,7.79,5.46
2013,Rhode Island,7.75,,7.75,7.75,232.9570833,8.33,8.33
2013,South Carolina,...,,0,0,232.9570833,0,0
2013,South Dakota,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Tennessee,...,,0,0,232.9570833,0,0
2013,Texas,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,232.9570833,7.79,4.62
2013,Utah,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Vermont,8.60(e),(e),8.6,8.6,232.9570833,9.24,9.24
2013,Virginia,7.25[c],[c],7.25,7.25,232.9570833,7.79,7.79
2013,Washington,9.19,,9.19,9.19,232.9570833,9.88,9.88
2013,West Virginia,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Wisconsin,7.25,,7.25,7.25,232.9570833,7.79,7.79
2013,Wyoming,5.15,,5.15,5.15,232.9570833,5.54,5.54
2014,Alabama,...,,0,0,236.7361667,0,0
2014,Alaska,7.75,,7.75,7.75,236.7361667,8.2,8.2
2014,Arizona,7.9,,7.9,7.9,236.7361667,8.36,8.36
2014,Arkansas,6.25[c],[c],6.25,6.25,236.7361667,6.61,6.61
2014,California,9,,9,9,236.7361667,9.52,9.52
2014,Colorado,8,,8,8,236.7361667,8.46,8.46
2014,Connecticut,8.7,,8.7,8.7,236.7361667,9.2,9.2
2014,Delaware,7.75,,7.75,7.75,236.7361667,8.2,8.2
2014,District of Columbia,9.5,,9.5,9.5,236.7361667,10.05,10.05
2014,Federal (FLSA),7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Florida,7.93,,7.93,7.93,236.7361667,8.39,8.39
2014,Georgia,5.15(d),(d),5.15,5.15,236.7361667,5.45,5.45
2014,Guam,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Hawaii,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Idaho,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Illinois,8.25[c],[c],8.25,8.25,236.7361667,8.73,8.73
2014,Indiana,7.25(e),(e),7.25,7.25,236.7361667,7.67,7.67
2014,Iowa,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Kansas,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Kentucky,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Louisiana,...,,0,0,236.7361667,0,0
2014,Maine,7.5,,7.5,7.5,236.7361667,7.93,7.93
2014,Maryland,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Massachusetts,8,,8,8,236.7361667,8.46,8.46
2014,Michigan,8.15(e),(e),8.15,8.15,236.7361667,8.62,8.62
2014,Minnesota,6.50-8.00(g),(g),8,6.5,236.7361667,8.46,6.88
2014,Mississippi,...,,0,0,236.7361667,0,0
2014,Missouri,7.5,,7.5,7.5,236.7361667,7.93,7.93
2014,Montana,7.90(g),(g),7.9,7.9,236.7361667,8.36,8.36
2014,Nebraska,7.25[c],[c],7.25,7.25,236.7361667,7.67,7.67
2014,Nevada,7.25-8.25,,8.25,7.25,236.7361667,8.73,7.67
2014,New Hampshire,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,New Jersey,8.25,,8.25,8.25,236.7361667,8.73,8.73
2014,New Mexico,7.5,,7.5,7.5,236.7361667,7.93,7.93
2014,New York,8,,8,8,236.7361667,8.46,8.46
2014,North Carolina,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,North Dakota,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Ohio,7.25-7.95,,7.95,7.25,236.7361667,8.41,7.67
2014,Oklahoma,2.00-7.25(g),(g),7.25,2,236.7361667,7.67,2.12
2014,Oregon,9.1,,9.1,9.1,236.7361667,9.63,9.63
2014,Pennsylvania,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Puerto Rico,5.08-7.25(i),(i),7.25,5.08,236.7361667,7.67,5.37
2014,Rhode Island,8,,8,8,236.7361667,8.46,8.46
2014,South Carolina,...,,0,0,236.7361667,0,0
2014,South Dakota,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Tennessee,...,,0,0,236.7361667,0,0
2014,Texas,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,236.7361667,7.67,4.55
2014,Utah,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Vermont,8.73(e),(e),8.73,8.73,236.7361667,9.23,9.23
2014,Virginia,7.25[c],[c],7.25,7.25,236.7361667,7.67,7.67
2014,Washington,9.32,,9.32,9.32,236.7361667,9.86,9.86
2014,West Virginia,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Wisconsin,7.25,,7.25,7.25,236.7361667,7.67,7.67
2014,Wyoming,5.15,,5.15,5.15,236.7361667,5.45,5.45
2015,Alabama,...,,0,0,237.017,0,0
2015,Alaska,8.75,,8.75,8.75,237.017,9.24,9.24
2015,Arizona,8.05,,8.05,8.05,237.017,8.5,8.5
2015,Arkansas,7.50[c],[c],7.5,7.5,237.017,7.92,7.92
2015,California,9,,9,9,237.017,9.51,9.51
2015,Colorado,8.23,,8.23,8.23,237.017,8.69,8.69
2015,Connecticut,9.15,,9.15,9.15,237.017,9.67,9.67
2015,Delaware,8.25,,8.25,8.25,237.017,8.72,8.72
2015,District of Columbia,10.5,,10.5,10.5,237.017,11.09,11.09
2015,Federal (FLSA),7.25,,7.25,7.25,237.017,7.66,7.66
2015,Florida,8.05,,8.05,8.05,237.017,8.5,8.5
2015,Georgia,5.15(d),(d),5.15,5.15,237.017,5.44,5.44
2015,Guam,8.25,,8.25,8.25,237.017,8.72,8.72
2015,Hawaii,7.75,,7.75,7.75,237.017,8.19,8.19
2015,Idaho,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Illinois,8.25[c],[c],8.25,8.25,237.017,8.72,8.72
2015,Indiana,7.25(e),(e),7.25,7.25,237.017,7.66,7.66
2015,Iowa,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Kansas,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Kentucky,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Louisiana,...,,0,0,237.017,0,0
2015,Maine,7.5,,7.5,7.5,237.017,7.92,7.92
2015,Maryland,8.25,,8.25,8.25,237.017,8.72,8.72
2015,Massachusetts,9,,9,9,237.017,9.51,9.51
2015,Michigan,8.15(e),(e),8.15,8.15,237.017,8.61,8.61
2015,Minnesota,7.25-9.00(g),(g),9,7.25,237.017,9.51,7.66
2015,Mississippi,...,,0,0,237.017,0,0
2015,Missouri,7.65,,7.65,7.65,237.017,8.08,8.08
2015,Montana,8.05(g),(g),8.05,8.05,237.017,8.5,8.5
2015,Nebraska,8.00[c],[c],8,8,237.017,8.45,8.45
2015,Nevada,7.25-8.25,,8.25,7.25,237.017,8.72,7.66
2015,New Hampshire,7.25,,7.25,7.25,237.017,7.66,7.66
2015,New Jersey,8.38,,8.38,8.38,237.017,8.85,8.85
2015,New Mexico,7.5,,7.5,7.5,237.017,7.92,7.92
2015,New York,8.75,,8.75,8.75,237.017,9.24,9.24
2015,North Carolina,7.25,,7.25,7.25,237.017,7.66,7.66
2015,North Dakota,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Ohio,7.25-8.10,,8.1,7.25,237.017,8.56,7.66
2015,Oklahoma,2.00-7.25(g),(g),7.25,2,237.017,7.66,2.11
2015,Oregon,9.25,,9.25,9.25,237.017,9.77,9.77
2015,Pennsylvania,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Puerto Rico,5.08-7.25(i),(i),7.25,5.08,237.017,7.66,5.37
2015,Rhode Island,9,,9,9,237.017,9.51,9.51
2015,South Carolina,...,,0,0,237.017,0,0
2015,South Dakota,8.5,,8.5,8.5,237.017,8.98,8.98
2015,Tennessee,...,,0,0,237.017,0,0
2015,Texas,7.25,,7.25,7.25,237.017,7.66,7.66
2015,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,237.017,7.66,4.54
2015,Utah,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Vermont,9.15(e),(e),9.15,9.15,237.017,9.67,9.67
2015,Virginia,7.25[c],[c],7.25,7.25,237.017,7.66,7.66
2015,Washington,9.47,,9.47,9.47,237.017,10,10
2015,West Virginia,8,,8,8,237.017,8.45,8.45
2015,Wisconsin,7.25,,7.25,7.25,237.017,7.66,7.66
2015,Wyoming,5.15,,5.15,5.15,237.017,5.44,5.44
2016,Alabama,...,,0,0,240.0071667,0,0
2016,Alaska,9.75,,9.75,9.75,240.0071667,10.17,10.17
2016,Arizona,8.05,,8.05,8.05,240.0071667,8.4,8.4
2016,Arkansas,8.00[c],[c],8,8,240.0071667,8.35,8.35
2016,California,10,,10,10,240.0071667,10.43,10.43
2016,Colorado,8.31,,8.31,8.31,240.0071667,8.67,8.67
2016,Connecticut,9.6,,9.6,9.6,240.0071667,10.02,10.02
2016,Delaware,8.25,,8.25,8.25,240.0071667,8.61,8.61
2016,District of Columbia,11.5,,11.5,11.5,240.0071667,12,12
2016,Federal (FLSA),7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Florida,8.05,,8.05,8.05,240.0071667,8.4,8.4
2016,Georgia,5.15(d),(d),5.15,5.15,240.0071667,5.37,5.37
2016,Guam,8.25,,8.25,8.25,240.0071667,8.61,8.61
2016,Hawaii,8.5,,8.5,8.5,240.0071667,8.87,8.87
2016,Idaho,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Illinois,8.25[c],[c],8.25,8.25,240.0071667,8.61,8.61
2016,Indiana,7.25(e),(e),7.25,7.25,240.0071667,7.56,7.56
2016,Iowa,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Kansas,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Kentucky,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Louisiana,...,,0,0,240.0071667,0,0
2016,Maine,7.5,,7.5,7.5,240.0071667,7.82,7.82
2016,Maryland,8.75,,8.75,8.75,240.0071667,9.13,9.13
2016,Massachusetts,10,,10,10,240.0071667,10.43,10.43
2016,Michigan,8.50(e),(e),8.5,8.5,240.0071667,8.87,8.87
2016,Minnesota,7.25-9.50(g),(g),9.5,7.25,240.0071667,9.91,7.56
2016,Mississippi,...,,0,0,240.0071667,0,0
2016,Missouri,7.65,,7.65,7.65,240.0071667,7.98,7.98
2016,Montana,8.05(g),(g),8.05,8.05,240.0071667,8.4,8.4
2016,Nebraska,9.00[c],[c],9,9,240.0071667,9.39,9.39
2016,Nevada,7.25-8.25,,8.25,7.25,240.0071667,8.61,7.56
2016,New Hampshire,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,New Jersey,8.38,,8.38,8.38,240.0071667,8.74,8.74
2016,New Mexico,7.5,,7.5,7.5,240.0071667,7.82,7.82
2016,New York,9,,9,9,240.0071667,9.39,9.39
2016,North Carolina,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,North Dakota,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Ohio,7.25-8.10,,8.1,7.25,240.0071667,8.45,7.56
2016,Oklahoma,2.00-7.25(g),(g),7.25,2,240.0071667,7.56,2.09
2016,Oregon,9.75,,9.75,9.75,240.0071667,10.17,10.17
2016,Pennsylvania,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Puerto Rico,5.08-7.25(i),(i),7.25,5.08,240.0071667,7.56,5.3
2016,Rhode Island,9.6,,9.6,9.6,240.0071667,10.02,10.02
2016,South Carolina,...,,0,0,240.0071667,0,0
2016,South Dakota,8.55,,8.55,8.55,240.0071667,8.92,8.92
2016,Tennessee,...,,0,0,240.0071667,0,0
2016,Texas,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,U.S. Virgin Islands,4.30-7.25(j),(j),7.25,4.3,240.0071667,7.56,4.49
2016,Utah,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Vermont,9.60(e),(e),9.6,9.6,240.0071667,10.02,10.02
2016,Virginia,7.25[c],[c],7.25,7.25,240.0071667,7.56,7.56
2016,Washington,9.47,,9.47,9.47,240.0071667,9.88,9.88
2016,West Virginia,8.75,,8.75,8.75,240.0071667,9.13,9.13
2016,Wisconsin,7.25,,7.25,7.25,240.0071667,7.56,7.56
2016,Wyoming,5.15,,5.15,5.15,240.0071667,5.37,5.37
2017,Alabama,...,,0,0,245.1195833,0,0
2017,Alaska,9.8,,9.8,9.8,245.1195833,10.01,10.01
2017,Arizona,10,,10,10,245.1195833,10.22,10.22
2017,Arkansas,8.50[c],[c],8.5,8.5,245.1195833,8.68,8.68
2017,California,10,,10,10,245.1195833,10.22,10.22
2017,Colorado,9.3,,9.3,9.3,245.1195833,9.5,9.5
2017,Connecticut,10.1,,10.1,10.1,245.1195833,10.32,10.32
2017,Delaware,8.25,,8.25,8.25,245.1195833,8.43,8.43
2017,District of Columbia,11.5,,11.5,11.5,245.1195833,11.75,11.75
2017,Federal (FLSA),7.25,,7.25,7.25,245.1195833,7.41,7.41
2017,Florida,8.1,,8.1,8.1,245.1195833,8.27,8.27
2017,Georgia,5.15(d),(d),5.15,5.15,245.1195833,5.26,5.26
2017,Guam,8.25,,8.25,8.25,245.1195833,8.43,8.43
2017,Hawaii,9.25,,9.25,9.25,245.1195833,9.45,9.45
2017,Idaho,7.25,,7.25,7.25,245.1195833,7.41,7.41
2017,Illinois,8.25[c],[c],8.25,8.25,245.1195833,8.43,8.43
2017,Indiana,7.25(e),(e),7.25,7.25,245.1195833,7.41,7.41
2017,Iowa,7.25,,7.25,7.25,245.1195833,7.41,7.41
2017,Kansas,7.25,,7.25,7.25,245.1195833,7.41,7.41
