Year,State,Table_Data,Footnote,HighValue,LowValue,CPIAverage,High2018,Low2018
2002,Nevada,5.15,,5.15,5.15,179.875,7.17,7.17
2002,New Hampshire,5.15,,5.15,5.15,179.875,7.17,7.17
2002,New Jersey,5.15,,5.15,5.15,179.875,7.17,7.17
2002,New Mexico,4.25,,4.25,4.25,179.875,5.92,5.92
2002,New York,5.15,,5.15,5.15,179.875,7.17,7.17
2002,North Carolina,5.15,,5.15,5.15,179.875,7.17,7.17
2002,North Dakota,5.15,,5.15,5.15,179.875,7.17,7.17
2002,Ohio,"2.80 - ""4.25(g)","(g)""",4.25,2.8,179.875,5.92,3.9
2002,Oklahoma,2.00 - 5.15(g),(g),5.15,2,179.875,7.17,2.78
2002,Oregon,6.5,,6.5,6.5,179.875,9.05,9.05
2002,Pennsylvania,5.15,,5.15,5.15,179.875,7.17,7.17
2002,Puerto Rico,3.61 - 5.15(i),(i),5.15,3.61,179.875,7.17,5.03
2002,Rhode Island,6.15,,6.15,6.15,179.875,8.56,8.56
2002,South Carolina,...,,0,0,179.875,0,0
2002,South Dakota,5.15,,5.15,5.15,179.875,7.17,7.17
2002,Tennessee,...,,0,0,179.875,0,0
2002,Texas,5.15,,5.15,5.15,179.875,7.17,7.17
2002,U.S. Virgin Islands,4.30 - 4.65(g,j),4.65,4.3,179.875,6.47,5.99
2002,Utah,5.15,,5.15,5.15,179.875,7.17,7.17
2002,Vermont,6.25(e),(e),6.25,6.25,179.875,8.7,8.7
2002,Virginia,5.15[c],[c],5.15,5.15,179.875,7.17,7.17
2002,Washington,6.9,,6.9,6.9,179.875,9.61,9.61
2002,West Virginia,5.15(d),(d),5.15,5.15,179.875,7.17,7.17
2002,Wisconsin,5.15,,5.15,5.15,179.875,7.17,7.17
2002,Wyoming,5.15,,5.15,5.15,179.875,7.17,7.17
2003,Alabama,...,,0,0,183.9583333,0,0
2003,Alaska,7.15,,7.15,7.15,183.9583333,9.73,9.73
2003,Arizona,...,,0,0,183.9583333,0,0
2003,Arkansas,5.15[c],[c],5.15,5.15,183.9583333,7.01,7.01
2003,California,6.75,,6.75,6.75,183.9583333,9.19,9.19
2003,Colorado,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Connecticut,6.9,,6.9,6.9,183.9583333,9.39,9.39
2003,Delaware,6.15,,6.15,6.15,183.9583333,8.37,8.37
2003,District of Columbia,6.15,,6.15,6.15,183.9583333,8.37,8.37
2003,Federal (FLSA),$5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Florida,...,,0,0,183.9583333,0,0
2003,Georgia,5.15(d),(d),5.15,5.15,183.9583333,7.01,7.01
2003,Guam,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Hawaii,6.25,,6.25,6.25,183.9583333,8.51,8.51
2003,Idaho,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Illinois,5.15[c],[c],5.15,5.15,183.9583333,7.01,7.01
2003,Indiana,5.15(e),(e),5.15,5.15,183.9583333,7.01,7.01
2003,Iowa,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Kansas,2.65,,2.65,2.65,183.9583333,3.61,3.61
2003,Kentucky,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Louisiana,...,,0,0,183.9583333,0,0
2003,Maine,6.25,,6.25,6.25,183.9583333,8.51,8.51
2003,Maryland,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Massachusetts,6.75,,6.75,6.75,183.9583333,9.19,9.19
2003,Michigan,5.15(e),(e),5.15,5.15,183.9583333,7.01,7.01
2003,Minnesota,4.90 - 5.15(g),(g),5.15,4.9,183.9583333,7.01,6.67
2003,Mississippi,...,,0,0,183.9583333,0,0
2003,Missouri,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Montana,4.00 - 5.15(g),(g),5.15,4,183.9583333,7.01,5.44
2003,Nebraska,5.15[c],[c],5.15,5.15,183.9583333,7.01,7.01
2003,Nevada,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,New Hampshire,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,New Jersey,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,New Mexico,4.25,,4.25,4.25,183.9583333,5.79,5.79
2003,New York,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,North Carolina,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,North Dakota,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Ohio,"2.80 - ""4.25(g)","(g)""",4.25,2.8,183.9583333,5.79,3.81
2003,Oklahoma,2.00 - 5.15(g),(g),5.15,2,183.9583333,7.01,2.72
2003,Oregon,6.9,,6.9,6.9,183.9583333,9.39,9.39
2003,Pennsylvania,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Puerto Rico,3.61 - 5.15(i),(i),5.15,3.61,183.9583333,7.01,4.91
2003,Rhode Island,6.15,,6.15,6.15,183.9583333,8.37,8.37
2003,South Carolina,...,,0,0,183.9583333,0,0
2003,South Dakota,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Tennessee,...,,0,0,183.9583333,0,0
2003,Texas,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,U.S. Virgin Islands,4.30 - 4.65(g,j),4.65,4.3,183.9583333,6.33,5.85
2003,Utah,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Vermont,6.25(e),(e),6.25,6.25,183.9583333,8.51,8.51
2003,Virginia,5.15[c],[c],5.15,5.15,183.9583333,7.01,7.01
2003,Washington,7.01,,7.01,7.01,183.9583333,9.54,9.54
2003,West Virginia,5.15(d),(d),5.15,5.15,183.9583333,7.01,7.01
2003,Wisconsin,5.15,,5.15,5.15,183.9583333,7.01,7.01
2003,Wyoming,5.15,,5.15,5.15,183.9583333,7.01,7.01
2004,Alabama,...,,0,0,188.8833333,0,0
2004,Alaska,7.15,,7.15,7.15,188.8833333,9.48,9.48
2004,Arizona,...,,0,0,188.8833333,0,0
2004,Arkansas,5.15[c],[c],5.15,5.15,188.8833333,6.83,6.83
2004,California,6.75,,6.75,6.75,188.8833333,8.95,8.95
2004,Colorado,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Connecticut,7.1,,7.1,7.1,188.8833333,9.41,9.41
2004,Delaware,6.15,,6.15,6.15,188.8833333,8.15,8.15
2004,District of Columbia,6.15,,6.15,6.15,188.8833333,8.15,8.15
2004,Federal (FLSA),$5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Florida,...,,0,0,188.8833333,0,0
2004,Georgia,5.15(d),(d),5.15,5.15,188.8833333,6.83,6.83
2004,Guam,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Hawaii,6.25,,6.25,6.25,188.8833333,8.29,8.29
2004,Idaho,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Illinois,5.50[c],[c],5.5,5.5,188.8833333,7.29,7.29
2004,Indiana,5.15(e),(e),5.15,5.15,188.8833333,6.83,6.83
2004,Iowa,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Kansas,2.65,,2.65,2.65,188.8833333,3.51,3.51
2004,Kentucky,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Louisiana,...,,0,0,188.8833333,0,0
2004,Maine,6.25,,6.25,6.25,188.8833333,8.29,8.29
2004,Maryland,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Massachusetts,6.75,,6.75,6.75,188.8833333,8.95,8.95
2004,Michigan,5.15(e),(e),5.15,5.15,188.8833333,6.83,6.83
2004,Minnesota,4.90 - 5.15(g),(g),5.15,4.9,188.8833333,6.83,6.5
2004,Mississippi,...,,0,0,188.8833333,0,0
2004,Missouri,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Montana,4.00 - 5.15(g),(g),5.15,4,188.8833333,6.83,5.3
2004,Nebraska,5.15[c],[c],5.15,5.15,188.8833333,6.83,6.83
2004,Nevada,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,New Hampshire,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,New Jersey,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,New Mexico,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,New York,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,North Carolina,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,North Dakota,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Ohio,"2.80 - ""4.25(g)","(g)""",4.25,2.8,188.8833333,5.63,3.71
2004,Oklahoma,2.00 - 5.15(g),(g),5.15,2,188.8833333,6.83,2.65
2004,Oregon,7.05,,7.05,7.05,188.8833333,9.35,9.35
2004,Pennsylvania,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Puerto Rico,3.61 - 5.15(i),(i),5.15,3.61,188.8833333,6.83,4.79
2004,Rhode Island,6.75,,6.75,6.75,188.8833333,8.95,8.95
2004,South Carolina,...,,0,0,188.8833333,0,0
2004,South Dakota,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,Tennessee,...,,0,0,188.8833333,0,0
2004,Texas,5.15,,5.15,5.15,188.8833333,6.83,6.83
2004,U.S. Virgin Islands,4.30 - 4.65(g,j),4.65,4.3,188.8833333,6.16,5.7
2004,Utah,5.15,,188.8833333,6.83,6.83,,
2004,Vermont,6.75(e),(e),188.8833333,8.95,8.95,,
2004,Virginia,5.15[c],[c],188.8833333,6.83,6.83,,
2004,Washington,7.16,,188.8833333,9.49,9.49,,
2004,West Virginia,5.15(d),(d),188.8833333,6.83,6.83,,
2004,Wisconsin,5.15,,188.8833333,6.83,6.83,,
2004,Wyoming,5.15,,188.8833333,6.83,6.83,,
2005,Alabama,...,,195.2916667,0,0,,
2005,Alaska,7.15,,195.2916667,9.17,9.17,,
2005,Arizona,...,,195.2916667,0,0,,
2005,Arkansas,5.15[c],[c],195.2916667,6.6,6.6,,
2005,California,6.75,,195.2916667,8.65,8.65,,
2005,Colorado,5.15,,195.2916667,6.6,6.6,,
2005,Connecticut,7.1,,195.2916667,9.1,9.1,,
2005,Delaware,6.15,,195.2916667,7.89,7.89,,
2005,District of Columbia,6.6,,195.2916667,8.46,8.46,,
2005,Federal (FLSA),$5.15,,195.2916667,6.6,6.6,,
2005,Florida,...,,195.2916667,0,0,,
2005,Georgia,5.15(d),(d),195.2916667,6.6,6.6,,
2005,Guam,5.15,,195.2916667,6.6,6.6,,
2005,Hawaii,6.25,,195.2916667,8.01,8.01,,
2005,Idaho,5.15,,195.2916667,6.6,6.6,,
2005,Illinois,6.50[c],[c],195.2916667,8.33,8.33,,
2005,Indiana,5.15(e),(e),195.2916667,6.6,6.6,,
2005,Iowa,5.15,,195.2916667,6.6,6.6,,
2005,Kansas,2.65,,195.2916667,3.4,3.4,,
2005,Kentucky,5.15,,195.2916667,6.6,6.6,,
2005,Louisiana,...,,195.2916667,0,0,,
2005,Maine,6.35,,195.2916667,8.14,8.14,,
2005,Maryland,5.15,,195.2916667,6.6,6.6,,
2005,Massachusetts,6.75,,195.2916667,8.65,8.65,,
2005,Michigan,5.15(e),(e),195.2916667,6.6,6.6,,
2005,Minnesota,4.90 - 5.15(g),(g),195.2916667,6.6,6.28,,
2005,Mississippi,...,,195.2916667,0,0,,
2005,Missouri,5.15,,195.2916667,6.6,6.6,,
2005,Montana,4.00 - 5.15(g),(g),195.2916667,6.6,5.13,,
2005,Nebraska,5.15[c],[c],195.2916667,6.6,6.6,,
2005,Nevada,5.15,,195.2916667,6.6,6.6,,
2005,New Hampshire,5.15,,195.2916667,6.6,6.6,,
2005,New Jersey,5.15,,195.2916667,6.6,6.6,,
2005,New Mexico,5.15,,195.2916667,6.6,6.6,,
2005,New York,6,,195.2916667,7.69,7.69,,
2005,North Carolina,5.15,,195.2916667,6.6,6.6,,
2005,North Dakota,5.15,,195.2916667,6.6,6.6,,
2005,Ohio,"2.80 - ""4.25(g)","(g)""",195.2916667,5.45,3.59,,
2005,Oklahoma,2.00 - 5.15(g),(g),195.2916667,6.6,2.56,,
2005,Oregon,7.25,,195.2916667,9.3,9.3,,
2005,Pennsylvania,5.15,,195.2916667,6.6,6.6,,
2005,Puerto Rico,3.61 - 5.15(i),(i),195.2916667,6.6,4.63,,
2005,Rhode Island,6.75,,195.2916667,8.65,8.65,,
2005,South Carolina,...,,195.2916667,0,0,,
2005,South Dakota,5.15,,195.2916667,6.6,6.6,,
2005,Tennessee,...,,195.2916667,0,0,,
2005,Texas,5.15,,195.2916667,6.6,6.6,,
2005,U.S. Virgin Islands,4.30 - 4.65(g,j),4.65,4.3,195.2916667,5.96,5.51
2005,Utah,5.15,,195.2916667,6.6,6.6,,
2005,Vermont,7.00(e),(e),195.2916667,8.98,8.98,,
2005,Virginia,5.15[c],[c],195.2916667,6.6,6.6,,
2005,Washington,7.35,,195.2916667,9.42,9.42,,
2005,West Virginia,5.15(d),(d),195.2916667,6.6,6.6,,
2005,Wisconsin,5.15,,195.2916667,6.6,6.6,,
2005,Wyoming,5.15,,195.2916667,6.6,6.6,,
2006,Alabama,...,,201.5916667,0,0,,
2006,Alaska,7.15,,201.5916667,8.88,8.88,,
2006,Arizona,...,,201.5916667,0,0,,
2006,Arkansas,5.15 [c],[c],201.5916667,6.4,6.4,,
2006,California,6.75,,201.5916667,8.38,8.38,,
2006,Colorado,5.15,,201.5916667,6.4,6.4,,
2006,Connecticut,7.4,,201.5916667,9.19,9.19,,
2006,Delaware,6.15,,201.5916667,7.64,7.64,,
2006,District of Columbia,7,,201.5916667,8.69,8.69,,
2006,Federal (FLSA),5.15,,201.5916667,6.4,6.4,,
2006,Florida,6.4,,201.5916667,7.95,7.95,,
2006,Georgia,5.15(d),(d),201.5916667,6.4,6.4,,
2006,Guam,5.15,,201.5916667,6.4,6.4,,
2006,Hawaii,6.75,,201.5916667,8.38,8.38,,
2006,Idaho,5.15,,201.5916667,6.4,6.4,,
2006,Illinois,6.50[c],[c],201.5916667,8.07,8.07,,
2006,Indiana,5.15(e),(e),201.5916667,6.4,6.4,,
2006,Iowa,5.15,,201.5916667,6.4,6.4,,
2006,Kansas,2.65,,201.5916667,3.29,3.29,,
2006,Kentucky,5.15,,201.5916667,6.4,6.4,,
2006,Louisiana,...,,201.5916667,0,0,,
2006,Maine,6.5,,201.5916667,8.07,8.07,,
2006,Maryland,5.15,,201.5916667,6.4,6.4,,
2006,Massachusetts,6.75,,201.5916667,8.38,8.38,,
2006,Michigan,5.15(e),(e),201.5916667,6.4,6.4,,
2006,Minnesota,5.25 - 6.15(g),(g),201.5916667,7.64,6.52,,
2006,Mississippi,...,,201.5916667,0,0,,
2006,Missouri,5.15,,201.5916667,6.4,6.4,,
2006,Montana,4.00 - 5.15,,201.5916667,6.4,4.97,,
2006,Nebraska,5.15[c],[c],201.5916667,6.4,6.4,,
2006,Nevada,5.15,,201.5916667,6.4,6.4,,
2006,New Hampshire,5.15,,201.5916667,6.4,6.4,,
2006,New Jersey,6.15,,201.5916667,7.64,7.64,,
2006,New Mexico,5.15,,201.5916667,6.4,6.4,,
2006,New York,6.75,,201.5916667,8.38,8.38,,
2006,North Carolina,5.15,,201.5916667,6.4,6.4,,
2006,North Dakota,5.15,,201.5916667,6.4,6.4,,
2006,Ohio,"2.80 - ""4.25(g)","(g)""",201.5916667,5.28,3.48,,
2006,Oklahoma,2.00 - 5.15,,201.5916667,6.4,2.48,,
2006,Oregon,7.5,,201.5916667,9.32,9.32,,
2006,Pennsylvania,5.15,,201.5916667,6.4,6.4,,
2006,Puerto Rico,3.61 - 5.15(i),(i),201.5916667,6.4,4.48,,
2006,Rhode Island,6.75,,201.5916667,8.38,8.38,,
2006,South Carolina,...,,201.5916667,0,0,,
2006,South Dakota,5.15,,201.5916667,6.4,6.4,,
2006,Tennessee,...,,201.5916667,0,0,,
2006,Texas,5.15,,201.5916667,6.4,6.4,,
2006,U.S. Virgin Islands,4.30 - 4.65 (g),(g),201.5916667,5.78,5.34,,
2006,Utah,5.15,,201.5916667,6.4,6.4,,
2006,Vermont,7.25,,201.5916667,9.01,9.01,,
2006,Virginia,5.15[c],[c],201.5916667,6.4,6.4,,
2006,Washington,7.63,,201.5916667,9.48,9.48,,
2006,West Virginia,5.15(d),(d),201.5916667,6.4,6.4,,
2006,Wisconsin,5.7,,201.5916667,7.08,7.08,,
2006,Wyoming,5.15,,201.5916667,6.4,6.4,,
2007,Alabama,...,,207.3424167,0,0,,
2007,Alaska,7.15,,207.3424167,8.63,8.63,,
2007,Arizona,6.75,,207.3424167,8.15,8.15,,
2007,Arkansas,6.25[c],[c],207.3424167,7.55,7.55,,
2007,California,7.5,,207.3424167,9.06,9.06,,
2007,Colorado,6.85,,207.3424167,8.27,8.27,,
2007,Connecticut,7.65,,207.3424167,9.24,9.24,,
2007,Delaware,6.65,,207.3424167,8.03,8.03,,
2007,District of Columbia,7,,207.3424167,8.45,8.45,,
2007,Federal (FLSA),5.15,,207.3424167,6.22,6.22,,
2007,Florida,6.67,,207.3424167,8.06,8.06,,
2007,Georgia,5.15(d),(d),207.3424167,6.22,6.22,,
2007,Guam,5.15,,207.3424167,6.22,6.22,,
2007,Hawaii,7.25,,207.3424167,8.76,8.76,,
2007,Idaho,5.15,,207.3424167,6.22,6.22,,
2007,Illinois,6.50[c],[c],207.3424167,7.85,7.85,,
2007,Indiana,5.15(e),(e),207.3424167,6.22,6.22,,
2007,Iowa,5.15,,207.3424167,6.22,6.22,,
2007,Kansas,2.65,,207.3424167,3.2,3.2,,
2007,Kentucky,5.15,,207.3424167,6.22,6.22,,
2007,Louisiana,...,,207.3424167,0,0,,
2007,Maine,6.75,,207.3424167,8.15,8.15,,
2007,Maryland,6.15,,207.3424167,7.43,7.43,,
2007,Massachusetts,7.5,,207.3424167,9.06,9.06,,
2007,Michigan,6.95(e),(e),207.3424167,8.39,8.39,,
2007,Minnesota,5.25-6.15(g),(g),207.3424167,7.43,6.34,,
2007,Mississippi,...,,207.3424167,0,0,,
2007,Missouri,6.5,,207.3424167,7.85,7.85,,
2007,Montana,4.00-6.15(g),(g),207.3424167,7.43,4.83,,
2007,Nebraska,5.15[c],[c],207.3424167,6.22,6.22,,
2007,Nevada,6.15,,207.3424167,7.43,7.43,,
2007,New Hampshire,5.15,,207.3424167,6.22,6.22,,
2007,New Jersey,7.15,,207.3424167,8.63,8.63,,
2007,New Mexico,5.15,,207.3424167,6.22,6.22,,
2007,New York,7.15,,207.3424167,8.63,8.63,,
2007,North Carolina,6.15,,207.3424167,7.43,7.43,,
2007,North Dakota,5.15,,207.3424167,6.22,6.22,,
2007,Ohio,6.85,,207.3424167,8.27,8.27,,
2007,Oklahoma,2.00-5.15(g),(g),207.3424167,6.22,2.42,,
2007,Oregon,7.8,,207.3424167,9.42,9.42,,
2007,Pennsylvania,6.25,,207.3424167,7.55,7.55,,
2007,Puerto Rico,3.61-5.15(i),(i),207.3424167,6.22,4.36,,
2007,Rhode Island,7.4,,207.3424167,8.94,8.94,,
2007,South Carolina,...,,207.3424167,0,0,,
2007,South Dakota,5.15,,207.3424167,6.22,6.22,,
2007,Tennessee,...,,207.3424167,0,0,,
2007,Texas,5.15,,207.3424167,6.22,6.22,,
2007,U.S. Virgin Islands,4.30-6.15(g,j),6.15,4.3,207.3424167,7.43,5.19
2007,Utah,5.15,,5.15,5.15,207.3424167,6.22,6.22
2007,Vermont,7.53(e),(e),7.53,7.53,207.3424167,9.09,9.09
2007,Virginia,5.15[c],[c],5.15,5.15,207.3424167,6.22,6.22
2007,Washington,7.93,,7.93,7.93,207.3424167,9.58,9.58
2007,West Virginia,5.85,,5.85,5.85,207.3424167,7.06,7.06
2007,Wisconsin,6.5,,6.5,6.5,207.3424167,7.85,7.85
2007,Wyoming,5.15,,5.15,5.15,207.3424167,6.22,6.22
2008,Alabama,...,,0,0,215.3025,0,0
2008,Alaska,7.15,,7.15,7.15,215.3025,8.32,8.32
2008,Arizona,6.9,,6.9,6.9,215.3025,8.02,8.02
2008,Arkansas,�6.25[c],[c],6.25,6.25,215.3025,7.27,7.27
2008,California,8,,8,8,215.3025,9.3,9.3
2008,Colorado,7.02,,7.02,7.02,215.3025,8.16,8.16
2008,Connecticut,7.65,,7.65,7.65,215.3025,8.9,8.9
2008,Delaware,7.15,,7.15,7.15,215.3025,8.32,8.32
2008,District of Columbia,7,,7,7,215.3025,8.14,8.14
2008,Federal (FLSA),5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Florida,6.79,,6.79,6.79,215.3025,7.9,7.9
2008,Georgia,5.15(d),(d),5.15,5.15,215.3025,5.99,5.99
2008,Guam,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Hawaii,7.25,,7.25,7.25,215.3025,8.43,8.43
2008,Idaho,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Illinois,7.50[c],[c],7.5,7.5,215.3025,8.72,8.72
2008,Indiana,5.85(e),(e),5.85,5.85,215.3025,6.8,6.8
2008,Iowa,7.25,,7.25,7.25,215.3025,8.43,8.43
2008,Kansas,2.65,,2.65,2.65,215.3025,3.08,3.08
2008,Kentucky,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Louisiana,...,,0,0,215.3025,0,0
2008,Maine,7,,7,7,215.3025,8.14,8.14
2008,Maryland,6.15,,6.15,6.15,215.3025,7.15,7.15
2008,Massachusetts,8,,8,8,215.3025,9.3,9.3
2008,Michigan,7.15(e),(e),7.15,7.15,215.3025,8.32,8.32
2008,Minnesota,5.25-6.15(g),(g),6.15,5.25,215.3025,7.15,6.11
2008,Mississippi,...,,0,0,215.3025,0,0
2008,Missouri,6.65,,6.65,6.65,215.3025,7.73,7.73
2008,Montana,4.00-6.25(g),(g),6.25,4,215.3025,7.27,4.65
2008,Nebraska,5.85[c],[c],5.85,5.85,215.3025,6.8,6.8
2008,Nevada,6.33,,6.33,6.33,215.3025,7.36,7.36
2008,New Hampshire,6.5,,6.5,6.5,215.3025,7.56,7.56
2008,New Jersey,7.15,,7.15,7.15,215.3025,8.32,8.32
2008,New Mexico,6.5,,6.5,6.5,215.3025,7.56,7.56
2008,New York,7.15,,7.15,7.15,215.3025,8.32,8.32
2008,North Carolina,6.15,,6.15,6.15,215.3025,7.15,7.15
2008,North Dakota,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Ohio,7,,7,7,215.3025,8.14,8.14
2008,Oklahoma,2.00-5.85(g),(g),5.85,2,215.3025,6.8,2.33
2008,Oregon,7.95,,7.95,7.95,215.3025,9.25,9.25
2008,Pennsylvania,7.15,,7.15,7.15,215.3025,8.32,8.32
2008,Puerto Rico,3.61-5.15(i),(i),5.15,3.61,215.3025,5.99,4.2
2008,Rhode Island,7.4,,7.4,7.4,215.3025,8.61,8.61
2008,South Carolina,...,,0,0,215.3025,0,0
2008,South Dakota,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Tennessee,...,,0,0,215.3025,0,0
2008,Texas,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,U.S. Virgin Islands,4.30-6.15(j),(j),6.15,4.3,215.3025,7.15,5
2008,Utah,5.85,,5.85,5.85,215.3025,6.8,6.8
2008,Vermont,7.68(e),(e),7.68,7.68,215.3025,8.93,8.93
2008,Virginia,5.85[c],[c],5.85,5.85,215.3025,6.8,6.8
2008,Washington,8.07,,8.07,8.07,215.3025,9.39,9.39
2008,West Virginia,6.55,,6.55,6.55,215.3025,7.62,7.62
2008,Wisconsin,6.5,,6.5,6.5,215.3025,7.56,7.56
2008,Wyoming,5.15,,5.15,5.15,215.3025,5.99,5.99
2009,Alabama,...,,0,0,214.537,0,0
2009,Alaska,7.15,,7.15,7.15,214.537,8.35,8.35
2009,Arizona,7.25,,7.25,7.25,214.537,8.46,8.46
2009,Arkansas,�6.25[c],[c],6.25,6.25,214.537,7.29,7.29
2009,California,8,,8,8,214.537,9.34,9.34
2009,Colorado,7.28,,7.28,7.28,214.537,8.5,8.5
2009,Connecticut,8,,8,8,214.537,9.34,9.34
2009,Delaware,7.15,,7.15,7.15,214.537,8.35,8.35
2009,District of Columbia,7.55,,7.55,7.55,214.537,8.81,8.81
2009,Federal (FLSA),6.55,,6.55,6.55,214.537,7.64,7.64
2009,Florida,7.21,,7.21,7.21,214.537,8.42,8.42
2009,Georgia,5.15(d),(d),5.15,5.15,214.537,6.01,6.01
2009,Guam,5.85,,5.85,5.85,214.537,6.83,6.83
2009,Hawaii,7.25,,7.25,7.25,214.537,8.46,8.46
2009,Idaho,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Illinois,7.75[c],[c],7.75,7.75,214.537,9.05,9.05
2009,Indiana,6.55(e),(e),6.55,6.55,214.537,7.64,7.64
2009,Iowa,7.25,,7.25,7.25,214.537,8.46,8.46
2009,Kansas,2.65,,2.65,2.65,214.537,3.09,3.09
2009,Kentucky,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Louisiana,...,,0,0,214.537,0,0
2009,Maine,7.25,,7.25,7.25,214.537,8.46,8.46
2009,Maryland,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Massachusetts,8,,8,8,214.537,9.34,9.34
2009,Michigan,7.40(e),(e),7.4,7.4,214.537,8.64,8.64
2009,Minnesota,5.25-6.15(g),(g),6.15,5.25,214.537,7.18,6.13
2009,Mississippi,...,,0,0,214.537,0,0
2009,Missouri,7.05,,7.05,7.05,214.537,8.23,8.23
2009,Montana,4.00-6.90(g),(g),6.9,4,214.537,8.05,4.67
2009,Nebraska,6.55[c],[c],6.55,6.55,214.537,7.64,7.64
2009,Nevada,6.55-6.85,,6.85,6.55,214.537,8,7.64
2009,New Hampshire,7.25,,7.25,7.25,214.537,8.46,8.46
2009,New Jersey,7.15,,7.15,7.15,214.537,8.35,8.35
2009,New Mexico,7.5,,7.5,7.5,214.537,8.75,8.75
2009,New York,7.15,,7.15,7.15,214.537,8.35,8.35
2009,North Carolina,6.55,,6.55,6.55,214.537,7.64,7.64
2009,North Dakota,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Ohio,7.3,,7.3,7.3,214.537,8.52,8.52
2009,Oklahoma,2.00-6.55(g),(g),6.55,2,214.537,7.64,2.33
2009,Oregon,8.4,,8.4,8.4,214.537,9.8,9.8
2009,Pennsylvania,7.15,,7.15,7.15,214.537,8.35,8.35
2009,Puerto Rico,4.10(i),(i),4.1,4.1,214.537,4.79,4.79
2009,Rhode Island,7.4,,7.4,7.4,214.537,8.64,8.64
2009,South Carolina,...,,0,0,214.537,0,0
2009,South Dakota,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Tennessee,...,,0,0,214.537,0,0
2009,Texas,6.55,,6.55,6.55,214.537,7.64,7.64
2009,U.S. Virgin Islands,4.30-6.15(j),(j),6.15,4.3,214.537,7.18,5.02
2009,Utah,6.55,,6.55,6.55,214.537,7.64,7.64
2009,Vermont,8.06(e),(e),8.06,8.06,214.537,9.41,9.41
2009,Virginia,6.55[c],[c],6.55,6.55,214.537,7.64,7.64
2009,Washington,8.55,,8.55,8.55,214.537,9.98,9.98
2009,West Virginia,7.25,,7.25,7.25,214.537,8.46,8.46
2009,Wisconsin,6.5,,6.5,6.5,214.537,7.59,7.59
2009,Wyoming,5.15,,5.15,5.15,214.537,6.01,6.01
2010,Alabama,...,,0,0,218.0555,0,0
2010,Alaska,7.75,,7.75,7.75,218.0555,8.9,8.9
2010,Arizona,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,Arkansas,6.25[c],[c],6.25,6.25,218.0555,7.18,7.18
2010,California,8,,8,8,218.0555,9.19,9.19
2010,Colorado,7.24,,7.24,7.24,218.0555,8.31,8.31
2010,Connecticut,8.25,,8.25,8.25,218.0555,9.47,9.47
2010,Delaware,7.25,,7.25,7.25,218.0555,8.33,8.33
2010,District of Columbia,8.25,,8.25,8.25,218.0555,9.47,9.47
