walsCode,isoCode,glottocode,Name,genus,family,macroarea,countrycodes
kda,kfc,kond1295,Konda,South-Central Dravidian,Dravidian,Eurasia,IN
kdg,kuq,kari1317,Karipuna do Guapore,Panoan,Panoan,South America,BR
kdw,kbc,kadi1248,Kadiwéu,Kadiwéu,Guaicuruan,South America,BR
kdz,kzj,coas1294,Kadazan,North Borneo,Austronesian,Papunesia,MY
kea,kjb,qanj1241,Kanjobal (Eastern),Mayan,Mayan,North America,GT
ked,ksx,keda1252,Kedang,Central Malayo-Polynesian,Austronesian,Papunesia,ID
kef,kbr,kafa1242,Kefa,South Omotic,Afro-Asiatic,Africa,ET
kei,kei,keii1239,Kei,Central Malayo-Polynesian,Austronesian,Papunesia,ID
kek,kek,kekc1242,K'ekchí,Mayan,Mayan,North America,GT
kel,sbc,kele1258,Kele,Oceanic,Austronesian,Papunesia,PG
kem,ahg,qima1242,Kemant,Central Cushitic,Afro-Asiatic,Africa,ET
ken,kyq,keng1240,Kenga,Bongo-Bagirmi,Central Sudanic,Africa,TD
keo,xxk,keoo1238,Ke'o,Central Malayo-Polynesian,Austronesian,Papunesia,ID
ker,ker,kera1255,Kera,East Chadic,Afro-Asiatic,Africa,TD
ket,ket,kett1243,Ket,Yeniseian,Yeniseian,Eurasia,RU
keu,,,Kenyah (Uma' Lung),North Borneo,Austronesian,,ID
kew,kjs,kewa1250,Kewa,Engan,Trans-New Guinea,Papunesia,PG
kfc,,,Kriol (Fitzroy Crossing),Creoles and Pidgins,other,,AU
kfe,kfz,koro1298,Koromfe,Gur,Niger-Congo,Africa,BF ML
kfy,kir,kirg1245,Kirghiz (Fu-Yu),Turkic,Altaic,Eurasia,CN
kga,zga,nucl1379,Kinga,Bantoid,Niger-Congo,Africa,TZ
kgi,cou,wame1240,Konyagi,Northern Atlantic,Niger-Congo,Africa,ML GN
kgl,ubu,umbu1258,Umbu Ungu,Chimbu,Trans-New Guinea,Papunesia,PG
kgm,kdm,kago1247,Kagoma,Platoid,Niger-Congo,Africa,NG
kgr,kki,kagu1239,Kagulu,Bantoid,Niger-Congo,Africa,TZ
kgt,ikt,west2618,Kangiryuarmiut,Eskimo,Eskimo-Aleut,North America,CA
kgu,ktg,kalk1246,Kalkatungu,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
kgy,kgy,kyer1238,Kyirong,Bodic,Sino-Tibetan,Eurasia,CN
kgz,kir,kirg1245,Kirghiz,Turkic,Altaic,Eurasia,KG
kha,khk,halh1238,Khalkha,Mongolic,Altaic,Eurasia,MN
khd,khg,kham1282,Kham (Dege),Bodic,Sino-Tibetan,Eurasia,CN
khg,klr,khal1275,Khaling,Mahakiranti,Sino-Tibetan,Eurasia,IN CN NP
khi,kjj,khin1240,Khinalug,Lezgic,Nakh-Daghestanian,Eurasia,AZ
khk,kjh,khak1248,Khakas,Turkic,Altaic,Eurasia,RU
khl,klj,turk1303,Khalaj,Turkic,Altaic,Eurasia,IR
khm,khm,cent1989,Khmer,Khmer,Austro-Asiatic,Eurasia,KH
khn,kkh,khun1259,Khün,Kam-Tai,Tai-Kadai,Eurasia,MM
kho,naq,nama1264,Khoekhoe,Khoe-Kwadi,Khoe-Kwadi,Africa,NA
khr,khr,khar1287,Kharia,Munda,Austro-Asiatic,Eurasia,IN
khs,kha,khas1269,Khasi,Khasian,Austro-Asiatic,Eurasia,IN
khu,cnk,khum1248,Khumi,Kuki-Chin,Sino-Tibetan,Eurasia,MM
khv,khv,khva1239,Khvarshi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
khw,khw,khow1242,Khowar,Indic,Indo-European,Eurasia,PK
kic,kic,kick1244,Kickapoo,Algonquian,Algic,North America,US
kie,geb,kire1240,Kire,Mikarew,Lower Sepik-Ramu,Papunesia,PG
kij,gia,kitj1240,Kitja,Jarrakan,Jarrakan,Australia,AU
kik,kik,kiku1240,Kikuyu,Bantoid,Niger-Congo,Africa,KE
kil,lub,luba1250,Kiluba,Bantoid,Niger-Congo,Africa,CD
kim,kig,kima1246,Kimaghama,Kolopom,Kolopom,Papunesia,ID
kin,kin,kiny1244,Kinyarwanda,Bantoid,Niger-Congo,Africa,RW
kio,kio,kiow1266,Kiowa,Kiowa-Tanoan,Kiowa-Tanoan,North America,US
kiq,xal,kalm1243,Kalmyk (Issyk-Kul),Mongolic,Altaic,Eurasia,KG
kir,cme,cerm1238,Kirma,Gur,Niger-Congo,Africa,BF
kis,kss,kiss1245,Kisi,Mel,Niger-Congo,Africa,SL GN LR
kit,kii,kits1249,Kitsai,Caddoan,Caddoan,North America,US
kiu,kvd,kuii1253,Kui (in Indonesia),Greater Alor,Timor-Alor-Pantar,Papunesia,ID
kiw,kjd,sout2949,Kiwai,Kiwaian,Kiwaian,Papunesia,PG
kje,coe,kore1283,Koreguaje,Tucanoan,Tucanoan,South America,CO
kji,kmr,nort2641,Kurmanji,Iranian,Indo-European,Eurasia,TR
kjn,kjn,kunj1245,Kunjen,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
kjo,kjc,coas1295,Konjo,South Sulawesi,Austronesian,Papunesia,ID
kjr,kqy,koor1239,Koorete,North Omotic,Afro-Asiatic,Africa,ET
kkb,xon,konk1269,Konkomba,Gur,Niger-Congo,Africa,TG GH
kkl,bqy,beng1239,Kata Kolok,Sign Languages,other,Papunesia,ID
kkn,knn,konk1267,Konkani,Indic,Indo-European,Eurasia,IN
kko,knk,kura1250,Koranko,Western Mande,Mande,Africa,SL GN
kkp,kaa,kara1467,Karakalpak,Turkic,Altaic,Eurasia,UZ
kkq,kui,kuik1246,Kuikúro,Cariban,Cariban,South America,BR
kkr,kiy,kiri1256,Kirikiri,Lakes Plain,Lakes Plain,Papunesia,ID
kkt,kkk,koko1269,Kokota,Oceanic,Austronesian,Papunesia,SB
kku,kfq,kork1243,Korku,Munda,Austro-Asiatic,Eurasia,IN
kkv,khl,lusi1240,Lusi,Oceanic,Austronesian,Papunesia,PG
kkw,zkk,kara1289,Karankawa,Karankawa,Karankawa,North America,US
kky,kne,kank1243,Kankanay,Northern Luzon,Austronesian,Papunesia,PH
kkz,kex,kukn1238,Kokni,Indic,Indo-European,Eurasia,IN
kla,klu,klao1243,Klao,Kru,Niger-Congo,Africa,LR
klb,hbb,huba1236,Kilba,Biu-Mandara,Afro-Asiatic,Africa,NG
klg,kle,kulu1253,Kulung,Mahakiranti,Sino-Tibetan,Eurasia,NP
klh,kls,kala1372,Kalasha,Indic,Indo-European,Eurasia,PK
kli,lew,ledo1238,Kaili,Celebic,Austronesian,Papunesia,ID
klk,xuo,kuoo1238,Koh (Lakka),Adamawa,Niger-Congo,Africa,TD CM
kll,bco,kalu1248,Kaluli,Bosavi,Bosavi,Papunesia,PG
klm,kla,klam1254,Klamath,Klamath-Modoc,Penutian,North America,US
kln,kvw,wers1238,Kolana,Kolana-Tanglapui,Timor-Alor-Pantar,Papunesia,ID
klp,kyl,kala1400,Kalapuya,Kalapuyan,Kalapuyan,North America,US
klq,kmh,kala1397,Kalam,Madang,Trans-New Guinea,Papunesia,PG
klr,shm,shah1254,Koluri,Iranian,Indo-European,Eurasia,IR
kls,fla,kali1308,Kalispel,Interior Salish,Salishan,North America,US
klt,kzi,kela1258,Kelabit,North Borneo,Austronesian,Papunesia,MY
klv,kij,kili1267,Kilivila,Oceanic,Austronesian,Papunesia,PG
klw,klb,kili1268,Kiliwa,Yuman,Hokan,North America,MX
kly,mwp,kala1377,Kala Lagaw Ya,Northern Pama-Nyungan,Pama-Nyungan,Papunesia,AU
klz,kck,kala1384,Kalanga,Bantoid,Niger-Congo,Africa,ZW BW
kma,kay,kama1373,Kamaiurá,Tupi-Guaraní,Tupian,South America,BR
kmb,tyn,ndei1235,Kombai,Awju-Dumut,Trans-New Guinea,Papunesia,ID
kmh,kgj,gama1251,Kham,Mahakiranti,Sino-Tibetan,Eurasia,NP
kmi,kcu,kami1256,Kami,Bantoid,Niger-Congo,Africa,TZ
kmj,kdj,kara1483,Karimojong,Nilotic,Eastern Sudanic,Africa,UG
kmk,xal,kalm1243,Kalmyk,Mongolic,Altaic,Eurasia,RU CN MN
kmn,kue,kuma1280,Kuman,Chimbu,Trans-New Guinea,Papunesia,PG
kmo,kpx,moun1252,Koiali (Mountain),Koiarian,Trans-New Guinea,Papunesia,PG
kmp,kup,kuni1267,Kunimaipa,Goilalan,Trans-New Guinea,Papunesia,PG
kmr,kgq,kamo1255,Kamoro,Asmat-Kamoro,Trans-New Guinea,Papunesia,ID
kms,xas,kama1351,Kamass,Samoyedic,Uralic,Eurasia,RU
kmt,kmt,kemt1242,Kemtuik,Nimboran,Nimboran,Papunesia,ID
kmu,kjg,khmu1256,Khmu',Palaung-Khmuic,Austro-Asiatic,Eurasia,LA
kmw,xmu,kamu1258,Kamu,Eastern Daly,Eastern Daly,Australia,AU
kmz,kms,kama1367,Kamasau,Marienberg,Torricelli,Papunesia,PG
kna,ktn,kari1311,Karitiâna,Arikem,Tupian,South America,BR
knb,khd,badi1247,Kanum (Bädi),Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID
knc,uwa,kuku1280,Kugu Nganhcara,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
knd,kan,nucl1305,Kannada,Southern Dravidian,Dravidian,Eurasia,IN
kng,kgp,kain1272,Kaingang,Ge-Kaingang,Macro-Ge,South America,BR
kni,kma,konn1242,Konni,Gur,Niger-Congo,Africa,GH
knk,kna,dera1248,Kanakuru,West Chadic,Afro-Asiatic,Africa,NG
knm,kun,kuna1268,Kunama,Kunama,Kunama,Africa,ER ET
knn,kfk,kinn1249,Kinnauri,Bodic,Sino-Tibetan,Eurasia,IN
kno,,kano1245,Kanoê,Kapixana,Kapixana,South America,BR
knp,kcd,ngka1235,Kanum (Ngkâlmpw),Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID
knq,rop,krio1252,Kriol (Ngukurr),Creoles and Pidgins,other,Australia,AU
knr,knc,cent2050,Kanuri,Western Saharan,Saharan,Africa,NE TD NG SD
knu,kyx,rapo1238,Konua,West Bougainville,West Bougainville,Papunesia,PG
knw,mjd,nort2951,Konkow,Maiduan,Penutian,North America,US
knz,khg,kham1282,Kham (Tibetan) (Nangchen),Bodic,Sino-Tibetan,Eurasia,CN
koa,cku,koas1236,Koasati,Muskogean,Muskogean,North America,US
kob,kpw,kobo1249,Kobon,Madang,Trans-New Guinea,Papunesia,PG
kod,kfa,koda1255,Kodava,Southern Dravidian,Dravidian,Eurasia,IN
koe,xwg,kweg1241,Koegu,Surmic,Eastern Sudanic,Africa,ET
koh,bcs,kohu1244,Kohumono,Cross River,Niger-Congo,Africa,NG
koi,kbk,gras1249,Koiari,Koiarian,Trans-New Guinea,Papunesia,PG
kok,trp,kokb1239,Kokborok,Bodo-Garo,Sino-Tibetan,Eurasia,IN
kol,nit,kola1242,Kolami,Central Dravidian,Dravidian,Eurasia,IN
kom,xom,komo1258,Komo,Koman,Koman,Africa,SD ET
kon,kng,koon1244,Kongo,Bantoid,Niger-Congo,Africa,CD
koo,kvv,kola1285,Kola,Central Malayo-Polynesian,Austronesian,Papunesia,ID
kop,koi,komi1269,Komi-Permyak,Permic,Uralic,Eurasia,RU
kor,kor,kore1280,Korean,Korean,Korean,Eurasia,KP KR
kos,kos,kosr1238,Kosraean,Oceanic,Austronesian,Papunesia,FM
kot,kfe,kota1263,Kota,Southern Dravidian,Dravidian,Eurasia,IN
kou,bkm,komc1235,Kom,Bantoid,Niger-Congo,Africa,CM
kow,kst,winy1241,Ko (Winye),Gur,Niger-Congo,Africa,BF
koy,kff,koya1251,Koya,South-Central Dravidian,Dravidian,Eurasia,IN
kpa,kpk,kpan1246,Kpan,Platoid,Niger-Congo,Africa,NG
kpe,xpe,libe1247,Kpelle,Western Mande,Mande,Africa,LR
kpm,pam,pamp1243,Kapampangan,Central Luzon,Austronesian,Papunesia,PH
kpn,kpg,kapi1249,Kapingamarangi,Oceanic,Austronesian,Papunesia,FM
kpo,kpo,ikpo1238,Kposo,Kwa,Niger-Congo,Africa,TG
kpw,kjp,east2341,Karen (Pwo),Karen,Sino-Tibetan,Eurasia,MM CN
kqq,kqq,kren1239,Krenak,Botocudo,Macro-Ge,South America,BR
kra,leu,kara1486,Kara (in Papua New Guinea),Oceanic,Austronesian,Papunesia,PG
krb,gil,gilb1244,Kiribati,Oceanic,Austronesian,Papunesia,KI
krc,krc,kara1465,Karachay-Balkar,Turkic,Altaic,Eurasia,RU
krd,kmr,nort2641,Kurdish (Central),Iranian,Indo-European,Eurasia,IQ IR
kre,krs,gbay1288,Kresh,Kresh,Central Sudanic,Africa,SD
krf,kpr,kora1294,Korafe,Binanderean,Trans-New Guinea,Papunesia,PG
krg,sna,shon1251,Karanga,Bantoid,Niger-Congo,Africa,ZW
krh,xra,krah1246,Krahô,Ge-Kaingang,Macro-Ge,South America,BR
kri,kzw,kari1255,Kipea,Kariri,Kariri,South America,BR
krj,gbd,kara1476,Karadjeri,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
krk,kyh,karo1304,Karok,Karok,Karok,North America,US
krl,krl,kare1335,Karelian,Finnic,Uralic,Eurasia,RU
krm,kdr,kara1464,Karaim,Turkic,Altaic,Eurasia,LT UA
krn,kqz,kora1292,Korana,Khoe-Kwadi,Khoe-Kwadi,Africa,ZA
kro,kgo,kron1241,Krongo,Kadugli,Kadu,Africa,SD
krq,krk,kere1280,Kerek,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU
krr,kxa,kair1263,Kairiru,Oceanic,Austronesian,Papunesia,PG
krt,kpt,kara1474,Karata,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
krw,khe,koro1312,Korowai,Awju-Dumut,Trans-New Guinea,Papunesia,ID
kry,kpy,kory1246,Koryak,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU
krz,kry,kryt1240,Kryz,Lezgic,Nakh-Daghestanian,Eurasia,AZ
ksa,kee,east1472,Keresan (Santa Ana),Keresan,Keresan,North America,US
kse,ses,koyr1242,Koyraboro Senni,Songhay,Songhay,Africa,ML NE
ksg,ksw,sgaw1245,Karen (Sgaw),Karen,Sino-Tibetan,Eurasia,MM
ksh,kju,kash1280,Kashaya,Pomoan,Hokan,North America,US
ksi,puo,puoc1238,Ksingmul,Palaung-Khmuic,Austro-Asiatic,Eurasia,VN LA
ksl,xki,keny1241,Kenyan Sign Language,Sign Languages,other,Africa,KE
ksm,xsm,kase1253,Kasem,Gur,Niger-Congo,Africa,BF
ksn,,suoy1242,Kasong,Pearic,Austro-Asiatic,Eurasia,TH
ksp,kia,kimm1246,Kosop,Adamawa,Niger-Congo,Africa,TD
ksr,kje,kisa1266,Kisar,Central Malayo-Polynesian,Austronesian,Papunesia,ID
kss,kss,sout2778,Kisi (Southern),Mel,Niger-Congo,Africa,LR GN
ksu,csb,kash1274,Kashubian,Slavic,Indo-European,Eurasia,PL
kta,kqi,koit1244,Koita,Koiarian,Trans-New Guinea,Papunesia,PG
ktb,ktu,kitu1246,Kituba,Creoles and Pidgins,other,Africa,CD
ktc,xtc,katc1249,Katcha,Kadugli,Kadu,Africa,SD
kte,kcv,kete1252,Kete,Bantoid,Niger-Congo,Africa,CD
kth,gwi,gwic1235,Kutchin,Athapaskan,Na-Dene,North America,US CA
kti,yon,yong1280,"Kati (in West Papua, Indonesia)",Ok,Trans-New Guinea,Papunesia,ID
ktk,aal,afad1236,Kotoko,Biu-Mandara,Afro-Asiatic,Africa,CF
ktl,kcr,katl1237,Katla,Katla-Tima,Kordofanian,Africa,SD
ktn,xte,kete1254,Ketengban,Mek,Trans-New Guinea,Papunesia,ID
kto,ktw,kato1244,Kato,Athapaskan,Na-Dene,North America,US
ktp,zlm,mala1479,Ketapang,Malayo-Sumbawan,Austronesian,Eurasia,ID
ktt,,kott1239,Kott,Yeniseian,Yeniseian,Eurasia,RU
ktu,ktv,nucl1297,Katu,Katuic,Austro-Asiatic,Eurasia,VN LA
kty,kca,khan1273,Khanty,Ugric,Uralic,Eurasia,RU
ktz,bsh,kati1270,Kati (in Afghanistan),Nuristani,Indo-European,Eurasia,AF PK
kua,,,Kualan,Land Dayak,Austronesian,,ID
kug,cmn,mand1415,Kunming,Chinese,Sino-Tibetan,Eurasia,CN
kui,kxu,kuii1252,Kui (in India),South-Central Dravidian,Dravidian,Eurasia,IN
kuk,bfa,bari1284,Kukú,Nilotic,Eastern Sudanic,Africa,SD
kul,gmo,gamo1244,Kullo,North Omotic,Afro-Asiatic,Africa,ET
kum,kfy,kuma1273,Kumauni,Indic,Indo-European,Eurasia,IN
kun,kvn,bord1248,Kuna,Kuna,Chibchan,South America,CO PA
kuo,kto,kuot1243,Kuot,Kuot,Kuot,Papunesia,PG
kuq,kum,kumy1244,Kumyk,Turkic,Altaic,Eurasia,RU
kur,kru,kuru1302,Kurukh,Northern Dravidian,Dravidian,Eurasia,IN
kus,kgg,kusu1250,Kusunda,Kusunda,Kusunda,Eurasia,NP
kut,kut,kute1249,Kutenai,Kutenai,Kutenai,North America,CA US
kuu,kuy,kuuk1238,Kuuku Ya'u,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
kuv,kxv,kuvi1243,Kuvi,South-Central Dravidian,Dravidian,Eurasia,IN
kuy,vkt,teng1267,Kutai,Malayo-Sumbawan,Austronesian,Papunesia,ID
kuz,mbt,mati1250,Kulamanen,Greater Central Philippine,Austronesian,Papunesia,PH
kwa,kwd,kwai1243,Kwaio,Oceanic,Austronesian,Papunesia,SB
kwb,kwe,nucl1595,Kwerba,Kwerba,Kwerba,Papunesia,ID
kwe,knj,west2635,Kanjobal (Western),Mayan,Mayan,North America,GT
kwk,kwk,kwak1269,Kwakw'ala,Northern Wakashan,Wakashan,North America,CA
kwm,ksq,kwaa1269,Kwami,West Chadic,Afro-Asiatic,Africa,NG
kwn,kwn,kwan1273,Kwangali,Bantoid,Niger-Congo,Africa,NA AO
kwo,kmo,kwom1262,Kwoma,Middle Sepik,Sepik,Papunesia,PG
kwr,tnk,kwam1252,Kwamera,Oceanic,Austronesian,Papunesia,VU
kws,xaw,kawa1283,Kawaiisu,Numic,Uto-Aztecan,North America,US
kwt,kwo,nucl1593,Kwomtari,Kwomtari,Kwomtari-Baibai,Papunesia,PG
kwy,kwy,sans1272,Iwoyo,Bantoid,Niger-Congo,Africa,AO
kwz,,kwaz1243,Kwaza,Kwaza,Kwaza,South America,BR
kxo,xuu,kxoe1243,Kxoe,Khoe-Kwadi,Khoe-Kwadi,Africa,NA AO
kya,gvn,kuku1273,Kuku-Yalanji,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
kyg,ken,keny1279,Kenyang,Bantoid,Niger-Congo,Africa,CM
kyk,kyc,kyak1244,Kyaka,Engan,Trans-New Guinea,Papunesia,PG
kyl,eky,east2342,Kayah Li (Eastern),Karen,Sino-Tibetan,Eurasia,MM TH
kym,uzn,nort2690,Krymchak,Turkic,Altaic,Eurasia,UA
kyn,koy,koyu1237,Koyukon,Athapaskan,Na-Dene,North America,US
kyo,kny,kany1247,Kanyok,Bantoid,Niger-Congo,Africa,CD
kyp,txu,kaya1330,Kayapó,Ge-Kaingang,Macro-Ge,South America,BR
kyq,noo,noot1239,Kyuquot,Southern Wakashan,Wakashan,North America,CA
kyr,yuj,kark1258,Karkar-Yuri,Karkar-Yuri,Karkar-Yuri,Papunesia,PG
kyt,gbb,kayt1238,Kaytej,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
kyz,kyz,kaya1329,Kayabí,Tupi-Guaraní,Tupian,South America,BR
kzh,doc,nort2735,Kam (Zhanglu),Kam-Tai,Tai-Kadai,Eurasia,CN
kzy,kpv,komi1268,Komi-Zyrian,Permic,Uralic,Eurasia,RU
laa,gdm,laal1242,Laal,Laal,Laal,Africa,TD
lab,lbu,labu1248,Labu,Oceanic,Austronesian,Papunesia,PG
lac,lac,laca1243,Lacandón,Mayan,Mayan,North America,MX
lad,lbj,lada1244,Ladakhi,Bodic,Sino-Tibetan,Eurasia,IN
laf,laf,lafo1243,Lafofa,Lafofa,Kordofanian,Africa,SD
lag,kot,lagw1237,Lagwan,Biu-Mandara,Afro-Asiatic,Africa,CM
lah,lhu,lahu1253,Lahu,Burmese-Lolo,Sino-Tibetan,Eurasia,CN TH MM
lai,cnh,haka1240,Lai,Kuki-Chin,Sino-Tibetan,Eurasia,MM
lak,lbe,lakk1252,Lak,Lak-Dargwa,Nakh-Daghestanian,Eurasia,RU
lal,ywt,xish1235,Lalo,Burmese-Lolo,Sino-Tibetan,Eurasia,CN
lam,lme,peve1243,Lamé,Masa,Afro-Asiatic,Africa,CM TD
lan,laj,lang1324,Lango,Nilotic,Eastern Sudanic,Africa,UG
lao,lao,laoo1244,Lao,Kam-Tai,Tai-Kadai,Eurasia,LA TH
lar,lrg,lara1258,Laragia,Laragia,Darwin Region,Australia,AU
lat,lav,latv1249,Latvian,Baltic,Indo-European,Eurasia,LV
lau,llu,lauu1247,Lau,Oceanic,Austronesian,Papunesia,SB
lav,lvk,lavu1241,Lavukaleve,Lavukaleve,Solomons East Papuan,Papunesia,SB
laz,lzz,lazz1240,Laz,Kartvelian,Kartvelian,Eurasia,GE TR
lbu,lun,lund1266,Lunda,Bantoid,Niger-Congo,Africa,CD
lch,lbt,lach1248,Lachi,Kadai,Tai-Kadai,Eurasia,VN
lcr,acf,guad1242,Lesser Antillean French Creole,Creoles and Pidgins,other,North America,GP TT GY LC DM GD MQ
lda,lug,gand1255,Luganda,Bantoid,Niger-Congo,Africa,UG
ldn,lld,ladi1250,Ladin,Romance,Indo-European,Eurasia,IT
ldo,bdu,orok1266,Londo,Bantoid,Niger-Congo,Africa,CM
ldu,led,lend1245,Lendu,Lendu,Central Sudanic,Africa,CD
leb,agh,ngel1238,Lebeo,Bantoid,Niger-Congo,Africa,CD
lec,lec,leco1242,Leko,Leko,Leko,South America,BO
leg,lea,lega1249,Lega,Bantoid,Niger-Congo,Africa,CD
lel,lln,lele1276,Lele,East Chadic,Afro-Asiatic,Africa,TD
len,tnl,lena1238,Lenakel,Oceanic,Austronesian,Papunesia,VU
lep,lep,lepc1244,Lepcha,Lepcha,Sino-Tibetan,Eurasia,IN NP BT
les,les,lese1243,Lese,Mangbutu-Efe,Central Sudanic,Africa,CD
let,lti,leti1246,Leti,Central Malayo-Polynesian,Austronesian,Papunesia,ID
lew,lww,lewo1242,Lewo,Oceanic,Austronesian,Papunesia,VU
lez,lez,lezg1247,Lezgian,Lezgic,Nakh-Daghestanian,Eurasia,RU AZ
lga,ojv,onto1237,Luangiua,Oceanic,Austronesian,Papunesia,SB
lge,nds,nort2627,Low German,Germanic,Indo-European,Eurasia,DE
lgh,,,Lughat al-Isharat al-Lubnaniya,Sign Languages,other,,LB
lgi,lag,lang1320,Langi,Bantoid,Niger-Congo,Africa,TZ
lgp,psr,port1277,Língua Gestual Portuguesa,Sign Languages,other,Eurasia,PT
lgt,log,logo1259,Logoti,Moru-Ma'di,Central Sudanic,Africa,CD
lgu,lgu,long1395,Longgu,Oceanic,Austronesian,Papunesia,SB
lha,lha,laha1250,Laha,Kadai,Tai-Kadai,Eurasia,VN
lho,lhm,lhom1239,Lhomi,Bodic,Sino-Tibetan,Eurasia,NP
lic,lic,hlai1239,Hlai (Baoding),Hlai,Tai-Kadai,Eurasia,CN
lii,ise,ital1275,Lingua Italiana dei Segni,Sign Languages,other,Eurasia,IT
lil,lil,lill1248,Lillooet,Interior Salish,Salishan,North America,CA
lim,lif,limb1266,Limbu,Mahakiranti,Sino-Tibetan,Eurasia,BT NP IN
lin,lin,ling1263,Lingala,Bantoid,Niger-Congo,Africa,CD
lis,lis,lisu1250,Lisu,Burmese-Lolo,Sino-Tibetan,Eurasia,CN MM
lit,lit,lith1251,Lithuanian,Baltic,Indo-European,Eurasia,LT
liv,liv,livv1244,Liv,Finnic,Uralic,Eurasia,LV
lje,law,lauj1238,Lauje,Celebic,Austronesian,Papunesia,ID
lkk,lbc,lakk1238,Lakkia,Kadai,Tai-Kadai,Eurasia,CN
lkt,lkt,lako1247,Lakhota,Core Siouan,Siouan,North America,US
lla,lby,lamu1254,Lamu-Lamu,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
llm,lef,lele1264,Lelemi,Kwa,Niger-Congo,Africa,GH
lma,lom,loma1260,Loma,Western Mande,Mande,Africa,LR GN
lmb,lam,lamb1271,Lamba,Bantoid,Niger-Congo,Africa,CD ZM
lmg,hia,lama1288,Lamang,Biu-Mandara,Afro-Asiatic,Africa,NG
lmh,slp,lama1277,Lamaholot,Central Malayo-Polynesian,Austronesian,Papunesia,ID
lml,lmc,nucl1327,Limilngan,Limilngan,Darwin Region,Australia,AU
lmn,lmn,lamb1269,Lamani,Indic,Indo-European,Eurasia,IN
lmp,ljp,lamp1243,Lampung,Lampungic,Austronesian,Papunesia,ID
lmu,lmu,lame1260,Lamen,Oceanic,Austronesian,Papunesia,VU
lnd,liy,band1344,Linda,Ubangi,Niger-Congo,Africa,CF
lng,leg,leng1262,Lengua,Mascoian,Mascoian,South America,PY
lnj,lnj,leni1238,Linngithig,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
lno,lad,ladi1251,Ladino,Romance,Indo-European,Eurasia,IL TR
lns,lns,lamn1239,Lamnso',Bantoid,Niger-Congo,Africa,CM
lnw,crc,lonw1238,Lonwolwol,Oceanic,Austronesian,Papunesia,VU
lob,lob,lobi1245,Lobi,Gur,Niger-Congo,Africa,BF CI
lok,lok,loko1255,Loko,Western Mande,Mande,Africa,SL
lon,los,loni1238,Loniu,Oceanic,Austronesian,Papunesia,PG
lot,njh,loth1237,Lotha,Kuki-Chin,Sino-Tibetan,Eurasia,IN
lou,loj,louu1245,Lou,Oceanic,Austronesian,Papunesia,PG
lov,lbo,lave1248,Loven,Bahnaric,Austro-Asiatic,Eurasia,LA
loz,loz,lozi1239,Lozi,Bantoid,Niger-Congo,Africa,ZM
lrd,lbz,lard1243,Lardil,Tangkic,Tangkic,Australia,AU
lrk,alo,lari1255,Larike,Central Malayo-Polynesian,Austronesian,Papunesia,ID
lsa,aed,arge1236,Lengua de Señas Argentina,Sign Languages,other,South America,AR
lsb,bzs,braz1236,Língua de Sinais Brasileira,Sign Languages,other,South America,BR
lse,ssp,span1263,Lengua de Señas Española,Sign Languages,other,Eurasia,ES
lsf,fsl,fren1243,Langue des Signes Française,Sign Languages,other,Eurasia,FR
lsq,fcs,queb1245,Langue des Signes Québecoise,Sign Languages,other,North America,CA
lu,khb,luuu1242,Lü,Kam-Tai,Tai-Kadai,Eurasia,LA MM CN
lua,nie,niel1243,Lua,Adamawa,Niger-Congo,Africa,TD
luc,lch,luch1239,Lucazi,Bantoid,Niger-Congo,Africa,AO
lud,lnd,lund1271,Lun Dayeh,North Borneo,Austronesian,Papunesia,ID
lug,lgg,lugb1240,Lugbara,Moru-Ma'di,Central Sudanic,Africa,CD UG
lui,lui,luis1253,Luiseño,California Uto-Aztecan,Uto-Aztecan,North America,US
lul,,lule1238,Lule,Lule,Lule,South America,AR
lum,str,stra1244,Lummi,Central Salish,Salishan,North America,US
lun,nst,tase1235,Lungchang,Northern Naga,Sino-Tibetan,Eurasia,IN
luo,luo,luok1236,Luo,Nilotic,Eastern Sudanic,Africa,TZ KE
lur,lrc,nort2645,Luri,Iranian,Indo-European,Eurasia,IR
lus,lut,lush1252,Lushootseed,Central Salish,Salishan,North America,US
luv,lue,luva1239,Luvale,Bantoid,Niger-Congo,Africa,AO
lux,ltz,luxe1241,Luxemburgeois,Germanic,Indo-European,Eurasia,LU
luy,luy,saam1283,Luyia,Bantoid,Niger-Congo,Africa,KE
