ID;SUBSYSTEM;CODE;COVWATERHYDRANTUNITTYPE;DISTANCEFROMCORNER;FEEDERLEN;DIR;LINE;COLOR;INCOMM;CHR0;CHR1;STREET_NUMBER;STREET;OLDHYDNUM;CASTSUB;OOCDATE;OOCNOTES;INSTDATE1;ORACLEID;ACTIVE;REMARKS;FIREUSEONLY;STATUS;COMPRESSION;ADDDTTM;ADDBY;MODBY;FEATURE_ID;UNITID;Geom;Geo Local Area
WH-E09-901;DSTR;Mueller;CENTURION;0.0;0.8;;;;Yes;;;;University Endowments Lands;;;;;1950-01-01;__FJ8TS8;Active;Private;Y;IN_SERVICE;Yes;2010-11-30T12:36:00+01:00;ENJAK;PIY88;4126748;4126748;"{""type"": ""Point"", ""coordinates"": [-123.22251408028686, 49.27731697748549]}";West Point Grey
WH-E10-005;DSTR;TC;TC1;125.3;0.6;W-WEST;W-WEST;Red;Yes;;;SS 1600;DRUMMOND DRIV;26D09;UEL;;;1983-01-01;__FJ8TRP;Active;;N;IN_SERVICE;No;2009-11-10T10:45:36+01:00;covDBimport;SDE 834766;32117;32117;"{""type"": ""Point"", ""coordinates"": [-123.22224058730778, 49.27343489870329]}";West Point Grey
WH-F10-002;DSTR;TC;TC1;0.3;1.5;N-NORTH;N-NORTH;Red;Yes;;;;NEC TOLMIE ST & BELMONT AV;25B01;COVAV;;;2001-01-01;__FJ8WT1;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:45+01:00;covDBimport;SDE 834766;29432;29432;"{""type"": ""Point"", ""coordinates"": [-123.21166225670257, 49.273834295065434]}";West Point Grey
WH-F10-003;DSTR;Clow;BrigadierM;1.2;1.4;W-WEST;W-WEST;Red;Yes;;;;NWC BELMONT AV & BLANCA ST;26C03;COVAV;;;1947-01-01;__FJ8TRW;Active;replaced:  4/3/2012;N;IN_SERVICE;Yes;2009-11-10T10:39:07+01:00;covDBimport;SDE 834766;29788;29788;"{""type"": ""Point"", ""coordinates"": [-123.21504004745957, 49.27387114513594]}";West Point Grey
WH-F10-004;DSTR;Mueller;CENTURION;1.2;1.2;E-EAST;E-EAST;Red;Yes;;;;NEC NW MARINE DRIVE & BLANCA ST;26C01;COVAV;;;1964-01-01;__FJ8TRU;Active;;N;IN_SERVICE;Yes;2009-11-10T10:21:00+01:00;covDBimport;ENYAMW;28546;28546;"{""type"": ""Point"", ""coordinates"": [-123.21453609761885, 49.275875788675975]}";West Point Grey
WH-F10-010;DSTR;TC;TC1;0.6;1.8;E-EAST;E-EAST;Red;Yes;;;;NEC LANGARA AV & TOLMIE ST;25B05;COVAV;;;1987-01-01;__FJ8TRZ;Active;;N;IN_SERVICE;No;2009-11-10T10:17:38+01:00;covDBimport;SDE 834766;28158;28158;"{""type"": ""Point"", ""coordinates"": [-123.21166091653105, 49.27303911307762]}";West Point Grey
WH-F11-007;DSTR;Mueller;CENTURION;8.8;3.7;N-NORTH;N-NORTH;Blue;Yes;;;;NEC BLANCA ST & W 4TH AV;27A03;COVAV;;;1998-01-01;__FJ8WQ6;Active;;N;IN_SERVICE;Yes;2009-11-10T10:08:32+01:00;covDBimport;SDE 834766;27633;27633;"{""type"": ""Point"", ""coordinates"": [-123.21487036097857, 49.269316201310254]}";West Point Grey
WH-F11-008;DSTR;Mueller;CENTURION;1.5;4.3;N-NORTH;N-NORTH;Red;Yes;;;;NEC BLANCA ST & W 3RD AV;26D08;COVAV;;;1998-01-01;__FJ8WQ9;Active;;N;IN_SERVICE;Yes;2009-11-10T10:43:56+01:00;covDBimport;SDE 834766;33102;33102;"{""type"": ""Point"", ""coordinates"": [-123.21483029866954, 49.27039123857328]}";West Point Grey
WH-F11-009;DSTR;TC;TC1;1.5;0.6;W-WEST;W-WEST;Red;Yes;;;;NWC W 2ND AV & BLANCA ST;26D04;COVAV;;;1966-01-01;__FJ8TR2;Active;;N;IN_SERVICE;No;2009-11-10T10:22:30+01:00;covDBimport;SDE 834766;28461;28461;"{""type"": ""Point"", ""coordinates"": [-123.21512597066321, 49.27147201962905]}";West Point Grey
WH-F11-011;DSTR;TC;TC1;1.8;0.6;N-NORTH;N-NORTH;Red;Yes;;;;NWC DRUMMOND DRIVE & W 2ND AV;26D07;UEL;;;1968-01-01;__FJ8W1T;Active;;N;IN_SERVICE;No;2009-11-10T10:43:26+01:00;covDBimport;SDE 834766;32965;32965;"{""type"": ""Point"", ""coordinates"": [-123.22090158631345, 49.271293469475026]}";West Point Grey
WH-F11-013;DSTR;TC;TC1;152.4;0.9;W-WEST;W-WEST;Green;Yes;;;NS 4700;W 4TH AV;27A02;COVAV;;;1988-01-01;__FJ8TR4;Active;;N;IN_SERVICE;No;2009-11-10T10:31:14+01:00;covDBimport;SDE 834766;29405;29405;"{""type"": ""Point"", ""coordinates"": [-123.21726971782952, 49.26926824962183]}";West Point Grey
WH-F11-014;DSTR;TC;C71P;154.8;2.7;E-EAST;E-EAST;Yellow;Yes;;;NS 4700;W 6TH AV;27A09;COVAV;;;1994-01-01;__FJ8WQB;Active;;N;IN_SERVICE;Yes;2009-11-10T10:32:57+01:00;covDBimport;SDE 834766;31918;31918;"{""type"": ""Point"", ""coordinates"": [-123.2173427316501, 49.26743936897196]}";West Point Grey
WH-F12-001;DSTR;TC;TC1;1.5;1.8;N-NORTH;N-NORTH;Green;Yes;;;;NEC BLANCA ST & W 7TH AV;27A17;COVAV;;;1937-01-01;__FJ8TQ7;Active;;N;IN_SERVICE;No;2009-11-10T10:35:22+01:00;covDBimport;SDE 834766;30949;30949;"{""type"": ""Point"", ""coordinates"": [-123.21496674421286, 49.266628839108854]}";West Point Grey
WH-F12-004;DSTR;TC;TC1;3.0;2.1;N-NORTH;N-NORTH;Green;Yes;;;;NEC W 10TH AV & BLANCA ST;27B07;COVAV;;;1949-01-01;__FJ8TQ9;Active;;N;IN_SERVICE;No;2009-11-10T10:18:13+01:00;covDBimport;SDE 834766;28196;28196;"{""type"": ""Point"", ""coordinates"": [-123.2150586122143, 49.26405919532133]}";West Point Grey
WH-F12-005;DSTR;Mueller;CENTURION;2.1;1.6;E-EAST;E-EAST;Blue;Yes;;;;NEC W 11TH AV & BLANCA ST;27B15;COVAV;;;1931-01-01;__FJ8TQA;Active;;N;IN_SERVICE;Yes;2009-11-10T10:35:00+01:00;covDBimport;ENWWDAS;30897;30897;"{""type"": ""Point"", ""coordinates"": [-123.21504469896838, 49.26307469514517]}";West Point Grey
WH-F13-002;DSTR;AVK;2780;4.3;1.5;W-WEST;W-WEST;Blue;Yes;;;;NWC W 13TH AV & TOLMIE ST;27B20;COVAV;;;1938-01-01;__FJ8TPC;Active;replaced: 7/28/2011;N;IN_SERVICE;Yes;2009-11-10T10:43:07+01:00;covDBimport;FEJ92;32880;32880;"{""type"": ""Point"", ""coordinates"": [-123.21244365555594, 49.26122502644206]}";West Point Grey
WH-F14-001;DSTR;TC;TC1;0.0;2.1;;;Red;Yes;;;;WS TOLMIE ST & W 16TH AV;;COVAV;;;2003-01-01;__FJ8X03;Active;;N;IN_SERVICE;Yes;2009-11-10T10:37:10+01:00;covDBimport;SDE 834766;30366;30366;"{""type"": ""Point"", ""coordinates"": [-123.21245063750317, 49.25835624044474]}";West Point Grey
WH-G10-003;DSTR;TC;TC1;1.8;3.0;W-WEST;W-WEST;Yellow;Yes;;;SWC 4400;NW MARINE DRIVE;25A04;COVAV;;;1964-01-01;__FJ8TS5;Active;;N;IN_SERVICE;No;2009-11-10T10:33:45+01:00;covDBimport;SDE 834766;31950;31950;"{""type"": ""Point"", ""coordinates"": [-123.20581782186535, 49.274769613358934]}";West Point Grey
WH-G10-007;DSTR;TC;TC1;1.2;2.1;W-WEST;W-WEST;Red;Yes;;;;NWC LANGARA AV & SASAMAT ST;25B04;COVAV;;;2001-01-01;__FJ8WLY;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:08+01:00;covDBimport;SDE 834766;29373;29373;"{""type"": ""Point"", ""coordinates"": [-123.2089246997772, 49.27297936351978]}";West Point Grey
WH-G10-008;DSTR;TC;TC1;4.0;0.6;N-NORTH;N-NORTH;Yellow;Yes;;;;NWC SASAMAT ST & W 1ST AV;25B07;COVAV;;;1951-01-01;__FJ8TS2;Active;;N;IN_SERVICE;No;2009-11-10T10:41:15+01:00;covDBimport;SDE 834766;33750;33750;"{""type"": ""Point"", ""coordinates"": [-123.2089136428444, 49.27225569281352]}";West Point Grey
WH-G10-011;DSTR;TC;TC1;416.1;0.6;N-NORTH;N-NORTH;Red;Yes;;;Nend 1500;DISCOVERY ST;25C01;COVAV;;;1982-01-01;__FJ8TS7;Active;;Y;IN_SERVICE;No;2009-11-10T10:39:07+01:00;covDBimport;SDE 834766;29789;29789;"{""type"": ""Point"", ""coordinates"": [-123.20269214080227, 49.27559916140739]}";West Point Grey
WH-G11-004;DSTR;AVK;2780;0.9;0.3;W-WEST;W-WEST;Red;Yes;;;;NWC W 3RD AV & BELLEVUE DRIVE;25B15;COVAV;2009-10-23;TFN for replacement - top bolt broken off - s/off at HCV;2001-12-10;__FJ8TRD;Active;;N;IN_SERVICE;Yes;2009-11-10T10:26:50+01:00;covDBimport;SDE 834766;28746;28746;"{""type"": ""Point"", ""coordinates"": [-123.2094908677479, 49.27026578187837]}";West Point Grey
WH-G11-010;DSTR;TC;C71P;29.3;2.1;W-WEST;W-WEST;Red;Yes;;;SS 4300;W 3RD AV;25D03;COVAV;;;2001-01-01;__FJ8WLX;Active;;N;IN_SERVICE;Yes;2009-11-10T10:14:30+01:00;covDBimport;SDE 834766;28142;28142;"{""type"": ""Point"", ""coordinates"": [-123.204504207992, 49.270096187691706]}";West Point Grey
WH-G12-003;DSTR;TC;TC1;2.4;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC DISCOVERY ST & W 10TH AV;27D15;COVAV;;;1984-01-01;__FJ8TQO;Active;;N;IN_SERVICE;No;2009-11-10T10:35:42+01:00;covDBimport;SDE 834766;31032;31032;"{""type"": ""Point"", ""coordinates"": [-123.20292605605158, 49.263863852618925]}";West Point Grey
WH-G12-005;DSTR;TC;TC1;2.4;0.6;N-NORTH;N-NORTH;Blue;Yes;;;;NEC W 10TH AV & TRIMBLE ST;27D16;COVAV;;;1949-01-01;__FJFK2W;Active;;N;IN_SERVICE;No;2009-11-10T10:38:00+01:00;covDBimport;SDE 834766;30462;30462;"{""type"": ""Point"", ""coordinates"": [-123.20595625874955, 49.26391113085913]}";West Point Grey
WH-G12-006;DSTR;TC;TC1;1.5;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 9TH AV & TRIMBLE ST;27D04;COVAV;;;2003-01-01;__FJEE5Z;Active;;N;IN_SERVICE;No;2009-11-10T10:40:26+01:00;covDBimport;SDE 834766;33746;33746;"{""type"": ""Point"", ""coordinates"": [-123.20618651416476, 49.26474007865698]}";West Point Grey
WH-G12-009;DSTR;TC;TC1;3.0;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC TRIMBLE ST & W 6TH AV;27C05;COVAV;;;1964-01-01;__FJ8TQL;Active;;N;IN_SERVICE;No;2009-11-10T10:35:51+01:00;covDBimport;KAH78;31079;31079;"{""type"": ""Point"", ""coordinates"": [-123.20584593345941, 49.2671203773653]}";West Point Grey
WH-G12-013;DSTR;TC;C71P;2.4;0.9;W-WEST;W-WEST;Blue;Yes;;;;NWC W 9TH AV & SASAMAT ST;27B04;COVAV;;;;__FJ8WQL;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:43+01:00;covDBimport;SDE 834766;29490;29490;"{""type"": ""Point"", ""coordinates"": [-123.20922988318817, 49.26479309445092]}";West Point Grey
WH-G12-014;DSTR;TC;TC1;4.6;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NEC SASAMAT ST & W 10TH AV;27B09;COVAV;;;1983-01-01;__FJ8TQG;Active;;N;IN_SERVICE;No;2009-11-10T10:32:35+01:00;covDBimport;SDE 834766;31477;31477;"{""type"": ""Point"", ""coordinates"": [-123.20904498278067, 49.26397891275094]}";West Point Grey
WH-G12-015;DSTR;TC;TC1;1.2;0.3;N-NORTH;N-NORTH;Blue;Yes;;;;NEC SASAMAT ST & W 11TH AV;27B10;COVAV;;;1983-01-01;__FJ8TQH;Active;;N;IN_SERVICE;No;2009-11-10T10:37:01+01:00;covDBimport;SDE 834766;30204;30204;"{""type"": ""Point"", ""coordinates"": [-123.2090662592544, 49.26300605099642]}";West Point Grey
WH-G12-016;DSTR;Mueller;CENTURION;7.6;0.6;N-NORTH;N-NORTH;Green;Yes;;;;NWC COURTENAY ST & W 10TH AV;27D14;COVAV;;;1999-01-01;__FJ8WQM;Active;;N;IN_SERVICE;Yes;2009-11-10T10:25:29+01:00;covDBimport;SDE 834766;28800;28800;"{""type"": ""Point"", ""coordinates"": [-123.20036733274985, 49.26377663003096]}";West Point Grey
WH-G12-019;DSTR;TC;C71P;1.0;0.9;W-WEST;W-WEST;Yellow;Yes;;;;SWC W 8TH AV & CROWN CRESCENT;27D06;COVAV;;;2002-01-01;__FJ8WMT;Active;;N;IN_SERVICE;Yes;2009-11-10T10:41:06+01:00;covDBimport;SDE 834766;33539;33539;"{""type"": ""Point"", ""coordinates"": [-123.19986762902954, 49.26534491091221]}";West Point Grey
WH-G13-007;DSTR;Mueller;CENTURION;1.5;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC DISCOVERY ST & W 14TH AV;46C05;COVAV;;;1998-01-01;__FJ8WQT;Active;;N;IN_SERVICE;Yes;2009-11-10T10:42:50+01:00;covDBimport;ENWT2;33793;33793;"{""type"": ""Point"", ""coordinates"": [-123.20303515520301, 49.259992903158405]}";West Point Grey
WH-G13-011;DSTR;AVK;2780;1.2;2.8;E-EAST;E-EAST;Green;Yes;;;;NEC TRIMBLE ST & W 12TH AV;27D24;COVAV;;;2007-06-15;__FJ8TPM;Active;;N;IN_SERVICE;Yes;2009-11-10T10:34:02+01:00;covDBimport;SDE 834766;31450;31450;"{""type"": ""Point"", ""coordinates"": [-123.20596960966303, 49.262006820410974]}";West Point Grey
WH-G13-013;DSTR;Mueller;CENTURION;3.7;2.1;N-NORTH;N-NORTH;Blue;Yes;;;;NEC TRIMBLE ST & W 14TH AV;46C04;COVAV;;;1959-01-16;__FJ8TPI;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:30+01:00;covDBimport;ENYANGS;33822;33822;"{""type"": ""Point"", ""coordinates"": [-123.20609772241852, 49.26026827543501]}";West Point Grey
WH-G13-019;DSTR;Clow;BrigadierM;2.7;0.9;E-EAST;E-EAST;Blue;Yes;;;;NEC W 13TH AV & SASAMAT ST;27B19;COVAV;;;1963-01-01;__FJ8TPG;Active;;N;IN_SERVICE;Yes;2009-11-10T10:36:00+01:00;covDBimport;SDE 834766;30785;30785;"{""type"": ""Point"", ""coordinates"": [-123.20904894257282, 49.26112569561644]}";West Point Grey
WH-G14-002;DSTR;TC;TC1;2.7;0.9;E-EAST;E-EAST;Blue;Yes;;;;NEC W 16TH AV & COURTENAY ST;45A01;COVAV;;;1929-01-01;__FJ8TOY;Active;;N;IN_SERVICE;No;2009-11-10T10:43:06+01:00;covDBimport;SDE 834766;32873;32873;"{""type"": ""Point"", ""coordinates"": [-123.19999466307758, 49.25830849934591]}";West Point Grey
WH-G18-003;DSTR;Mueller;CENTURION;3.0;2.1;E-EAST;E-EAST;Blue;Yes;;;SEC 4390;ALISH DRIVE;67C02;Musqueam LH;;;1966-01-01;__FJ8TNJ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:30:00+01:00;covDBimport;ENYAMW;29317;29317;"{""type"": ""Point"", ""coordinates"": [-123.20409783428052, 49.23653777877132]}";Dunbar-Southlands
WH-G18-004;DSTR;Mueller;CENTURION;2.4;2.0;E-EAST;E-EAST;Blue;Yes;;;SEC 4290;ALISH DRIVE;67C03;Musqueam LH;;;1966-01-01;__FJ8TNI;Active;;N;IN_SERVICE;Yes;2009-11-10T10:30:37+01:00;covDBimport;PIY88;29233;29233;"{""type"": ""Point"", ""coordinates"": [-123.20192153409786, 49.23597568472442]}";Dunbar-Southlands
WH-G19-003;DSTR;Mueller;CENTURION;2.4;1.6;E-EAST;E-EAST;Blue;Yes;;;NEC 4100;SALISH DRIVE;67C04;Musqueam LH;;;2006-01-13;__FJEA9O;Active;;N;IN_SERVICE;Yes;2009-11-10T10:45:12+01:00;covDBimport;ENYAMW;32547;32547;"{""type"": ""Point"", ""coordinates"": [-123.20010899676542, 49.23540777482211]}";Dunbar-Southlands
WH-G19-006;DSTR;Mueller;CENTURION;0.0;1.9;;;Blue;Yes;;;IFO 14;SEMANA CRESCENT;;Musqueam LH;;;2016-12-14;__G7A57V;Active;;N;IN_SERVICE;Yes;2017-01-25T13:08:05+01:00;ENYAMW;ENYAMW;4315701;4315701;"{""type"": ""Point"", ""coordinates"": [-123.20206848211168, 49.23511114561449]}";Dunbar-Southlands
WH-G19-008;DSTR;Mueller;CENTURION;0.0;1.8;;;Blue;Yes;;;IFO 14;SENNOK CRESCENT;;Musqueam LH;;;2016-12-14;__G7AVUQ;Active;;N;IN_SERVICE;Yes;2017-01-25T13:08:08+01:00;ENYAMW;ENYAMW;4315790;4315790;"{""type"": ""Point"", ""coordinates"": [-123.20421150209069, 49.235709744572134]}";Dunbar-Southlands
WH-G20-004;DSTR;TC;C71P;2.5;0.9;E-WEST;E-WEST;Yellow;Yes;;;SS 4194;YUCULTA CRESCENT;67D02;Musqueam LH;;;2008-07-17;__FJ8WQZ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:51+01:00;covDBimport;SDE 834766;30684;30684;"{""type"": ""Point"", ""coordinates"": [-123.20010208071321, 49.22987653834909]}";Dunbar-Southlands
WH-G20-801;DSTR;Mueller;CENTURION;0.0;2.7;;;Blue;Yes;;;WEND 4100;JERICHO DR;;Musqueam V;;;2007-01-01;__FPH499;Active;;N;IN_SERVICE;Yes;2011-08-02T16:30:00+02:00;ENYAMW;JIF37;4155635;4155635;"{""type"": ""Point"", ""coordinates"": [-123.2006644335921, 49.22700482242726]}";Dunbar-Southlands
WH-G21-801;DSTR;Mueller;CENTURION;0.0;2.6;;;Blue;Yes;;;MidBlock 4100;JERICHO DR;;Musqueam V;;;2007-01-01;__FPH498;Active;;N;IN_SERVICE;Yes;2011-08-02T16:30:00+02:00;ENYAMW;SDE 834766;4155632;4155632;"{""type"": ""Point"", ""coordinates"": [-123.19916417217581, 49.22651188737254]}";Dunbar-Southlands
WH-G21-803;DSTR;Mueller;CENTURION;0.0;1.1;;;;Yes;;;MidBlock 4100;USQUEAM AV;;Musqueam V;;;2007-01-01;__FPH440;Active;;N;IN_SERVICE;Yes;2011-08-02T16:30:00+02:00;ENYAMW;SDE 834766;4155467;4155467;"{""type"": ""Point"", ""coordinates"": [-123.19998733479046, 49.224771688310454]}";Dunbar-Southlands
WH-H11-001;DSTR;TC;TC1;6.1;1.5;E-EAST;E-EAST;Blue;Yes;;;NS 3900;POINT GREY ROAD;24B01;COVAV;;;1977-01-01;__FJ8TRO;Active;;N;IN_SERVICE;No;2009-11-10T10:41:00+01:00;covDBimport;ENYANGS;33471;33471;"{""type"": ""Point"", ""coordinates"": [-123.19181582345776, 49.27109943270084]}";West Point Grey
WH-H11-002;DSTR;TC;TC1;4.0;1.5;W-WEST;W-WEST;Blue;Yes;;;;SWC POINT GREY ROAD & WALLACE ST;24B02;COVAV;;;1977-01-01;__FJ8TRN;Active;;N;IN_SERVICE;No;2009-11-10T10:44:51+01:00;covDBimport;SDE 834766;32239;32239;"{""type"": ""Point"", ""coordinates"": [-123.18964040435124, 49.27147544285189]}";West Point Grey
WH-H11-004;DSTR;Mueller;CENTURION;67.7;6.9;W-WEST;W-WEST;Blue;Yes;;;NS 3800;W 2ND AV;24B12;COVAV;;;1976-01-01;__FJ8TRK;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:30:00+01:00;covDBimport;ENYAMW;29236;29236;"{""type"": ""Point"", ""coordinates"": [-123.19167129263198, 49.270159674131754]}";West Point Grey
WH-H11-007;DSTR;TC;TC1;2.1;2.4;E-EAST;E-EAST;Blue;Yes;;;;NEC W 4TH AV & WALLACE ST;28A02;COVAV;;;1976-01-01;__FJ8TRI;Active;;N;IN_SERVICE;No;2009-11-10T10:42:20+01:00;covDBimport;SDE 834766;33201;33201;"{""type"": ""Point"", ""coordinates"": [-123.19048731242427, 49.268799740566344]}";West Point Grey
WH-H11-009;DSTR;TC;TC1;221.6;2.7;W-WEST;W-WEST;Blue;Yes;;;NS 4000;W 4TH AV;28A01;COVAV;;;1976-01-01;__FJ8TRG;Active;;N;IN_SERVICE;No;2009-11-10T10:39:26+01:00;covDBimport;SDE 834766;29886;29886;"{""type"": ""Point"", ""coordinates"": [-123.19383822304421, 49.26885667527077]}";West Point Grey
WH-H12-001;DSTR;TC;TC1;0.0;0.6;;;Yellow;Yes;;;SS 4100;W 8TH AV;27D08;COVAV;;;1947-01-01;__FJFK4S;Active;;N;IN_SERVICE;No;2009-11-10T10:31:51+01:00;covDBimport;SDE 834766;29608;29608;"{""type"": ""Point"", ""coordinates"": [-123.19726207660074, 49.26530666146633]}";West Point Grey
WH-H12-003;DSTR;TC;TC1;4.6;0.6;E-EAST;E-EAST;Yellow;Yes;;;;SEC W 8TH AV & W 8TH AV;28B02;COVAV;2011-04-16;hyd MVA;1943-01-01;__FJ8TQY;Active;;N;IN_SERVICE;No;2009-11-10T10:30:30+01:00;covDBimport;SDE 834766;29009;29009;"{""type"": ""Point"", ""coordinates"": [-123.1931747137392, 49.26524793841662]}";West Point Grey
WH-H12-008;DSTR;TC;TC1;3.7;1.5;E-WEST;E-WEST;Yellow;Yes;;;;NS CROWN CRESCENT & CAMOSUN ST;27D09;COVAV;;;1930-01-01;__FJ8TQU;Active;;N;IN_SERVICE;No;2009-11-10T10:32:10+01:00;covDBimport;SDE 834766;29555;29555;"{""type"": ""Point"", ""coordinates"": [-123.19694195647833, 49.26464784971614]}";West Point Grey
WH-H13-001;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Green;Yes;;;;NEC W 11TH AV & WALLACE ST;28B21;COVAV;;;1962-01-01;__FJ8TQ3;Active;;N;IN_SERVICE;No;2009-11-10T10:08:45+01:00;covDBimport;SDE 834766;27643;27643;"{""type"": ""Point"", ""coordinates"": [-123.19073037581562, 49.262649657887444]}";West Point Grey
WH-H13-005;DSTR;TC;TC1;1.8;1.2;E-EAST;E-EAST;Blue;Yes;;;;NEC W 12TH AV & CROWN ST;28B23;COVAV;;;1963-01-01;__FJ8TPW;Active;;N;IN_SERVICE;No;2009-11-10T10:35:57+01:00;covDBimport;SDE 834766;31108;31108;"{""type"": ""Point"", ""coordinates"": [-123.19379508997724, 49.261844856627434]}";West Point Grey
WH-H13-009;DSTR;Clow;BrigadierM;0.9;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 13TH AV & CAMOSUN ST;27D30;COVAV;2013-06-21;Hdrant OC needs to be replaced HCV closed locked;1991-01-01;__FJ8TPY;Active;;N;IN_SERVICE;Yes;2009-11-10T10:19:00+01:00;covDBimport;SDE 834766;28344;28344;"{""type"": ""Point"", ""coordinates"": [-123.19718644818505, 49.26096653767087]}";West Point Grey
WH-H14-002;DSTR;TC;TC1;0.9;2.7;W-WEST;W-WEST;Blue;Yes;;;;NEC WALLACE ST & W 16TH AV;45A14;COVAV;;;1994-01-01;__FJ8W9W;Active;;N;IN_SERVICE;No;2009-11-10T10:44:16+01:00;covDBimport;SDE 834766;32376;32376;"{""type"": ""Point"", ""coordinates"": [-123.19093268646496, 49.25821971956783]}";West Point Grey
WH-H14-004;DSTR;Mueller;CENTURION;0.9;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 17TH AV & CROWN ST;45A16;COVAV;;;1998-01-01;__FJ8WR0;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:58+01:00;covDBimport;SDE 834766;29742;29742;"{""type"": ""Point"", ""coordinates"": [-123.19369934644914, 49.257560073423015]}";Dunbar-Southlands
WH-H14-009;DSTR;Mueller;CENTURION;0.3;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;NEC WALLACE ST & W 19TH AV;45A21;COVAV;;;2000-01-01;__FJ8WJC;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:26+01:00;covDBimport;SDE 834766;33744;33744;"{""type"": ""Point"", ""coordinates"": [-123.1906795630249, 49.25569330793239]}";Dunbar-Southlands
WH-H14-011;DSTR;Mueller;CENTURION;1.5;1.2;E-EAST;E-EAST;Blue;Yes;;;;NEC W 19TH AV & CAMOSUN ST;45A23;COVAV;;;2000-01-01;__FJ8WJD;Active;;N;IN_SERVICE;Yes;2009-11-10T10:43:22+01:00;covDBimport;SDE 834766;32948;32948;"{""type"": ""Point"", ""coordinates"": [-123.19642904550332, 49.255698302175674]}";Dunbar-Southlands
WH-H15-001;DSTR;TC;C71P;140.8;0.3;W-WEST;W-WEST;Blue;Yes;;;NS 4000;W 21ST AV;45B14;COVAV;;;1978-01-01;__FJ8TOS;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:00+01:00;covDBimport;SDE 834766;30606;30606;"{""type"": ""Point"", ""coordinates"": [-123.19563499592796, 49.25388716555377]}";Dunbar-Southlands
WH-H15-002;DSTR;TC;TC1;0.9;1.2;E-EAST;E-EAST;Blue;Yes;;;;NEC W 21ST AV & CROWN ST;45B03;COVAV;;;1967-01-01;__FJ8TOW;Active;;N;IN_SERVICE;No;2009-11-10T10:20:18+01:00;covDBimport;SDE 834766;28327;28327;"{""type"": ""Point"", ""coordinates"": [-123.19342799522916, 49.25387876502952]}";Dunbar-Southlands
WH-H15-003;DSTR;TC;C71P;0.0;3.7;;;Green;Yes;;;;NEC WALLACE ST & W 22ND AV;;COVAV;;;2002-01-01;__FJEAAS;Active;;N;IN_SERVICE;Yes;2009-11-10T10:35:44+01:00;covDBimport;SDE 834766;31042;31042;"{""type"": ""Point"", ""coordinates"": [-123.19071168852827, 49.25298481049303]}";Dunbar-Southlands
WH-H15-006;DSTR;Mueller;CENTURION;1.5;1.2;E-EAST;E-EAST;Red;Yes;;;;NEC W 23RD AV & CROWN ST;45B07;COVAV;;;2000-01-01;__FJ8WLB;Active;;N;IN_SERVICE;Yes;2009-11-10T10:45:55+01:00;covDBimport;SDE 834766;32482;32482;"{""type"": ""Point"", ""coordinates"": [-123.19343418731152, 49.25206966141927]}";Dunbar-Southlands
WH-H15-010;DSTR;Mueller;CENTURION;2.1;0.6;E-EAST;E-EAST;Blue;Yes;;;;SEC W KING EDWARD AV & WALLACE ST;47A08;COVAV;;;1925-01-01;__FJ8TOT;Active;;N;IN_SERVICE;Yes;2009-11-10T10:27:53+01:00;covDBimport;ENYAMW;28898;28898;"{""type"": ""Point"", ""coordinates"": [-123.19067937969811, 49.249912381086]}";Dunbar-Southlands
WH-H15-011;DSTR;TC;C71P;0.0;3.0;;;Blue;Yes;;;;BLVD W KING EDWARD AV & WALLACE ST;;COVAV;;;2002-01-01;__FJ8WPC;Active;;N;IN_SERVICE;Yes;2009-11-10T10:44:34+01:00;covDBimport;SDE 834766;32688;32688;"{""type"": ""Point"", ""coordinates"": [-123.19068272653227, 49.25011063947705]}";Dunbar-Southlands
WH-H15-012;DSTR;TC;C71P;0.0;2.1;;;Red;Yes;;;;NEC W KING EDWARD AV & CROWN ST;;COVAV;;;2002-01-01;__FJ8WOW;Active;;N;IN_SERVICE;Yes;2009-11-10T10:25:19+01:00;covDBimport;PIY88;28788;28788;"{""type"": ""Point"", ""coordinates"": [-123.19341540898021, 49.25025981646082]}";Dunbar-Southlands
