ID;SUBSYSTEM;CODE;COVWATERHYDRANTUNITTYPE;DISTANCEFROMCORNER;FEEDERLEN;DIR;LINE;COLOR;INCOMM;CHR0;CHR1;STREET_NUMBER;STREET;OLDHYDNUM;CASTSUB;OOCDATE;OOCNOTES;INSTDATE1;ORACLEID;ACTIVE;REMARKS;FIREUSEONLY;STATUS;COMPRESSION;ADDDTTM;ADDBY;MODBY;FEATURE_ID;UNITID;Geom;Geo Local Area
WH-K20-009;DSTR;Mueller;CENTURION;1.2;2.7;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC VINE ST & W 47TH AV;64D03;COVAV;;;1999-01-01;__FJ8WTK;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:34+01:00;covDBimport;SDE 834766;33895;33895;"{""type"": ""Point"", ""coordinates"": [-123.16001973899716, 49.22896275899053]}";Kerrisdale
WH-K20-010;DSTR;TC;TC1;2.7;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NEC BALSAM ST & W 47TH AV;64D02;COVAV;;;1958-01-01;__FJ8TSE;Active;;N;IN_SERVICE;No;2009-11-10T10:33:09+01:00;covDBimport;SDE 834766;30836;30836;"{""type"": ""Point"", ""coordinates"": [-123.16142494763297, 49.22920095944868]}";Kerrisdale
WH-K20-020;DSTR;TC;TC1;1.2;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC LIME ST & W 49TH AV;70C01;COVAV;;;;__FJ8TWE;Active;;N;IN_SERVICE;No;2009-11-10T10:24:17+01:00;covDBimport;SDE 834766;28647;28647;"{""type"": ""Point"", ""coordinates"": [-123.15756678172507, 49.227090213431545]}";Kerrisdale
WH-K20-021;DSTR;TC;TC1;4.9;3.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC BEECHWOOD ST & W 49TH AV;70C05;COVAV;;;1955-01-01;__FJ8TWD;Active;;N;IN_SERVICE;No;2009-11-10T10:46:51+01:00;covDBimport;SDE 834766;32498;32498;"{""type"": ""Point"", ""coordinates"": [-123.15628854908086, 49.22701911520293]}";Kerrisdale
WH-K20-023;DSTR;TC;C71P;1.8;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 48TH AV & WEST BOULEVARD;64D09;COVAV;;;2003-01-01;__FJE6Y6;Active;;N;IN_SERVICE;Yes;2009-11-10T10:45:31+01:00;covDBimport;SDE 834766;32032;32032;"{""type"": ""Point"", ""coordinates"": [-123.15580538888835, 49.22818691249481]}";Kerrisdale
WH-K20-025;DSTR;TC;TC1;1.2;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 46TH AV & WEST BOULEVARD;64D11;COVAV;;;1952-01-01;__FJ8TWK;Active;;N;IN_SERVICE;No;2009-11-10T10:38:58+01:00;covDBimport;SDE 834766;29741;29741;"{""type"": ""Point"", ""coordinates"": [-123.15588385603942, 49.22996382076513]}";Kerrisdale
WH-K21-001;DSTR;TC;TC1;1.5;3.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWS MARINE CRESCENT & W 50TH AV;70A04;COVAV;;;1983-01-01;__FJ8UVC;Active;;N;IN_SERVICE;No;2009-11-10T10:33:36+01:00;covDBimport;SDE 834766;31790;31790;"{""type"": ""Point"", ""coordinates"": [-123.16370046168466, 49.2257907374621]}";Kerrisdale
WH-K21-002;DSTR;Clow;BrigadierM;1.2;0.9;E-EAST;E-EAST;Blue;Yes;;;;NEC W 51ST AV & MARINE CRESCENT;70A05;Musqueam;;;1900-01-01;__FJ8UVD;Active;;N;IN_SERVICE;Yes;2009-11-10T10:26:00+01:00;covDBimport;RIH83;28742;28742;"{""type"": ""Point"", ""coordinates"": [-123.16368739261044, 49.225164676282205]}";Kerrisdale
WH-K21-004;DSTR;TC;TC1;95.1;1.5;N-NORTH;N-NORTH;Blue;Yes;;;MidBlk 6600;VINE ST;70A10;COVAV;;;1962-01-01;__FJ8TVL;Active;;N;IN_SERVICE;No;2009-11-10T10:07:52+01:00;covDBimport;SDE 834766;27612;27612;"{""type"": ""Point"", ""coordinates"": [-123.15999830456484, 49.22598713690313]}";Kerrisdale
WH-K21-008;DSTR;TC;TC1;125.6;0.6;S-SOUTH;S-SOUTH;Blue;Yes;;;MidBlk 6600;EECHWOOD ST;70C04;COVAV;;;;__FJ8TVQ;Active;;N;IN_SERVICE;No;2009-11-10T10:44:17+01:00;covDBimport;SDE 834766;32378;32378;"{""type"": ""Point"", ""coordinates"": [-123.15632763319353, 49.22593377439466]}";Kerrisdale
WH-K21-009;DSTR;TC;TC1;3.7;1.2;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ARBUTUS ST & W 53RD AV;70D02;COVAV;;;1956-01-01;__FJ8TVS;Active;;N;IN_SERVICE;No;2009-11-10T10:28:38+01:00;covDBimport;SDE 834766;28871;28871;"{""type"": ""Point"", ""coordinates"": [-123.15518986390867, 49.2229507049755]}";Kerrisdale
WH-K21-010;DSTR;TC;TC1;2.4;0.6;N-NORTH;N-NORTH;Blue;Yes;;;;NEC BEECHWOOD ST & W 53RD AV;70D03;COVAV;;;1946-01-01;__FJ8TVP;Active;;N;IN_SERVICE;No;2009-11-10T10:36:36+01:00;covDBimport;SDE 834766;30561;30561;"{""type"": ""Point"", ""coordinates"": [-123.15705351507282, 49.222962074912374]}";Kerrisdale
WH-K21-011;DSTR;TC;TC1;0.0;0.9;;;Blue;Yes;;;;NEC YEW ST & W 53RD AV;70A16;COVAV;;;1962-01-01;__FJ8TVO;Active;;N;IN_SERVICE;No;2009-11-10T10:44:17+01:00;covDBimport;SDE 834766;32380;32380;"{""type"": ""Point"", ""coordinates"": [-123.15891167589862, 49.2229698242266]}";Kerrisdale
WH-K22-003;DSTR;AVK;2780;7.6;3.5;E-EAST;E-EAST;Blue;Yes;;;;NEC W 57TH AV & SW MARINE DRIVE;88C01;COVAV;;;1965-01-01;__FJ8TUV;Active;;N;IN_SERVICE;Yes;2009-11-10T10:41:00+01:00;covDBimport;SDE 834766;33249;33249;"{""type"": ""Point"", ""coordinates"": [-123.15834082549009, 49.21963113928858]}";Kerrisdale
WH-K22-006;DSTR;TC;TC1;4.3;0.6;E-EAST;E-EAST;Blue;Yes;;;NEC 2100;W 54TH AV;70B04;COVAV;;;1962-01-01;__FJ8TUX;Active;;N;IN_SERVICE;No;2009-11-10T10:31:31+01:00;covDBimport;SDE 834766;29409;29409;"{""type"": ""Point"", ""coordinates"": [-123.15868413597396, 49.222045881711324]}";Kerrisdale
WH-K23-003;DSTR;TC;TC1;3.7;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC SW MARINE DRIVE & W 59TH AV;88C02;COVAV;;;1983-01-01;__FJ8TUE;Active;;N;IN_SERVICE;No;2009-11-10T10:33:00+01:00;covDBimport;SDE 834766;31504;31504;"{""type"": ""Point"", ""coordinates"": [-123.15674876185693, 49.21765707484114]}";Kerrisdale
WH-L02-001;DSTR;TC;C71P;0.0;5.3;;;Green;Yes;;;2000;W GEORGIA ST;SPH13;STANLEY PARK;;;;__FNJVIR;Active;;N;IN_SERVICE;Yes;2009-11-10T10:36:20+01:00;covDBimport;SDE 834766;30196;30196;"{""type"": ""Point"", ""coordinates"": [-123.15295291717517, 49.308208922424996]}";
WH-L02-004;DSTR;TC;C71P;0.0;4.0;;;Green;Yes;;;2000;W GEORGIA ST;SPH16;STANLEY PARK;;;;__FNJVKZ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:17:06+01:00;covDBimport;SDE 834766;28274;28274;"{""type"": ""Point"", ""coordinates"": [-123.14521074957797, 49.311967290538135]}";
WH-L03-005;DSTR;TC;TC1;0.0;0.3;;;Green;Yes;;;2000;W GEORGIA ST;SPH61;STANLEY PARK;2013-04-29;WW doing work in area;1930-01-01;__FNJXYO;Active;;Y;IN_SERVICE;No;2009-11-10T10:19:00+01:00;covDBimport;SDE 834766;28371;28371;"{""type"": ""Point"", ""coordinates"": [-123.14562013457095, 49.3061139006946]}";
WH-L04-001;DSTR;TC;C71P;0.0;1.7;;;Green;Yes;;;2000;W GEORGIA ST;SPH09;STANLEY PARK;;;;__FNJVHN;Active;;N;IN_SERVICE;Yes;2009-11-10T10:39:37+01:00;covDBimport;SDE 834766;29982;29982;"{""type"": ""Point"", ""coordinates"": [-123.15385382681544, 49.30192728130202]}";
WH-L05-002;DSTR;TC;C71P;0.0;1.0;;;Green;Yes;;;2000;W GEORGIA ST;SPH04;STANLEY PARK;;;;__FNJU3Y;Active;;N;IN_SERVICE;Yes;2009-11-10T10:26:48+01:00;covDBimport;SDE 834766;28744;28744;"{""type"": ""Point"", ""coordinates"": [-123.15131648888847, 49.29580002079975]}";
WH-L05-004;DSTR;Clow;BrigadierM;0.0;0.2;;;Green;Yes;;;2000;W GEORGIA ST;SPH35;STANLEY PARK;;;;__FNJXGZ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:32:00+01:00;covDBimport;SDE 834766;29571;29571;"{""type"": ""Point"", ""coordinates"": [-123.14644352663801, 49.295966466552514]}";
WH-L09-003;DSTR;TC;TC1;0.0;1.5;;;Blue;Yes;;;;SWC OGDEN AV & CHESTNUT ST;22A02;COVAV;;;1951-01-01;__FJ8U5B;Active;;N;IN_SERVICE;No;2009-11-10T10:33:51+01:00;covDBimport;SDE 834766;31227;31227;"{""type"": ""Point"", ""coordinates"": [-123.1463128627726, 49.2767023008328]}";Kitsilano
WH-L10-002;DSTR;AVK;2780;0.0;1.4;;;Blue;Yes;;;;SWC CYPRESS ST & MCNICOLL AV;22A03;COVAV;;;1964-01-01;__FJ8U4W;Active;;N;IN_SERVICE;Yes;2009-11-10T10:37:40+01:00;covDBimport;SDE 834766;30149;30149;"{""type"": ""Point"", ""coordinates"": [-123.14778292322691, 49.27612245321112]}";Kitsilano
WH-L10-003;DSTR;TC;SupCent250;3.4;2.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC MAPLE ST & MCNICOLL AV;23C03;COVAV;;;1957-01-01;__FJ8U4V;Active;;N;IN_SERVICE;Yes;2009-11-10T10:43:38+01:00;covDBimport;ENYAMW;33027;33027;"{""type"": ""Point"", ""coordinates"": [-123.15014671758966, 49.27614530295759]}";Kitsilano
WH-L10-004;DSTR;TC;TC1;2.4;3.0;S-SOUTH;S-SOUTH;Green;Yes;;;;SEC ARBUTUS ST & WHYTE AV WH-L10-00;23C01;COVAV;;;1968-01-01;__FJFK58;Active;;Y;IN_SERVICE;No;2009-11-10T10:44:00+01:00;covDBimport;SDE 834766;32148;32148;"{""type"": ""Point"", ""coordinates"": [-123.15182988266793, 49.27528014105491]}";Kitsilano
WH-L10-009;DSTR;AVK;2780;0.0;1.6;;;Blue;Yes;;;;SWC CYPRESS ST & CREELMAN AV;22B02;COVAV;;;2010-04-20;__FJ8U52;Active;;N;IN_SERVICE;No;2009-11-10T10:43:49+01:00;covDBimport;SDE 834766;33081;33081;"{""type"": ""Point"", ""coordinates"": [-123.1478209171025, 49.27433546515566]}";Kitsilano
WH-L10-010;DSTR;TC;TC1;0.0;0.9;;;Green;Yes;;;;SWC CREELMAN AV & WALNUT ST;22B01;COVAV;;;1957-01-01;__FJ8U53;Active;;N;IN_SERVICE;No;2009-11-10T10:25:56+01:00;covDBimport;SDE 834766;28827;28827;"{""type"": ""Point"", ""coordinates"": [-123.14910378060029, 49.27440576039244]}";Kitsilano
WH-L10-016;DSTR;AVK;2780;0.7;2.7;N-NORTH;N-NORTH;Blue;Yes;;;;NWC WALNUT ST & CORNWALL AV;22B07;COVAV;;;2009-04-30;__FJ8U55;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:05+01:00;covDBimport;SDE 834766;30662;30662;"{""type"": ""Point"", ""coordinates"": [-123.14910217370867, 49.2726000674815]}";Kitsilano
WH-L10-019;DSTR;TC;TC1;2.7;3.4;S-South;S-South;Blue;Yes;;;;SWC CYPRESS ST & CORNWALL AV;22B06;COVAV;;;2001-01-01;__FJEAE1;Active;;N;IN_SERVICE;No;2009-11-10T10:39:09+01:00;covDBimport;SDE 834766;29801;29801;"{""type"": ""Point"", ""coordinates"": [-123.14792516486139, 49.27233086094685]}";Kitsilano
WH-L10-021;DSTR;AVK;2780;2.1;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC ARBUTUS ST & CORNWALL AV;23D05;COVAV;2009-05-20;o/c as per Dennis Tr#1002, construction until further notice;2009-06-08;__FJFK5A;Active;;N;IN_SERVICE;Yes;2009-11-10T10:19:30+01:00;covDBimport;SDE 834766;28350;28350;"{""type"": ""Point"", ""coordinates"": [-123.15272296173521, 49.272426993376286]}";Kitsilano
WH-L10-102;DFPS;Olympic;PD049 DFPS;0.0;3.0;;;White;Yes;;;1400;CYPRESS ST;;COVAV;;;2001-01-01;__FJGS4C;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:33:00+01:00;covDBimport;SDE 834766;30849;30849;"{""type"": ""Point"", ""coordinates"": [-123.14784175538729, 49.2734144297761]}";Kitsilano
WH-L11-007;DSTR;TC;TC1;0.6;3.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC ARBUTUS ST & W 1ST AV;23D22;COVAV;;;1988-01-01;__FJ8U4D;Active;;N;IN_SERVICE;No;2009-11-10T10:43:30+01:00;covDBimport;SDE 834766;32988;32988;"{""type"": ""Point"", ""coordinates"": [-123.15276692356933, 49.270681435471765]}";Kitsilano
WH-L11-008;DSTR;Clow;BrigadierM;4.3;2.1;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC MAPLE ST & W 1ST AV;23D23;COVAV;;;1908-01-01;__FJ8U4G;Active;;N;IN_SERVICE;Yes;2009-11-10T10:21:00+01:00;covDBimport;SDE 834766;28573;28573;"{""type"": ""Point"", ""coordinates"": [-123.1501250794633, 49.27062812047986]}";Kitsilano
WH-L11-010;DSTR;AVK;2780;0.0;1.8;;;Blue;Yes;;;;SEC W 1ST AV & BURRARD ST;22B11;COVAV;;;1970-01-01;__FJ8U4P;Active;;N;IN_SERVICE;Yes;2009-11-10T10:30:39+01:00;covDBimport;SDE 834766;29245;29245;"{""type"": ""Point"", ""coordinates"": [-123.14527615272178, 49.27058098631957]}";Fairview
WH-L11-011;DSTR;Mueller;CENTURION;0.0;2.0;;;Blue;Yes;;;;SWC BURRARD ST & W 2ND AV;22B17;COVAV;;;1932-01-01;__FJ8U4L;Active;;N;IN_SERVICE;Yes;2009-11-10T10:26:00+01:00;covDBimport;PIY88;28836;28836;"{""type"": ""Point"", ""coordinates"": [-123.14571640995061, 49.26964151319188]}";Kitsilano
WH-L11-014;DSTR;TC;TC1;1.8;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC ARBUTUS ST & W 2ND AV;23D27;COVAV;;;1988-01-01;__FJ8U4E;Active;;N;IN_SERVICE;No;2009-11-10T10:36:00+01:00;covDBimport;SDE 834766;30258;30258;"{""type"": ""Point"", ""coordinates"": [-123.15280882861465, 49.269788597658454]}";Kitsilano
WH-L11-015;DSTR;TC;TC1;4.0;1.8;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC YEW ST & W 2ND AV;23D28;COVAV;;;1986-01-01;__FJ8U49;Active;;N;IN_SERVICE;No;2009-11-10T10:36:33+01:00;covDBimport;SDE 834766;30493;30493;"{""type"": ""Point"", ""coordinates"": [-123.15519180685206, 49.26980882707591]}";Kitsilano
WH-L11-016;DSTR;TC;TC1;4.0;1.8;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC YEW ST & W 3RD AV;29C03;COVAV;;;1967-01-01;__FJ8U4A;Active;;N;IN_SERVICE;No;2009-11-10T10:24:50+01:00;covDBimport;SDE 834766;28608;28608;"{""type"": ""Point"", ""coordinates"": [-123.15522476631459, 49.26892677650048]}";Kitsilano
WH-L11-020;DSTR;Clow;BrigadierM;0.0;4.8;;;Blue;Yes;;;;SWC BURRARD ST & W 3RD AV;30A02;COVAV;;;1932-01-01;__FJ8U4M;Active;;N;IN_SERVICE;Yes;2009-11-10T10:34:00+01:00;covDBimport;ENYAMW;31467;31467;"{""type"": ""Point"", ""coordinates"": [-123.14577612154288, 49.26874027182538]}";Kitsilano
WH-L11-021;DSTR;Mueller;CENTURION;0.0;0.6;;;Blue;Yes;;;;SWC W 4TH AV & BURRARD ST;30A05;COVAV;;;1989-01-01;__FJ8X1N;Active;;N;IN_SERVICE;Yes;2009-11-10T10:34:00+01:00;covDBimport;SDE 834766;31759;31759;"{""type"": ""Point"", ""coordinates"": [-123.14588206364087, 49.26792482212712]}";Kitsilano
WH-L11-103;DFPS;Olympic;PD049 DFPS;4.1;3.2;N-SOUTH;N-SOUTH;White;Yes;;;;NWC CYPRESS ST & W 4TH AV;;COVAV;;;2001-01-01;__FNJR83;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:43:00+01:00;covDBimport;SDE 834766;32937;32937;"{""type"": ""Point"", ""coordinates"": [-123.1480218773583, 49.268200924887395]}";Kitsilano
WH-L12-007;DSTR;TC;C71P;3.0;3.0;E-WEST;E-WEST;Blue;Yes;;;;NWC W 6TH AV & MAPLE ST;29C18;COVAV;;;1967-01-01;__FJ8X1P;Active;;N;IN_SERVICE;Yes;2009-11-10T10:04:00+01:00;covDBimport;SDE 834766;27674;27674;"{""type"": ""Point"", ""coordinates"": [-123.15060939179644, 49.26645768403253]}";Kitsilano
WH-L12-010;DSTR;TC;TC1;0.0;0.3;;;Blue;Yes;;;;SWC W 7TH AV & BURRARD ST;30A23;COVAV;;;1974-01-01;__FJ8U3V;Active;;N;IN_SERVICE;No;2009-11-10T10:46:00+01:00;covDBimport;DAC64;32662;32662;"{""type"": ""Point"", ""coordinates"": [-123.14590889830215, 49.26538993997423]}";Kitsilano
WH-L12-013;DSTR;TC;TC1;2.1;1.8;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC ARBUTUS ST & W 7TH AV;29C27;COVAV;;;1954-01-01;__FJ8U3M;Active;;N;IN_SERVICE;No;2009-11-10T10:45:27+01:00;covDBimport;SDE 834766;32760;32760;"{""type"": ""Point"", ""coordinates"": [-123.15297066086077, 49.265470218746586]}";Kitsilano
WH-L12-015;DSTR;TC;TC1;3.0;1.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC MAPLE ST & W 8TH AV;29C29;COVAV;;;1929-01-01;__FJ8U3W;Active;;N;IN_SERVICE;No;2009-11-10T10:31:08+01:00;covDBimport;SDE 834766;29371;29371;"{""type"": ""Point"", ""coordinates"": [-123.15063334003193, 49.26458503997255]}";Kitsilano
WH-L12-020;DSTR;TC;TC1;2.4;5.2;W-WEST;W-WEST;Blue;Yes;;;;NWC W BROADWAY & MAPLE ST;29D06;COVAV;;;1939-01-01;__FJ8X1S;Active;;N;IN_SERVICE;No;2009-11-10T10:43:01+01:00;covDBimport;WAS17;32851;32851;"{""type"": ""Point"", ""coordinates"": [-123.15072539621612, 49.263901284166394]}";Kitsilano
WH-L12-022;DSTR;TC;TC1;13.7;3.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC ARBUTUS ST & W BROADWAY;29D05;COVAV;;;1975-01-01;__FJ8U3P;Active;;N;IN_SERVICE;No;2009-11-10T10:33:13+01:00;covDBimport;SDE 834766;31215;31215;"{""type"": ""Point"", ""coordinates"": [-123.1530588973448, 49.26357032316983]}";Kitsilano
WH-L12-102;DFPS;Olympic;PD049 DFPS;0.0;5.3;;;White;Yes;;;2500;CYPRESS ST;;COVAV;;;2001-01-01;__FJ8WNK;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:39:00+01:00;covDBimport;SDE 834766;29993;29993;"{""type"": ""Point"", ""coordinates"": [-123.14821189089098, 49.26319094587924]}";Kitsilano
WH-L13-005;DSTR;TC;TC1;3.4;0.9;W-WEST;W-WEST;Blue;Yes;;;;SWC W 11TH AV & CYPRESS ST;30B18;COVAV;;;1959-01-01;__FJ8U2U;Active;;N;IN_SERVICE;No;2009-11-10T10:34:00+01:00;covDBimport;SDE 834766;31689;31689;"{""type"": ""Point"", ""coordinates"": [-123.1483851937221, 49.261792274140824]}";Kitsilano
WH-L13-006;DSTR;TC;C71P;1.5;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 11TH AV & MAPLE ST;29D18;COVAV;;;1991-01-01;__FJ8X1T;Active;;N;IN_SERVICE;Yes;2009-11-10T10:33:00+01:00;covDBimport;ENTSD;30843;30843;"{""type"": ""Point"", ""coordinates"": [-123.15079011686942, 49.26192450245885]}";Kitsilano
WH-L13-007;DSTR;TC;TC1;1.5;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC MAPLE ST & W 10TH AV;29D12;COVAV;;;1991-01-01;__FJ8U33;Active;;N;IN_SERVICE;No;2009-11-10T10:24:55+01:00;covDBimport;SDE 834766;28760;28760;"{""type"": ""Point"", ""coordinates"": [-123.15069908795395, 49.26271844853279]}";Kitsilano
WH-L13-009;DSTR;TC;TC1;0.0;14.0;;;Blue;Yes;;;;SWC W 10TH AV & CRANBERRY DRIVE;29D33;COVAV;;;2000-01-01;__FJ8WGM;Active;;N;IN_SERVICE;No;2009-11-10T10:38:04+01:00;covDBimport;SDE 834766;30604;30604;"{""type"": ""Point"", ""coordinates"": [-123.15400369672048, 49.262835391470816]}";Kitsilano
WH-L13-010;DSTR;TC;C71P;0.0;3.0;;;Blue;Yes;;;NEC 2100;SALAL DRIVE;29D32;COVAV;;;1997-01-01;__FJ8X1U;Active;;N;IN_SERVICE;Yes;2009-11-10T10:36:03+01:00;covDBimport;SDE 834766;31179;31179;"{""type"": ""Point"", ""coordinates"": [-123.1551774470963, 49.26154394376937]}";Kitsilano
WH-L13-013;DSTR;TC;C712P;3.0;6.1;W-WEST;W-WEST;Blue;Yes;;;;SWC ARBUTUS ST & W 12TH AV;29D20;COVAV;;;1999-01-01;__FJ8X1V;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:43+01:00;covDBimport;SDE 834766;33163;33163;"{""type"": ""Point"", ""coordinates"": [-123.15318557461397, 49.26084174599172]}";Kitsilano
WH-L13-017;DSTR;TC;TC1;3.0;1.8;E-EAST;E-EAST;Blue;Yes;;;;NEC W 13TH AV & BURRARD ST;30B32;COVAV;;;1962-01-01;__FJ8U32;Active;;N;IN_SERVICE;No;2009-11-10T10:34:32+01:00;covDBimport;SDE 834766;31248;31248;"{""type"": ""Point"", ""coordinates"": [-123.14571761975813, 49.25998406050325]}";Fairview
WH-L13-019;DSTR;AVK;2780;2.1;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NWC CYPRESS ST & W 13TH AV;30B31;COVAV;;;1962-01-01;__FJ8U2W;Active;;N;IN_SERVICE;Yes;2009-11-10T10:10:15+01:00;covDBimport;SDE 834766;27794;27794;"{""type"": ""Point"", ""coordinates"": [-123.1483814623803, 49.26009848045563]}";Kitsilano
WH-L13-023;DSTR;AVK;2780;1.5;1.9;W-WEST;W-WEST;Blue;Yes;;;;NWC W 14TH AV & MAPLE ST;43A01;COVAV;;;1996-01-01;__FJ8X1X;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:39+01:00;covDBimport;ENTSD;29470;29470;"{""type"": ""Point"", ""coordinates"": [-123.1508935605106, 49.25918537900073]}";Kitsilano
WH-L13-024;DSTR;AVK;2780;1.5;0.4;W-WEST;W-WEST;Blue;Yes;;;;NWC W 14TH AV & CYPRESS ST;43A02;COVAV;;;1964-01-01;__FJ8U2X;Active;replaced:  12/1/2011;N;IN_SERVICE;Yes;2009-11-10T10:42:00+01:00;covDBimport;SDE 834766;33767;33767;"{""type"": ""Point"", ""coordinates"": [-123.14845995301286, 49.25914566948584]}";Kitsilano
WH-L13-101;DFPS;Olympic;PD049 DFPS;0.0;5.0;;;White;Yes;;;;W 11TH AV & CYPRESS ST;;COVAV;;;2001-01-01;__FJ8WNL;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:41:00+01:00;covDBimport;SDE 834766;33194;33194;"{""type"": ""Point"", ""coordinates"": [-123.14825126463685, 49.261964497463545]}";Kitsilano
WH-L13-102;DFPS;Olympic;PD049 DFPS;0.0;7.2;;;White;Yes;;;;W 11TH AV & BURRARD ST;;COVAV;;;2001-01-01;__FJ8WNM;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:15:00+01:00;covDBimport;SDE 834766;28109;28109;"{""type"": ""Point"", ""coordinates"": [-123.14597986642974, 49.2618494893894]}";Kitsilano
WH-L14-002;DSTR;AVK;2780;1.5;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 15TH AV & CYPRESS ST;43A16;COVAV;;;1962-01-01;__FJ8U2D;Active;replaced: 11/29/2011;N;IN_SERVICE;Yes;2009-11-10T10:45:00+01:00;covDBimport;SDE 834766;32180;32180;"{""type"": ""Point"", ""coordinates"": [-123.14848702957205, 49.25822556803306]}";Kitsilano
WH-L14-004;DSTR;Clow;BrigadierM;0.9;7.0;S-SOUTH;S-SOUTH;Yellow;Yes;;;;SWC ARBUTUS ST & W 15TH AV;44C06;COVAV;;;1939-01-01;__FJ8U23;Active;;N;IN_SERVICE;No;2009-11-10T10:31:20+01:00;covDBimport;HOM27;29290;29290;"{""type"": ""Point"", ""coordinates"": [-123.15330992815501, 49.25812606960016]}";Kitsilano
WH-L14-006;DSTR;TC;TC1;2.4;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC W 16TH AV & EAST BOULEVARD;44C24;COVAV;;;1929-01-01;__FJ8U25;Active;;N;IN_SERVICE;No;2009-11-10T10:35:14+01:00;covDBimport;SDE 834766;30917;30917;"{""type"": ""Point"", ""coordinates"": [-123.15230990305444, 49.2571721181079]}";Shaughnessy
WH-L14-007;DSTR;TC;C71P;2.4;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC W 16TH AV & MAPLE ST;43A18;COVAV;;;1992-01-01;__FJ8X1Z;Active;;N;IN_SERVICE;Yes;2009-11-10T10:43:16+01:00;covDBimport;SDE 834766;32975;32975;"{""type"": ""Point"", ""coordinates"": [-123.15057161868631, 49.25718313993363]}";Shaughnessy
WH-L14-012;DSTR;TC;TC1;2.1;1.8;E-EAST;E-EAST;Green;Yes;;;;SEC W 17TH AV & MAPLE ST;43A28;COVAV;;;1954-01-01;__FJ8U2A;Active;;N;IN_SERVICE;No;2009-11-10T10:45:00+01:00;covDBimport;SDE 834766;32702;32702;"{""type"": ""Point"", ""coordinates"": [-123.15061524724244, 49.25622401280928]}";Shaughnessy
WH-L14-013;DSTR;TC;TC1;2.4;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC W 17TH AV & EAST BOULEVARD;44C18;COVAV;;;1954-01-01;__FJ8U26;Active;;N;IN_SERVICE;No;2009-11-10T10:32:17+01:00;covDBimport;KAH78;29586;29586;"{""type"": ""Point"", ""coordinates"": [-123.15234414753543, 49.256251412277145]}";Shaughnessy
WH-L14-015;DSTR;TC;TC1;1.5;0.9;W-WEST;W-WEST;Yellow;Yes;;;;NWC W 19TH AV & ARBUTUS ST;44D04;COVAV;;;1941-01-01;__FJ8U21;Active;;N;IN_SERVICE;No;2009-11-10T10:33:48+01:00;covDBimport;SDE 834766;30858;30858;"{""type"": ""Point"", ""coordinates"": [-123.15312405229123, 49.255376045829365]}";Arbutus-Ridge
WH-L14-016;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC W 18TH AV & EAST BOULEVARD;44D05;COVAV;;;1962-01-01;__FJ8U27;Active;;N;IN_SERVICE;No;2009-11-10T10:43:47+01:00;covDBimport;SDE 834766;33073;33073;"{""type"": ""Point"", ""coordinates"": [-123.15238732325818, 49.25533069450873]}";Shaughnessy
