SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area
Distribution;SMALL;OPEN;12.7;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02369805560555, 49.265351330696106]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.0;W;5.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08545222554876, 49.263354847594506]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;E;7.5;N;"{""type"": ""Point"", ""coordinates"": [-123.04551596576444, 49.21873222871366]}";Killarney
Distribution;SMALL;OPEN;0.0;W;7.5;N;"{""type"": ""Point"", ""coordinates"": [-123.04492064907976, 49.218444765887]}";Killarney
Distribution;SMALL;OPEN;0.0;E;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04369659580978, 49.218193133834184]}";Killarney
Distribution;SMALL;OPEN;0.0;W;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04288228398028, 49.218173847295105]}";Killarney
Distribution;SMALL;OPEN;0.0;E;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04256852918856, 49.21816722588424]}";Killarney
Distribution;SMALL;OPEN;0.2;E;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.11502384450453, 49.25399180946694]}";Riley Park
Distribution;SMALL;OPEN;11.7;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0496571499601, 49.25052541965974]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;7.5;N;"{""type"": ""Point"", ""coordinates"": [-123.04941029138121, 49.24969754199332]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;7.5;N;"{""type"": ""Point"", ""coordinates"": [-123.04982518201032, 49.24969972955431]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;11.7;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0496809230089, 49.24748647992144]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;11.7;E;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04968522584636, 49.24624255464374]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05186335707211, 49.2478450421318]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;66.7;W;24.7;S;"{""type"": ""Point"", ""coordinates"": [-123.12868092665488, 49.249212337623874]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.17285014084017, 49.24330917934804]}";Dunbar-Southlands
Distribution;SMALL;OPEN;7.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1883800110563, 49.23303600838647]}";Dunbar-Southlands
Distribution;SMALL;OPEN;44.3;W;8.8;S;"{""type"": ""Point"", ""coordinates"": [-123.11569695205739, 49.26331037713765]}";Fairview
Distribution;SMALL;OPEN;0.0;E;5.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12006553584708, 49.2836471776179]}";Downtown
Distribution;SMALL;OPEN;8.1;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1202402971994, 49.28368528836086]}";Downtown
Distribution;SMALL;OPEN;3.4;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12107896628352, 49.28459066746965]}";Downtown
Distribution;SMALL;OPEN;0.0;W;10.4;N;"{""type"": ""Point"", ""coordinates"": [-123.1213037195096, 49.28448499931747]}";West End
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11996788951208, 49.28387133085711]}";Downtown
Distribution;SMALL;OPEN;7.9;E;13.4;N;"{""type"": ""Point"", ""coordinates"": [-123.11635149151252, 49.277326160098546]}";Downtown
Distribution;SMALL;OPEN;7.9;E;14.4;N;"{""type"": ""Point"", ""coordinates"": [-123.1163418276595, 49.2773325564104]}";Downtown
Distribution;SMALL;OPEN;71.4;W;5.5;N;"{""type"": ""Point"", ""coordinates"": [-123.05060094657738, 49.268441805705024]}";Hastings-Sunrise
Distribution;SMALL;OPEN;28.3;W;6.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11587714238527, 49.21696288995545]}";Marpole
Distribution;SMALL;OPEN;10.7;W;3.7;N;"{""type"": ""Point"", ""coordinates"": [-123.11535772876269, 49.2678528172425]}";Fairview
Distribution;SMALL;OPEN;0.2;E;12.5;N;"{""type"": ""Point"", ""coordinates"": [-123.13369990536644, 49.2924940490985]}";West End
Distribution;SMALL;OPEN;0.0;W;4.6;N;"{""type"": ""Point"", ""coordinates"": [-123.15340115537782, 49.24927907380604]}";Arbutus-Ridge
Distribution;SMALL;OPEN;8.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11255388747539, 49.254726552013835]}";Riley Park
Distribution;SMALL;OPEN;0.0;E;7.1;S;"{""type"": ""Point"", ""coordinates"": [-123.11243696888434, 49.25484136390719]}";Riley Park
Distribution;SMALL;OPEN;0.0;E;4.8;S;"{""type"": ""Point"", ""coordinates"": [-123.10968887669623, 49.253905732152894]}";Riley Park
Distribution;SMALL;OPEN;0.0;W;4.8;S;"{""type"": ""Point"", ""coordinates"": [-123.10736843018931, 49.253862189177006]}";Riley Park
Distribution;SMALL;OPEN;0.0;E;4.8;S;"{""type"": ""Point"", ""coordinates"": [-123.1070921652713, 49.253857021466125]}";Riley Park
Distribution;SMALL;OPEN;205.4;E;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.05556882524453, 49.240816430987195]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0337109348676, 49.2775334239682]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.0521331163172, 49.27577665779596]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;7.4;N;"{""type"": ""Point"", ""coordinates"": [-123.03906723971706, 49.27132374476598]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.03905604119365, 49.26483464041028]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;11.6;N;"{""type"": ""Point"", ""coordinates"": [-123.04167679687198, 49.26567193365958]}";Hastings-Sunrise
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.04955380285237, 49.26676350374059]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.04406965739594, 49.264731820780966]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.9;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.04935892869004, 49.266648988313854]}";Hastings-Sunrise
Distribution;SMALL;OPEN;13.7;E;55.8;N;"{""type"": ""Point"", ""coordinates"": [-123.023713565278, 49.260715450867906]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;4.9;S;"{""type"": ""Point"", ""coordinates"": [-123.03657841504054, 49.2562605976838]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.04721800272927, 49.2496770681339]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.3;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02869565380162, 49.245323723615506]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;110.6;W;7.6;N;"{""type"": ""Point"", ""coordinates"": [-123.03021158987933, 49.24531933425755]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.5;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02858792122862, 49.24886830260233]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;4.3;E;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.03918692943908, 49.246323115009915]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;6.4;N;"{""type"": ""Point"", ""coordinates"": [-123.0281696908007, 49.24380288497808]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;136.9;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.03541861618868, 49.24109443908084]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.5;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.04446985985231, 49.240719770173314]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;2.7;N;"{""type"": ""Point"", ""coordinates"": [-123.03961888125855, 49.2414279047762]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;2.4;E;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05106651091873, 49.240589112273206]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.02821573485369, 49.24050669491416]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;2.7;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02907140797247, 49.23973882892362]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;2.4;N;"{""type"": ""Point"", ""coordinates"": [-123.03657566282347, 49.24018439893748]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.04461189043823, 49.23874185970864]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.04248205331629, 49.23788120604911]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;10.4;W;4.6;N;"{""type"": ""Point"", ""coordinates"": [-123.04906239991547, 49.23758794449935]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;108.8;N;"{""type"": ""Point"", ""coordinates"": [-123.02363721416225, 49.23342021556085]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;4.6;S;"{""type"": ""Point"", ""coordinates"": [-123.0310523724335, 49.23404250586422]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;3.0;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.04207147053317, 49.23600855512451]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.9;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.04304143160455, 49.231938872437446]}";Killarney
Distribution;SMALL;OPEN;0.0;W;2.4;S;"{""type"": ""Point"", ""coordinates"": [-123.04605213580533, 49.2340692083951]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;4.6;N;"{""type"": ""Point"", ""coordinates"": [-123.0341149935539, 49.22838485921751]}";Killarney
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05165550873159, 49.22746695673096]}";Victoria-Fraserview
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.04688237006252, 49.26292345134739]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;12.5;N;"{""type"": ""Point"", ""coordinates"": [-123.0493803899766, 49.265703223797054]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.04706854317351, 49.25642523572799]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;8.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.03390732891188, 49.25831265404061]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02949818773521, 49.25555276485209]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05303380562103, 49.25737561358254]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.02942231210629, 49.2539970343118]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.8;W;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.03401931996109, 49.252290989025546]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.04145668768074, 49.25314369937094]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02613636037111, 49.22524793550787]}";Killarney
Distribution;SMALL;OPEN;3.7;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.04964554106563, 49.254021948374046]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.8;E;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.0367254582285, 49.223760367827246]}";Killarney
Distribution;SMALL;OPEN;22.3;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02365398139584, 49.22006030578946]}";Killarney
Distribution;SMALL;OPEN;3.4;E;174.3;S;"{""type"": ""Point"", ""coordinates"": [-123.03355520453958, 49.21500086268426]}";Killarney
Distribution;SMALL;OPEN;7.5;E;6.0;S;"{""type"": ""Point"", ""coordinates"": [-123.03388102202057, 49.25728504862164]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;6.5;S;"{""type"": ""Point"", ""coordinates"": [-123.1275037410717, 49.25446840159832]}";Shaughnessy
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.07561231158073, 49.26251057067491]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;6.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08225397416358, 49.22617936957747]}";Sunset
Distribution;SMALL;OPEN;0.9;W;30.6;N;"{""type"": ""Point"", ""coordinates"": [-123.20893013831503, 49.26507756168304]}";West Point Grey
Distribution;SMALL;OPEN;35.0;E;;;"{""type"": ""Point"", ""coordinates"": [-123.16589021618627, 49.26412946652084]}";Kitsilano
Distribution;SMALL;CLOSED;7.0;W;18.0;S;"{""type"": ""Point"", ""coordinates"": [-123.09079930695083, 49.221742475807005]}";Sunset
Distribution;SMALL;OPEN;56.8;W;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.10535377605997, 49.27935967346362]}";Downtown
Distribution;SMALL;OPEN;27.5;W;8.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15652760800148, 49.23833454600224]}";Arbutus-Ridge
Distribution;SMALL;OPEN;25.1;W;6.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15649409371262, 49.238349325623176]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.0;W;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.0637978509448, 49.2510175315242]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;8.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1410270355241, 49.267123170812184]}";Fairview
Dedicated Fire Protection Sys;LARGE;OPEN;12.8;W;6.6;N;"{""type"": ""Point"", ""coordinates"": [-123.14140533948554, 49.26172538668048]}";Fairview
Distribution;SMALL;OPEN;7.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.04831295388989, 49.24247264027522]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.9;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07969626283618, 49.25666801776084]}";Mount Pleasant
Distribution;SMALL;OPEN;6.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.2028868170042, 49.2690236445504]}";West Point Grey
Distribution;SMALL;OPEN;0.0;W;5.6;N;"{""type"": ""Point"", ""coordinates"": [-123.06984122657639, 49.26684566339246]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.2;W;8.2;N;"{""type"": ""Point"", ""coordinates"": [-123.10511621380469, 49.261162438366405]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12795552364281, 49.24236075328138]}";Shaughnessy
Distribution;SMALL;OPEN;7.9;E;2.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07734251942178, 49.27396306459194]}";Strathcona
Distribution;SMALL;OPEN;0.0;E;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.06193181830224, 49.23799781920336]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;2.1;S;"{""type"": ""Point"", ""coordinates"": [-123.06476823315647, 49.2521502188348]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;;;43.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11300112752684, 49.282088709535195]}";Downtown
Distribution;SMALL;OPEN;6.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13026078444825, 49.23597178669969]}";Shaughnessy
Distribution;SMALL;OPEN;3.6;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07684081407618, 49.23488296758455]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;4.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07696142348269, 49.28217954552219]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;2.3;S;"{""type"": ""Point"", ""coordinates"": [-123.0917344626055, 49.2556290894086]}";Riley Park
Distribution;SMALL;OPEN;11.0;E;1.5;S;"{""type"": ""Point"", ""coordinates"": [-123.03625727536742, 49.28099874754413]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;4.8;N;"{""type"": ""Point"", ""coordinates"": [-123.17796885675149, 49.256919791686684]}";Dunbar-Southlands
Distribution;SMALL;OPEN;11.3;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.04936593386549, 49.28884990422859]}";Hastings-Sunrise
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.05663998341821, 49.28578733840113]}";Grandview-Woodland
Distribution;SMALL;OPEN;3.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09290918587935, 49.2615275174458]}";Mount Pleasant
Distribution;SMALL;OPEN;7.3;E;4.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09869716691405, 49.261916924181946]}";Mount Pleasant
Distribution;SMALL;OPEN;0.9;E;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.18446239562137, 49.25283281821005]}";Dunbar-Southlands
Distribution;SMALL;OPEN;11.9;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17983221682678, 49.26588558418597]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;10.4;N;"{""type"": ""Point"", ""coordinates"": [-123.05436920695526, 49.28668816190142]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1110177923782, 49.260218052329584]}";Mount Pleasant
Distribution;SMALL;OPEN;1.2;W;2.1;S;"{""type"": ""Point"", ""coordinates"": [-123.03586840021103, 49.23394732645299]}";Killarney
Distribution;SMALL;OPEN;0.0;E;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.03620847316924, 49.27492509935614]}";Hastings-Sunrise
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06363155935668, 49.28470028557755]}";Grandview-Woodland
Distribution;SMALL;OPEN;1.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12442089371935, 49.253390168195395]}";South Cambie
Distribution;SMALL;OPEN;0.0;E;5.2;N;"{""type"": ""Point"", ""coordinates"": [-123.08389320328887, 49.24247093796777]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.4;E;0.6;N;"{""type"": ""Point"", ""coordinates"": [-123.09864889733869, 49.251959522041226]}";Riley Park
Distribution;SMALL;OPEN;5.2;E;1.2;S;"{""type"": ""Point"", ""coordinates"": [-123.10183644024141, 49.222957781068246]}";Sunset
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10600081437707, 49.22286713147252]}";Sunset
Distribution;SMALL;OPEN;135.9;W;2.1;S;"{""type"": ""Point"", ""coordinates"": [-123.10306537307484, 49.24956704731398]}";Riley Park
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12028729403288, 49.255176580069495]}";South Cambie
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12468977820348, 49.284649694859674]}";West End
Distribution;SMALL;OPEN;2.1;W;11.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12249721661216, 49.249072671276316]}";South Cambie
Distribution;SMALL;OPEN;14.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.03093903618604, 49.28395564044058]}";Hastings-Sunrise
Distribution;SMALL;OPEN;3.4;E;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12101125826567, 49.284635300486336]}";Downtown
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.13159626027092, 49.28487905876929]}";West End
Distribution;SMALL;OPEN;1.5;E;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12189410752077, 49.27857161323021]}";Downtown
Distribution;SMALL;OPEN;5.5;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12209005692513, 49.25713597052869]}";Fairview
Distribution;SMALL;OPEN;4.3;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.14360289161651, 49.28985311434601]}";West End
Distribution;SMALL;OPEN;0.0;E;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.14215923332311, 49.252581866029075]}";Shaughnessy
Distribution;SMALL;OPEN;4.3;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13929236612744, 49.292708508470426]}";West End
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.13918560461218, 49.2911798641326]}";West End
Distribution;SMALL;OPEN;5.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14079842177821, 49.287863685922176]}";West End
Distribution;SMALL;OPEN;7.0;W;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.12553545844094, 49.2788478785566]}";Downtown
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.13231801339029, 49.27977133021761]}";West End
Distribution;SMALL;OPEN;7.9;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.13387476946905, 49.27611354312242]}";Downtown
Distribution;SMALL;OPEN;0.0;E;5.2;N;"{""type"": ""Point"", ""coordinates"": [-123.12402041500431, 49.26423293537325]}";Fairview
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.13620299362937, 49.26443310448792]}";Fairview
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1272513972148, 49.25434090268839]}";South Cambie
Distribution;SMALL;OPEN;7.3;W;2.1;S;"{""type"": ""Point"", ""coordinates"": [-123.09771095131823, 49.218468790306574]}";Sunset
Distribution;SMALL;OPEN;9.1;W;95.4;N;"{""type"": ""Point"", ""coordinates"": [-123.07699982805356, 49.2315855889601]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.6;W;0.9;S;"{""type"": ""Point"", ""coordinates"": [-123.07710622280028, 49.22890991474802]}";Victoria-Fraserview
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.0756702804474, 49.21642325414671]}";Victoria-Fraserview
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.081904233983, 49.24863692450252]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.08602653605587, 49.245511782760914]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08386032159623, 49.24662204688489]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;3.7;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08386298552684, 49.24536361189826]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;4.3;W;;;"{""type"": ""Point"", ""coordinates"": [-123.08799496415035, 49.23655605096612]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08154532786872, 49.21650520596243]}";Sunset
Distribution;SMALL;OPEN;0.0;W;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.09715573994244, 49.238084450454885]}";Riley Park
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.09433494611282, 49.22095296106723]}";Sunset
Distribution;SMALL;OPEN;4.3;W;0.9;N;"{""type"": ""Point"", ""coordinates"": [-123.14404120629698, 49.24184009871308]}";Shaughnessy
Distribution;SMALL;OPEN;3.7;W;8.8;S;"{""type"": ""Point"", ""coordinates"": [-123.14416149356813, 49.238137047141386]}";Shaughnessy
Distribution;SMALL;OPEN;5.8;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.14163062737184, 49.2268759487781]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;E;4.3;N;"{""type"": ""Point"", ""coordinates"": [-123.1352864387746, 49.24489029079074]}";Shaughnessy
Distribution;SMALL;OPEN;5.2;E;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.13482620735644, 49.23619427242157]}";Shaughnessy
Distribution;SMALL;OPEN;4.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13238494347382, 49.235863875737955]}";Shaughnessy
Distribution;SMALL;OPEN;6.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12719210532998, 49.21549117685869]}";Marpole
Distribution;SMALL;OPEN;0.6;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.1238960641831, 49.21338183000474]}";Marpole
Distribution;SMALL;OPEN;8.2;W;0.9;S;"{""type"": ""Point"", ""coordinates"": [-123.14024024098205, 49.21407965337196]}";Marpole
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""type"": ""Point"", ""coordinates"": [-123.13555103095628, 49.210844815980046]}";Marpole
Distribution;SMALL;OPEN;6.4;W;5.2;N;"{""type"": ""Point"", ""coordinates"": [-123.12737075002408, 49.20360517745154]}";Marpole
Distribution;SMALL;OPEN;100.0;W;3.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13202449117375, 49.20089085435135]}";Marpole
Distribution;SMALL;OPEN;1.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09896511336439, 49.2655616781749]}";Mount Pleasant
Distribution;SMALL;OPEN;5.5;E;2.7;S;"{""type"": ""Point"", ""coordinates"": [-123.09814675790206, 49.271086768243016]}";Strathcona
Distribution;SMALL;OPEN;5.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07597531510918, 49.273200927738735]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07557524148943, 49.2643094920385]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.1;E;1.2;S;"{""type"": ""Point"", ""coordinates"": [-123.07560598530114, 49.26249902496956]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.9;E;4.9;S;"{""type"": ""Point"", ""coordinates"": [-123.08229769979627, 49.2801138316498]}";Strathcona
Distribution;SMALL;OPEN;0.0;E;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.07853362565747, 49.27402089181535]}";Strathcona
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.08356090781875, 49.25388804969772]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.3;E;0.6;N;"{""type"": ""Point"", ""coordinates"": [-123.09341447257621, 49.284737382239996]}";Strathcona
