SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.09017108369198, 49.253764765631956]}";Riley Park
Distribution;SMALL;OPEN;10.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08989915927947, 49.253810205509865]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;10.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08987094163993, 49.25453383894848]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;12.2;W;2.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11513823435801, 49.26573740978483]}";Fairview
Distribution;SMALL;OPEN;5.2;W;2.5;N;"{""type"": ""Point"", ""coordinates"": [-123.07986577477959, 49.22897787005564]}";Sunset
Distribution;SMALL;OPEN;0.0;E;7.6;N;"{""type"": ""Point"", ""coordinates"": [-123.03891278526714, 49.25472324514264]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15304859083072, 49.25430411323298]}";Arbutus-Ridge
Distribution;SMALL;OPEN;5.7;E;1.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15302246807298, 49.25538021927289]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.3;E;8.3;S;"{""type"": ""Point"", ""coordinates"": [-123.11487815223511, 49.28470074873676]}";Downtown
Distribution;SMALL;OPEN;10.1;E;34.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11433344798665, 49.2850251152036]}";Downtown
Distribution;SMALL;OPEN;10.9;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11399663565334, 49.28523734724973]}";Downtown
Distribution;SMALL;OPEN;9.4;W;2.9;S;"{""type"": ""Point"", ""coordinates"": [-123.07334249318356, 49.24909894190925]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;70.8;E;5.9;S;"{""type"": ""Point"", ""coordinates"": [-123.05077724041871, 49.28120727451665]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.14912902741327, 49.272437741531384]}";Kitsilano
Distribution;SMALL;OPEN;6.8;E;11.9;S;"{""type"": ""Point"", ""coordinates"": [-123.04085026737278, 49.229077179744024]}";Killarney
Distribution;SMALL;OPEN;5.8;W;37.5;S;"{""type"": ""Point"", ""coordinates"": [-123.12806449983626, 49.23167046319479]}";Oakridge
Distribution;SMALL;OPEN;15.9;E;2.2;S;"{""type"": ""Point"", ""coordinates"": [-123.11240037801235, 49.26912506246252]}";Mount Pleasant
Distribution;SMALL;OPEN;13.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10944076924946, 49.270930477967894]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;10.8;N;"{""type"": ""Point"", ""coordinates"": [-123.10676041752875, 49.271573344491436]}";Mount Pleasant
Distribution;SMALL;OPEN;7.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02355010557021, 49.28883257480535]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;8.2;N;"{""type"": ""Point"", ""coordinates"": [-123.02365246067053, 49.288634948126614]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02354015014717, 49.28955624675475]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02353549361513, 49.289827460862774]}";Hastings-Sunrise
Distribution;SMALL;OPEN;7.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08771019802882, 49.24852028517637]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;6.5;N;"{""type"": ""Point"", ""coordinates"": [-123.08689516054314, 49.27170119023645]}";Strathcona
Distribution;SMALL;OPEN;11.3;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11505979790032, 49.26050296100309]}";Fairview
Distribution;SMALL;OPEN;8.3;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11506746686976, 49.26028421680999]}";Fairview
Distribution;SMALL;OPEN;11.4;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1149963372515, 49.26216262242479]}";Fairview
Distribution;SMALL;OPEN;3.1;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11506201856095, 49.26234488091467]}";Fairview
Distribution;SMALL;OPEN;9.0;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11491360044181, 49.26404044524193]}";Fairview
Distribution;SMALL;OPEN;0.0;E;13.5;N;"{""type"": ""Point"", ""coordinates"": [-123.09079761823743, 49.27111499517336]}";Strathcona
Distribution;SMALL;OPEN;30.7;W;5.9;N;"{""type"": ""Point"", ""coordinates"": [-123.09008939067654, 49.270995724565445]}";Strathcona
Distribution;SMALL;OPEN;1.0;W;9.9;N;"{""type"": ""Point"", ""coordinates"": [-123.08762454651647, 49.270617159361336]}";Strathcona
Distribution;SMALL;OPEN;0.0;E;16.1;N;"{""type"": ""Point"", ""coordinates"": [-123.12023131703606, 49.24907505156856]}";South Cambie
Distribution;SMALL;OPEN;0.0;E;15.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11828669818527, 49.24903077847005]}";South Cambie
Distribution;SMALL;OPEN;7.0;W;14.2;N;"{""type"": ""Point"", ""coordinates"": [-123.11838350711501, 49.249016286945064]}";South Cambie
Distribution;SMALL;OPEN;2.4;W;15.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11610918156937, 49.248992913645296]}";South Cambie
Distribution;SMALL;OPEN;8.0;W;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12690650371496, 49.2715474598071]}";Downtown
Transmission;LARGE;OPEN;6.8;E;10.4;N;"{""type"": ""Point"", ""coordinates"": [-123.11308546101617, 49.259424297480365]}";Mount Pleasant
Transmission;LARGE;OPEN;6.8;E;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.11758266881208, 49.28647133661367]}";Downtown
Transmission;LARGE;OPEN;10.1;W of E;8.8;S of S;"{""type"": ""Point"", ""coordinates"": [-123.04082197297963, 49.22914360173615]}";Killarney
Transmission;LARGE;OPEN;8.0;W;2.1;S;"{""type"": ""Point"", ""coordinates"": [-123.11524971153435, 49.268205734749145]}";Fairview
Transmission;LARGE;OPEN;8.9;W;5.0;N;"{""type"": ""Point"", ""coordinates"": [-123.19079514610189, 49.25483286785627]}";Dunbar-Southlands
Transmission;LARGE;OPEN;1.1;W;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.12731755798443, 49.28950264722789]}";Downtown
Transmission;LARGE;OPEN;2.7;W;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.09169973511833, 49.28026810835558]}";Strathcona
Transmission;LARGE;OPEN;8.5;E;9.1;N;"{""type"": ""Point"", ""coordinates"": [-123.14814229759911, 49.263969867239624]}";Kitsilano
Transmission;LARGE;OPEN;8.0;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.11399708305515, 49.28415496659622]}";Downtown
Transmission;LARGE;OPEN;7.6;W;25.0;N of lane;"{""type"": ""Point"", ""coordinates"": [-123.16581480893765, 49.23543269240497]}";Arbutus-Ridge
Transmission;LARGE;OPEN;7.6;W;27.1;N;"{""type"": ""Point"", ""coordinates"": [-123.16582771004, 49.235068150230155]}";Arbutus-Ridge
Transmission;LARGE;OPEN;32.0;E;7.4;S;"{""type"": ""Point"", ""coordinates"": [-123.16516344889929, 49.238472626026486]}";Arbutus-Ridge
Transmission;LARGE;OPEN;3.0;E;11.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02355966427176, 49.291605799345064]}";Hastings-Sunrise
Transmission;LARGE;OPEN;6.8;E;2.1;N;"{""type"": ""Point"", ""coordinates"": [-123.12008676143569, 49.258743158345084]}";Fairview
Transmission;LARGE;OPEN;3.7;E;25.9;S;"{""type"": ""Point"", ""coordinates"": [-123.0236115789836, 49.205018994661096]}";Killarney
Transmission;LARGE;OPEN;106.8;W;9.4;N;"{""type"": ""Point"", ""coordinates"": [-123.04387294743991, 49.2065311126631]}";Killarney
Transmission;LARGE;OPEN;6.4;E;12.5;S;"{""type"": ""Point"", ""coordinates"": [-123.12427645983809, 49.20684728731407]}";Marpole
Transmission;LARGE;OPEN;11.6;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.04227937274167, 49.206782639662265]}";Killarney
Transmission;LARGE;OPEN;12.8;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.04252153026147, 49.20655165958426]}";Killarney
Transmission;LARGE;OPEN;39.6;W;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.0666034553847, 49.26238264420273]}";Grandview-Woodland
Transmission;LARGE;OPEN;6.4;E;14.6;S;"{""type"": ""Point"", ""coordinates"": [-123.12042178079447, 49.249094246914595]}";South Cambie
Transmission;LARGE;OPEN;33.8;W;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.13851906101733, 49.29205436529717]}";West End
Transmission;LARGE;OPEN;40.8;E;10.6;N;"{""type"": ""Point"", ""coordinates"": [-123.12533164396987, 49.28351876573952]}";West End
Transmission;LARGE;OPEN;11.3;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.09063791026193, 49.24034404601932]}";Riley Park
Transmission;LARGE;OPEN;8.2;W;39.9;S;"{""type"": ""Point"", ""coordinates"": [-123.07708026332114, 49.27992142486491]}";Grandview-Woodland
Transmission;LARGE;OPEN;0.6;W;1.8;N;"{""type"": ""Point"", ""coordinates"": [-123.1248667416631, 49.24123807280523]}";South Cambie
Transmission;LARGE;OPEN;5.2;W;15.1;N;"{""type"": ""Point"", ""coordinates"": [-123.13462840740966, 49.23793777333909]}";Shaughnessy
Transmission;LARGE;OPEN;6.2;W;16.2;N;"{""type"": ""Point"", ""coordinates"": [-123.134644916809, 49.23794674934597]}";Shaughnessy
Transmission;LARGE;OPEN;3.7;W of W;4.3;S of N;"{""type"": ""Point"", ""coordinates"": [-123.20931896523842, 49.26296061738828]}";West Point Grey
Transmission;LARGE;OPEN;3.0;E;4.6;S;"{""type"": ""Point"", ""coordinates"": [-123.09944153562066, 49.28043029287724]}";Strathcona
Transmission;LARGE;OPEN;10.4;E;7.1;N;"{""type"": ""Point"", ""coordinates"": [-123.1157317270597, 49.27499974567896]}";Downtown
Transmission;LARGE;OPEN;1.5;E;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.1674931234387, 49.23481295397511]}";Arbutus-Ridge
Transmission;LARGE;OPEN;4.3;W;4.9;S;"{""type"": ""Point"", ""coordinates"": [-123.16738252330997, 49.22735465829033]}";Kerrisdale
Transmission;LARGE;OPEN;20.0;W;5.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02389252453099, 49.29188445502431]}";Hastings-Sunrise
Transmission;LARGE;OPEN;7.0;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11291466070344, 49.263805266431035]}";Mount Pleasant
Transmission;LARGE;OPEN;11.6;E;18.9;S;"{""type"": ""Point"", ""coordinates"": [-123.19379410238385, 49.258068603228985]}";West Point Grey
Transmission;LARGE;OPEN;5.2;W;37.8;N;"{""type"": ""Point"", ""coordinates"": [-123.06565014153733, 49.2725378964344]}";Grandview-Woodland
Transmission;LARGE;OPEN;5.8;W;10.4;N;"{""type"": ""Point"", ""coordinates"": [-123.06558113280165, 49.27590941302689]}";Grandview-Woodland
Transmission;LARGE;OPEN;6.2;W;4.8;N;"{""type"": ""Point"", ""coordinates"": [-123.06580081026438, 49.26499287377501]}";Grandview-Woodland
Transmission;LARGE;OPEN;9.3;W of E;4.7;N of N;"{""type"": ""Point"", ""coordinates"": [-123.1908115896826, 49.253020239658774]}";Dunbar-Southlands
Transmission;LARGE;OPEN;0.0;EL;7.5;N of S;"{""type"": ""Point"", ""coordinates"": [-123.10753478170851, 49.27708399686163]}";Downtown
Transmission;LARGE;OPEN;0.0;E/L;7.5;N of S;"{""type"": ""Point"", ""coordinates"": [-123.10624248775409, 49.277057226267935]}";Downtown
Transmission;LARGE;OPEN;9.4;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.15543185509243, 49.2272141820201]}";Kerrisdale
Transmission;LARGE;OPEN;1.5;E;2.1;N;"{""type"": ""Point"", ""coordinates"": [-123.09676528643296, 49.240338986251395]}";Riley Park
Transmission;LARGE;OPEN;10.3;W of E;4.3;N of 55th;"{""type"": ""Point"", ""coordinates"": [-123.04131132751746, 49.21929411556661]}";Killarney
Transmission;LARGE;OPEN;6.3;E;5.7;S;"{""type"": ""Point"", ""coordinates"": [-123.08173152485892, 49.248583813050416]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;2.2;N;"{""type"": ""Point"", ""coordinates"": [-123.03212936746591, 49.222782036083515]}";Killarney
Distribution;SMALL;OPEN;0.0;E;7.4;N;"{""type"": ""Point"", ""coordinates"": [-123.12396659827542, 49.21115225442298]}";Marpole
Distribution;SMALL;OPEN;7.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10615941672185, 49.218454363563566]}";Sunset
Distribution;SMALL;OPEN;7.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10615298163655, 49.21865559381208]}";Sunset
Distribution;SMALL;OPEN;8.2;W;1.5;N;"{""type"": ""Point"", ""coordinates"": [-123.06783135468496, 49.248843165560146]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;4.7;S;"{""type"": ""Point"", ""coordinates"": [-123.03522207801241, 49.22017402641133]}";Killarney
Distribution;SMALL;OPEN;0.0;W;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.03395778119707, 49.22016272013829]}";Killarney
Distribution;SMALL;OPEN;7.3;W;0.5;N;"{""type"": ""Point"", ""coordinates"": [-123.10095499889313, 49.2488838880768]}";Riley Park
Distribution;SMALL;OPEN;7.5;E;94.7;S;"{""type"": ""Point"", ""coordinates"": [-123.03534072246366, 49.22141890868968]}";Killarney
Distribution;SMALL;OPEN;7.5;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0352943539753, 49.22245157976852]}";Killarney
Distribution;SMALL;OPEN;0.8;E;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.03119947956618, 49.248725727157556]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;6.6;N;"{""type"": ""Point"", ""coordinates"": [-123.02610773217863, 49.24877070679188]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.7;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0687666513326, 49.23063188910419]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.4;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.06848366393451, 49.21964388243245]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.5;N;4.7;E;"{""type"": ""Point"", ""coordinates"": [-123.10647801107733, 49.270938580363335]}";Mount Pleasant
Distribution;SMALL;OPEN;5.7;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.03910194618898, 49.25635883549033]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;9.8;N;"{""type"": ""Point"", ""coordinates"": [-123.0389040790131, 49.25639236448779]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;7.1;N;"{""type"": ""Point"", ""coordinates"": [-123.06224650611156, 49.23286191184163]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13443985036238, 49.27817974694322]}";West End
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02867784090876, 49.248752574711745]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;9.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02538895907577, 49.24888992780768]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;;0.0;;"{""type"": ""Point"", ""coordinates"": [-123.11500226340591, 49.28588886957417]}";Downtown
Distribution;SMALL;OPEN;34.8;W;4.1;S;"{""type"": ""Point"", ""coordinates"": [-123.15128679122675, 49.26104832224981]}";Kitsilano
Distribution;SMALL;OPEN;7.7;E;18.0;S;"{""type"": ""Point"", ""coordinates"": [-123.03240992270631, 49.25613900355323]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.03111229268293, 49.254755212313235]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;4.9;W;13.0;N;"{""type"": ""Point"", ""coordinates"": [-123.19398144392056, 49.259263285698275]}";West Point Grey
Distribution;SMALL;OPEN;0.0;;0.0;;"{""type"": ""Point"", ""coordinates"": [-123.03103252951311, 49.25463975315825]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.0;W;7.7;N;"{""type"": ""Point"", ""coordinates"": [-123.1234545257791, 49.275343806195735]}";Downtown
Distribution;SMALL;OPEN;0.0;W;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12731032093446, 49.27784169636359]}";Downtown
Distribution;SMALL;OPEN;0.0;E;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12711336113279, 49.27771420856392]}";Downtown
Distribution;SMALL;OPEN;0.0;W;7.7;N;"{""type"": ""Point"", ""coordinates"": [-123.12338614326546, 49.2752994969774]}";Downtown
Distribution;SMALL;OPEN;5.2;W;6.6;S;"{""type"": ""Point"", ""coordinates"": [-123.15798840910789, 49.24807556349713]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.0;E;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.15817651640207, 49.248024698926294]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.16037670855403, 49.247167505205205]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.4;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.18017856845798, 49.25979221008304]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.17980211129232, 49.25976756496308]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.17786642063098, 49.25973907784218]}";Kitsilano
Distribution;SMALL;OPEN;0.0;W;7.4;S;"{""type"": ""Point"", ""coordinates"": [-123.17621040710354, 49.25971268672821]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;7.5;S;"{""type"": ""Point"", ""coordinates"": [-123.17399740694752, 49.259677334229515]}";Kitsilano
Distribution;SMALL;OPEN;0.0;W;7.7;S;"{""type"": ""Point"", ""coordinates"": [-123.17234162250092, 49.25965238052595]}";Kitsilano
Distribution;SMALL;OPEN;4.7;E;0.4;N;"{""type"": ""Point"", ""coordinates"": [-123.16847890049065, 49.266553967820826]}";Kitsilano
Distribution;SMALL;OPEN;1.2;E;9.0;N;"{""type"": ""Point"", ""coordinates"": [-123.16823729710569, 49.266626830209375]}";Kitsilano
Distribution;SMALL;OPEN;0.3;E;9.0;;"{""type"": ""Point"", ""coordinates"": [-123.16656331576976, 49.26660128042333]}";Kitsilano
Distribution;SMALL;OPEN;7.3;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.16648772679154, 49.26586512282639]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;7.7;S;"{""type"": ""Point"", ""coordinates"": [-123.10548686654117, 49.233715788011445]}";Riley Park
Distribution;SMALL;OPEN;0.0;E;7.7;S;"{""type"": ""Point"", ""coordinates"": [-123.10355905601511, 49.23367659487234]}";Riley Park
Distribution;SMALL;OPEN;0.0;;0.0;;"{""type"": ""Point"", ""coordinates"": [-123.02622083293731, 49.23554184426309]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;1.4;W;2.5;N;"{""type"": ""Point"", ""coordinates"": [-123.09417708357374, 49.207637202045476]}";Sunset
Distribution;SMALL;OPEN;263.0;W;2.5;N;"{""type"": ""Point"", ""coordinates"": [-123.09773915119163, 49.20733651659829]}";Sunset
Distribution;SMALL;OPEN;7.0;E;10.9;N;"{""type"": ""Point"", ""coordinates"": [-123.12883843419435, 49.29021788527982]}";Downtown
Distribution;SMALL;OPEN;4.9;W;36.5;N;"{""type"": ""Point"", ""coordinates"": [-123.11978376001876, 49.263761603853354]}";Fairview
Distribution;SMALL;OPEN;4.4;E;6.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11299880051101, 49.28598058192384]}";Downtown
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.19390987944887, 49.26167958386266]}";West Point Grey
Distribution;SMALL;OPEN;5.2;W;5.0;S;"{""type"": ""Point"", ""coordinates"": [-123.19393091229759, 49.260954660176175]}";West Point Grey
Distribution;SMALL;OPEN;2.6;W;0.1;S;"{""type"": ""Point"", ""coordinates"": [-123.09655298263573, 49.25210256262538]}";Riley Park
Distribution;SMALL;OPEN;2.6;W;0.1;S;"{""type"": ""Point"", ""coordinates"": [-123.09649440213815, 49.25373071981948]}";Riley Park
Distribution;SMALL;OPEN;7.6;E;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.11301277830547, 49.28598963538701]}";Downtown
Distribution;SMALL;OPEN;7.7;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.05297058119784, 49.23746089686668]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.7;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.05172497062033, 49.23745831295509]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;6.2;N;"{""type"": ""Point"", ""coordinates"": [-123.05191971787809, 49.2388405337499]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;W;6.2;N;"{""type"": ""Point"", ""coordinates"": [-123.05466174742193, 49.23885575716083]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05758916017776, 49.238815565446316]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.0553879901964, 49.23880361664134]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.05161370401811, 49.23876925763929]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.20297886788738, 49.26102666041699]}";West Point Grey
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.05479227221362, 49.27825003835558]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;S;10.1;E;"{""type"": ""Point"", ""coordinates"": [-123.05664280330382, 49.27818908521257]}";Grandview-Woodland
Distribution;SMALL;OPEN;;;8.1;N;"{""type"": ""Point"", ""coordinates"": [-123.04335990943517, 49.29065560127803]}";Hastings-Sunrise
Distribution;SMALL;OPEN;;;9.1;N;"{""type"": ""Point"", ""coordinates"": [-123.04337672644235, 49.2906691596706]}";Hastings-Sunrise
Distribution;SMALL;OPEN;32.2;W;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.04475214263988, 49.27659468892722]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;6.7;N;"{""type"": ""Point"", ""coordinates"": [-123.0469652545669, 49.27659969344403]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.05185382673125, 49.276603881693205]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;8.3;S;"{""type"": ""Point"", ""coordinates"": [-123.20632777149275, 49.26016444682681]}";West Point Grey
Distribution;SMALL;OPEN;0.6;E;2.7;S;"{""type"": ""Point"", ""coordinates"": [-123.09006312505775, 49.24475164058567]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;2.7;S;"{""type"": ""Point"", ""coordinates"": [-123.09481621335009, 49.260638051075745]}";Mount Pleasant
Distribution;SMALL;OPEN;89.3;W;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.1361700254524, 49.27835982847423]}";West End
Distribution;SMALL;OPEN;;;12.8;S;"{""type"": ""Point"", ""coordinates"": [-123.14272584089875, 49.28472425503985]}";West End
Distribution;SMALL;OPEN;0.8;E;7.5;S;"{""type"": ""Point"", ""coordinates"": [-123.14237925232548, 49.286264224552994]}";West End
Distribution;SMALL;OPEN;4.3;W;2.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14231010404355, 49.286805900039106]}";West End
Distribution;SMALL;OPEN;4.3;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14239759704027, 49.28636961637222]}";West End
Distribution;SMALL;OPEN;0.0;E;12.1;S;"{""type"": ""Point"", ""coordinates"": [-123.14059593031116, 49.28226721608418]}";West End
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.13534047561863, 49.27753328204603]}";West End
Distribution;SMALL;OPEN;0.3;E;5.3;S;"{""type"": ""Point"", ""coordinates"": [-123.13825139188273, 49.280470739161345]}";West End
Distribution;SMALL;OPEN;0.0;W;14.45;S;"{""type"": ""Point"", ""coordinates"": [-123.13826028514099, 49.28072557998825]}";West End
Distribution;SMALL;OPEN;15.5;E;11.7;S;"{""type"": ""Point"", ""coordinates"": [-123.13924923078626, 49.28141685042972]}";West End
Distribution;SMALL;OPEN;0.0;E;12.1;S;"{""type"": ""Point"", ""coordinates"": [-123.13941737209737, 49.28150385595052]}";West End
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11089423120622, 49.26326409271594]}";Mount Pleasant
Distribution;SMALL;OPEN;5.3;W;3.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11086927550913, 49.2632905805635]}";Mount Pleasant
Distribution;SMALL;OPEN;4.3;W;24.8;S;"{""type"": ""Point"", ""coordinates"": [-123.12708060216417, 49.27519522347215]}";Downtown
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.1511724569981, 49.29580755835127]}";
Distribution;SMALL;OPEN;6.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0549643571172, 49.25669982732562]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05527049643143, 49.254773670469206]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.05580426423364, 49.253952096441274]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;2.1;E;7.6;N;"{""type"": ""Point"", ""coordinates"": [-123.12837945307184, 49.24631189066049]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.2002140786674, 49.260983800887445]}";West Point Grey
Distribution;SMALL;OPEN;11.0;W;5.3;N;"{""type"": ""Point"", ""coordinates"": [-123.11276278860338, 49.26658279186279]}";Mount Pleasant
Distribution;SMALL;OPEN;10.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.11275323244605, 49.266720184901246]}";Mount Pleasant
Distribution;SMALL;OPEN;9.6;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11270501833918, 49.26744054063839]}";Mount Pleasant
Distribution;SMALL;OPEN;9.6;W;22.3;S;"{""type"": ""Point"", ""coordinates"": [-123.11271342456666, 49.26724475190113]}";Mount Pleasant
