SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
28;Devonport;Plymouth Sound;;CRE - Edible crab;2016-02-05;201627891;2;MN-54;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-10-10;201631959;10;AG-110M;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-06-13;201629705;10;AG-110M;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
8;Dungeness;PLZ - Fish;;COD - Cod;2016-02-02;201627645;2;EU-155;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
8;Dungeness;Sea kale (Power Station);;SKL - Sea kale;2016-06-20;201629826;2;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
89;England;;CANTEEN_MEAL_WEST;CANTEEN MEAL;2016-02-15;201628114;2;AM-241;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
89;England;;CANTEEN_MEAL_WEST;CANTEEN MEAL;2016-02-15;201628114;2;CS-134;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
9;Hinkley;Stert, Stolford;;PTV - Common limpet;2016-05-23;201629476;2;EU-155;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;NB-95;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629026;2;CS-134;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;Sellafield Distance North;;HAD - Haddock;2016-03-09;201629683;2;EU-155;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;Sellafield Distance South;;CRE - Edible crab;2016-06-14;201629637;2;AG-110M;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;2;CS-134;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630560;10;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;CROP;MSH - Mushroom;2016-08-15;201630866;10;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-11-07;201633399;10;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-12-27;201634096;10;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-01-11;201627447;10;AG-110M;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-12-05;201633916;10;SE-75;<0.067;0.067;<0.067;0.067;;;Bq/L;;;<;<0.067
12;Sizewell;Sizewell Fish;;CRE - Edible crab;2016-06-10;201629659;2;SB-125;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
56;Thames area;Ufton Bridge to Theale;;CYS - Signal crayfish;2016-02-29;201628057;2;RU-103;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
12;Sizewell;;SI91;UMK-Unpasteurised Milk;2016-08-15;201631633;10;CO-60;<0.067018;0.067018;<0.067018;0.067;;;Bq/L;;;<;<0.067
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-06-13;201629717;10;NB-95;<0.067034;0.067034;<0.067034;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-07-11;201630479;10;SE-75;<0.06704;0.06704;<0.06704;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;CROP;BRT - Beetroot;2016-08-30;201631015;10;AG-110M;<0.067067;0.067067;<0.067067;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;ANIMAL;CAM - Cattle muscle;2016-10-13;201632030;10;CO-60;<0.067079;0.067079;<0.067079;0.067;;;Bq/kg;;;<;<0.067
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-08-15;201630761;10;EU-155;<0.067154;0.067154;<0.067154;0.067;;;Bq/L;;;<;<0.067
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-08-15;201631559;10;CS-134;<0.067159;0.067159;<0.067159;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-08-22;201630849;10;ZR-95;<0.067183;0.067183;<0.067183;0.067;;;Bq/L;;;<;<0.067
8;Dungeness;;DU84;UMK-Unpasteurised Milk;2016-08-15;201631513;10;CS-137;<0.067185;0.067185;<0.067185;0.067;;;Bq/L;;;<;<0.067
12;Sizewell;;SI91;UMK-Unpasteurised Milk;2016-08-15;201631633;10;CS-137;<0.067185;0.067185;<0.067185;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-02-15;201627918;10;CO-60;<0.067189;0.067189;<0.067189;0.067;;;Bq/L;;;<;<0.067
87;Ascot;;CROP;GRS - Grass;2016-07-21;201630426;10;AG-110M;<0.0672;0.0672;<0.0672;0.067;;;Bq/kg;;;<;<0.067
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-05-10;201629302;10;RU-103;<0.067204;0.067204;<0.067204;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;ANIMAL;CLV - Cattle liver;2016-10-13;201632032;10;SE-75;<0.067235;0.067235;<0.067235;0.067;;;Bq/kg;;;<;<0.067
18;Winfrith;;WN09;UMK-Unpasteurised Milk;2016-05-15;201629908;10;CS-134;<0.067341;0.067341;<0.067341;0.067;;;Bq/L;;;<;<0.067
32;Amersham;;CROP;APE - Apple;2016-08-10;201630718;10;AM-241;<0.067393;0.067393;<0.067393;0.067;;;Bq/kg;;;<;<0.067
30;Hartlepool;;HA95;UMK-Unpasteurised Milk;2016-02-15;201628394;10;CS-137;<0.067411;0.067411;<0.067411;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-04-04;201628514;10;AG-110M;<0.067438;0.067438;<0.067438;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-21;201633818;10;CO-60;<0.067474;0.067474;<0.067474;0.067;;;Bq/L;;;<;<0.067
32;Amersham;;CROP;APE - Apple;2016-08-10;201630718;10;SE-75;<0.067582;0.067582;<0.067582;0.068;;;Bq/kg;;;<;<0.068
31;Aldermaston;;CROP;POT - Potato;2016-08-10;201630719;10;NB-95;<0.067583;0.067583;<0.067583;0.068;;;Bq/kg;;;<;<0.068
68;Oldbury & Berkeley;;OB13;UMK-Unpasteurised Milk;2016-11-15;201633931;10;CO-60;<0.067594;0.067594;<0.067594;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-07-11;201630476;10;NB-95;<0.067625;0.067625;<0.067625;0.068;;;Bq/L;;;<;<0.068
9;Hinkley;;HP03;UMK-Unpasteurised Milk;2016-02-15;201628439;10;CS-137;<0.067634;0.067634;<0.067634;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-08-22;201630846;10;RU-103;<0.067732;0.067732;<0.067732;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-05-02;201629178;10;NB-95;<0.067829;0.067829;<0.067829;0.068;;;Bq/L;;;<;<0.068
21;Springfields;;CROP;BRT - Beetroot;2016-08-23;201630869;10;SE-75;<0.067902;0.067902;<0.067902;0.068;;;Bq/kg;;;<;<0.068
13;Trawsfynydd;;TR06;UMK-Unpasteurised Milk;2016-05-15;201629733;10;RU-103;<0.067932;0.067932;<0.067932;0.068;;;Bq/L;;;<;<0.068
18;Winfrith;;WN09;UMK-Unpasteurised Milk;2016-05-15;201629908;10;AG-110M;<0.067934;0.067934;<0.067934;0.068;;;Bq/L;;;<;<0.068
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-11-15;201634024;10;RU-103;<0.067966;0.067966;<0.067966;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-02-08;201627843;10;CS-137;<0.067975;0.067975;<0.067975;0.068;;;Bq/L;;;<;<0.068
32;Amersham;;AM07;UMK-Unpasteurised Milk;2016-08-15;201631624;10;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
6;Berkeley;Guscar;;USH - Shrimp (unidentified);2016-09-26;201632033;2;CO-60;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
7;Bradwell;West Mersea;;LBE - European lobster;2016-08-31;201631505;2;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
28;Devonport;Lynher Estuary;;SHP - Shrimp/prawn;2016-08-30;201631847;2;MN-54;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
28;Devonport;Plymouth Sound;;BWR - Ballan wrasse;2016-01-26;201627892;2;CO-58;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-01-19;201627509;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-02-15;201627922;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
8;Dungeness;Sea kale (Power Station);;SKL - Sea kale;2016-06-20;201629826;2;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-05-16;201629607;2;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
9;Hinkley;;CROP;BKE - Blackberries;2016-09-22;201631640;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629026;2;MN-54;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;Sellafield Distance North;;HAD - Haddock;2016-03-09;201629683;2;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629601;2;MN-54;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-09-19;201631533;10;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-09-19;201631533;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-02-08;201627839;10;SE-75;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-11-08;201633389;10;AG-110M;<0.068;0.068;<0.068;0.068;;;Bq/L;;;<;<0.068
12;Sizewell;Sizewell Fish;;CRE - Edible crab;2016-06-10;201629659;2;NB-95;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
18;Winfrith;Lulworth Banks (M);;CRE - Edible crab;2016-02-14;201627899;2;MN-54;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
14;Wylfa;PLZ Offshore;;PLE - European plaice;2016-04-15;201628946;2;NB-95;<0.068;0.068;<0.068;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-08-08;201630686;10;ZR-95;<0.068165;0.068165;<0.068165;0.068;;;Bq/L;;;<;<0.068
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-02-08;201627843;10;NB-95;<0.068185;0.068185;<0.068185;0.068;;;Bq/L;;;<;<0.068
68;Oldbury & Berkeley;;OB13;UMK-Unpasteurised Milk;2016-05-15;201629736;10;AM-241;<0.068188;0.068188;<0.068188;0.068;;;Bq/L;;;<;<0.068
18;Winfrith;;WN04;UMK-Unpasteurised Milk;2016-11-15;201634173;10;CS-134;<0.068205;0.068205;<0.068205;0.068;;;Bq/L;;;<;<0.068
8;Dungeness;;DU84;UMK-Unpasteurised Milk;2016-02-15;201628175;10;CS-134;<0.068216;0.068216;<0.068216;0.068;;;Bq/L;;;<;<0.068
87;Ascot;;CROP;GRS - Grass;2016-07-21;201630426;10;NB-95;<0.0683;0.0683;<0.0683;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-08-15;201630755;10;RU-103;<0.068391;0.068391;<0.068391;0.068;;;Bq/L;;;<;<0.068
8;Dungeness;;DU85;UMK-Unpasteurised Milk;2016-08-15;201631635;10;SE-75;<0.068418;0.068418;<0.068418;0.068;;;Bq/L;;;<;<0.068
86;Vickers shipyard;;CROP;POT - Potato;2016-09-06;201631014;10;RU-103;<0.06842;0.06842;<0.06842;0.068;;;Bq/kg;;;<;<0.068
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-09-19;201631538;10;SE-75;<0.068431;0.068431;<0.068431;0.068;;;Bq/L;;;<;<0.068
14;Wylfa;;CROP;POT - Potato;2016-08-02;201630678;10;CS-137;<0.068434;0.068434;<0.068434;0.068;;;Bq/kg;;;<;<0.068
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-02-22;201628028;10;CO-60;<0.068495;0.068495;<0.068495;0.068;;;Bq/L;;;<;<0.068
87;Ascot;;CROP;GRS - Grass;2016-07-21;201630426;10;AM-241;<0.0685;0.0685;<0.0685;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-02-22;201628019;10;ZR-95;<0.068517;0.068517;<0.068517;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-02-15;201627918;10;NB-95;<0.068536;0.068536;<0.068536;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-11-07;201633397;10;AG-110M;<0.068537;0.068537;<0.068537;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-03-21;201628383;10;AG-110M;<0.068572;0.068572;<0.068572;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-04-11;201628908;10;RU-103;<0.068617;0.068617;<0.068617;0.069;;;Bq/L;;;<;<0.069
29;Heysham;;CROP;GRS - Grass;2016-08-23;201630868;10;CS-134;<0.06864;0.06864;<0.06864;0.069;;;Bq/kg;;;<;<0.069
30;Hartlepool;;CROP;WHT - Wheat;2016-09-19;201631594;10;NB-95;<0.068666;0.068666;<0.068666;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-03-28;201628443;10;AG-110M;<0.06875;0.06875;<0.06875;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-06-13;201629717;10;RU-103;<0.068785;0.068785;<0.068785;0.069;;;Bq/L;;;<;<0.069
12;Sizewell;;SI10;UMK-Unpasteurised Milk;2016-02-15;201628388;10;CS-134;<0.068916;0.068916;<0.068916;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-08-15;201630761;10;NB-95;<0.068941;0.068941;<0.068941;0.069;;;Bq/L;;;<;<0.069
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-05-15;201629721;10;RU-103;<0.06897;0.06897;<0.06897;0.069;;;Bq/L;;;<;<0.069
6;Berkeley;Severn Beach;;MUL - Grey mullet;2016-09-08;201631055;2;MN-54;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
7;Bradwell;Blackwater Estuary;;OYY - Oysters;2016-08-15;201630833;2;CO-60;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-06-13;201629705;10;SE-75;<0.069;0.069;<0.069;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-10-10;201631959;10;SE-75;<0.069;0.069;<0.069;0.069;;;Bq/L;;;<;<0.069
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-12-12;201633991;10;SE-75;<0.069;0.069;<0.069;0.069;;;Bq/L;;;<;<0.069
8;Dungeness;PLZ - Fish;;COD - Cod;2016-02-02;201627645;2;ZR-95;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
9;Hinkley;Stert, Stolford;;COD - Cod;2016-02-04;201627898;2;RU-103;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
9;Hinkley;;CROP;BKE - Blackberries;2016-09-22;201631640;10;AG-110M;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
52;Northern Ireland;;CANTEEN_MEAL_WEST_NI;CANTEEN MEAL;2016-11-08;201633540;2;NB-95;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;AG-110M;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;AG-110M;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;2;MN-54;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Sellafield Distance South;;CRE - Edible crab;2016-04-04;201628460;2;CS-137;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Sellafield Distance South;;CRE - Edible crab;2016-04-04;201628460;2;MN-54;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-04-18;201629053;2;CO-58;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-02-11;201628069;2;SE-75;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-08-15;201630757;10;AG-110M;<0.069;0.069;<0.069;0.069;;;Bq/L;;;<;<0.069
21;Springfields;Marshside Sands;;SAM - Samphire;2016-08-03;201630670;2;CO-58;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
79;Wales;;CANTEEN_MEAL_SOUTH_2;CANTEEN MEAL;2016-09-23;201631886;2;AG-110M;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
18;Winfrith;Lulworth Ledges;;SCE - Escallop;2016-06-15;201629827;2;SE-75;<0.069;0.069;<0.069;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-07-25;201630441;10;CO-60;<0.069036;0.069036;<0.069036;0.069;;;Bq/L;;;<;<0.069
13;Trawsfynydd;;TR06;UMK-Unpasteurised Milk;2016-02-15;201628300;10;SE-75;<0.069051;0.069051;<0.069051;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-05-02;201629182;10;RU-103;<0.069084;0.069084;<0.069084;0.069;;;Bq/L;;;<;<0.069
14;Wylfa;;WY03;UMK-Unpasteurised Milk;2016-05-15;201629746;10;EU-155;<0.06911;0.06911;<0.06911;0.069;;;Bq/L;;;<;<0.069
9;Hinkley;;HP03;UMK-Unpasteurised Milk;2016-05-15;201629813;10;SE-75;<0.069158;0.069158;<0.069158;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-02-22;201628019;10;SE-75;<0.069168;0.069168;<0.069168;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;ANIMAL_DRIGG;LLK - Lamb liver & kidney;2016-10-13;201632573;10;SE-75;<0.069177;0.069177;<0.069177;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;ANIMAL_RAVENGLASS;LAM - Lamb muscle;2016-06-13;201629846;10;CS-134;<0.06918;0.06918;<0.06918;0.069;;;Bq/kg;;;<;<0.069
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-11-08;201633391;10;CS-137;<0.069188;0.069188;<0.069188;0.069;;;Bq/L;;;<;<0.069
28;Devonport;;CROP;POT - Potato;2016-08-17;201630806;10;ZR-95;<0.069232;0.069232;<0.069232;0.069;;;Bq/kg;;;<;<0.069
7;Bradwell;;BR07;UMK-Unpasteurised Milk;2016-05-15;201629650;10;AM-241;<0.06928;0.06928;<0.06928;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-02-08;201627847;10;CO-60;<0.069301;0.069301;<0.069301;0.069;;;Bq/L;;;<;<0.069
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-11-15;201634026;10;CS-134;<0.069305;0.069305;<0.069305;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-08-08;201630684;10;NB-95;<0.069309;0.069309;<0.069309;0.069;;;Bq/L;;;<;<0.069
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-01-11;201627441;10;AG-110M;<0.06931;0.06931;<0.06931;0.069;;;Bq/L;;;<;<0.069
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-11-15;201633937;10;CS-134;<0.069545;0.069545;<0.069545;0.07;;;Bq/L;;;<;<0.07
9;Hinkley;;CROP;HON - Honey;2016-09-22;201631641;10;ZR-95;<0.069582;0.069582;<0.069582;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-27;201634092;10;NB-95;<0.069683;0.069683;<0.069683;0.07;;;Bq/L;;;<;<0.07
31;Aldermaston;;CROP;POT - Potato;2016-08-10;201630719;10;CS-137;<0.06969;0.06969;<0.06969;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;;ANIMAL;CAM - Cattle muscle;2016-10-13;201632030;10;AG-110M;<0.069692;0.069692;<0.069692;0.07;;;Bq/kg;;;<;<0.07
18;Winfrith;;WN04;UMK-Unpasteurised Milk;2016-05-15;201629906;10;CS-137;<0.069737;0.069737;<0.069737;0.07;;;Bq/L;;;<;<0.07
18;Winfrith;;WN04;UMK-Unpasteurised Milk;2016-05-15;201629906;10;SE-75;<0.069768;0.069768;<0.069768;0.07;;;Bq/L;;;<;<0.07
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-01-25;201627573;10;RU-103;<0.069855;0.069855;<0.069855;0.07;;;Bq/L;;;<;<0.07
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-06-06;201629636;10;SE-75;<0.069904;0.069904;<0.069904;0.07;;;Bq/L;;;<;<0.07
14;Wylfa;;CROP;GRS - Grass;2016-08-02;201630677;10;ZR-95;<0.06992;0.06992;<0.06992;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-02-08;201627843;10;CS-134;<0.06994;0.06994;<0.06994;0.07;;;Bq/L;;;<;<0.07
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-05-15;201629719;10;ZR-95;<0.069945;0.069945;<0.069945;0.07;;;Bq/L;;;<;<0.07
6;Berkeley;Guscar;;USH - Shrimp (unidentified);2016-09-26;201632033;2;MN-54;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
28;Devonport;Lynher Estuary;;SHP - Shrimp/prawn;2016-08-30;201631847;2;CS-134;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-01-19;201627509;10;AG-110M;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
8;Dungeness;PLZ - Fish;;CRE - Edible crab;2016-06-15;201630217;2;CS-134;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
52;Northern ireland;;CANTEEN_MEAL_WEST_NI;CANTEEN MEAL;2016-03-04;201628152;2;AG-110M;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
52;Northern ireland;;CANTEEN_MEAL_WEST_NI;CANTEEN MEAL;2016-08-08;201630800;2;CS-137;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;SE-75;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Parton;;PEE - Edible winkle;2016-11-03;201633506;2;MN-54;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Sellafield Distance North;;POK - Saithe;2016-03-09;201629684;2;MN-54;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Sellafield Distance South;;CRE - Edible crab;2016-04-04;201628460;2;CS-134;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-04-18;201629053;2;SE-75;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-08-15;201630902;2;MN-54;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-27;201634098;10;AG-110M;<0.070;0.07;<0.070;0.07;;;Bq/L;;;<;<0.07
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-10-03;201631859;10;SE-75;<0.070;0.07;<0.070;0.07;;;Bq/L;;;<;<0.07
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-11-08;201633389;10;SE-75;<0.070;0.07;<0.070;0.07;;;Bq/L;;;<;<0.07
21;Springfields;;ANIMAL;WGN - Widgeon;2016-02-06;201629059;2;CO-60;<0.070;0.07;<0.070;0.07;;;Bq/kg;;;<;<0.07
9;Hinkley;;CROP;WHT - Wheat;2016-08-17;201630807;10;CS-137;<0.070075;0.070075;<0.070075;0.07;;;Bq/kg;;;<;<0.07
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-27;201634092;10;RU-103;<0.070079;0.070079;<0.070079;0.07;;;Bq/L;;;<;<0.07
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-08-22;201630846;10;CS-134;<0.0701;0.0701;<0.0701;0.07;;;Bq/L;;;<;<0.07
68;Oldbury & Berkeley;;CROP;BAR - Barley;2016-09-15;201631411;10;RU-103;<0.070148;0.070148;<0.070148;0.07;;;Bq/kg;;;<;<0.07
