Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.1312678303508, 49.206185416450026], [-123.1312517046489, 49.206571324008834]]}";__FJ7LNF
"{""type"": ""LineString"", ""coordinates"": [[-123.1314679742244, 49.2060740879055], [-123.13147191871496, 49.206008417745885], [-123.131399153529, 49.2060071602474]]}";__FJ7LNG
"{""type"": ""LineString"", ""coordinates"": [[-123.13075659477842, 49.206495443523224], [-123.13074969741128, 49.2067432717444]]}";__FJ7LNI
"{""type"": ""LineString"", ""coordinates"": [[-123.1321959581023, 49.20035524956314], [-123.1310759085689, 49.20033905718429]]}";__FJ7LNJ
"{""type"": ""LineString"", ""coordinates"": [[-123.13340816445678, 49.2104776772631], [-123.13340309891163, 49.210631052813]]}";__FJ7LNM
"{""type"": ""LineString"", ""coordinates"": [[-123.1335847956552, 49.20880478963211], [-123.13350722587454, 49.20880533807611]]}";__FJ7LNT
"{""type"": ""LineString"", ""coordinates"": [[-123.13303724233677, 49.215908127541724], [-123.13303325087692, 49.21595580713257]]}";__FJ7LNX
"{""type"": ""LineString"", ""coordinates"": [[-123.13273080100284, 49.20829306938956], [-123.13272957616496, 49.2083483918536]]}";__FJ7LNY
"{""type"": ""LineString"", ""coordinates"": [[-123.13278561859285, 49.20774835031479], [-123.13278096757374, 49.20780592554694]]}";__FJ7LO0
"{""type"": ""LineString"", ""coordinates"": [[-123.13277506737505, 49.20638693343302], [-123.13277199358367, 49.2065259142999]]}";__FJ7LO3
"{""type"": ""LineString"", ""coordinates"": [[-123.13280934008024, 49.205358749507695], [-123.13280493261944, 49.20550717699688]]}";__FJ7LO7
"{""type"": ""LineString"", ""coordinates"": [[-123.10317003954646, 49.2422948392497], [-123.1031686019668, 49.242264256720155]]}";__FJ7LOB
"{""type"": ""LineString"", ""coordinates"": [[-123.10320559140628, 49.24221385034186], [-123.1032068840492, 49.24218146632542]]}";__FJ7LOC
"{""type"": ""LineString"", ""coordinates"": [[-123.12862970814447, 49.233181776749596], [-123.12862006290324, 49.23342420959621]]}";__FJ7LOF
"{""type"": ""LineString"", ""coordinates"": [[-123.12798986035459, 49.226188744679554], [-123.12786074724782, 49.226184390027825]]}";__FJ7LOI
"{""type"": ""LineString"", ""coordinates"": [[-123.11567374262813, 49.23089294264158], [-123.11567348218487, 49.23107554662848]]}";__FJ7LOO
"{""type"": ""LineString"", ""coordinates"": [[-123.10457999327856, 49.236708424740655], [-123.10447558350008, 49.23670492111281]]}";__FJ7LOR
"{""type"": ""LineString"", ""coordinates"": [[-123.10459027462902, 49.232208972632634], [-123.10453601694404, 49.232208571980735]]}";__FJ7LOS
"{""type"": ""LineString"", ""coordinates"": [[-123.10340910195733, 49.23486362661307], [-123.1030409474648, 49.23485765890012]]}";__FJ7LOU
"{""type"": ""LineString"", ""coordinates"": [[-123.1027181155175, 49.234847610856335], [-123.10264599735692, 49.23484722519565]]}";__FJ7LP9
"{""type"": ""LineString"", ""coordinates"": [[-123.10197714074596, 49.228251263538205], [-123.10197663080649, 49.228337168731464]]}";__FJ7LPE
"{""type"": ""LineString"", ""coordinates"": [[-123.10094914507584, 49.231318578174665], [-123.10096183341983, 49.23147867365048]]}";__FJ7LPH
"{""type"": ""LineString"", ""coordinates"": [[-123.10207719102408, 49.225813971620425], [-123.10206197741988, 49.226089222173044]]}";__FJ7LPL
"{""type"": ""LineString"", ""coordinates"": [[-123.10117963010391, 49.225790033281214], [-123.10117226275572, 49.22588134167235]]}";__FJ7LPM
"{""type"": ""LineString"", ""coordinates"": [[-123.1025480111473, 49.2253561453785], [-123.10243126484751, 49.22535265085235]]}";__FJ7LPN
"{""type"": ""LineString"", ""coordinates"": [[-123.10261739791774, 49.22603385899957], [-123.10251713474311, 49.22603214896961]]}";__FJ7LPP
"{""type"": ""LineString"", ""coordinates"": [[-123.09841420821887, 49.2350767155435], [-123.09828370529394, 49.235074577832684]]}";__FJ7LPR
"{""type"": ""LineString"", ""coordinates"": [[-123.09776169401086, 49.23126560297216], [-123.09775907111336, 49.23132856298988]]}";__FJ7LPT
"{""type"": ""LineString"", ""coordinates"": [[-123.05199970623693, 49.24435612720396], [-123.05192215859222, 49.244431722050486]]}";__FJ7LQF
"{""type"": ""LineString"", ""coordinates"": [[-123.05159562380642, 49.243541798840404], [-123.051446028032, 49.24369568408126]]}";__FJ7LQG
"{""type"": ""LineString"", ""coordinates"": [[-123.04527175600666, 49.262366868579335], [-123.0451707343933, 49.26236555883728]]}";__FJ7LQI
"{""type"": ""LineString"", ""coordinates"": [[-123.05607902457771, 49.264363021894695], [-123.0560804938364, 49.264434524051026]]}";__FJ7LQP
"{""type"": ""LineString"", ""coordinates"": [[-123.11391668825391, 49.263345222400034], [-123.11382047248684, 49.26334351818213]]}";__FJ7LQU
"{""type"": ""LineString"", ""coordinates"": [[-123.11219170728548, 49.263327579561604], [-123.11210648927896, 49.263326771752766]]}";__FJ7LQW
"{""type"": ""LineString"", ""coordinates"": [[-123.11156836720623, 49.263316498379886], [-123.11127353731789, 49.26331228509435]]}";__FJ7LQX
"{""type"": ""LineString"", ""coordinates"": [[-123.10061117622243, 49.263626711346895], [-123.1006157454216, 49.26350797065134]]}";__FJ7LR1
"{""type"": ""LineString"", ""coordinates"": [[-123.0986451852274, 49.263350499691775], [-123.0985180456689, 49.263349258888965]]}";__FJ7LR2
"{""type"": ""LineString"", ""coordinates"": [[-123.11277441066646, 49.26002983630426], [-123.1125648136315, 49.26002689237273]]}";__FJ7LR7
"{""type"": ""LineString"", ""coordinates"": [[-123.1118173386913, 49.26190041199358], [-123.11149640544346, 49.26189713305333]]}";__FJ7LRC
"{""type"": ""LineString"", ""coordinates"": [[-123.11628596440082, 49.259773122180995], [-123.11576506479729, 49.25976509982527]]}";__FJ7LRH
"{""type"": ""LineString"", ""coordinates"": [[-123.11732302040886, 49.260107127424725], [-123.11700692137704, 49.26010340012812]]}";__FJ7LRI
"{""type"": ""LineString"", ""coordinates"": [[-123.11564891701292, 49.25541201742862], [-123.11564496243489, 49.25548398314033]]}";__FJ7LRL
"{""type"": ""LineString"", ""coordinates"": [[-123.11570921614008, 49.25475845434076], [-123.11556423455443, 49.2547577089229]]}";__FJ7LRP
"{""type"": ""LineString"", ""coordinates"": [[-123.1146489566804, 49.25445145201751], [-123.11464065383876, 49.2547114131329]]}";__FJ7LRR
"{""type"": ""LineString"", ""coordinates"": [[-123.11341350040352, 49.2564959084082], [-123.11282597589079, 49.256484358090894], [-123.11281800194854, 49.25660354351181]]}";__FJ7LRT
"{""type"": ""LineString"", ""coordinates"": [[-123.1158661148531, 49.25082652096203], [-123.11586293752251, 49.250930868773864]]}";__FJ7LS4
"{""type"": ""LineString"", ""coordinates"": [[-123.11586040296967, 49.25102217286127], [-123.1158599348386, 49.25111572368141], [-123.11570053361756, 49.251114084378564]]}";__FJ7LS5
"{""type"": ""LineString"", ""coordinates"": [[-123.11576460870627, 49.25349412950147], [-123.11576579882772, 49.25341542011393], [-123.11561119353973, 49.25341108630947]]}";__FJ7LS8
"{""type"": ""LineString"", ""coordinates"": [[-123.11479684050973, 49.25218407734266], [-123.11478782009638, 49.25244224923489]]}";__FJ7LSA
"{""type"": ""LineString"", ""coordinates"": [[-123.11483044563094, 49.2512926261514], [-123.11482078057092, 49.25155709538468]]}";__FJ7LSI
"{""type"": ""LineString"", ""coordinates"": [[-123.11484050171808, 49.25088873051105], [-123.11483457278167, 49.250998478163645]]}";__FJ7LSJ
"{""type"": ""LineString"", ""coordinates"": [[-123.11482824425006, 49.25035533474759], [-123.11482522625995, 49.25053524228623]]}";__FJ7LSL
"{""type"": ""LineString"", ""coordinates"": [[-123.11489601983409, 49.24967073953749], [-123.11489280382703, 49.24976519263076]]}";__FJ7LSM
"{""type"": ""LineString"", ""coordinates"": [[-123.1011504885929, 49.25429286138388], [-123.10127897363157, 49.25429139954116], [-123.10128962216072, 49.254122738817266]]}";__FJ7LSR
"{""type"": ""LineString"", ""coordinates"": [[-123.10427154737359, 49.256339116653265], [-123.10376923636437, 49.256330123919305]]}";__FJ7LSS
"{""type"": ""LineString"", ""coordinates"": [[-123.10393677327757, 49.257240271249174], [-123.10385774918701, 49.25723899302976]]}";__FJ7LT0
"{""type"": ""LineString"", ""coordinates"": [[-123.10081026425188, 49.25723544059308], [-123.10080558524427, 49.25729976046765]]}";__FJ7LT4
"{""type"": ""LineString"", ""coordinates"": [[-123.10226612163609, 49.257804871561845], [-123.10216854179919, 49.25780270908837]]}";__FJ7LT5
"{""type"": ""LineString"", ""coordinates"": [[-123.10447197735564, 49.25784694758916], [-123.10383014684263, 49.257838539948054]]}";__FJ7LT6
"{""type"": ""LineString"", ""coordinates"": [[-123.11074512058595, 49.256079364781094], [-123.11067021791474, 49.25607673798811]]}";__FJ7LT8
"{""type"": ""LineString"", ""coordinates"": [[-123.10789600586115, 49.25316051207704], [-123.10782386001168, 49.25315967990837]]}";__FJ7LTF
"{""type"": ""LineString"", ""coordinates"": [[-123.10055929509262, 49.25080333885952], [-123.10055217867921, 49.25102056176135]]}";__FJ7LTK
"{""type"": ""LineString"", ""coordinates"": [[-123.10135998291994, 49.251600029901596], [-123.1013573276486, 49.251645449119735]]}";__FJ7LTM
"{""type"": ""LineString"", ""coordinates"": [[-123.09456904690542, 49.26216394096202], [-123.09427079350549, 49.262161935894696]]}";__FJ7LTT
"{""type"": ""LineString"", ""coordinates"": [[-123.09233771049551, 49.26222837039398], [-123.09226692777489, 49.26222842694075]]}";__FJ7LTX
"{""type"": ""LineString"", ""coordinates"": [[-123.09276799502061, 49.261851045548376], [-123.09269377512753, 49.261850205595636]]}";__FJ7LU0
"{""type"": ""LineString"", ""coordinates"": [[-123.09135578042577, 49.261840944779735], [-123.09127675179103, 49.26184100723967]]}";__FJ7LU4
"{""type"": ""LineString"", ""coordinates"": [[-123.0908244385725, 49.26213641549774], [-123.09074265815221, 49.26213513047422]]}";__FJ7LU5
"{""type"": ""LineString"", ""coordinates"": [[-123.1001747251552, 49.259604873947815], [-123.0998586525009, 49.25960516554924]]}";__FJ7LUK
"{""type"": ""LineString"", ""coordinates"": [[-123.09920787139697, 49.2595922423578], [-123.09896324578588, 49.259589771575456]]}";__FJ7LUL
"{""type"": ""LineString"", ""coordinates"": [[-123.09282397834463, 49.259148866395314], [-123.09272159029578, 49.25914894860917]]}";__FJ7LUR
"{""type"": ""LineString"", ""coordinates"": [[-123.10000099300602, 49.258992459474044], [-123.09987936012197, 49.25899031588317]]}";__FJ7LUT
"{""type"": ""LineString"", ""coordinates"": [[-123.09935286498063, 49.25892107491419], [-123.09926765205097, 49.258918908350694]]}";__FJ7LUV
"{""type"": ""LineString"", ""coordinates"": [[-123.09895856573056, 49.25898124046712], [-123.0986314823788, 49.25897838981798]]}";__FJ7LUW
"{""type"": ""LineString"", ""coordinates"": [[-123.1001960129088, 49.25859964046086], [-123.09949031321048, 49.258593530874734]]}";__FJ7LUX
"{""type"": ""LineString"", ""coordinates"": [[-123.09764882002261, 49.258964409395126], [-123.0973189837511, 49.25895929955859]]}";__FJ7LV0
"{""type"": ""LineString"", ""coordinates"": [[-123.09744273992787, 49.258657846615954], [-123.09706892918858, 49.25865368166133]]}";__FJ7LV2
"{""type"": ""LineString"", ""coordinates"": [[-123.09975393273727, 49.25981260463756], [-123.09952235962817, 49.25980875649664]]}";__FJ7LV5
"{""type"": ""LineString"", ""coordinates"": [[-123.0970654907426, 49.25633265817459], [-123.09700055538393, 49.25633185816489]]}";__FJ7LV7
"{""type"": ""LineString"", ""coordinates"": [[-123.09964453905653, 49.2580743741214], [-123.0994521316814, 49.25807229109831]]}";__FJ7LVB
"{""type"": ""LineString"", ""coordinates"": [[-123.09778727253922, 49.25776208196714], [-123.09711041340542, 49.25775368462928]]}";__FJ7LVD
"{""type"": ""LineString"", ""coordinates"": [[-123.09723293658325, 49.25716124665888], [-123.09709000960899, 49.25716046733278]]}";__FJ7LVF
"{""type"": ""LineString"", ""coordinates"": [[-123.09221092775158, 49.256921278736506], [-123.09220833202556, 49.256995941099476]]}";__FJ7LVG
"{""type"": ""LineString"", ""coordinates"": [[-123.09046934973647, 49.25744079797911], [-123.09024465104231, 49.25743962442506]]}";__FJ7LVL
"{""type"": ""LineString"", ""coordinates"": [[-123.0907618186365, 49.25804368873581], [-123.09067454775797, 49.25804240797749]]}";__FJ7LVN
"{""type"": ""LineString"", ""coordinates"": [[-123.08890702584733, 49.26282559042184], [-123.08876476985135, 49.26282480027809]]}";__FJ7LW2
"{""type"": ""LineString"", ""coordinates"": [[-123.0882323194564, 49.255705605700484], [-123.08801225943495, 49.25560369581553]]}";__FJ7LW9
"{""type"": ""LineString"", ""coordinates"": [[-123.08792632234456, 49.25519807691172], [-123.08779096996884, 49.25519548127446]]}";__FJ7LWC
"{""type"": ""LineString"", ""coordinates"": [[-123.0872225164582, 49.2550762844109], [-123.08685529657708, 49.25490430261846]]}";__FJ7LWD
"{""type"": ""LineString"", ""coordinates"": [[-123.08719178213187, 49.25402703325589], [-123.08719171162895, 49.25398700457894]]}";__FJ7LWH
"{""type"": ""LineString"", ""coordinates"": [[-123.08745998636202, 49.25034919653181], [-123.08740158426998, 49.250347441683154]]}";__FJ7LWI
"{""type"": ""LineString"", ""coordinates"": [[-123.08890229082583, 49.26325017679265], [-123.08890150501291, 49.2631952976461]]}";__FJ7LWQ
"{""type"": ""LineString"", ""coordinates"": [[-123.08860311758879, 49.26312177515815], [-123.08809044255493, 49.26311856908722]]}";__FJ7LWR
"{""type"": ""LineString"", ""coordinates"": [[-123.08749599700256, 49.26311273312664], [-123.08739153668549, 49.26311146290379]]}";__FJ7LWS
"{""type"": ""LineString"", ""coordinates"": [[-123.21116707333618, 49.269741000808494], [-123.21106397278218, 49.26974028966753]]}";__FJ7LX6
"{""type"": ""LineString"", ""coordinates"": [[-123.21141108430763, 49.26974416167571], [-123.21130729259103, 49.269742552496176]]}";__FJ7LX7
"{""type"": ""LineString"", ""coordinates"": [[-123.21417526142118, 49.27065117555036], [-123.21404053623586, 49.27064918539509]]}";__FJ7LXC
"{""type"": ""LineString"", ""coordinates"": [[-123.21050778059528, 49.27164605624344], [-123.21040397917695, 49.271643096988804]]}";__FJ7LXJ
"{""type"": ""LineString"", ""coordinates"": [[-123.21066794952318, 49.27165027092174], [-123.21057858601259, 49.27164818501916]]}";__FJ7LXK
"{""type"": ""LineString"", ""coordinates"": [[-123.20542731258256, 49.27308998860225], [-123.2052275667932, 49.27316005633283]]}";__FJ7LXM
"{""type"": ""LineString"", ""coordinates"": [[-123.20523716449343, 49.27082440885678], [-123.20511206170093, 49.2708223822034]]}";__FJ7LXU
"{""type"": ""LineString"", ""coordinates"": [[-123.20478013022256, 49.27050229204224], [-123.20464128367668, 49.27050073899674]]}";__FJ7LXV
"{""type"": ""LineString"", ""coordinates"": [[-123.21193777685392, 49.26355402592875], [-123.21166630162716, 49.26354957621499]]}";__FJ7LXX
"{""type"": ""LineString"", ""coordinates"": [[-123.21332194178666, 49.263576224468046], [-123.21277212832084, 49.26356959234897]]}";__FJ7LY0
"{""type"": ""LineString"", ""coordinates"": [[-123.21440788949243, 49.26329041540266], [-123.21430410927643, 49.26328835913771]]}";__FJ7LY1
"{""type"": ""LineString"", ""coordinates"": [[-123.21458314077609, 49.263292338859166], [-123.21447524306672, 49.263291639676964]]}";__FJ7LY2
"{""type"": ""LineString"", ""coordinates"": [[-123.21440577143153, 49.26422277313315], [-123.21371504425424, 49.26421100977507]]}";__FJ7LY4
"{""type"": ""LineString"", ""coordinates"": [[-123.21461794354155, 49.26623055095545], [-123.2144777322381, 49.2662285625092]]}";__FJ7LYA
"{""type"": ""LineString"", ""coordinates"": [[-123.21278005741509, 49.26698953868036], [-123.21268108234837, 49.266987921866516]]}";__FJ7LYF
"{""type"": ""LineString"", ""coordinates"": [[-123.21127016929047, 49.259019905510115], [-123.21113272718746, 49.259017907948014]]}";__FJ7LYK
"{""type"": ""LineString"", ""coordinates"": [[-123.20822795199007, 49.2669213637968], [-123.20812347901723, 49.266919752987]]}";__FJ7LYS
"{""type"": ""LineString"", ""coordinates"": [[-123.20869734707647, 49.264486422293956], [-123.20859494094627, 49.26448480817886]]}";__FJ7LYZ
"{""type"": ""LineString"", ""coordinates"": [[-123.20888207664112, 49.26413437571021], [-123.20874256061678, 49.26413282880996]]}";__FJ7LZ2
"{""type"": ""LineString"", ""coordinates"": [[-123.20722239458081, 49.26348116355459], [-123.20711792701871, 49.26347910206763]]}";__FJ7LZ8
"{""type"": ""LineString"", ""coordinates"": [[-123.20392965925345, 49.26342177091175], [-123.20379014352268, 49.26341976827104]]}";__FJ7LZD
"{""type"": ""LineString"", ""coordinates"": [[-123.20365337666142, 49.26341775162147], [-123.20323826387512, 49.263411295386575]]}";__FJ7LZE
"{""type"": ""LineString"", ""coordinates"": [[-123.20584360530441, 49.26408583964793], [-123.20570477112506, 49.264082938583144]]}";__FJ7LZF
"{""type"": ""LineString"", ""coordinates"": [[-123.20648949850022, 49.26045557689008], [-123.20638297205451, 49.26045261889833]]}";__FJ7LZZ
"{""type"": ""LineString"", ""coordinates"": [[-123.21008613693319, 49.261415674038794], [-123.20997755235345, 49.26141407238543]]}";__FJ7M00
"{""type"": ""LineString"", ""coordinates"": [[-123.20759975784208, 49.2613855097364], [-123.2075193503045, 49.261384304901846]]}";__FJ7M01
"{""type"": ""LineString"", ""coordinates"": [[-123.20744170529666, 49.26138309505144], [-123.20736816968393, 49.26138186877822]]}";__FJ7M02
"{""type"": ""LineString"", ""coordinates"": [[-123.20424000822621, 49.26252170141547], [-123.20415890613944, 49.26251914618738]]}";__FJ7M05
