enzyme,pathway_id
P07327,SMP0000498
Q93099,SMP0000498
P14174,SMP0000498
P19801,SMP0000498
P21964,SMP0000498
P46952,SMP0000498
P17735,SMP0000533
P17174,SMP0000533
P32754,SMP0000533
O43708,SMP0000533
P16930,SMP0000533
P20711,SMP0000533
P30838,SMP0000533
P14679,SMP0000533
P09172,SMP0000533
P40126,SMP0000533
P11086,SMP0000533
P21397,SMP0000533
P07327,SMP0000533
Q93099,SMP0000533
P14174,SMP0000533
P19801,SMP0000533
P21964,SMP0000533
P46952,SMP0000533
P31153,SMP0000445
Q9NZL9,SMP0000445
P19623,SMP0000445
P52788,SMP0000445
P11926,SMP0000445
P17707,SMP0000445
P00505,SMP0000129
O75746,SMP0000129
P40926,SMP0000129
Q02978,SMP0000129
P50583,SMP0000220
O75414,SMP0000220
O75356,SMP0000220
Q5MY95,SMP0000220
Q16774,SMP0000220
P49902,SMP0000220
Q16854,SMP0000220
P07741,SMP0000220
P00491,SMP0000220
P00492,SMP0000220
Q9Y2T3,SMP0000220
Q9UKK9,SMP0000220
P21108,SMP0000220
Q06203,SMP0000220
P22102,SMP0000220
O15067,SMP0000220
P22234,SMP0000220
P30566,SMP0000220
P31939,SMP0000220
Q9BY32,SMP0000220
P49915,SMP0000220
P20839,SMP0000220
P36959,SMP0000220
P47989,SMP0000220
P30520,SMP0000220
P23109,SMP0000220
P00813,SMP0000220
P00568,SMP0000220
Q8NBU5,SMP0000220
Q08499,SMP0000220
Q96PN6,SMP0000220
P33402,SMP0000220
Q02153,SMP0000220
Q9Y233,SMP0000220
P10599,SMP0000220
P23921,SMP0000220
P31350,SMP0000220
P50583,SMP0000512
O75414,SMP0000512
O75356,SMP0000512
Q5MY95,SMP0000512
Q16774,SMP0000512
P49902,SMP0000512
Q16854,SMP0000512
P07741,SMP0000512
P00491,SMP0000512
P00492,SMP0000512
Q9Y2T3,SMP0000512
Q9UKK9,SMP0000512
P21108,SMP0000512
Q06203,SMP0000512
P22102,SMP0000512
O15067,SMP0000512
P22234,SMP0000512
P30566,SMP0000512
P31939,SMP0000512
Q9BY32,SMP0000512
P49915,SMP0000512
P20839,SMP0000512
P36959,SMP0000512
P47989,SMP0000512
P30520,SMP0000512
P23109,SMP0000512
P00813,SMP0000512
P00568,SMP0000512
Q8NBU5,SMP0000512
Q08499,SMP0000512
Q96PN6,SMP0000512
P33402,SMP0000512
Q02153,SMP0000512
Q9Y233,SMP0000512
P10599,SMP0000512
P23921,SMP0000512
P31350,SMP0000512
P50583,SMP0000536
O75414,SMP0000536
O75356,SMP0000536
Q5MY95,SMP0000536
Q16774,SMP0000536
P49902,SMP0000536
Q16854,SMP0000536
P07741,SMP0000536
P00491,SMP0000536
P00492,SMP0000536
Q9Y2T3,SMP0000536
Q9UKK9,SMP0000536
P21108,SMP0000536
Q06203,SMP0000536
P22102,SMP0000536
O15067,SMP0000536
P22234,SMP0000536
P30566,SMP0000536
P31939,SMP0000536
Q9BY32,SMP0000536
P49915,SMP0000536
P20839,SMP0000536
P36959,SMP0000536
P47989,SMP0000536
P30520,SMP0000536
P23109,SMP0000536
P00813,SMP0000536
P00568,SMP0000536
Q8NBU5,SMP0000536
Q08499,SMP0000536
Q96PN6,SMP0000536
P33402,SMP0000536
Q02153,SMP0000536
Q9Y233,SMP0000536
P10599,SMP0000536
P23921,SMP0000536
P31350,SMP0000536
P50583,SMP0000537
O75414,SMP0000537
O75356,SMP0000537
Q5MY95,SMP0000537
Q16774,SMP0000537
P49902,SMP0000537
Q16854,SMP0000537
P07741,SMP0000537
P00491,SMP0000537
P00492,SMP0000537
Q9Y2T3,SMP0000537
Q9UKK9,SMP0000537
P21108,SMP0000537
Q06203,SMP0000537
P22102,SMP0000537
O15067,SMP0000537
P22234,SMP0000537
P30566,SMP0000537
P31939,SMP0000537
Q9BY32,SMP0000537
P49915,SMP0000537
P20839,SMP0000537
P36959,SMP0000537
P47989,SMP0000537
P30520,SMP0000537
P23109,SMP0000537
P00813,SMP0000537
P00568,SMP0000537
Q8NBU5,SMP0000537
Q08499,SMP0000537
Q96PN6,SMP0000537
P33402,SMP0000537
Q02153,SMP0000537
Q9Y233,SMP0000537
P10599,SMP0000537
P23921,SMP0000537
P31350,SMP0000537
Q08AH1,SMP0000126
Q6IB77,SMP0000126
Q68CK6,SMP0000126
P27708,SMP0000046
Q02127,SMP0000046
A8K5J1 ,SMP0000046
Q8WVQ1,SMP0000046
Q5EBM0,SMP0000046
O75414,SMP0000046
Q9UIJ7,SMP0000046
Q9BY32,SMP0000046
P17812,SMP0000046
P49902,SMP0000046
Q9Y2T3,SMP0000046
O95045,SMP0000046
Q12882,SMP0000046
Q14117,SMP0000046
Q9UBR1,SMP0000046
P31350,SMP0000046
Q7LG56,SMP0000046
Q9NWZ5,SMP0000046
P32320,SMP0000046
P19971,SMP0000046
P32321,SMP0000046
P04183,SMP0000046
P04818,SMP0000046
P33316,SMP0000046
P27708,SMP0000202
Q02127,SMP0000202
A8K5J1 ,SMP0000202
Q8WVQ1,SMP0000202
Q5EBM0,SMP0000202
O75414,SMP0000202
Q9UIJ7,SMP0000202
Q9BY32,SMP0000202
P17812,SMP0000202
P49902,SMP0000202
Q9Y2T3,SMP0000202
O95045,SMP0000202
Q12882,SMP0000202
Q14117,SMP0000202
Q9UBR1,SMP0000202
P31350,SMP0000202
Q7LG56,SMP0000202
Q9NWZ5,SMP0000202
P32320,SMP0000202
P19971,SMP0000202
P32321,SMP0000202
P04183,SMP0000202
P04818,SMP0000202
P33316,SMP0000202
Q13231,SMP0000216
P06865,SMP0000216
Q9UJ70,SMP0000216
Q9Y303,SMP0000216
Q96EK6,SMP0000216
P46926,SMP0000216
Q06210,SMP0000216
O95394,SMP0000216
Q16222,SMP0000216
P51606,SMP0000216
Q9Y223,SMP0000216
P19367,SMP0000216
Q9NR45,SMP0000216
Q9BXD5,SMP0000216
Q8TBE9,SMP0000216
Q8NFW8,SMP0000216
Q9NRA2,SMP0000216
Q13231,SMP0000217
P06865,SMP0000217
Q9UJ70,SMP0000217
Q9Y303,SMP0000217
Q96EK6,SMP0000217
P46926,SMP0000217
Q06210,SMP0000217
O95394,SMP0000217
Q16222,SMP0000217
P51606,SMP0000217
Q9Y223,SMP0000217
P19367,SMP0000217
Q9NR45,SMP0000217
Q9BXD5,SMP0000217
Q8TBE9,SMP0000217
Q8NFW8,SMP0000217
Q9NRA2,SMP0000217
Q13231,SMP0000240
P06865,SMP0000240
Q9UJ70,SMP0000240
Q9Y303,SMP0000240
Q96EK6,SMP0000240
P46926,SMP0000240
Q06210,SMP0000240
O95394,SMP0000240
Q16222,SMP0000240
P51606,SMP0000240
Q9Y223,SMP0000240
P19367,SMP0000240
Q9NR45,SMP0000240
Q9BXD5,SMP0000240
Q8TBE9,SMP0000240
Q8NFW8,SMP0000240
Q9NRA2,SMP0000240
Q13231,SMP0000390
P06865,SMP0000390
Q9UJ70,SMP0000390
Q9Y303,SMP0000390
Q96EK6,SMP0000390
P46926,SMP0000390
Q06210,SMP0000390
O95394,SMP0000390
Q16222,SMP0000390
P51606,SMP0000390
Q9Y223,SMP0000390
P19367,SMP0000390
Q9NR45,SMP0000390
Q9BXD5,SMP0000390
Q8TBE9,SMP0000390
Q8NFW8,SMP0000390
Q9NRA2,SMP0000390
P08559,SMP0002298
P11177,SMP0002298
P10515,SMP0002298
P09622,SMP0002298
O75390,SMP0002298
P50213,SMP0002298
O43837,SMP0002298
P51553,SMP0002298
Q02218,SMP0002298
P36957,SMP0002298
P53597,SMP0002298
Q96I99,SMP0002298
P07954,SMP0002298
P11498,SMP0002298
Q99798,SMP0002298
O14521,SMP0002298
Q99643,SMP0002298
P21912,SMP0002298
P31040,SMP0002298
Q9Y5U8,SMP0002298
P40926,SMP0002298
Q15758,SMP0002298
P43007,SMP0002298
Q8WUX1,SMP0002298
Q99417,SMP0002298
Q9UI32,SMP0002298
P00367,SMP0002298
P00505,SMP0002298
P77434,SMP0002298
P0A959,SMP0002298
P48163,SMP0002298
P00338,SMP0002298
P53985,SMP0002298
P48735,SMP0002298
P53396,SMP0002298
Q9UM01,SMP0002298
P42345,SMP0002298
Q9NWT6,SMP0002298
P01106,SMP0002298
P08559,SMP0002359
P11177,SMP0002359
P10515,SMP0002359
P09622,SMP0002359
O75390,SMP0002359
P50213,SMP0002359
O43837,SMP0002359
P51553,SMP0002359
Q02218,SMP0002359
P36957,SMP0002359
P53597,SMP0002359
Q96I99,SMP0002359
P07954,SMP0002359
P11498,SMP0002359
P31040,SMP0002359
P21912,SMP0002359
Q99643,SMP0002359
O14521,SMP0002359
Q99798,SMP0002359
P00367,SMP0002359
Q9UI32,SMP0002359
P21399,SMP0002359
O75874,SMP0002359
P48735,SMP0002359
H0YLL5,SMP0002359
Q9H302,SMP0002359
Q9Y5U8,SMP0002359
P40926,SMP0002359
Q8NFU7,SMP0002359
Q9Y2K7,SMP0002359
Q8N465,SMP0002359
Q9H9P8,SMP0002359
P11413,SMP0000031
O95336,SMP0000031
A9Z1X1,SMP0000031
P49247,SMP0000031
Q9H477,SMP0000031
P36871,SMP0000031
P21108,SMP0000031
Q96AT9,SMP0000031
P29401,SMP0000031
P37837,SMP0000031
P04075,SMP0000031
P09467,SMP0000031
P17858,SMP0000031
Q9Y315,SMP0000031
P06744,SMP0000031
P23786,SMP0000051
P30084,SMP0000051
P40939,SMP0000051
P55084,SMP0000051
P42765,SMP0000051
P50416,SMP0000051
P33121,SMP0000051
P28330,SMP0000051
P11310,SMP0000051
P45954,SMP0000051
P16219,SMP0000051
P24752,SMP0000051
Q92947,SMP0000051
P49748,SMP0000051
P11498,SMP0000060
Q6ZMR3,SMP0000060
P30613,SMP0000060
P35558,SMP0000060
P40925,SMP0000060
P23368,SMP0000060
Q86WU2,SMP0000060
Q16775,SMP0000060
Q04760,SMP0000060
Q9UBQ7,SMP0000060
P15121,SMP0000060
P48163,SMP0000060
P09622,SMP0000060
P10515,SMP0000060
Q13085,SMP0000060
P24752,SMP0000060
Q8WYK0,SMP0000060
P07311,SMP0000060
P05091,SMP0000060
Q9NR19,SMP0000060
P08559,SMP0000060
P11177,SMP0000060
P30084,SMP0000073
Q16836,SMP0000073
P24752,SMP0000073
P54868,SMP0000073
P55809,SMP0000073
P35914,SMP0000073
Q08AH1,SMP0000073
P16219,SMP0000073
Q9H3S4,SMP0000076
O60779,SMP0000076
Q9BSD7,SMP0000076
Q9BU02,SMP0000076
P11498,SMP0000196
Q6ZMR3,SMP0000196
P30613,SMP0000196
P35558,SMP0000196
P40925,SMP0000196
P23368,SMP0000196
Q86WU2,SMP0000196
Q16775,SMP0000196
Q04760,SMP0000196
Q9UBQ7,SMP0000196
P15121,SMP0000196
P48163,SMP0000196
P09622,SMP0000196
P10515,SMP0000196
Q13085,SMP0000196
P24752,SMP0000196
Q8WYK0,SMP0000196
P07311,SMP0000196
P05091,SMP0000196
Q9NR19,SMP0000196
P08559,SMP0000196
P11177,SMP0000196
P11498,SMP0000212
Q6ZMR3,SMP0000212
P30613,SMP0000212
P35558,SMP0000212
P40925,SMP0000212
P23368,SMP0000212
Q86WU2,SMP0000212
Q16775,SMP0000212
Q04760,SMP0000212
Q9UBQ7,SMP0000212
P15121,SMP0000212
P48163,SMP0000212
P09622,SMP0000212
P10515,SMP0000212
Q13085,SMP0000212
P24752,SMP0000212
Q8WYK0,SMP0000212
P07311,SMP0000212
P05091,SMP0000212
Q9NR19,SMP0000212
P08559,SMP0000212
P11177,SMP0000212
P11498,SMP0000334
Q6ZMR3,SMP0000334
P30613,SMP0000334
P35558,SMP0000334
P40925,SMP0000334
P23368,SMP0000334
Q86WU2,SMP0000334
Q16775,SMP0000334
Q04760,SMP0000334
Q9UBQ7,SMP0000334
P15121,SMP0000334
P48163,SMP0000334
P09622,SMP0000334
P10515,SMP0000334
Q13085,SMP0000334
P24752,SMP0000334
Q8WYK0,SMP0000334
P07311,SMP0000334
P05091,SMP0000334
Q9NR19,SMP0000334
P08559,SMP0000334
P11177,SMP0000334
O95864,SMP0000018
Q9NYP7,SMP0000018
O60427,SMP0000018
Q9GZR5,SMP0000018
P0C869,SMP0000018
P35790,SMP0015056
Q99447,SMP0015056
P48651,SMP0015056
Q9UG56,SMP0015056
Q9Y6K0,SMP0015056
P35790,SMP0015057
Q99447,SMP0015057
P48651,SMP0015057
Q9UG56,SMP0015057
Q9Y6K0,SMP0015057
P35790,SMP0015058
Q99447,SMP0015058
P48651,SMP0015058
Q9UG56,SMP0015058
Q9Y6K0,SMP0015058
P35790,SMP0015062
Q99447,SMP0015062
P48651,SMP0015062
Q9UG56,SMP0015062
Q9Y6K0,SMP0015062
P35790,SMP0015063
Q99447,SMP0015063
P48651,SMP0015063
Q9UG56,SMP0015063
Q9Y6K0,SMP0015063
P35790,SMP0015074
Q99447,SMP0015074
P48651,SMP0015074
Q9UG56,SMP0015074
Q9Y6K0,SMP0015074
P35790,SMP0015077
Q99447,SMP0015077
P48651,SMP0015077
Q9UG56,SMP0015077
Q9Y6K0,SMP0015077
P35790,SMP0015078
Q99447,SMP0015078
P48651,SMP0015078
Q9UG56,SMP0015078
Q9Y6K0,SMP0015078
P35790,SMP0015084
Q99447,SMP0015084
P48651,SMP0015084
Q9UG56,SMP0015084
Q9Y6K0,SMP0015084
P35790,SMP0015086
Q99447,SMP0015086
P48651,SMP0015086
Q9UG56,SMP0015086
Q9Y6K0,SMP0015086
P35790,SMP0015092
Q99447,SMP0015092
P48651,SMP0015092
Q9UG56,SMP0015092
Q9Y6K0,SMP0015092
P35790,SMP0015094
Q99447,SMP0015094
P48651,SMP0015094
Q9UG56,SMP0015094
Q9Y6K0,SMP0015094
P35790,SMP0015095
Q99447,SMP0015095
P48651,SMP0015095
Q9UG56,SMP0015095
Q9Y6K0,SMP0015095
P35790,SMP0015097
Q99447,SMP0015097
P48651,SMP0015097
Q9UG56,SMP0015097
Q9Y6K0,SMP0015097
P35790,SMP0015101
Q99447,SMP0015101
P48651,SMP0015101
Q9UG56,SMP0015101
Q9Y6K0,SMP0015101
P35790,SMP0015103
Q99447,SMP0015103
P48651,SMP0015103
Q9UG56,SMP0015103
Q9Y6K0,SMP0015103
P35790,SMP0015109
Q99447,SMP0015109
P48651,SMP0015109
Q9UG56,SMP0015109
Q9Y6K0,SMP0015109
P35790,SMP0015112
Q99447,SMP0015112
P48651,SMP0015112
Q9UG56,SMP0015112
Q9Y6K0,SMP0015112
P35790,SMP0015114
Q99447,SMP0015114
P48651,SMP0015114
Q9UG56,SMP0015114
Q9Y6K0,SMP0015114
P35790,SMP0015116
Q99447,SMP0015116
P48651,SMP0015116
Q9UG56,SMP0015116
Q9Y6K0,SMP0015116
P35790,SMP0015117
Q99447,SMP0015117
P48651,SMP0015117
Q9UG56,SMP0015117
Q9Y6K0,SMP0015117
P35790,SMP0015119
Q99447,SMP0015119
P48651,SMP0015119
Q9UG56,SMP0015119
Q9Y6K0,SMP0015119
P35790,SMP0015120
Q99447,SMP0015120
P48651,SMP0015120
Q9UG56,SMP0015120
Q9Y6K0,SMP0015120
P35790,SMP0015121
Q99447,SMP0015121
P48651,SMP0015121
Q9UG56,SMP0015121
Q9Y6K0,SMP0015121
Q92911,SMP0000716
F5H104,SMP0000716
P01266,SMP0000716
P07202,SMP0000716
P04839,SMP0000716
Q9HBY0,SMP0000716
P13498,SMP0000716
Q9NRD9,SMP0000716
Q9NRD8,SMP0000716
Q9NPH5,SMP0000716
P24752,SMP0000071
P54868,SMP0000071
P35914,SMP0000071
P55809,SMP0000071
Q02338,SMP0000071
P21953,SMP0000384
P12694,SMP0000384
P09622,SMP0000384
P35914,SMP0000384
P54687,SMP0000384
P11182,SMP0000384
P26440,SMP0000384
P11310,SMP0000384
P30084,SMP0000384
Q96RQ3,SMP0000384
Q9HCC0,SMP0000384
P16219,SMP0000384
P45954,SMP0000384
Q9UKU7,SMP0000384
Q6NVY1,SMP0000384
P31937,SMP0000384
P80404,SMP0000384
Q99714,SMP0000384
P42765,SMP0000384
Q02252,SMP0000384
P05165,SMP0000384
P05166,SMP0000384
Q96PE7,SMP0000384
P22033,SMP0000384
Q06278,SMP0000384
P05091,SMP0000384
Q13825,SMP0000384
P54868,SMP0000384
P24752,SMP0000384
P55809,SMP0000384
P14679,SMP0000070
P22413,SMP0000070
Q8NFF5,SMP0000070
P24666,SMP0000070
Q969G6,SMP0000070
P35354,SMP0000084
P78329,SMP0000084
P09960,SMP0000084
Q16873,SMP0000084
P19440,SMP0000084
P07203,SMP0000084
Q16647,SMP0000084
P41222,SMP0000084
P42330,SMP0000084
P24557,SMP0000084
O14684,SMP0000084
Q8TBF2,SMP0000084
P16152,SMP0000084
P16050,SMP0000084
P10632,SMP0000084
P20813,SMP0000084
P34913,SMP0000084
P09917,SMP0000084
P23219,SMP0000084
O15296,SMP0000084
P05181,SMP0000084
O75342,SMP0000084
P51589,SMP0000084
Q7Z449,SMP0000084
Q02928,SMP0000084
P18054,SMP0000084
P0C869,SMP0000084
P98187,SMP0000084
Q08477,SMP0000084
P23219,SMP0000085
P35354,SMP0000085
P78329,SMP0000085
P09960,SMP0000085
Q16873,SMP0000085
P19440,SMP0000085
P07203,SMP0000085
Q16647,SMP0000085
P41222,SMP0000085
P42330,SMP0000085
P24557,SMP0000085
O14684,SMP0000085
Q8TBF2,SMP0000085
P16152,SMP0000085
P16050,SMP0000085
P10632,SMP0000085
P20813,SMP0000085
P34913,SMP0000085
P09917,SMP0000085
O15296,SMP0000085
P05181,SMP0000085
O75342,SMP0000085
P51589,SMP0000085
Q7Z449,SMP0000085
Q02928,SMP0000085
P18054,SMP0000085
P0C869,SMP0000085
P98187,SMP0000085
Q08477,SMP0000085
P35354,SMP0000086
P23219,SMP0000086
Q4U2R8,SMP0000086
Q8TCC7,SMP0000086
P08684,SMP0000086
P10632,SMP0000086
P33261,SMP0000086
P11712,SMP0000086
P16662,SMP0000086
P06133,SMP0000086
Q9UBS4,SMP0000086
Q96GW1,SMP0000086
P11021,SMP0000086
Q6IN67,SMP0000086
Q13087,SMP0000086
P13667,SMP0000086
Q15084,SMP0000086
P23284,SMP0000086
Q9HCN8,SMP0000086
P22309,SMP0000086
P30040,SMP0000086
P35503,SMP0000086
O60656,SMP0000086
Q9HAW8,SMP0000086
P78329,SMP0000086
P09960,SMP0000086
Q16873,SMP0000086
P19440,SMP0000086
P07203,SMP0000086
Q16647,SMP0000086
P41222,SMP0000086
P42330,SMP0000086
P24557,SMP0000086
O14684,SMP0000086
Q8TBF2,SMP0000086
P16152,SMP0000086
P16050,SMP0000086
P20813,SMP0000086
P34913,SMP0000086
P09917,SMP0000086
O15296,SMP0000086
P05181,SMP0000086
O75342,SMP0000086
P51589,SMP0000086
Q7Z449,SMP0000086
Q02928,SMP0000086
P18054,SMP0000086
P0C869,SMP0000086
P98187,SMP0000086
Q08477,SMP0000086
P07327,SMP0000096
P00325,SMP0000096
P11712,SMP0000096
P08684,SMP0000096
Q9HAW8,SMP0000096
P23219,SMP0000096
P35354,SMP0000096
P10635,SMP0000096
P78329,SMP0000096
P09960,SMP0000096
Q16873,SMP0000096
P19440,SMP0000096
P07203,SMP0000096
Q16647,SMP0000096
P41222,SMP0000096
P42330,SMP0000096
P24557,SMP0000096
O14684,SMP0000096
Q8TBF2,SMP0000096
P16152,SMP0000096
P16050,SMP0000096
P10632,SMP0000096
P20813,SMP0000096
P34913,SMP0000096
P09917,SMP0000096
O15296,SMP0000096
P05181,SMP0000096
O75342,SMP0000096
P51589,SMP0000096
Q7Z449,SMP0000096
Q02928,SMP0000096
P18054,SMP0000096
P0C869,SMP0000096
P98187,SMP0000096
Q08477,SMP0000096
P35354,SMP0000101
P23219,SMP0000101
P78329,SMP0000101
P09960,SMP0000101
Q16873,SMP0000101
P19440,SMP0000101
P07203,SMP0000101
Q16647,SMP0000101
P41222,SMP0000101
P42330,SMP0000101
P24557,SMP0000101
O14684,SMP0000101
Q8TBF2,SMP0000101
P16152,SMP0000101
P16050,SMP0000101
P10632,SMP0000101
P20813,SMP0000101
P34913,SMP0000101
P09917,SMP0000101
O15296,SMP0000101
P05181,SMP0000101
O75342,SMP0000101
P51589,SMP0000101
Q7Z449,SMP0000101
Q02928,SMP0000101
P18054,SMP0000101
P0C869,SMP0000101
P98187,SMP0000101
Q08477,SMP0000101
P23219,SMP0000104
P35354,SMP0000104
P14555,SMP0000104
P78329,SMP0000104
P09960,SMP0000104
Q16873,SMP0000104
P19440,SMP0000104
P07203,SMP0000104
Q16647,SMP0000104
P41222,SMP0000104
P42330,SMP0000104
P24557,SMP0000104
O14684,SMP0000104
Q8TBF2,SMP0000104
P16152,SMP0000104
P16050,SMP0000104
P10632,SMP0000104
P20813,SMP0000104
P34913,SMP0000104
P09917,SMP0000104
O15296,SMP0000104
P05181,SMP0000104
O75342,SMP0000104
P51589,SMP0000104
Q7Z449,SMP0000104
Q02928,SMP0000104
P18054,SMP0000104
P0C869,SMP0000104
P98187,SMP0000104
Q08477,SMP0000104
P23219,SMP0000289
P35354,SMP0000289
P78329,SMP0000289
P09960,SMP0000289
Q16873,SMP0000289
P19440,SMP0000289
P07203,SMP0000289
Q16647,SMP0000289
P41222,SMP0000289
P42330,SMP0000289
P24557,SMP0000289
O14684,SMP0000289
Q8TBF2,SMP0000289
P16152,SMP0000289
P16050,SMP0000289
P10632,SMP0000289
P20813,SMP0000289
P34913,SMP0000289
P09917,SMP0000289
O15296,SMP0000289
P05181,SMP0000289
O75342,SMP0000289
P51589,SMP0000289
Q7Z449,SMP0000289
Q02928,SMP0000289
P18054,SMP0000289
P0C869,SMP0000289
P98187,SMP0000289
Q08477,SMP0000289
P23219,SMP0000077
P35354,SMP0000077
P78329,SMP0000077
P09960,SMP0000077
Q16873,SMP0000077
P19440,SMP0000077
P07203,SMP0000077
Q16647,SMP0000077
P41222,SMP0000077
P42330,SMP0000077
P24557,SMP0000077
O14684,SMP0000077
Q8TBF2,SMP0000077
P16152,SMP0000077
P16050,SMP0000077
P10632,SMP0000077
P20813,SMP0000077
P34913,SMP0000077
P09917,SMP0000077
O15296,SMP0000077
P05181,SMP0000077
O75342,SMP0000077
P51589,SMP0000077
Q7Z449,SMP0000077
Q02928,SMP0000077
P18054,SMP0000077
P0C869,SMP0000077
P98187,SMP0000077
Q08477,SMP0000077
P35354,SMP0000087
P78329,SMP0000087
P09960,SMP0000087
Q16873,SMP0000087
P19440,SMP0000087
P07203,SMP0000087
Q16647,SMP0000087
P41222,SMP0000087
P42330,SMP0000087
P24557,SMP0000087
O14684,SMP0000087
Q8TBF2,SMP0000087
P16152,SMP0000087
P16050,SMP0000087
P10632,SMP0000087
P20813,SMP0000087
P34913,SMP0000087
P09917,SMP0000087
P23219,SMP0000087
O15296,SMP0000087
P05181,SMP0000087
O75342,SMP0000087
P51589,SMP0000087
Q7Z449,SMP0000087
Q02928,SMP0000087
P18054,SMP0000087
P0C869,SMP0000087
P98187,SMP0000087
Q08477,SMP0000087
P35354,SMP0000093
P78329,SMP0000093
P09960,SMP0000093
Q16873,SMP0000093
P19440,SMP0000093
P07203,SMP0000093
Q16647,SMP0000093
P41222,SMP0000093
P42330,SMP0000093
P24557,SMP0000093
O14684,SMP0000093
Q8TBF2,SMP0000093
P16152,SMP0000093
P16050,SMP0000093
P10632,SMP0000093
P20813,SMP0000093
P34913,SMP0000093
P09917,SMP0000093
P23219,SMP0000093
O15296,SMP0000093
P05181,SMP0000093
O75342,SMP0000093
P51589,SMP0000093
Q7Z449,SMP0000093
Q02928,SMP0000093
P18054,SMP0000093
P0C869,SMP0000093
P98187,SMP0000093
Q08477,SMP0000093
P23219,SMP0000094
P35354,SMP0000094
P78329,SMP0000094
P09960,SMP0000094
Q16873,SMP0000094
P19440,SMP0000094
P07203,SMP0000094
Q16647,SMP0000094
P41222,SMP0000094
P42330,SMP0000094
P24557,SMP0000094
O14684,SMP0000094
Q8TBF2,SMP0000094
P16152,SMP0000094
P16050,SMP0000094
P10632,SMP0000094
P20813,SMP0000094
P34913,SMP0000094
P09917,SMP0000094
O15296,SMP0000094
P05181,SMP0000094
O75342,SMP0000094
P51589,SMP0000094
Q7Z449,SMP0000094
Q02928,SMP0000094
P18054,SMP0000094
P0C869,SMP0000094
P98187,SMP0000094
Q08477,SMP0000094
P23219,SMP0000114
P35354,SMP0000114
P78329,SMP0000114
P09960,SMP0000114
Q16873,SMP0000114
P19440,SMP0000114
P07203,SMP0000114
Q16647,SMP0000114
P41222,SMP0000114
P42330,SMP0000114
P24557,SMP0000114
O14684,SMP0000114
Q8TBF2,SMP0000114
P16152,SMP0000114
P16050,SMP0000114
P10632,SMP0000114
P20813,SMP0000114
P34913,SMP0000114
P09917,SMP0000114
O15296,SMP0000114
P05181,SMP0000114
O75342,SMP0000114
P51589,SMP0000114
Q7Z449,SMP0000114
Q02928,SMP0000114
P18054,SMP0000114
P0C869,SMP0000114
P98187,SMP0000114
Q08477,SMP0000114
P35354,SMP0000116
P78329,SMP0000116
P09960,SMP0000116
Q16873,SMP0000116
P19440,SMP0000116
P07203,SMP0000116
Q16647,SMP0000116
P41222,SMP0000116
P42330,SMP0000116
P24557,SMP0000116
O14684,SMP0000116
Q8TBF2,SMP0000116
P16152,SMP0000116
P16050,SMP0000116
P10632,SMP0000116
P20813,SMP0000116
P34913,SMP0000116
P09917,SMP0000116
P23219,SMP0000116
O15296,SMP0000116
P05181,SMP0000116
O75342,SMP0000116
P51589,SMP0000116
Q7Z449,SMP0000116
Q02928,SMP0000116
P18054,SMP0000116
P0C869,SMP0000116
P98187,SMP0000116
Q08477,SMP0000116
P48637,SMP0000183
P07203,SMP0000183
P00390,SMP0000183
Q9H4Y5,SMP0000183
Q6P531,SMP0000183
P15144,SMP0000183
P55210,SMP0000183
P48506,SMP0000183
P48507,SMP0000183
O14841,SMP0000183
O75223,SMP0000183
P48637,SMP0000500
P07203,SMP0000500
P00390,SMP0000500
Q9H4Y5,SMP0000500
Q6P531,SMP0000500
P15144,SMP0000500
P55210,SMP0000500
P48506,SMP0000500
P48507,SMP0000500
O14841,SMP0000500
O75223,SMP0000500
P35354,SMP0000692
P23219,SMP0000692
P78329,SMP0000692
P09960,SMP0000692
Q16873,SMP0000692
P19440,SMP0000692
P07203,SMP0000692
Q16647,SMP0000692
P41222,SMP0000692
P42330,SMP0000692
P24557,SMP0000692
O14684,SMP0000692
Q8TBF2,SMP0000692
P16152,SMP0000692
P16050,SMP0000692
P10632,SMP0000692
P20813,SMP0000692
P34913,SMP0000692
P09917,SMP0000692
O15296,SMP0000692
P05181,SMP0000692
O75342,SMP0000692
P51589,SMP0000692
Q7Z449,SMP0000692
Q02928,SMP0000692
P18054,SMP0000692
P0C869,SMP0000692
P98187,SMP0000692
Q08477,SMP0000692
P23219,SMP0000697
P35354,SMP0000697
P78329,SMP0000697
P09960,SMP0000697
Q16873,SMP0000697
P19440,SMP0000697
P07203,SMP0000697
Q16647,SMP0000697
P41222,SMP0000697
P42330,SMP0000697
P24557,SMP0000697
O14684,SMP0000697
Q8TBF2,SMP0000697
P16152,SMP0000697
P16050,SMP0000697
P10632,SMP0000697
P20813,SMP0000697
P34913,SMP0000697
P09917,SMP0000697
O15296,SMP0000697
P05181,SMP0000697
O75342,SMP0000697
P51589,SMP0000697
Q7Z449,SMP0000697
Q02928,SMP0000697
P18054,SMP0000697
P0C869,SMP0000697
P98187,SMP0000697
Q08477,SMP0000697
P23219,SMP0000702
P35354,SMP0000702
P78329,SMP0000702
P09960,SMP0000702
Q16873,SMP0000702
P19440,SMP0000702
P07203,SMP0000702
Q16647,SMP0000702
P41222,SMP0000702
P42330,SMP0000702
P24557,SMP0000702
O14684,SMP0000702
Q8TBF2,SMP0000702
P16152,SMP0000702
P16050,SMP0000702
