enzyme,pathway_id
P05023,SMP0000680
P50993,SMP0000680
P13637,SMP0000680
Q13733,SMP0000680
P05026,SMP0000680
P14415,SMP0000680
P54709,SMP0000680
B7ZKV8,SMP0000680
P54710,SMP0000680
P01189,SMP0000680
P01203,SMP0000680
P16519,SMP0000680
Q05586,SMP0000680
Q12879,SMP0000680
Q8TCU5,SMP0000680
P35348,SMP0000680
P08908,SMP0000680
P23975,SMP0000680
P31645,SMP0000680
Q01959,SMP0000680
P21728,SMP0000680
P35372,SMP0000689
P17787,SMP0000689
P43681,SMP0000689
O00555,SMP0000689
Q02641,SMP0000689
Q9NY47,SMP0000689
Q9Y5Y9,SMP0000689
Q07699,SMP0000689
Q9NZV8,SMP0000689
Q9NS61,SMP0000689
P05023,SMP0000689
P50993,SMP0000689
P13637,SMP0000689
Q13733,SMP0000689
P05026,SMP0000689
P14415,SMP0000689
P54709,SMP0000689
B7ZKV8,SMP0000689
P54710,SMP0000689
P01189,SMP0000689
P01203,SMP0000689
P16519,SMP0000689
Q05586,SMP0000689
Q12879,SMP0000689
Q8TCU5,SMP0000689
P35348,SMP0000689
P08908,SMP0000689
P23975,SMP0000689
P31645,SMP0000689
Q01959,SMP0000689
P21728,SMP0000689
P35372,SMP0000690
P17787,SMP0000690
P43681,SMP0000690
O00555,SMP0000690
Q02641,SMP0000690
Q9NY47,SMP0000690
Q9Y5Y9,SMP0000690
Q07699,SMP0000690
Q9NZV8,SMP0000690
Q9NS61,SMP0000690
P05023,SMP0000690
P50993,SMP0000690
P13637,SMP0000690
Q13733,SMP0000690
P05026,SMP0000690
P14415,SMP0000690
P54709,SMP0000690
B7ZKV8,SMP0000690
P54710,SMP0000690
P01189,SMP0000690
P01203,SMP0000690
P16519,SMP0000690
Q05586,SMP0000690
Q12879,SMP0000690
Q8TCU5,SMP0000690
P35348,SMP0000690
P08908,SMP0000690
P23975,SMP0000690
P31645,SMP0000690
Q01959,SMP0000690
P21728,SMP0000690
Q9Y5Y9,SMP0000400
Q07699,SMP0000400
P17787,SMP0000400
P43681,SMP0000400
O00555,SMP0000400
Q02641,SMP0000400
Q9NY47,SMP0000400
Q9NZV8,SMP0000400
Q9NS61,SMP0000400
P05023,SMP0000400
P50993,SMP0000400
P13637,SMP0000400
Q13733,SMP0000400
P05026,SMP0000400
P14415,SMP0000400
P54709,SMP0000400
B7ZKV8,SMP0000400
P54710,SMP0000400
P01189,SMP0000400
P01203,SMP0000400
P16519,SMP0000400
Q05586,SMP0000400
Q12879,SMP0000400
Q8TCU5,SMP0000400
P35348,SMP0000400
P08908,SMP0000400
P23975,SMP0000400
P31645,SMP0000400
Q01959,SMP0000400
P21728,SMP0000400
P35372,SMP0000400
P35372,SMP0000411
P17787,SMP0000411
P43681,SMP0000411
O00555,SMP0000411
Q02641,SMP0000411
Q9NY47,SMP0000411
Q9Y5Y9,SMP0000411
Q07699,SMP0000411
Q9NZV8,SMP0000411
Q9NS61,SMP0000411
P05023,SMP0000411
P50993,SMP0000411
P13637,SMP0000411
Q13733,SMP0000411
P05026,SMP0000411
P14415,SMP0000411
P54709,SMP0000411
B7ZKV8,SMP0000411
P54710,SMP0000411
P01189,SMP0000411
P01203,SMP0000411
P16519,SMP0000411
Q05586,SMP0000411
Q12879,SMP0000411
Q8TCU5,SMP0000411
P35348,SMP0000411
P08908,SMP0000411
P23975,SMP0000411
P31645,SMP0000411
Q01959,SMP0000411
P21728,SMP0000411
P35372,SMP0000412
P17787,SMP0000412
P43681,SMP0000412
O00555,SMP0000412
Q02641,SMP0000412
Q9NY47,SMP0000412
Q9Y5Y9,SMP0000412
Q07699,SMP0000412
Q9NZV8,SMP0000412
Q9NS61,SMP0000412
P05023,SMP0000412
P50993,SMP0000412
P13637,SMP0000412
Q13733,SMP0000412
P05026,SMP0000412
P14415,SMP0000412
P54709,SMP0000412
B7ZKV8,SMP0000412
P54710,SMP0000412
P01189,SMP0000412
P01203,SMP0000412
P16519,SMP0000412
Q05586,SMP0000412
Q12879,SMP0000412
Q8TCU5,SMP0000412
P35348,SMP0000412
P08908,SMP0000412
P23975,SMP0000412
P31645,SMP0000412
Q01959,SMP0000412
P21728,SMP0000412
P35372,SMP0000416
P17787,SMP0000416
P43681,SMP0000416
O00555,SMP0000416
Q02641,SMP0000416
Q9NY47,SMP0000416
Q9Y5Y9,SMP0000416
Q07699,SMP0000416
Q9NZV8,SMP0000416
Q9NS61,SMP0000416
P05023,SMP0000416
P50993,SMP0000416
P13637,SMP0000416
Q13733,SMP0000416
P05026,SMP0000416
P14415,SMP0000416
P54709,SMP0000416
B7ZKV8,SMP0000416
P54710,SMP0000416
P01189,SMP0000416
P01203,SMP0000416
P16519,SMP0000416
Q05586,SMP0000416
Q12879,SMP0000416
Q8TCU5,SMP0000416
P35348,SMP0000416
P08908,SMP0000416
P23975,SMP0000416
P31645,SMP0000416
Q01959,SMP0000416
P21728,SMP0000416
P31645,SMP0000426
P10635,SMP0000426
P20815,SMP0000426
P08684,SMP0000426
P11712,SMP0000426
P33261,SMP0000426
P17787,SMP0000426
P43681,SMP0000426
O00555,SMP0000426
Q02641,SMP0000426
Q9NY47,SMP0000426
Q9Y5Y9,SMP0000426
Q07699,SMP0000426
Q9NZV8,SMP0000426
Q9NS61,SMP0000426
P05023,SMP0000426
P50993,SMP0000426
P13637,SMP0000426
Q13733,SMP0000426
P05026,SMP0000426
P14415,SMP0000426
P54709,SMP0000426
B7ZKV8,SMP0000426
P54710,SMP0000426
P01189,SMP0000426
P01203,SMP0000426
P16519,SMP0000426
Q05586,SMP0000426
Q12879,SMP0000426
Q8TCU5,SMP0000426
P35348,SMP0000426
P08908,SMP0000426
P23975,SMP0000426
Q01959,SMP0000426
P21728,SMP0000426
P35372,SMP0000426
P35372,SMP0000672
P17787,SMP0000672
P43681,SMP0000672
O00555,SMP0000672
Q02641,SMP0000672
Q9NY47,SMP0000672
Q9Y5Y9,SMP0000672
Q07699,SMP0000672
Q9NZV8,SMP0000672
Q9NS61,SMP0000672
P05023,SMP0000672
P50993,SMP0000672
P13637,SMP0000672
Q13733,SMP0000672
P05026,SMP0000672
P14415,SMP0000672
P54709,SMP0000672
B7ZKV8,SMP0000672
P54710,SMP0000672
P01189,SMP0000672
P01203,SMP0000672
P16519,SMP0000672
Q05586,SMP0000672
Q12879,SMP0000672
Q8TCU5,SMP0000672
P35348,SMP0000672
P08908,SMP0000672
P23975,SMP0000672
P31645,SMP0000672
Q01959,SMP0000672
P21728,SMP0000672
P35372,SMP0000674
P17787,SMP0000674
P43681,SMP0000674
O00555,SMP0000674
Q02641,SMP0000674
Q9NY47,SMP0000674
Q9Y5Y9,SMP0000674
Q07699,SMP0000674
Q9NZV8,SMP0000674
Q9NS61,SMP0000674
P05023,SMP0000674
P50993,SMP0000674
P13637,SMP0000674
Q13733,SMP0000674
P05026,SMP0000674
P14415,SMP0000674
P54709,SMP0000674
B7ZKV8,SMP0000674
P54710,SMP0000674
P01189,SMP0000674
P01203,SMP0000674
P16519,SMP0000674
Q05586,SMP0000674
Q12879,SMP0000674
Q8TCU5,SMP0000674
P35348,SMP0000674
P08908,SMP0000674
P23975,SMP0000674
P31645,SMP0000674
Q01959,SMP0000674
P21728,SMP0000674
P35372,SMP0000679
P17787,SMP0000679
P43681,SMP0000679
O00555,SMP0000679
Q02641,SMP0000679
Q9NY47,SMP0000679
Q9Y5Y9,SMP0000679
Q07699,SMP0000679
Q9NZV8,SMP0000679
Q9NS61,SMP0000679
P05023,SMP0000679
P50993,SMP0000679
P13637,SMP0000679
Q13733,SMP0000679
P05026,SMP0000679
P14415,SMP0000679
P54709,SMP0000679
B7ZKV8,SMP0000679
P54710,SMP0000679
P01189,SMP0000679
P01203,SMP0000679
P16519,SMP0000679
Q05586,SMP0000679
Q12879,SMP0000679
Q8TCU5,SMP0000679
P35348,SMP0000679
P08908,SMP0000679
P23975,SMP0000679
P31645,SMP0000679
Q01959,SMP0000679
P21728,SMP0000679
P35372,SMP0000683
P17787,SMP0000683
P43681,SMP0000683
O00555,SMP0000683
Q02641,SMP0000683
Q9NY47,SMP0000683
Q9Y5Y9,SMP0000683
Q07699,SMP0000683
Q9NZV8,SMP0000683
Q9NS61,SMP0000683
P05023,SMP0000683
P50993,SMP0000683
P13637,SMP0000683
Q13733,SMP0000683
P05026,SMP0000683
P14415,SMP0000683
P54709,SMP0000683
B7ZKV8,SMP0000683
P54710,SMP0000683
P01189,SMP0000683
P01203,SMP0000683
P16519,SMP0000683
Q05586,SMP0000683
Q12879,SMP0000683
Q8TCU5,SMP0000683
P35348,SMP0000683
P08908,SMP0000683
P23975,SMP0000683
P31645,SMP0000683
Q01959,SMP0000683
P21728,SMP0000683
Q9NQ66,SMP0062885
P62873,SMP0062885
P59768,SMP0062885
P35367,SMP0062885
P50148,SMP0062885
Q14643,SMP0062885
P05771,SMP0062885
P19838,SMP0062885
P04818,SMP0000469
P19971,SMP0000469
P23141,SMP0000469
P32320,SMP0000469
O00337,SMP0000469
P04818,SMP0000607
P19971,SMP0000607
P23141,SMP0000607
P32320,SMP0000607
O00337,SMP0000607
P08588,SMP0000659
P05023,SMP0000659
P50993,SMP0000659
P13637,SMP0000659
Q13733,SMP0000659
P05026,SMP0000659
P14415,SMP0000659
P54709,SMP0000659
B7ZKV8,SMP0000659
P54710,SMP0000659
P63252,SMP0000659
P48050,SMP0000659
P48549,SMP0000659
P48544,SMP0000659
Q9UK17,SMP0000659
Q9NS61,SMP0000659
P22460,SMP0000659
Q12959,SMP0000659
P51787,SMP0000659
P15382,SMP0000659
Q9Y6J6,SMP0000659
Q12809,SMP0000659
Q5I7T1,SMP0000659
Q09428,SMP0000659
Q15842,SMP0000659
Q14654,SMP0000659
O60706,SMP0000659
O00180,SMP0000659
P32418,SMP0000659
Q9Y3Q4,SMP0000659
Q14524,SMP0000659
Q13425,SMP0000659
Q13884,SMP0000659
Q13424,SMP0000659
Q13936,SMP0000659
Q9NY47,SMP0000659
Q02641,SMP0000659
P08172,SMP0000659
Q92736,SMP0000659
P16615,SMP0000659
P26678,SMP0000659
P17612,SMP0000659
P10644,SMP0000659
P62158,SMP0000659
Q15746,SMP0000659
P30556,SMP0000659
Q9NQ66,SMP0000659
P02585,SMP0000659
P19237,SMP0000659
P13805,SMP0000659
P63316,SMP0000659
P19429,SMP0000659
P45379,SMP0000659
P48788,SMP0000659
P45378,SMP0000659
P09493,SMP0000659
P07951,SMP0000659
O95180,SMP0000659
O43497,SMP0000659
Q14643,SMP0000659
Q14524,SMP0000329
Q13425,SMP0000329
Q13884,SMP0000329
Q13424,SMP0000329
P05023,SMP0000329
P50993,SMP0000329
P13637,SMP0000329
Q13733,SMP0000329
P05026,SMP0000329
P14415,SMP0000329
P54709,SMP0000329
B7ZKV8,SMP0000329
P54710,SMP0000329
P63252,SMP0000329
P48050,SMP0000329
P48549,SMP0000329
P48544,SMP0000329
Q9UK17,SMP0000329
Q9NS61,SMP0000329
P22460,SMP0000329
Q12959,SMP0000329
P51787,SMP0000329
P15382,SMP0000329
Q9Y6J6,SMP0000329
Q12809,SMP0000329
Q5I7T1,SMP0000329
Q09428,SMP0000329
Q15842,SMP0000329
Q14654,SMP0000329
O60706,SMP0000329
O00180,SMP0000329
P32418,SMP0000329
Q9Y3Q4,SMP0000329
Q13936,SMP0000329
Q9NY47,SMP0000329
Q02641,SMP0000329
P08172,SMP0000329
Q92736,SMP0000329
P16615,SMP0000329
P26678,SMP0000329
P08588,SMP0000329
P17612,SMP0000329
P10644,SMP0000329
P62158,SMP0000329
Q15746,SMP0000329
P30556,SMP0000329
Q9NQ66,SMP0000329
P02585,SMP0000329
P19237,SMP0000329
P13805,SMP0000329
P63316,SMP0000329
P19429,SMP0000329
P45379,SMP0000329
P48788,SMP0000329
P45378,SMP0000329
P09493,SMP0000329
P07951,SMP0000329
O95180,SMP0000329
O43497,SMP0000329
Q14643,SMP0000329
Q13936,SMP0000376
Q9NY47,SMP0000376
Q02641,SMP0000376
P05023,SMP0000376
P50993,SMP0000376
P13637,SMP0000376
Q13733,SMP0000376
P05026,SMP0000376
P14415,SMP0000376
P54709,SMP0000376
B7ZKV8,SMP0000376
P54710,SMP0000376
P63252,SMP0000376
P48050,SMP0000376
P48549,SMP0000376
P48544,SMP0000376
Q9UK17,SMP0000376
Q9NS61,SMP0000376
P22460,SMP0000376
Q12959,SMP0000376
P51787,SMP0000376
P15382,SMP0000376
Q9Y6J6,SMP0000376
Q12809,SMP0000376
Q5I7T1,SMP0000376
Q09428,SMP0000376
Q15842,SMP0000376
Q14654,SMP0000376
O60706,SMP0000376
O00180,SMP0000376
P32418,SMP0000376
Q9Y3Q4,SMP0000376
Q14524,SMP0000376
Q13425,SMP0000376
Q13884,SMP0000376
Q13424,SMP0000376
P08172,SMP0000376
Q92736,SMP0000376
P16615,SMP0000376
P26678,SMP0000376
P08588,SMP0000376
P17612,SMP0000376
P10644,SMP0000376
P62158,SMP0000376
Q15746,SMP0000376
P30556,SMP0000376
Q9NQ66,SMP0000376
P02585,SMP0000376
P19237,SMP0000376
P13805,SMP0000376
P63316,SMP0000376
P19429,SMP0000376
P45379,SMP0000376
P48788,SMP0000376
P45378,SMP0000376
P09493,SMP0000376
P07951,SMP0000376
O95180,SMP0000376
O43497,SMP0000376
Q14643,SMP0000376
P37088,SMP0000132
P51168,SMP0000132
P51172,SMP0000132
P51170,SMP0000132
O15244,SMP0000132
P55017,SMP0000132
P05023,SMP0000132
P50993,SMP0000132
P13637,SMP0000132
Q13733,SMP0000132
P05026,SMP0000132
P14415,SMP0000132
P54709,SMP0000132
B7ZKV8,SMP0000132
P54710,SMP0000132
P51800,SMP0000132
P29972,SMP0000132
Q13621,SMP0000132
Q4U2R8,SMP0000132
Q9UHW9,SMP0000132
P41181,SMP0000132
Q92482,SMP0000132
P43005,SMP0000132
Q9UHI5,SMP0000132
P08195,SMP0000132
Q01650,SMP0000132
Q9NP91,SMP0000132
Q969I6,SMP0000132
Q9UM01,SMP0000132
Q92536,SMP0000132
P08235,SMP0000132
Q07837,SMP0000132
P82251,SMP0000132
Q15849,SMP0000132
Q13936,SMP0000380
Q9NY47,SMP0000380
Q02641,SMP0000380
P05023,SMP0000380
P50993,SMP0000380
P13637,SMP0000380
Q13733,SMP0000380
P05026,SMP0000380
P14415,SMP0000380
P54709,SMP0000380
B7ZKV8,SMP0000380
P54710,SMP0000380
P63252,SMP0000380
P48050,SMP0000380
P48549,SMP0000380
P48544,SMP0000380
Q9UK17,SMP0000380
Q9NS61,SMP0000380
P22460,SMP0000380
Q12959,SMP0000380
P51787,SMP0000380
P15382,SMP0000380
Q9Y6J6,SMP0000380
Q12809,SMP0000380
Q5I7T1,SMP0000380
Q09428,SMP0000380
Q15842,SMP0000380
Q14654,SMP0000380
O60706,SMP0000380
O00180,SMP0000380
P32418,SMP0000380
Q9Y3Q4,SMP0000380
Q14524,SMP0000380
Q13425,SMP0000380
Q13884,SMP0000380
Q13424,SMP0000380
P08172,SMP0000380
Q92736,SMP0000380
P16615,SMP0000380
P26678,SMP0000380
P08588,SMP0000380
P17612,SMP0000380
P10644,SMP0000380
P62158,SMP0000380
Q15746,SMP0000380
P30556,SMP0000380
Q9NQ66,SMP0000380
P02585,SMP0000380
P19237,SMP0000380
P13805,SMP0000380
P63316,SMP0000380
P19429,SMP0000380
P45379,SMP0000380
P48788,SMP0000380
P45378,SMP0000380
P09493,SMP0000380
P07951,SMP0000380
O95180,SMP0000380
O43497,SMP0000380
Q14643,SMP0000380
P17516,SMP0000371
P51857,SMP0000371
P19099,SMP0000371
P15538,SMP0000371
P28845,SMP0000371
P08686,SMP0000371
P05093,SMP0000371
P14060,SMP0000371
P05108,SMP0000371
P80365,SMP0000371
P26439,SMP0000371
P17516,SMP0000575
P51857,SMP0000575
P19099,SMP0000575
P15538,SMP0000575
P28845,SMP0000575
P08686,SMP0000575
P05093,SMP0000575
P14060,SMP0000575
P05108,SMP0000575
P80365,SMP0000575
P26439,SMP0000575
P17516,SMP0000717
P51857,SMP0000717
P19099,SMP0000717
P15538,SMP0000717
P28845,SMP0000717
P08686,SMP0000717
P05093,SMP0000717
P14060,SMP0000717
P05108,SMP0000717
P80365,SMP0000717
P26439,SMP0000717
P17516,SMP0000372
P51857,SMP0000372
P19099,SMP0000372
P15538,SMP0000372
P28845,SMP0000372
P08686,SMP0000372
P05093,SMP0000372
P14060,SMP0000372
P05108,SMP0000372
P80365,SMP0000372
P26439,SMP0000372
P17516,SMP0000577
P51857,SMP0000577
P19099,SMP0000577
P15538,SMP0000577
P28845,SMP0000577
P08686,SMP0000577
P05093,SMP0000577
P14060,SMP0000577
P05108,SMP0000577
P80365,SMP0000577
P26439,SMP0000577
P17516,SMP0000718
P51857,SMP0000718
P19099,SMP0000718
P15538,SMP0000718
P28845,SMP0000718
P08686,SMP0000718
P05093,SMP0000718
P14060,SMP0000718
P05108,SMP0000718
P80365,SMP0000718
P26439,SMP0000718
P17516,SMP0000130
P51857,SMP0000130
P19099,SMP0000130
P15538,SMP0000130
P28845,SMP0000130
P08686,SMP0000130
P05093,SMP0000130
P14060,SMP0000130
P05108,SMP0000130
P80365,SMP0000130
P26439,SMP0000130
P17516,SMP0000373
P51857,SMP0000373
P19099,SMP0000373
P15538,SMP0000373
P28845,SMP0000373
P08686,SMP0000373
P05093,SMP0000373
P14060,SMP0000373
P05108,SMP0000373
P80365,SMP0000373
P26439,SMP0000373
P17516,SMP0000566
P51857,SMP0000566
P19099,SMP0000566
P15538,SMP0000566
P28845,SMP0000566
P08686,SMP0000566
P05093,SMP0000566
P14060,SMP0000566
P05108,SMP0000566
P80365,SMP0000566
P26439,SMP0000566
P17516,SMP0000576
P51857,SMP0000576
P19099,SMP0000576
P15538,SMP0000576
P28845,SMP0000576
P08686,SMP0000576
P05093,SMP0000576
P14060,SMP0000576
P05108,SMP0000576
P80365,SMP0000576
P26439,SMP0000576
P17516,SMP0000578
P51857,SMP0000578
P19099,SMP0000578
P15538,SMP0000578
P28845,SMP0000578
P08686,SMP0000578
P05093,SMP0000578
P14060,SMP0000578
P05108,SMP0000578
P80365,SMP0000578
P26439,SMP0000578
P20813,SMP0000648
P10632,SMP0000648
P11712,SMP0000648
Q9UBS4,SMP0000648
Q96GW1,SMP0000648
P11021,SMP0000648
Q6IN67,SMP0000648
Q13087,SMP0000648
P13667,SMP0000648
Q15084,SMP0000648
P23284,SMP0000648
Q9HCN8,SMP0000648
P22309,SMP0000648
P30040,SMP0000648
O60656,SMP0000648
P08684,SMP0000648
Q13936,SMP0000381
Q9NY47,SMP0000381
Q02641,SMP0000381
P05023,SMP0000381
P50993,SMP0000381
P13637,SMP0000381
Q13733,SMP0000381
P05026,SMP0000381
P14415,SMP0000381
P54709,SMP0000381
B7ZKV8,SMP0000381
P54710,SMP0000381
P63252,SMP0000381
P48050,SMP0000381
P48549,SMP0000381
P48544,SMP0000381
Q9UK17,SMP0000381
Q9NS61,SMP0000381
P22460,SMP0000381
Q12959,SMP0000381
P51787,SMP0000381
P15382,SMP0000381
Q9Y6J6,SMP0000381
Q12809,SMP0000381
Q5I7T1,SMP0000381
Q09428,SMP0000381
Q15842,SMP0000381
Q14654,SMP0000381
O60706,SMP0000381
O00180,SMP0000381
P32418,SMP0000381
Q9Y3Q4,SMP0000381
Q14524,SMP0000381
Q13425,SMP0000381
Q13884,SMP0000381
Q13424,SMP0000381
P08172,SMP0000381
Q92736,SMP0000381
P16615,SMP0000381
P26678,SMP0000381
P08588,SMP0000381
P17612,SMP0000381
P10644,SMP0000381
P62158,SMP0000381
Q15746,SMP0000381
P30556,SMP0000381
Q9NQ66,SMP0000381
P02585,SMP0000381
P19237,SMP0000381
P13805,SMP0000381
P63316,SMP0000381
P19429,SMP0000381
P45379,SMP0000381
P48788,SMP0000381
P45378,SMP0000381
P09493,SMP0000381
P07951,SMP0000381
O95180,SMP0000381
O43497,SMP0000381
Q14643,SMP0000381
Q9NQ66,SMP0057580
P62873,SMP0057580
P59768,SMP0057580
P35367,SMP0057580
P50148,SMP0057580
Q14643,SMP0057580
P05771,SMP0057580
P19838,SMP0057580
P01008,SMP0000272
P00748,SMP0000272
P02452,SMP0000272
P03952,SMP0000272
P03951,SMP0000272
P00740,SMP0000272
P00451,SMP0000272
P00734,SMP0000272
P12259,SMP0000272
P00742,SMP0000272
P02671,SMP0000272
P02675,SMP0000272
P02679,SMP0000272
P00488,SMP0000272
P05160,SMP0000272
P00747,SMP0000272
P00750,SMP0000272
P08709,SMP0000272
P13726,SMP0000272
Q9BQB6,SMP0000272
P38435,SMP0000272
P01008,SMP0000275
P00748,SMP0000275
P02452,SMP0000275
P03952,SMP0000275
P03951,SMP0000275
P00740,SMP0000275
P00451,SMP0000275
P00734,SMP0000275
P12259,SMP0000275
P00742,SMP0000275
P02671,SMP0000275
P02675,SMP0000275
P02679,SMP0000275
P00488,SMP0000275
P05160,SMP0000275
P00747,SMP0000275
P00750,SMP0000275
P08709,SMP0000275
P13726,SMP0000275
Q9BQB6,SMP0000275
P38435,SMP0000275
Q9Y6L6,SMP0000653
P10632,SMP0000653
P11712,SMP0000653
Q9NQ66,SMP0057581
P62873,SMP0057581
P59768,SMP0057581
P35367,SMP0057581
P50148,SMP0057581
Q14643,SMP0057581
P05771,SMP0057581
P19838,SMP0057581
Q9NQ66,SMP0059694
P62873,SMP0059694
P59768,SMP0059694
P35367,SMP0059694
P50148,SMP0059694
Q14643,SMP0059694
P05771,SMP0059694
P19838,SMP0059694
Q99808,SMP0000603
O00337,SMP0000603
Q9HAS3,SMP0000603
P04818,SMP0000603
P23921,SMP0000603
P31350,SMP0000603
Q7LG56,SMP0000603
P17812,SMP0000603
Q8TCD5,SMP0000603
P27707,SMP0000603
P32321,SMP0000603
P30085,SMP0000603
P15531,SMP0000603
Q99808,SMP0000446
O00337,SMP0000446
Q9HAS3,SMP0000446
P04818,SMP0000446
P23921,SMP0000446
P31350,SMP0000446
Q7LG56,SMP0000446
P17812,SMP0000446
Q8TCD5,SMP0000446
P27707,SMP0000446
P32321,SMP0000446
P30085,SMP0000446
P15531,SMP0000446
P11388,SMP0000443
P08684,SMP0000443
P20815,SMP0000443
P05164,SMP0000443
P11388,SMP0000602
P08684,SMP0000602
P20815,SMP0000602
P05164,SMP0000602
P51164,SMP0000614
P20648,SMP0000614
P51164,SMP0000227
P20648,SMP0000227
O15247,SMP0000227
P40879,SMP0000227
P00915,SMP0000227
P25021,SMP0000227
P01350,SMP0000227
P32239,SMP0000227
P61278,SMP0000227
P31391,SMP0000227
P20309,SMP0000227
Q9NQ66,SMP0060195
P62873,SMP0060195
P59768,SMP0060195
P35367,SMP0060195
P50148,SMP0060195
Q14643,SMP0060195
P05771,SMP0060195
P19838,SMP0060195
P23975,SMP0000422
P31645,SMP0000422
P10635,SMP0000422
P33261,SMP0000422
P05177,SMP0000422
P08684,SMP0000422
P17787,SMP0000422
P43681,SMP0000422
O00555,SMP0000422
Q02641,SMP0000422
Q9NY47,SMP0000422
Q9Y5Y9,SMP0000422
Q07699,SMP0000422
Q9NZV8,SMP0000422
Q9NS61,SMP0000422
P05023,SMP0000422
P50993,SMP0000422
P13637,SMP0000422
Q13733,SMP0000422
P05026,SMP0000422
P14415,SMP0000422
P54709,SMP0000422
B7ZKV8,SMP0000422
P54710,SMP0000422
P01189,SMP0000422
P01203,SMP0000422
P16519,SMP0000422
Q05586,SMP0000422
Q12879,SMP0000422
Q8TCU5,SMP0000422
P35348,SMP0000422
P08908,SMP0000422
Q01959,SMP0000422
P21728,SMP0000422
P35372,SMP0000422
P23975,SMP0000625
P31645,SMP0000625
P10635,SMP0000625
P33261,SMP0000625
P05177,SMP0000625
P08684,SMP0000625
P35354,SMP0000706
P23219,SMP0000706
P78329,SMP0000706
P09960,SMP0000706
Q16873,SMP0000706
P19440,SMP0000706
P07203,SMP0000706
Q16647,SMP0000706
P41222,SMP0000706
P42330,SMP0000706
P24557,SMP0000706
O14684,SMP0000706
Q8TBF2,SMP0000706
P16152,SMP0000706
P16050,SMP0000706
P10632,SMP0000706
P20813,SMP0000706
P34913,SMP0000706
P09917,SMP0000706
O15296,SMP0000706
P05181,SMP0000706
O75342,SMP0000706
P51589,SMP0000706
Q7Z449,SMP0000706
Q02928,SMP0000706
P18054,SMP0000706
P0C869,SMP0000706
P98187,SMP0000706
Q08477,SMP0000706
P31645,SMP0000646
P10635,SMP0000646
P20815,SMP0000646
P08684,SMP0000646
P11712,SMP0000646
P33261,SMP0000646
P07327,SMP0000644
P00325,SMP0000644
P11712,SMP0000644
P08684,SMP0000644
Q9HAW8,SMP0000644
P23219,SMP0000644
P35354,SMP0000644
P10635,SMP0000644
P08588,SMP0000660
P05023,SMP0000660
P50993,SMP0000660
P13637,SMP0000660
Q13733,SMP0000660
P05026,SMP0000660
P14415,SMP0000660
P54709,SMP0000660
B7ZKV8,SMP0000660
P54710,SMP0000660
P63252,SMP0000660
P48050,SMP0000660
P48549,SMP0000660
P48544,SMP0000660
Q9UK17,SMP0000660
Q9NS61,SMP0000660
P22460,SMP0000660
Q12959,SMP0000660
P51787,SMP0000660
P15382,SMP0000660
Q9Y6J6,SMP0000660
Q12809,SMP0000660
Q5I7T1,SMP0000660
Q09428,SMP0000660
Q15842,SMP0000660
Q14654,SMP0000660
O60706,SMP0000660
O00180,SMP0000660
P32418,SMP0000660
Q9Y3Q4,SMP0000660
Q14524,SMP0000660
Q13425,SMP0000660
Q13884,SMP0000660
Q13424,SMP0000660
Q13936,SMP0000660
Q9NY47,SMP0000660
Q02641,SMP0000660
P08172,SMP0000660
Q92736,SMP0000660
P16615,SMP0000660
P26678,SMP0000660
P17612,SMP0000660
P10644,SMP0000660
P62158,SMP0000660
Q15746,SMP0000660
P30556,SMP0000660
Q9NQ66,SMP0000660
P02585,SMP0000660
P19237,SMP0000660
P13805,SMP0000660
P63316,SMP0000660
P19429,SMP0000660
P45379,SMP0000660
P48788,SMP0000660
P45378,SMP0000660
P09493,SMP0000660
P07951,SMP0000660
O95180,SMP0000660
O43497,SMP0000660
Q14643,SMP0000660
P12821,SMP0000149
P00797,SMP0000149
P01019,SMP0000149
P30556,SMP0000149
P12821,SMP0000594
P35372,SMP0000409
P17787,SMP0000409
P43681,SMP0000409
O00555,SMP0000409
Q02641,SMP0000409
Q9NY47,SMP0000409
Q9Y5Y9,SMP0000409
Q07699,SMP0000409
Q9NZV8,SMP0000409
Q9NS61,SMP0000409
P05023,SMP0000409
P50993,SMP0000409
P13637,SMP0000409
Q13733,SMP0000409
P05026,SMP0000409
P14415,SMP0000409
P54709,SMP0000409
B7ZKV8,SMP0000409
P54710,SMP0000409
P01189,SMP0000409
P01203,SMP0000409
P16519,SMP0000409
Q05586,SMP0000409
Q12879,SMP0000409
Q8TCU5,SMP0000409
P35348,SMP0000409
P08908,SMP0000409
P23975,SMP0000409
P31645,SMP0000409
Q01959,SMP0000409
P21728,SMP0000409
Q9BQB6,SMP0000655
P00748,SMP0000655
P02452,SMP0000655
P03952,SMP0000655
P03951,SMP0000655
P00740,SMP0000655
P00451,SMP0000655
P00734,SMP0000655
P12259,SMP0000655
P00742,SMP0000655
P02671,SMP0000655
P02675,SMP0000655
P02679,SMP0000655
P00488,SMP0000655
P05160,SMP0000655
P00747,SMP0000655
P00750,SMP0000655
P08709,SMP0000655
P13726,SMP0000655
P38435,SMP0000655
P35354,SMP0000704
P23219,SMP0000704
P78329,SMP0000704
P09960,SMP0000704
Q16873,SMP0000704
P19440,SMP0000704
P07203,SMP0000704
Q16647,SMP0000704
P41222,SMP0000704
P42330,SMP0000704
P24557,SMP0000704
O14684,SMP0000704
Q8TBF2,SMP0000704
P16152,SMP0000704
P16050,SMP0000704
P10632,SMP0000704
P20813,SMP0000704
