ahfs_code,drugbank_id
20:12.04.16,DB06822
10:00.00,DB06825
84:04.92,DB08604
20:12.04.16,DB08813
28:16.08.04,DB08815
20:12.18,DB08816
52:40.28,DB08819
48:14.12,DB08820
24:32.08,DB08822
64:00.00,DB08826
24:06.92,DB08827
10:00.00,DB08828
08:18.08.16,DB08864
10:00.00,DB08865
68:12.00,DB08867
92:20.00,DB08868
68:30.04,DB08869
10:00.00,DB08870
10:00.00,DB08871
08:12.12.92,DB08874
10:00.00,DB08875
44:00.00,DB08876
10:00.00,DB08877
92:44.00,DB08879
92:20.00,DB08880
10:00.00,DB08881
68:20.05,DB08882
28:12.92,DB08883
36:89.00*,DB08884
10:00.00,DB08885
52:92.00,DB08885
10:00.00,DB08886
24:06.92,DB08887
52:92.00,DB08888
10:00.00,DB08889
56:92.00,DB08890
86:12.08.12,DB08893
92:36.00,DB08895
10:00.00,DB08896
12:08.08,DB08897
10:00.00,DB08899
56:92.00,DB08900
10:00.00,DB08901
92:36.00,DB08904
56:92.00,DB08904
52:08.08,DB08906
68:20.18,DB08907
28:92.00,DB08908
10:00.00,DB08910
10:00.00,DB08911
10:00.00,DB08912
10:00.00,DB08916
28:16.04.92,DB08918
08:18.08.92,DB08930
48:48.00,DB08931
48:48.00,DB08932
08:18.92,DB08934
10:00.00,DB08935
36:68.00,DB08947
88:30.00*,DB08949
88:08.00,DB08949
28:08.92,DB08976
56:12.00,DB09020
24:32.40,DB09026
84:92.00,DB09029
20:12.18,DB09030
56:92.00,DB09033
28:24.92,DB09034
10:00.00,DB09035
92:44.00,DB09036
10:00.00,DB09037
68:20.18,DB09038
92:92.00,DB09039
84:04.08.08,DB09040
08:12.28.24,DB09042
68:20.92,DB09043
68:20.06,DB09045
52:04.04,DB09047
56:92.00,DB09049
44:00.00,DB09051
10:00.00,DB09052
10:00.00,DB09053
10:00.00,DB09054
80:04.00,DB09057
10:00.00,DB09063
92:92.00,DB09065
28:16.04.24,DB09068
28:92.00,DB09072
10:00.00,DB09073
10:00.00,DB09074
20:12.04.14,DB09075
12:08.08,DB09076
10:00.00,DB09077
10:00.00,DB09078
48:02.00,DB09079
12:12.08.12,DB09080
24:04.92,DB09083
52:28.00,DB09084
52:08.20,DB09084
84:08.00,DB09085
34:00.00,DB09085
28:04.00,DB09085
72:00.00,DB09085
52:16.00,DB09085
12:08.08,DB09089
56:32.00,DB09089
56:92.00,DB09090
84:92.00,DB09094
84:28.00,DB09096
92:00.00,DB09097
68:36.04,DB09100
08:18.08.12,DB09101
08:18.40.24,DB09102
56:04.00,DB09104
84:24.12,DB09104
56:12.00,DB09104
84:24.00,DB09104
44:00.00,DB09105
40:12.00,DB09106
20:16.00,DB09107
20:28.16,DB09109
92:56.00,DB09110
92:12.00,DB09112
48:36.00,DB09113
28:12.92,DB09118
28:12.92,DB09119
28:08.04.92,DB09120
08:18.20,DB09122
68:32.00,DB09123
40:12.00,DB09125
68:18.00,DB09126
28:16.08.04,DB09128
88:29.00*,DB09129
88:28.00,DB09129
40:12.00,DB09129
88:29.00*,DB09130
40:12.00,DB09130
36:68.00,DB09132
36:68.00,DB09133
36:68.00,DB09134
92:00.00,DB09140
92:92.00,DB09140
20:28.08,DB09141
36:34.00,DB09142
40:50.00*,DB09145
20:12.04.12,DB09145
52:92.00,DB09145
40:36.00,DB09145
24:12.92,DB09145
92:92.00,DB09145
40:18.19,DB09146
92:00.00,DB09152
92:92.00,DB09152
40:50.00*,DB09153
52:92.00,DB09153
40:36.00,DB09153
92:00.00,DB09153
92:92.00,DB09153
40:12.00,DB09153
48:92.00,DB09153
56:04.00,DB09154
20:12.04.92,DB09154
56:92.00,DB09154
92:00.00,DB09155
92:92.00,DB09155
36:68.00,DB09156
92:00.00,DB09157
36:89.00*,DB09157
92:92.00,DB09157
36:58.00,DB09158
20:28.16,DB09222
92:12.00,DB09241
36:36.00,DB09241
92:00.00,DB09241
40:18.18,DB09263
20:28.92,DB09264
68:20.06,DB09265
88:30.00*,DB09270
56:92.00,DB09272
60:00.00,DB09276
56:04.00,DB09278
56:10.00,DB09278
56:12.00,DB09287
08:18.08.20,DB09299
12:08.08,DB09300
24:06.24,DB09302
24:06.24,DB09303
20:28.16,DB09310
56:12.00,DB09311
92:00.00,DB09312
84:24.12,DB09321
84:24.16,DB09321
84:80.00,DB09321
88:29.00*,DB09322
84:92.00,DB09322
34:00.00,DB09325
92:00.00,DB09325
52:28.00,DB09325
20:28.16,DB09329
10:00.00,DB09330
10:00.00,DB09331
92:92.00,DB09337
40:20.00,DB09341
36:18.00,DB09341
36:26.00,DB09341
40:34.00*,DB09341
92:00.00,DB09341
84:08.00,DB09345
84:28.00,DB09353
36:18.00,DB09374
36:44.00,DB09374
36:68.00,DB09374
68:16.04,DB09381
68:12.00,DB09389
40:12.00,DB09395
40:34.00*,DB09407
88:29.00*,DB09407
40:12.00,DB09413
36:60.00,DB09421
40:20.00,DB09422
84:24.12,DB09462
56:12.00,DB09462
40:36.00,DB09462
48:01.00*,DB09462
36:89.00*,DB09462
24:32.04,DB09477
34:00.00,DB09484
84:80.00,DB09496
92:12.00,DB09499
88:29.00*,DB09499
56:10.00,DB09512
20:04.04,DB09517
84:50.04,DB09526
84:80.00,DB09535
84:12.00,DB09536
84:80.00,DB09536
28:08.04.24,DB09543
10:00.00,DB09559
68:20.08.16,DB09564
10:00.00,DB09570
80:12.00,DB10276
80:12.00,DB10318
80:12.00,DB10343
92:01.00*,DB10344
92:05.00*,DB10351
92:05.00*,DB10366
92:05.00*,DB10370
92:05.00*,DB10379
92:05.00*,DB10385
92:05.00*,DB10389
92:05.00*,DB10394
92:05.00*,DB10399
92:05.00*,DB10400
92:05.00*,DB10401
92:05.00*,DB10403
92:05.00*,DB10404
92:05.00*,DB10499
92:01.00*,DB10532
80:08.00,DB10583
36:28.00,DB10584
80:08.00,DB10584
92:01.00*,DB10658
92:01.00*,DB10687
80:12.00,DB10769
80:12.00,DB10803
80:12.00,DB10804
80:12.00,DB10805
92:05.00*,DB10949
92:05.00*,DB10955
92:00.00,DB10955
92:05.00*,DB10957
92:00.00,DB10957
92:05.00*,DB10958
92:00.00,DB10958
92:05.00*,DB10959
92:01.00*,DB10984
80:12.00,DB10989
92:05.00*,DB11028
92:05.00*,DB11033
92:00.00,DB11033
80:12.00,DB11050
84:24.12,DB11057
56:12.00,DB11057
84:24.12,DB11058
28:20.00,DB11059
52:13.00*,DB11059
52:92.00,DB11059
52:13.00*,DB11060
52:92.00,DB11060
52:13.00*,DB11061
52:13.00*,DB11063
34:00.00,DB11072
52:04.92,DB11073
52:28.00,DB11073
56:10.00,DB11074
84:24.12,DB11074
84:92.00,DB11074
84:04.12,DB11074
52:13.00*,DB11075
52:92.00,DB11075
36:89.00*,DB11075
52:92.00,DB11077
28:08.04.24,DB11079
84:12.00,DB11081
34:00.00,DB11081
84:28.00,DB11082
84:32.00,DB11082
84:08.00,DB11086
56:12.00,DB11089
88:16.00,DB11094
56:12.00,DB11097
92:01.00*,DB11097
84:24.12,DB11100
92:01.00*,DB11100
36:89.00*,DB11104
84:04.92,DB11105
84:24.12,DB11112
48:01.00*,DB11114
84:80.00,DB11115
40:12.00,DB11119
68:36.00,DB11119
84:04.92,DB11121
84:04.92,DB11123
12:12.12,DB11124
84:04.92,DB11125
88:29.00*,DB11126
40:12.00,DB11126
88:29.00*,DB11127
40:12.00,DB11127
28:08.08,DB11130
88:29.00*,DB11132
88:29.00*,DB11135
88:29.00*,DB11136
84:04.92,DB11155
08:08.00,DB11156
36:89.00*,DB11182
56:16.00,DB11193
56:10.00,DB11198
56:16.00,DB11198
92:01.00*,DB11198
84:04.92,DB11218
84:80.00,DB11219
84:04.92,DB11222
56:12.00,DB11228
52:92.00,DB11228
52:04.92,DB11254
48:48.00,DB11362
10:00.00,DB11363
56:12.00,DB11365
92:01.00*,DB11365
44:00.00,DB11563
84:92.00,DB11569
84:80.00,DB11570
20:28.16,DB11572
84:12.00,DB11573
36:40.00,DB11577
84:24.12,DB11579
10:00.00,DB11581
08:18.40.20,DB11586
04:08.00,DB11591
52:04.92,DB11594
84:04.92,DB11594
10:00.00,DB11595
80:04.00,DB11597
20:12.04.12,DB11598
04:00.00,DB11601
36:84.00,DB11601
80:04.00,DB11603
80:12.00,DB11603
80:04.00,DB11604
20:28.16,DB11606
20:28.16,DB11607
20:28.16,DB11608
52:08.92,DB11611
04:08.00,DB11614
80:04.00,DB11621
56:12.00,DB11622
56:16.01*,DB11622
80:12.00,DB11627
24:04.92,DB11644
52:40.28,DB11660
10:00.00,DB11703
10:00.00,DB11714
10:00.00,DB11730
92:36.00,DB11767
84:92.00,DB11776
10:00.00,DB11793
92:44.00,DB11817
68:20.18,DB11827
10:00.00,DB11828
84:92.00,DB11834
92:22.00,DB11866
10:00.00,DB11901
10:00.00,DB11945
10:00.00,DB11963
92:40.00,DB11979
10:00.00,DB11986
92:20.00,DB11988
10:00.00,DB12001
40:10.20,DB12023
08:18.08.08,DB12070
56:08.00,DB12095
10:00.00,DB12130
10:00.00,DB12141
10:00.00,DB12147
84:92.00,DB12159
28:92.00,DB12243
10:00.00,DB12267
86:12.04,DB12278
08:18.08.16,DB12301
92:20.00,DB12371
76:00.00,DB12789
84:92.00,DB12808
20:28.16,DB12909
84:04.04,DB12924
10:00.00,DB12941
88:29.00*,DB12982
56:16.00,DB13147
20:28.16,DB13151
20:28.16,DB13152
08:18.00,DB13156
08:18.92,DB13156
84:06.00,DB13158
92:92.00,DB13161
44:00.00,DB13173
88:30.00*,DB13178
88:08.00,DB13178
20:28.16,DB13192
92:01.00*,DB13196
28:24.92,DB13196
20:04.04,DB13257
88:29.00*,DB13257
56:16.00,DB13281
44:00.00,DB13281
56:10.00,DB13761
56:16.00,DB13761
44:00.00,DB13761
84:04.92,DB13813
56:16.00,DB13853
52:92.00,DB13853
10:00.00,DB13874
20:28.16,DB13884
80:04.00,DB13886
92:05.00*,DB13904
52:04.92,DB13908
56:04.00,DB13909
56:08.00,DB13909
52:92.00,DB13910
34:00.00,DB13911
12:08.08,DB13913
10:00.00,DB13915
20:28.92,DB13923
80:12.00,DB13924
68:20.06,DB13928
20:28.16,DB13933
68:08.00,DB13943
68:08.00,DB13944
68:08.00,DB13946
68:16.04,DB13956
40:12.00,DB13962
84:24.12,DB13964
84:20.00,DB13964
28:08.92,DB13965
84:04.12,DB13966
36:89.00*,DB13967
16:00.00,DB13968
20:28.16,DB13968
92:01.00*,DB13974
92:01.00*,DB13975
20:28.16,DB13998
20:28.16,DB13999
88:20.00,DB14001
88:20.00,DB14003
40:92.00,DB14012
40:28.00,DB14018
28:32.12,DB14039
28:32.12,DB14042
40:18.18,DB14048
92:05.00*,DB14163
92:01.00*,DB14235
92:01.00*,DB14239
92:01.00*,DB14240
92:01.00*,DB14274
92:01.00*,DB14303
92:01.00*,DB14360
92:01.00*,DB14375
88:20.00,DB14476
88:12.00,DB14482
88:04.00,DB14483
88:12.00,DB14483
20:04.00,DB14488
20:04.04,DB14488
88:29.00*,DB14488
20:04.04,DB14491
88:29.00*,DB14491
40:12.00,DB14498
88:29.00*,DB14500
40:12.00,DB14500
28:28.00,DB14507
28:28.00,DB14509
68:04.00,DB14512
84:06.00,DB14512
52:08.08,DB14512
88:29.00*,DB14513
88:28.00,DB14513
84:24.12,DB14533
34:00.00,DB14533
52:92.00,DB14533
84:06.00,DB14539
56:36.00,DB14539
52:08.08,DB14539
84:06.00,DB14544
92:92.00,DB14582
92:32.00,DB14597
52:08.00,DB14631
52:08.08,DB14631
56:12.00,DB14684
92:01.00*,DB14691
20:00.00,DB14700
10:00.00,DB14707
28:92.00,DB14713
10:00.00,DB14723
08:12.28.28,DB00781
12:12.12,DB14752
92:01.00*,DB14752
12:12.00,DB14752
84:92.00,DB14762
52:92.00,DB14864
92:36.00,DB15091
80:12.00,DB15483
52:08.00,DB15566
52:08.08,DB15566
