Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06363,929.88,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06364,929.88,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,27-Mar-2013,1304-06365,935.68,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,01-Mar-2013,1304-06366,940.25,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,01-Mar-2013,1304-06367,950.62,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,01-Mar-2013,1304-06368,962.34,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,14-Mar-2013,1304-06369,973.56,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06370,1037.34,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,04-Mar-2013,1304-06371,1102.38,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,04-Mar-2013,1304-06372,1178.26,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,28-Mar-2013,1304-06373,1199.12,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,20-Mar-2013,1304-06374,1259.54,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,28-Mar-2013,1304-06375,1279.73,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06376,1280.90,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,14-Mar-2013,1304-06377,1363.22,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,04-Mar-2013,1304-06378,1388.47,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,28-Mar-2013,1304-06379,1437.80,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06380,1513.43,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,01-Mar-2013,1304-06381,1533.24,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,29-Mar-2013,1304-06382,1653.90,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,28-Mar-2013,1304-06383,1674.98,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,27-Mar-2013,1304-06384,1687.09,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,01-Mar-2013,1304-06385,3000.08,R,Marcher Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,04-Apr-2013,1304-06386,1050.45,R,Marcher Roofing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06387,2121.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06388,690.64,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06389,881.96,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06390,2474.93,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06391,420.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06392,543.44,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06393,531.68,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06394,517.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06395,1555.20,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06396,445.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06397,797.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06398,504.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06399,1210.32,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06400,1205.00,R,Margot Avill-Lee
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06401,2153.76,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,10-Apr-2013,1304-06402,4736.24,R,Maria Mallaband Nursing Homes Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,10-Apr-2013,1304-06403,975.96,R,Maria Mallaband Nursing Homes Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,10-Apr-2013,1304-06404,26719.32,R,Maria Mallaband Nursing Homes Ltd Willow
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,10-Apr-2013,1304-06405,2467.40,R,Maria Mallaband Nursing Homes Ltd Willow
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,10-Apr-2013,1304-06406,1353.60,R,Maria Mallaband Nursing Homes Ltd Willow
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06407,925.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06408,2868.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06409,509.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,10-Apr-2013,1304-06410,3694.20,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06411,3742.18,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06412,-1492.50,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06413,469.72,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,10-Apr-2013,1304-06414,3088.60,R,Marina Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06415,1109.92,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Bought In Professional Services,277,09-Apr-2013,1304-06416,3225.00,R,Mark A  Peel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06417,595.16,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,04-Apr-2013,1304-06418,500.00,R,Mark Coulter
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,12-Apr-2013,1304-06419,3025.00,R,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,12-Apr-2013,1304-06420,1088.88,C,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,12-Apr-2013,1304-06421,3370.00,C,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,12-Apr-2013,1304-06422,4003.16,C,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,18-Apr-2013,1304-06423,8208.00,C,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,12-Apr-2013,1304-06424,10376.00,C,Mark Dobson Paving Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,10-Apr-2013,1304-06425,3698.23,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06426,5736.76,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06427,1288.96,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,04-Apr-2013,1304-06428,1069.80,R,Marketa Dolezalova
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Teaching Furniture & Equipment,207,17-Apr-2013,1304-06429,423.00,R,Marmax Products Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,10-Apr-2013,1304-06430,1688.00,R,Marquis Court Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Supplies And Services Insurance,219,08-Apr-2013,1304-06431,26517.81,R,Marsh Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06432,1082.88,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06433,1238.40,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06434,1361.28,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06435,1668.84,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,26-Apr-2013,1304-06436,2191.19,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06437,3019.12,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,26-Apr-2013,1304-06438,4518.64,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,22-Apr-2013,1304-06439,5234.02,R,Marshalls Mono Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,29-Apr-2013,1304-06440,600.00,R,Martin & Co Estate Agents
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Support And Facilities General Fund,Supplies and Services,Other Hired And Contracted Services,265,26-Apr-2013,1304-06441,2898.50,R,Martin Banks Photography
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Financial Development,Supplies and Services,Brokerage Fees,244,26-Apr-2013,1304-06442,943.13,R,Martin Brokers (Uk) Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,08-Apr-2013,1304-06443,15923.74,R,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,04-Apr-2013,1304-06444,1196.00,R,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,26-Apr-2013,1304-06445,5065.00,R,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Grant Related Expenditure,290,19-Apr-2013,1304-06446,740.00,R,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,18-Apr-2013,1304-06447,2250.00,C,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,18-Apr-2013,1304-06448,105158.00,C,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Action (South),Supplies and Services,Other Hired And Contracted Services,265,26-Apr-2013,1304-06449,1400.00,R,Martin Carthy Contracting
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06450,649.20,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06451,2750.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services rendered by independent schools,506,11-Apr-2013,1304-06452,10427.00,R,Mary Hare Grammar School
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06453,1274.24,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06454,1293.12,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06455,622.72,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06456,420.40,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,04-Apr-2013,1304-06457,540.30,R,Marzena Krajkowska
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Home Care Services,Supplies and Services,Clothing & Uniforms,241,26-Apr-2013,1304-06458,811.87,R,Matrix Uniforms
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Non-Recurring Grants,227,22-Apr-2013,1304-06459,535.00,R,Matthew Allen
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06460,471.36,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Income,Admissions  Booking Fees & Ticket Sales,933,16-Apr-2013,1304-06461,649.50,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06462,1600.44,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06463,1685.72,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06464,504.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-06465,502.56,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,10-Apr-2013,1304-06466,918.28,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-06467,563.68,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Housing Services,Premises,General Maintenance,104,03-Apr-2013,1304-06468,1466.45,R,Mayfair Security
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Housing Services,Premises,General Maintenance,104,10-Apr-2013,1304-06469,3734.47,R,Mayfair Security
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Housing Services,Premises,General Maintenance,104,30-Apr-2013,1304-06470,4261.72,R,Mayfair Security
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West       ,West - North West,Customer And Tenancy,Premises,Repairs & Adapts - Buildings,191,16-Apr-2013,1304-06471,3354.00,R,Mayfair Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,18-Apr-2013,1304-06472,675.64,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,18-Apr-2013,1304-06473,858.03,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,25-Apr-2013,1304-06474,1023.82,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,18-Apr-2013,1304-06475,1061.13,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,18-Apr-2013,1304-06476,1115.01,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Employees,Agency Staff,008,18-Apr-2013,1304-06477,1210.36,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Agency Staff,008,10-Apr-2013,1304-06478,1008.00,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Agency Staff,008,05-Apr-2013,1304-06479,1105.63,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Agency Staff,008,11-Apr-2013,1304-06480,2383.58,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Agency Staff,008,04-Apr-2013,1304-06481,4557.83,R,Mcginley Human Resources
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds             ,Aire Valley Homes Leeds,S. Offices,Premises,H.R.A. - Special Maintenance,106,12-Apr-2013,1304-06482,765.00,R,Mcp Environmental Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds             ,Aire Valley Homes Leeds,S. Offices,Premises,H.R.A. - Special Maintenance,106,18-Apr-2013,1304-06483,1191.00,R,Mcp Environmental Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,25-Apr-2013,1304-06484,1019.00,C,Mcp Environmental Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,25-Apr-2013,1304-06485,2486.00,C,Mcp Environmental Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West       ,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,12-Apr-2013,1304-06486,2433.00,R,Mcp Environmental Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,10-Apr-2013,1304-06487,1007.60,R,Meadow Booke Manor
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,10-Apr-2013,1304-06488,10414.52,R,Meadow Booke Manor
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,11-Apr-2013,1304-06489,3262.50,R,Meadowcroft Residential Schools Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,18-Apr-2013,1304-06490,13231.47,R,Mears Care Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,03-Apr-2013,1304-06491,3315.14,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,03-Apr-2013,1304-06492,5791.08,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,03-Apr-2013,1304-06493,431.46,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Advertising,211,19-Apr-2013,1304-06494,500.00,R,Media Services (Yorkshire) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Advertising,211,19-Apr-2013,1304-06495,500.00,R,Media Services (Yorkshire) Ltd
