PUBLICATION,EXTRACT_DATE,TYPE,CCG_CODE,ONS_CCG_CODE,CODE,POSTCODE,SEX,AGE,NUMBER_OF_PATIENTS
GP_PRAC_PAT_LIST,01OCT2017,GP,03C,E38000096,B86678,BD11 1JU,ALL,ALL,3007
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82017,YO21 1SD,ALL,ALL,14054
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82019,YO7 3RP,ALL,ALL,3086
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82022,TS9 6BL,ALL,ALL,5517
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82023,DL10 7LD,ALL,ALL,6717
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82029,DL11 7TH,ALL,ALL,3221
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82034,DL10 4BB,ALL,ALL,6269
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82035,DL10 6HB,ALL,ALL,3577
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82042,YO7 1LU,ALL,ALL,8431
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82044,TS9 5DY,ALL,ALL,9159
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82045,DL8 3QR,ALL,ALL,4265
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82046,TS13 5AY,ALL,ALL,2792
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82049,YO7 1LG,ALL,ALL,7023
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82050,DL7 8FW,ALL,ALL,19801
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82062,YO21 1TX,ALL,ALL,2367
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82066,DL8 2AT,ALL,ALL,9658
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82072,DL10 4UJ,ALL,ALL,5783
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82075,DL7 8AW,ALL,ALL,9791
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82078,DL8 5EP,ALL,ALL,5989
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82086,YO21 2PA,ALL,ALL,2363
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82101,YO22 5DP,ALL,ALL,5171
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82104,DL9 3JD,ALL,ALL,7463
GP_PRAC_PAT_LIST,01OCT2017,GP,03D,E38000069,B82622,DL11 6SU,ALL,ALL,1609
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82004,HG3 5AT,ALL,ALL,10463
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82008,HG4 1HL,ALL,ALL,8679
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82010,HG4 2BE,ALL,ALL,7155
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82012,HG2 8AY,ALL,ALL,13373
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82013,HG1 5JP,ALL,ALL,20147
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82014,HG2 7SA,ALL,ALL,6745
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82016,HG1 5AR,ALL,ALL,7644
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82027,HG1 5AR,ALL,ALL,15064
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82030,HG4 3SE,ALL,ALL,5585
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82032,YO51 9BD,ALL,ALL,10472
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82036,HG4 2AX,ALL,ALL,7349
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82057,YO26 8BN,ALL,ALL,5896
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82059,HG1 4HG,ALL,ALL,10852
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82060,HG5 0AD,ALL,ALL,11966
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82067,HG5 0JY,ALL,ALL,6997
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82069,HG5 0UB,ALL,ALL,7555
GP_PRAC_PAT_LIST,01OCT2017,GP,03E,E38000073,B82091,HG1 5AR,ALL,ALL,6819
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81002,HU7 4DW,ALL,ALL,3399
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81008,HU9 2LJ,ALL,ALL,21889
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81011,HU3 5QE,ALL,ALL,9139
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81017,HU3 1TY,ALL,ALL,7523
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81018,HU6 9BS,ALL,ALL,8675
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81020,HU7 4PT,ALL,ALL,7389
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81021,HU6 7ER,ALL,ALL,7585
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81027,HU3 4BB,ALL,ALL,9788
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81032,HU1 3SA,ALL,ALL,3391
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81035,HU5 3TJ,ALL,ALL,6348
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81038,HU4 6RF,ALL,ALL,7443
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81040,HU9 5HH,ALL,ALL,14476
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81046,HU6 9BX,ALL,ALL,9042
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81047,HU3 1DS,ALL,ALL,7053
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81048,HU5 2NT,ALL,ALL,15047
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81049,HU6 8QF,ALL,ALL,9637
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81052,HU5 3QA,ALL,ALL,6233
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81053,HU9 4AL,ALL,ALL,12095
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81054,HU5 2ST,ALL,ALL,8884
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81056,HU5 5JT,ALL,ALL,16853
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81058,HU3 4BB,ALL,ALL,7860
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81066,HU9 3JA,ALL,ALL,2449
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81074,HU9 2LR,ALL,ALL,3052
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81075,HU5 5BE,ALL,ALL,2424
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81080,HU8 9RW,ALL,ALL,2089
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81085,HU8 8JS,ALL,ALL,4755
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81089,HU9 5AD,ALL,ALL,3356
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81095,HU6 7HP,ALL,ALL,3637
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81097,HU9 3JA,ALL,ALL,1711
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81104,HU5 2EG,ALL,ALL,6831
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81112,HU7 4DW,ALL,ALL,7331
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81119,HU7 4DW,ALL,ALL,4655
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81616,HU7 4DW,ALL,ALL,2597
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81631,HU7 5DD,ALL,ALL,4837
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81635,HU11 4AR,ALL,ALL,3295
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81645,HU9 3JA,ALL,ALL,3713
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81675,HU3 6BX,ALL,ALL,8487
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81682,HU8 9RW,ALL,ALL,4862
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81688,HU7 4DW,ALL,ALL,1991
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,B81692,HU1 3SA,ALL,ALL,3379
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,Y00955,HU3 2RA,ALL,ALL,2665
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,Y01200,HU4 6BH,ALL,ALL,2466
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,Y02344,HU7 4DW,ALL,ALL,3173
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,Y02747,HU7 3JQ,ALL,ALL,12273
GP_PRAC_PAT_LIST,01OCT2017,GP,03F,E38000085,Y02896,HU1 3SA,ALL,ALL,1460
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86002,LS11 8LH,ALL,ALL,11397
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86005,LS11 5HT,ALL,ALL,5210
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86006,LS26 8SZ,ALL,ALL,13844
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86007,LS14 5JS,ALL,ALL,8725
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86009,LS15 8BZ,ALL,ALL,7562
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86012,LS11 8SU,ALL,ALL,16761
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86016,LS9 9EF,ALL,ALL,17086
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86020,WF3 3SA,ALL,ALL,10607
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86035,LS10 2PT,ALL,ALL,7752
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86036,LS25 7JN,ALL,ALL,11208
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86037,LS25 7JU,ALL,ALL,1880
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86042,LS10 3NB,ALL,ALL,14688
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86043,LS9 9JD,ALL,ALL,8147
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86048,LS25 1HB,ALL,ALL,13646
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86054,LS9 9EF,ALL,ALL,6078
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86055,LS15 8BA,ALL,ALL,6842
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86061,LS8 4HQ,ALL,ALL,4183
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86062,LS14 6DX,ALL,ALL,8865
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86075,LS15 9JH,ALL,ALL,12785
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86077,LS26 0UE,ALL,ALL,6046
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86081,LS9 6AU,ALL,ALL,14051
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86089,WF10 2DP,ALL,ALL,5579
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86092,LS25 7AB,ALL,ALL,5102
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86093,LS14 1HX,ALL,ALL,5627
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86095,LS11 9RE,ALL,ALL,3149
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86096,LS10 2JJ,ALL,ALL,5766
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86103,LS8 5DE,ALL,ALL,2487
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86623,LS8 5BS,ALL,ALL,4184
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86633,LS10 2PT,ALL,ALL,2209
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86638,LS9 7RD,ALL,ALL,655
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86642,LS10 2PE,ALL,ALL,1705
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86643,LS8 5AN,ALL,ALL,3501
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86648,LS15 8NN,ALL,ALL,2218
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86658,LS25 1AN,ALL,ALL,4438
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86667,LS11 8PN,ALL,ALL,6431
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86669,LS9 8AA,ALL,ALL,1514
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86670,LS14 2EH,ALL,ALL,168
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86675,LS9 7TA,ALL,ALL,3833
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,B86682,LS10 4HT,ALL,ALL,5280
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,Y00025,LS11 0HJ,ALL,ALL,1799
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,Y00683,LS26 8DZ,ALL,ALL,1521
GP_PRAC_PAT_LIST,01OCT2017,GP,03G,E38000095,Y02494,LS9 7TA,ALL,ALL,4684
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81003,DN35 8EB,ALL,ALL,12441
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81012,DN31 3AE,ALL,ALL,3767
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81015,DN35 7XE,ALL,ALL,14312
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81016,DN31 1QZ,ALL,ALL,9465
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81023,DN31 1QZ,ALL,ALL,6195
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81030,DN33 3JF,ALL,ALL,13060
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81031,DN34 4GB,ALL,ALL,13407
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81039,DN40 1JW,ALL,ALL,21149
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81055,DN35 0LN,ALL,ALL,3869
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81077,DN34 4GB,ALL,ALL,9646
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81087,DN34 5DX,ALL,ALL,8915
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81091,DN34 4GB,ALL,ALL,5581
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81108,DN31 2BH,ALL,ALL,4339
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81603,DN32 9SW,ALL,ALL,3591
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81606,DN31 3AE,ALL,ALL,4405
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81620,DN35 7DL,ALL,ALL,2767
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81642,DN35 0LN,ALL,ALL,3303
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81655,DN36 4QG,ALL,ALL,2596
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81656,DN34 5LP,ALL,ALL,6228
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81663,DN31 2BH,ALL,ALL,2563
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81664,DN31 3AE,ALL,ALL,1922
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81665,DN41 7JB,ALL,ALL,2196
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81677,DN32 9SW,ALL,ALL,4464
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81693,DN32 9EF,ALL,ALL,2460
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,B81697,DN32 9EF,ALL,ALL,2794
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,Y01948,DN32 7DL,ALL,ALL,1343
GP_PRAC_PAT_LIST,01OCT2017,GP,03H,E38000119,Y02684,DN31 3EF,ALL,ALL,2710
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85001,BD19 5AP,ALL,ALL,7581
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85004,WF13 1HN,ALL,ALL,5425
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85008,WF17 5ED,ALL,ALL,4934
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85009,WF13 3JY,ALL,ALL,8579
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85012,WF16 0HH,ALL,ALL,10980
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85014,WF16 0HH,ALL,ALL,9661
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85015,WF17 5DN,ALL,ALL,8979
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85018,WF17 5SS,ALL,ALL,9179
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85019,WF14 8DU,ALL,ALL,17233
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85020,WF13 1HN,ALL,ALL,6604
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85021,BD19 3RQ,ALL,ALL,9752
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85025,WF17 9PL,ALL,ALL,11729
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85030,BD19 5AP,ALL,ALL,8267
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85038,WF12 0DH,ALL,ALL,5668
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85041,WF17 7PF,ALL,ALL,14699
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85055,WF13 4HT,ALL,ALL,9715
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85606,WF12 9DW,ALL,ALL,4967
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85612,WF15 6DF,ALL,ALL,3450
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85619,WF16 9LQ,ALL,ALL,2632
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85620,WF12 7BD,ALL,ALL,2039
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85622,WF17 5QT,ALL,ALL,3868
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85640,WF17 9HE,ALL,ALL,3444
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85645,WF12 9AY,ALL,ALL,2988
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85646,WF13 2AJ,ALL,ALL,6461
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85650,WF13 3JY,ALL,ALL,3880
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85652,WF12 9DU,ALL,ALL,7623
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,B85655,WF17 5DH,ALL,ALL,2495
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,Y00081,HD1 9RX,ALL,ALL,41
GP_PRAC_PAT_LIST,01OCT2017,GP,03J,E38000121,Y01851,WF13 1HN,ALL,ALL,108
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81005,DN18 5ER,ALL,ALL,16774
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81007,DN15 9TA,ALL,ALL,9748
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81022,DN16 3LG,ALL,ALL,14302
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81026,DN16 2AB,ALL,ALL,18633
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81043,DN9 1EP,ALL,ALL,14806
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81045,DN16 2UT,ALL,ALL,12619
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81063,DN20 8NT,ALL,ALL,6394
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81064,DN15 7AN,ALL,ALL,8904
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81065,DN17 3DR,ALL,ALL,11687
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81090,DN15 7PG,ALL,ALL,4554
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81099,DN21 4PQ,ALL,ALL,5709
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81109,DN20 8AS,ALL,ALL,12735
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81113,DN16 2AB,ALL,ALL,6926
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81118,DN17 1YH,ALL,ALL,7912
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81617,DN15 6HX,ALL,ALL,9055
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81628,DN38 6HZ,ALL,ALL,2951
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81647,DN18 5PU,ALL,ALL,3076
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,B81648,DN40 3EL,ALL,ALL,1399
GP_PRAC_PAT_LIST,01OCT2017,GP,03K,E38000122,Y02787,DN15 6HX,ALL,ALL,5745
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87002,S25 2EZ,ALL,ALL,20778
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87003,S61 1AH,ALL,ALL,11285
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87004,S26 6QU,ALL,ALL,11472
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87005,S65 1DA,ALL,ALL,17619
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87006,S64 5UP,ALL,ALL,11217
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87007,S60 4JW,ALL,ALL,11643
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87008,S26 4WD,ALL,ALL,16642
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87009,S60 5ND,ALL,ALL,9994
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87010,S65 1PW,ALL,ALL,4624
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87012,S60 3EW,ALL,ALL,13073
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87013,S62 6AW,ALL,ALL,6230
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87014,S60 5PW,ALL,ALL,6612
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87015,S66 2JQ,ALL,ALL,7003
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87016,S66 1EU,ALL,ALL,11492
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87017,S65 1DA,ALL,ALL,13313
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87018,S62 6LW,ALL,ALL,7942
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87020,S61 4PT,ALL,ALL,5950
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87022,S66 9LP,ALL,ALL,7551
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87023,S65 3HD,ALL,ALL,2069
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87024,S62 6AE,ALL,ALL,4054
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87029,S63 7RA,ALL,ALL,11580
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87030,S64 8NB,ALL,ALL,9137
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87031,S66 8LE,ALL,ALL,3246
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87603,S61 4RB,ALL,ALL,3425
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87604,S61 2QP,ALL,ALL,5783
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87606,S66 7NA,ALL,ALL,1550
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87608,S65 1QY,ALL,ALL,5390
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87616,S66 8JD,ALL,ALL,5952
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87620,S66 8LE,ALL,ALL,6474
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87621,S60 2QY,ALL,ALL,1796
GP_PRAC_PAT_LIST,01OCT2017,GP,03L,E38000141,C87622,S65 1DA,ALL,ALL,7445
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82001,YO11 1UB,ALL,ALL,10261
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82011,YO17 8PH,ALL,ALL,5291
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82024,YO11 3LJ,ALL,ALL,7954
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82025,YO17 9RF,ALL,ALL,20204
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82037,YO14 9AE,ALL,ALL,9128
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82038,YO12 7LB,ALL,ALL,7364
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82054,YO12 6UB,ALL,ALL,13452
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82063,YO13 9JF,ALL,ALL,8344
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82088,YO12 7AS,ALL,ALL,10629
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82092,YO11 1UB,ALL,ALL,5190
GP_PRAC_PAT_LIST,01OCT2017,GP,03M,E38000145,B82106,YO12 5SD,ALL,ALL,3302
