PUBLICATION,EXTRACT_DATE,TYPE,CCG_CODE,ONS_CCG_CODE,CODE,POSTCODE,SEX,AGE,NUMBER_OF_PATIENTS
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83005,DL1 3RT,ALL,ALL,11732
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83006,DL3 6HZ,ALL,ALL,7997
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83010,DL3 9JP,ALL,ALL,14209
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83013,DL1 4YL,ALL,ALL,11251
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83031,DL3 8SQ,ALL,ALL,10004
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83034,DL3 7JR,ALL,ALL,10178
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83040,DL1 5JN,ALL,ALL,12149
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83047,DL3 0PD,ALL,ALL,14592
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83048,DL2 2DS,ALL,ALL,5624
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83070,DL2 1AA,ALL,ALL,5472
GP_PRAC_PAT_LIST,01OCT2017,GP,00C,E38000042,A83641,DL1 5LW,ALL,ALL,4928
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83001,DL16 6QA,ALL,ALL,10986
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83003,DL15 0EQ,ALL,ALL,9209
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83004,SR7 8LF,ALL,ALL,3803
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83007,TS27 4LQ,ALL,ALL,9868
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83008,DL4 2HP,ALL,ALL,5522
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83012,SR8 5TW,ALL,ALL,16570
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83015,DL14 6AB,ALL,ALL,10228
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83017,DH6 3HW,ALL,ALL,7526
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83019,DH6 2JL,ALL,ALL,5166
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83020,DL15 9HU,ALL,ALL,13404
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83021,DL14 6RP,ALL,ALL,14254
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83025,DL14 7EJ,ALL,ALL,13448
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83032,DL13 5AF,ALL,ALL,2428
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83035,DL13 2XD,ALL,ALL,7194
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83037,DL5 5LH,ALL,ALL,13855
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83041,SR7 9AB,ALL,ALL,7567
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83042,TS28 5PZ,ALL,ALL,4545
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83043,DL12 0QE,ALL,ALL,2693
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83044,SR8 4QP,ALL,ALL,7363
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83045,DL17 8JJ,ALL,ALL,15373
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83046,DL12 8HT,ALL,ALL,10530
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83051,SR7 7JE,ALL,ALL,10242
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83052,DL16 6ED,ALL,ALL,8760
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83054,TS21 3BN,ALL,ALL,15512
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83057,SR8 4LD,ALL,ALL,6305
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83060,DL13 5NX,ALL,ALL,2994
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83061,DL2 3BE,ALL,ALL,3398
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83066,DL5 4SE,ALL,ALL,10441
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83071,SR7 7JE,ALL,ALL,5090
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83074,DL5 5NH,ALL,ALL,11454
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83075,SR7 8LF,ALL,ALL,4672
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83603,DL16 6BQ,ALL,ALL,2652
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83610,TS28 5PZ,ALL,ALL,2912
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83616,DH6 2LQ,ALL,ALL,2464
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83619,DH6 2LT,ALL,ALL,2968
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83626,DL14 9SU,ALL,ALL,2030
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83627,DH6 2TH,ALL,ALL,5574
GP_PRAC_PAT_LIST,01OCT2017,GP,00D,E38000047,A83634,DL17 9LH,ALL,ALL,2660
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83009,DH3 3SL,ALL,ALL,8619
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83011,DH1 1QW,ALL,ALL,27846
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83014,DH1 2QW,ALL,ALL,7158
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83016,DH9 8AD,ALL,ALL,11375
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83018,DH8 5YA,ALL,ALL,19024
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83022,DH7 8NH,ALL,ALL,24151
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83023,DH9 0AB,ALL,ALL,11363
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83024,DH4 6RQ,ALL,ALL,5675
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83026,DH7 6JW,ALL,ALL,10113
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83027,DH6 4DH,ALL,ALL,6421
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83028,DH3 3QD,ALL,ALL,9785
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83029,DH3 4LE,ALL,ALL,4892
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83030,DH7 7DG,ALL,ALL,12466
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83033,DH2 1HS,ALL,ALL,8816
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83036,DH1 5BH,ALL,ALL,11532
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83038,NE16 6HU,ALL,ALL,5676
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83049,DH8 0BW,ALL,ALL,13436
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83050,DH2 3DJ,ALL,ALL,12211
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83055,DH1 2UW,ALL,ALL,4267
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83072,DH7 0LP,ALL,ALL,4153
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83073,DH9 7XT,ALL,ALL,5195
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83076,DH9 9DA,ALL,ALL,2792
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83617,DH7 9YT,ALL,ALL,2646
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83618,NE17 7SB,ALL,ALL,4380
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83622,DH7 0BD,ALL,ALL,1649
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83630,DH7 8SJ,ALL,ALL,2440
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83632,DH9 6AN,ALL,ALL,2415
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83635,DH6 5AL,ALL,ALL,4081
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83636,DH8 6DP,ALL,ALL,5872
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83637,DH2 2NJ,ALL,ALL,2041
GP_PRAC_PAT_LIST,01OCT2017,GP,00J,E38000116,A83644,DH9 7TD,ALL,ALL,3499
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81001,TS18 1HU,ALL,ALL,4147
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81002,TS18 2AW,ALL,ALL,19976
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81006,TS18 2AT,ALL,ALL,13926
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81007,TS24 7PW,ALL,ALL,10026
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81011,TS24 7PW,ALL,ALL,11844
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81014,TS23 2LA,ALL,ALL,3810
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81017,TS17 0EE,ALL,ALL,20012
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81025,TS18 1HU,ALL,ALL,4052
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81027,TS15 9DD,ALL,ALL,14149
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81031,TS24 7PW,ALL,ALL,12761
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81034,TS17 0EE,ALL,ALL,21806
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81036,TS20 2UZ,ALL,ALL,17649
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81039,TS16 9EA,ALL,ALL,10025
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81040,TS23 2DG,ALL,ALL,8600
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81041,TS24 9DN,ALL,ALL,9167
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81044,TS25 1QU,ALL,ALL,19066
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81046,TS18 1YE,ALL,ALL,12768
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81056,TS23 2JW,ALL,ALL,2576
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81057,TS23 2LS,ALL,ALL,8842
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81060,TS26 8DB,ALL,ALL,5692
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81063,TS24 0NZ,ALL,ALL,5421
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81066,TS21 1JS,ALL,ALL,4383
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81067,TS18 2BP,ALL,ALL,10578
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81070,TS25 3DQ,ALL,ALL,2227
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81602,TS23 2DG,ALL,ALL,2502
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81608,TS17 6NP,ALL,ALL,3705
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81610,TS23 2DG,ALL,ALL,7978
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81612,TS25 1AX,ALL,ALL,3216
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81622,TS26 8DF,ALL,ALL,5455
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81629,TS18 2AP,ALL,ALL,4542
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81631,TS24 9LJ,ALL,ALL,6639
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81632,TS18 1HU,ALL,ALL,531
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,A81634,TS18 2EP,ALL,ALL,1933
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,Y00527,TS19 8RH,ALL,ALL,1820
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,Y02501,TS26 0US,ALL,ALL,2431
GP_PRAC_PAT_LIST,01OCT2017,GP,00K,E38000075,Y02597,TS25 3DQ,ALL,ALL,2337
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84002,NE65 7UW,ALL,ALL,5738
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84003,NE63 9UT,ALL,ALL,13239
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84005,NE22 6JX,ALL,ALL,11475
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84006,NE66 2NL,ALL,ALL,8919
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84007,NE20 9SD,ALL,ALL,10153
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84008,NE70 7ER,ALL,ALL,4463
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84009,NE24 1HD,ALL,ALL,23192
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84011,NE20 9SD,ALL,ALL,7537
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84013,NE22 7DU,ALL,ALL,6061
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84014,NE24 1DX,ALL,ALL,10886
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84015,NE63 0XX,ALL,ALL,2404
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84016,NE42 5PW,ALL,ALL,6723
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84018,NE45 5LG,ALL,ALL,6987
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84020,NE62 5RA,ALL,ALL,8231
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84021,NE66 2NR,ALL,ALL,9429
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84022,NE65 0HD,ALL,ALL,11558
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84024,NE46 1QJ,ALL,ALL,9353
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84025,NE23 6QN,ALL,ALL,5005
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84026,TD15 1LL,ALL,ALL,9104
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84027,NE48 2HE,ALL,ALL,3375
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84028,NE63 0NG,ALL,ALL,18342
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84029,NE61 5LX,ALL,ALL,2691
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84030,NE23 6US,ALL,ALL,9290
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84031,NE61 1JX,ALL,ALL,9311
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84032,NE71 6BL,ALL,ALL,2465
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84033,NE46 1QJ,ALL,ALL,6165
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84034,NE49 9AP,ALL,ALL,5655
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84035,NE41 8DH,ALL,ALL,6018
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84036,NE61 1BJ,ALL,ALL,18488
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84037,NE23 7EF,ALL,ALL,5749
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84038,NE23 6QN,ALL,ALL,6097
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84039,NE61 1JX,ALL,ALL,5393
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84040,NE46 4BU,ALL,ALL,3575
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84042,NE61 4EG,ALL,ALL,2067
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84043,NE23 1XZ,ALL,ALL,17236
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84044,TD15 2HB,ALL,ALL,7056
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84045,NE47 6LA,ALL,ALL,5392
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84047,NE43 7LL,ALL,ALL,5423
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84604,NE71 6BL,ALL,ALL,2114
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84609,NE65 9PR,ALL,ALL,1555
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84614,NE42 5HR,ALL,ALL,2001
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,A84619,NE25 0BW,ALL,ALL,3622
GP_PRAC_PAT_LIST,01OCT2017,GP,00L,E38000130,Y00151,NE24 1DX,ALL,ALL,4813
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81004,TS5 8SB,ALL,ALL,9761
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81005,TS14 7DJ,ALL,ALL,7994
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81009,TS5 6HF,ALL,ALL,8846
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81012,TS3 6AL,ALL,ALL,4769
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81013,TS12 2FF,ALL,ALL,6356
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81015,TS10 1TZ,ALL,ALL,2951
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81016,TS1 3QY,ALL,ALL,9884
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81018,TS10 4NW,ALL,ALL,10092
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81019,TS3 7RL,ALL,ALL,9971
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81020,TS4 3BU,ALL,ALL,7662
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81021,TS6 6TD,ALL,ALL,13478
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81022,TS12 2TG,ALL,ALL,10513
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81023,TS1 2NX,ALL,ALL,7749
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81026,TS5 6HA,ALL,ALL,14156
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81029,TS1 2NX,ALL,ALL,5863
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81030,TS1 3RY,ALL,ALL,13020
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81032,TS14 7DJ,ALL,ALL,10717
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81033,TS3 6AL,ALL,ALL,3405
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81035,TS1 3RX,ALL,ALL,10203
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81037,TS1 2NX,ALL,ALL,6855
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81038,TS3 6AL,ALL,ALL,3373
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81042,TS6 9QG,ALL,ALL,10877
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81043,TS6 0HA,ALL,ALL,8264
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81045,TS10 1SR,ALL,ALL,7543
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81047,TS11 6BW,ALL,ALL,693
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81048,TS11 7BL,ALL,ALL,7031
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81049,TS3 6AL,ALL,ALL,5567
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81051,TS5 5NN,ALL,ALL,7752
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81052,TS10 4NW,ALL,ALL,8456
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81053,TS13 4HW,ALL,ALL,6426
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81054,TS10 1UA,ALL,ALL,8166
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81058,TS8 0TL,ALL,ALL,8205
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81064,TS1 2NX,ALL,ALL,6339
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81065,TS6 6TD,ALL,ALL,3923
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81611,TS8 0TL,ALL,ALL,6731
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81618,TS12 1BJ,ALL,ALL,9209
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81621,TS3 9NB,ALL,ALL,2319
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81630,TS5 4EQ,ALL,ALL,751
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,A81633,TS1 5EF,ALL,ALL,731
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,Y00286,TS10 4NW,ALL,ALL,3706
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,Y02483,TS3 6AL,ALL,ALL,5566
GP_PRAC_PAT_LIST,01OCT2017,GP,00M,E38000162,Y03303,TS4 3AF,ALL,ALL,49
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88001,NE31 1NU,ALL,ALL,3019
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88002,NE33 4QY,ALL,ALL,17697
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88003,NE34 6RE,ALL,ALL,12852
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88004,NE32 5SE,ALL,ALL,9305
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88005,NE34 9BP,ALL,ALL,4750
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88006,NE34 0BX,ALL,ALL,7982
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88007,NE33 4DX,ALL,ALL,8602
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88008,NE33 5DU,ALL,ALL,6396
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88009,NE35 9AN,ALL,ALL,6490
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88010,NE32 5AG,ALL,ALL,3252
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88012,NE31 2SP,ALL,ALL,6254
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88013,NE34 8PS,ALL,ALL,19282
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88014,NE33 4JP,ALL,ALL,2723
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88015,NE33 5DU,ALL,ALL,6667
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88016,NE35 9AN,ALL,ALL,7921
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88022,NE31 1NU,ALL,ALL,7767
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88023,SR6 7EE,ALL,ALL,5170
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88025,NE32 3UX,ALL,ALL,5096
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88601,NE33 4EG,ALL,ALL,3009
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88603,NE31 1NU,ALL,ALL,2914
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88608,NE33 3ET,ALL,ALL,5618
GP_PRAC_PAT_LIST,01OCT2017,GP,00N,E38000163,A88613,NE32 3UX,ALL,ALL,3994
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89001,SR2 8AD,ALL,ALL,13839
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89002,SR1 2HJ,ALL,ALL,3467
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89004,DH5 9EZ,ALL,ALL,11271
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89005,SR2 8AX,ALL,ALL,5751
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89006,SR4 7XF,ALL,ALL,7698
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89007,SR4 7XF,ALL,ALL,10119
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89008,SR5 5PS,ALL,ALL,4979
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89009,DH4 4LE,ALL,ALL,7964
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89010,NE37 2PU,ALL,ALL,12197
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89011,SR3 2AN,ALL,ALL,4176
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89012,NE38 7NQ,ALL,ALL,10700
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89013,SR1 2QB,ALL,ALL,5311
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89014,SR6 0AB,ALL,ALL,1847
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89015,SR6 8DZ,ALL,ALL,9455
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89016,SR6 0QQ,ALL,ALL,8211
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89017,SR4 7AF,ALL,ALL,13108
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89018,SR2 8JG,ALL,ALL,4732
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89019,SR5 2LT,ALL,ALL,10000
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89020,SR4 6QE,ALL,ALL,10143
GP_PRAC_PAT_LIST,01OCT2017,GP,00P,E38000176,A89021,DH4 5EQ,ALL,ALL,8469
