Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,15/07/2011,1107-00954,2029.60,R,Brookvale
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,06/07/2011,1107-00955,2029.60,R,Brookvale (For The Mentally
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,06/07/2011,1107-00956,1850.72,R,Brothers Of Charity
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Voluntary Sector,505,14/07/2011,1107-00957,6731.04,R,Brownberrie Lane Pre-School
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,11/07/2011,1107-00958,8262.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,15/07/2011,1107-00959,13770.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,15/07/2011,1107-00960,17850.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,15/07/2011,1107-00961,16218.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,15/07/2011,1107-00962,-2754.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,20/07/2011,1107-00963,16320.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Other External Residential Placements,508,26/07/2011,1107-00964,5508.00,R,Browning House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Transport,Miscellaneous Transport Related Costs,324,05/07/2011,1107-00965,5380.00,R,Brownridge Transport
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,08/07/2011,1107-00966,680.00,R,Broxap Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,13/07/2011,1107-00967,912.00,R,Broxap Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,04/07/2011,1107-00968,1523.65,R,Bruntwood 2000 Alpha Portfolio Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,04/07/2011,1107-00969,23638.77,R,Bruntwood 2000 Alpha Portfolio Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,05/07/2011,1107-00970,1952.54,R,Bruntwood 2000 Alpha Portfolio Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,05/07/2011,1107-00971,62378.93,R,Bruntwood 2000 Alpha Portfolio Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Rents,141,05/07/2011,1107-00972,50497.85,R,Bruntwood 2000 Alpha Portfolio Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Third Party Payments,Section 17,551,01/07/2011,1107-00973,457.65,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,06/07/2011,1107-00974,714.10,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,08/07/2011,1107-00975,688.75,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Employees,Agency Staff,008,11/07/2011,1107-00976,428.46,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,15/07/2011,1107-00977,673.80,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,26/07/2011,1107-00978,705.00,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Employees,Agency Staff,008,27/07/2011,1107-00979,595.14,R,Bs Project Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Memberships,226,06/07/2011,1107-00980,5153.00,R,Bsi
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05/07/2011,1107-00981,1867.00,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05/07/2011,1107-00982,2861.37,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,08/07/2011,1107-00983,3386.30,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,15/07/2011,1107-00984,1040.08,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,18/07/2011,1107-00985,483.35,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,21/07/2011,1107-00986,754.71,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,22/07/2011,1107-00987,584.69,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,26/07/2011,1107-00988,754.71,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,26/07/2011,1107-00989,1261.52,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,29/07/2011,1107-00990,890.96,R,Bss Group Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Supplies and Services,Hardware - Expenditure,030,15/07/2011,1107-00991,1518.88,R,Bt Inet
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,21/07/2011,1107-00992,1888.37,R,Bt Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,06/07/2011,1107-00993,1643.00,R,Bt Redcare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,06/07/2011,1107-00994,1770.00,R,Bt Redcare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,06/07/2011,1107-00995,787.00,R,Bt Redcare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,21/07/2011,1107-00996,2665.00,R,Bt Redcare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Recurring & Major Grantss Projects,229,29/07/2011,1107-00997,2645.00,R,Btcv Hollybush
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Recurring & Major Grantss Projects,229,29/07/2011,1107-00998,5360.00,R,Btcv Skelton Project
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,08/07/2011,1107-00999,1078.00,R,Buddi Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,15/07/2011,1107-01000,780.00,R,Buildbase Civils & Lintels
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,06/07/2011,1107-01001,1476.75,R,Bulrush Horticulture Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,06/07/2011,1107-01002,750.00,R,Bulrush Horticulture Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Supplies and Services,Other Hired And Contracted Services,265,01/07/2011,1107-01003,7163.00,R,Bumpy Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Crockery  Cutlery & Utensils,221,12/07/2011,1107-01004,501.29,R,Bunzl Catering Supplies
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06/07/2011,1107-01005,11452.46,R,Bupa Park Avenue
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,06/07/2011,1107-01006,19766.23,R,Bupa Park Avenue
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06/07/2011,1107-01007,35821.33,R,Bupa Sabourn Court Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,06/07/2011,1107-01008,1421.68,R,Bupa Sabourn Court Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,06/07/2011,1107-01009,1421.68,R,Bupa Sabourn Court Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Plant and Machinery,102,20/07/2011,1107-01010,8108.78,R,Burckhardt Compression(Uk)Ltd.
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,01/07/2011,1107-01011,831.57,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,01/07/2011,1107-01012,823.41,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,01/07/2011,1107-01013,896.60,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,01/07/2011,1107-01014,823.41,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,25/07/2011,1107-01015,449.05,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,29/07/2011,1107-01016,1157.40,R,Burdens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Other Hired And Contracted Services,265,06/07/2011,1107-01017,1632.00,R,Bureau Veritas Certification Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Supplies and Services,Other Hired And Contracted Services,265,01/07/2011,1107-01018,1100.00,R,Burkitt Vernelle Training & Consultancy
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06/07/2011,1107-01019,2446.96,R,Burley Hall Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,06/07/2011,1107-01020,21672.36,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06/07/2011,1107-01021,9928.40,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,06/07/2011,1107-01022,1738.96,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Integrated Youth Support Service,Third Party Payments,Services Rendered By Voluntary Sector,505,20/07/2011,1107-01023,4646.00,R,Burley Lodge Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director Of Childrens Services,Premises,Hire of meeting rooms,143,25/07/2011,1107-01024,730.00,R,Burley Lodge Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,07/07/2011,1107-01025,922.68,R,Burlington Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,14/07/2011,1107-01026,2255.52,R,Burmantofts Community Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,01/07/2011,1107-01027,10361.75,R,Burmantofts Senior Action
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,01/07/2011,1107-01028,528.00,R,Burnt Tree Group
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,20/07/2011,1107-01029,3060.00,R,Burton Regan Detective Bureau
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,25/07/2011,1107-01030,3292.00,R,Business 900 Community Interest Company
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Third Party Payments,Section 17,551,01/07/2011,1107-01031,824.63,R,Busy Bees Childcare Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,14/07/2011,1107-01032,22048.62,R,Busy Bees Childcare Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,14/07/2011,1107-01033,3489.84,R,Butterfly'S Day Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Removal Of Refuse,126,01/07/2011,1107-01034,1007.20,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,08/07/2011,1107-01035,1695.79,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,15/07/2011,1107-01036,1371.90,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Removal Of Refuse,126,21/07/2011,1107-01037,1538.40,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Removal Of Refuse,126,21/07/2011,1107-01038,675.60,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Removal Of Refuse,126,21/07/2011,1107-01039,855.30,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,22/07/2011,1107-01040,1670.20,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,22/07/2011,1107-01041,554.40,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,22/07/2011,1107-01042,1423.06,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,28/07/2011,1107-01043,1514.08,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Premises,Removal Of Refuse,126,28/07/2011,1107-01044,1020.60,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Supplies and Services,Bought In Professional Services,277,01/07/2011,1107-01045,1036.20,R,Bwb (Lincoln) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Agency Staff,008,19/07/2011,1107-01046,1466.00,R,Byland Engineering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01047,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01048,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01049,1885.15,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01050,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01051,2890.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04/07/2011,1107-01052,4400.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08/07/2011,1107-01053,2890.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08/07/2011,1107-01054,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08/07/2011,1107-01055,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,19/07/2011,1107-01056,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,19/07/2011,1107-01057,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,19/07/2011,1107-01058,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,28/07/2011,1107-01059,2890.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,29/07/2011,1107-01060,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,29/07/2011,1107-01061,5360.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,29/07/2011,1107-01062,4400.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,22/07/2011,1107-01063,1938.00,R,C A Traffic Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,13/07/2011,1107-01064,3386.62,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,20/07/2011,1107-01065,1059.15,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and services,Contingency Fund (Specific),798,25/07/2011,1107-01066,1009.87,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,27/07/2011,1107-01067,28246.36,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,13/07/2011,1107-01068,450.99,R,C P Davidson & Sons Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,06/07/2011,1107-01069,8575.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,13/07/2011,1107-01070,2790.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,13/07/2011,1107-01071,2155.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,13/07/2011,1107-01072,5532.50,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,20/07/2011,1107-01073,2507.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,20/07/2011,1107-01074,1356.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,27/07/2011,1107-01075,882.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,27/07/2011,1107-01076,1917.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,27/07/2011,1107-01077,663.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,08/07/2011,1107-01078,2668.50,R,C W Burke
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,07/07/2011,1107-01079,425.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,12/07/2011,1107-01080,1041.60,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,12/07/2011,1107-01081,663.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,12/07/2011,1107-01082,1181.79,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,12/07/2011,1107-01083,750.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,15/07/2011,1107-01084,424.80,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,15/07/2011,1107-01085,2915.70,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01086,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01087,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01088,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01089,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01090,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01091,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01092,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01093,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01094,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,15/07/2011,1107-01095,3200.00,C,C&L Plumbing Services
