Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Jun-13,1306-03631,8608.4,R,Ellershaw House Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,06-Jun-13,1306-03632,627,R,Elliott Group Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,05-Jun-13,1306-03633,587.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,05-Jun-13,1306-03634,915.04,R,Elm Bank Residential Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Employees,Best Value Training,70,07-Jun-13,1306-03635,1076.67,R,Elmet Driver Training Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,05-Jun-13,1306-03636,1025.16,R,Elmhurst Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,05-Jun-13,1306-03637,12127.74,R,Elmwood Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,05-Jun-13,1306-03638,676.36,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,05-Jun-13,1306-03639,1214.72,R,Emm Lane Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Supplies and Services,Non-Recurring Grants,227,27-Jun-13,1306-03640,2500,R,Emma Bolland
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,05-Jun-13,1306-03641,1377.92,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Partnership Development & Leadership,Employees,Training Costs,71,14-Jun-13,1306-03642,1250,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,05-Jun-13,1306-03643,1032.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,05-Jun-13,1306-03644,1360.56,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,05-Jun-13,1306-03645,428.24,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,05-Jun-13,1306-03646,3519.88,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,21-Jun-13,1306-03647,725,R,Emmaus Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,21-Jun-13,1306-03648,781.67,R,Emmaus Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03649,1800.5,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03650,2135.46,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03651,2531.7,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03652,2637.81,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03653,2669.4,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Premises,Oil,122,05-Jun-13,1306-03654,2783.04,R,Emo Oil Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,18-Jun-13,1306-03655,3848.95,R,Empire Ceramics Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Other Hired And Contracted Services,265,12-Jun-13,1306-03656,17660,R,Ener-G Natural Power Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                 ,East - North East,Technical Services,Premises,H.R.A. - Repairs A To P,107,07-Jun-13,1306-03657,567.5,R,Ener-G Switch2 Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,14-Jun-13,1306-03658,13152.4,R,English Churches Housing Group
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,14-Jun-13,1306-03659,18797.75,R,English Churches Housing Group
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Employees,Central Training,79,07-Jun-13,1306-03660,490,R,Enricosmog Ergonomic Practitioners
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Capital,Other Costs,7,21-Jun-13,1306-03661,3311.75,C,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03662,2175.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03663,2175.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03664,2175.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03665,2175.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03666,2175.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03667,2290,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03668,2420,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03669,2555.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03670,2641,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03671,2641,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03672,2641,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03673,4294,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03674,4294,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03675,4474.5,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03676,4710,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Supplies and Services,Licences,266,06-Jun-13,1306-03677,5340,R,Environment Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Premises,Maintenance Of Buildings,101,03-Jun-13,1306-03678,2869.02,R,Environmental Biotech Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,PFI Unitary Charges,278,03-Jun-13,1306-03679,301366.55,R,Environments For Learning Leeds Pfi
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,PFI Unitary Charges,278,28-Jun-13,1306-03680,301808.43,R,Environments For Learning Leeds Pfi
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03681,966.59,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03682,1004.3,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03683,1086.45,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03684,1162.58,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03685,1215.95,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03686,1818.63,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03687,2858.5,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03688,3017.12,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03689,3286.39,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03690,3369.3,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03691,3772.27,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,06-Jun-13,1306-03692,4838.32,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,28-Jun-13,1306-03693,349059.29,R,Environments For Learning Leeds Pfi Two
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,05-Jun-13,1306-03694,471.43,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,05-Jun-13,1306-03695,496.65,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,05-Jun-13,1306-03696,794.05,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,21-Jun-13,1306-03697,2688.99,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,05-Jun-13,1306-03698,3059.78,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,21-Jun-13,1306-03699,3757.57,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,28-Jun-13,1306-03700,1180999.44,R,Environments For Learning Pfi One Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,19-Jun-13,1306-03701,438.75,R,Eps Supplies Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,27-Jun-13,1306-03702,760.3,R,Eps Supplies Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,07-Jun-13,1306-03703,993.98,R,Eps Supplies Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,Non-Recurring Grants,227,24-Jun-13,1306-03704,8039.85,R,Equality Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,05-Jun-13,1306-03705,521.56,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,05-Jun-13,1306-03706,2928.04,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Employees,Recruitment Advertising,80,19-Jun-13,1306-03707,500,R,Eteach Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Asylum Seekers,626,05-Jun-13,1306-03708,599.36,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,13-Jun-13,1306-03709,227138.58,R,Eurovia Infrastructure Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,13-Jun-13,1306-03710,158473.42,C,Eurovia Infrastructure Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,05-Jun-13,1306-03711,576,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,05-Jun-13,1306-03712,750.2,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Supplies and Services,Operational Furniture And Equipment,203,13-Jun-13,1306-03713,1710,R,Events Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Capital,Land,1,20-Jun-13,1306-03714,8588701.76,C,Eversheds Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Jun-13,1306-03715,5571.8,R,Evesleigh Care Homes Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Operational Furniture And Equipment,203,28-Jun-13,1306-03716,420,R,Excel Flooring (Leeds) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Streetscene Environmental Services,Premises,Maintenance Of Buildings,101,13-Jun-13,1306-03717,7366,R,Excel Flooring (Leeds) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                 ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,27-Jun-13,1306-03718,487.17,R,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,27-Jun-13,1306-03719,1200.58,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,12-Jun-13,1306-03720,1597.43,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,12-Jun-13,1306-03721,1653.24,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,27-Jun-13,1306-03722,1947.07,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,12-Jun-13,1306-03723,2126.71,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,27-Jun-13,1306-03724,2307.37,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,21-Jun-13,1306-03725,2500.47,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,27-Jun-13,1306-03726,2564.42,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,21-Jun-13,1306-03727,2820.74,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,East North East,Capital,Construction,3,12-Jun-13,1306-03728,3349.73,C,Excell (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,01-May-13,1306-03729,857.77,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,21-May-13,1306-03730,1043.35,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,01-May-13,1306-03731,1255.61,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,08-May-13,1306-03732,1278.8,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,08-May-13,1306-03733,1297.31,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,22-May-13,1306-03734,1432.85,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03735,2005,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03736,2442.77,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,31-May-13,1306-03737,2449.98,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,31-May-13,1306-03738,2764.75,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,31-May-13,1306-03739,2795.36,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03740,3029.84,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03741,3030.2,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,31-May-13,1306-03742,3084.05,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03743,3159.44,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,24-May-13,1306-03744,3260.93,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,31-May-13,1306-03745,3945.86,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,21-May-13,1306-03746,4215.34,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East              ,East - North East,Construction Services  ,Supplies and Services,Other Hired And Contracted Services,265,21-May-13,1306-03747,5063.52,R,Excell UK Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries   Arts & Heritage,Supplies and Services,Computer Software & Equipment,214,27-Jun-13,1306-03748,981.38,R,Experian Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Information Technology,Employees,Agency Staff,8,11-Jun-13,1306-03749,2636.25,R,Experis Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Information Technology,Employees,Agency Staff,8,11-Jun-13,1306-03750,3154.25,R,Experis Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,21-Jun-13,1306-03751,424.6,R,Express Healthcare Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,14-Jun-13,1306-03752,426.93,R,Express Healthcare Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,07-Jun-13,1306-03753,449.5,R,Express Healthcare Uk Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Food & Drink,231,04-Jun-13,1306-03754,492.7,R,Exquisite Handmade Cakes Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,05-Jun-13,1306-03755,637.75,R,F Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,18-Jun-13,1306-03756,876.58,R,F M Birch Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,12-Jun-13,1306-03757,1334.88,R,F M Birch Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,07-Jun-13,1306-03758,945.35,R,Faac (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Services Provided By Other NHS Bodies,522,03-Jun-13,1306-03759,1507,R,Face Recording And Measurement Systems
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,03-Jun-13,1306-03760,550,C,Facelift Gb Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,12-Jun-13,1306-03761,2200,C,Facelift Gb Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,05-Jun-13,1306-03762,2451.84,R,Fairburn Chase
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,05-Jun-13,1306-03763,3246.48,R,Fairburn Healthcare  (Mews) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,05-Jun-13,1306-03764,37146.34,R,Fairburn Healthcare  (Mews) Ltd
