Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
B.T Plc,-103.5,1521.5,2010,"Hanson Lane, Halifax, HX1 5PG","Colliers Int Rating Uk Llp, 12th Flr, 11 Brindleyplace, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",04/01/95,
,-5.82,-5.82,2016,"36 Hanson Lane, Halifax, HX1 5NX",,03/01/94,08/22/16
,-371.52,-371.52,2010,"Unit 9, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,11/15/96,09/12/10
D Midgley & Sons Ltd,-1739.5,-9103.4,2012,"Holmfield Industrial Estate, Holmfield, Halifax, HX2 9TN","85 Riley Lane, Bradshaw, Halifax, HX2 9QE",04/01/90,03/31/10
A H Fabrications (Halifax) Ltd (In Receivership),-141.04,-141.04,2002,"92 Hopwood Lane, Halifax, HX1 4EJ","C/O Messrs Grant Thornton, St Johns Centre, 110 Albion Street, Leeds, LS2 8LA",04/01/90,04/01/91
,-16.71,-16.71,2002,"42 Ing Head Terrace, Shelf, Halifax, HX3 7LB",,04/01/90,03/10/91
,-15246,-112580.43,2008,"Beechwood Medical Centre, Keighley Road, Halifax, HX2 8AL",,09/01/98,10/13/12
,-208.83,-208.83,2012,"263 Queens Road, Halifax, HX1 4NS",,12/18/90,03/31/13
,-17.3,-17.3,2003,"23 Roils Head Road, Halifax, HX2 0NQ",,01/28/01,05/30/03
,-54.66,-54.66,2004,"25 Roils Head Road, Halifax, HX2 0NQ",,01/07/98,12/13/04
,-4068.83,-24371.08,2010,"Rosegarth Surgery, Rothwell Mount, Halifax, HX1 2HB",,04/01/90,
,-5412.5,-54139.62,2006,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-5377.82,-54139.62,2011,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
Santander U.K Plc,-3663.44,-3663.44,2012,"Atm Salterhebble Garage, Salterhebble Hill, Halifax, HX3 0QB","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",04/01/00,05/09/12
,-161.32,-161.32,2002,"10 Silver Street, Halifax, HX1 1HS",,06/21/99,10/08/00
Vodafone Ltd,-270,-536.4,2012,"Telecommunications Mast, Site Ref 4628  Shroggs Farm, Sowerby Lane, Luddendenfoot        HX2 6JP","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",09/01/98,
,-147.03,-147.03,2002,"71 Stainland Road, Greetland, Halifax, HX4 8BD",,10/15/98,10/09/99
Prelore Ltd (Administrative Receivership),-76.65,-76.65,2002,"Unit 1, North Dean Mills, Stainland Road, Greetland           HX4 8LS","C/O Messrs Peat Marwick, 1 The Embankment, Neville Street, Leeds, LS1 4DW",04/01/90,06/30/93
Capstan Wire Products Ltd [In Liquidation],-94.47,-94.47,2002,"Unit 17, Phoebe Lane Industrial Est., Halifax, HX3 9EX","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",04/01/90,08/09/96
Calder Weaving Co Ltd (In Liquidation),-4047.04,-4047.04,2002,"Orchard Trading Estate, Scout Road, Mytholmroyd, Hebden Bridge       HX7 5HZ","C/O Vine Mill, Royton, Oldham, OL2 5LN",04/01/90,07/15/90
,-0.7,-0.7,2012,"Unit 4 Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,04/01/90,
,-266.28,-266.28,2002,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,04/05/90,02/03/93
,-198.43,-198.43,2007,"236 Wakefield Road, Lightcliffe, Halifax, HX3 8TZ",,04/01/90,03/31/05
,-370,-370,2003,"4 Wards End, Halifax, HX1 1BX",,11/11/98,01/30/04
Shinestrong Ltd,-171.66,-171.66,2002,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB","C/O Unit 34, Empire Works, Watkinson Road, Halifax",10/01/97,02/01/00
White Rose Non-Wovens Ltd,-576,-576,2015,"West Parade, Halifax, HX1 2TA","C/O 6 Shibden Hall Croft, Shibden, Halifax, HX3 9XF",08/01/96,09/30/15
Beverly Summers Ltd [In Liquidation],-32.98,-32.98,2002,"Croft Mill Yard, Hebden Bridge, HX7 8AS","C/O Sargent & Co, 4 Wards End, Halifax, HX1 1BX",04/01/90,06/23/99
H & C Cardiem Ltd,-2758.25,-19042.2,2013,"Cal-Val Works, Hoo Hole Cragg Road, Mytholmroyd, Hebden Bridge       HX7 5JT","Fao Pauline Houghton, C/O H & C Merchandising Ltd, Station Road, Strines,Stockport, Cheshire, SK12 3AQ",12/17/90,12/31/13
H & C Cardiem Ltd,-10824.2,-19042.2,2014,"Cal-Val Works, Hoo Hole Cragg Road, Mytholmroyd, Hebden Bridge       HX7 5JT","Fao Pauline Houghton, C/O H & C Merchandising Ltd, Station Road, Strines,Stockport, Cheshire, SK12 3AQ",12/17/90,12/31/13
,-27.94,-27.94,2012,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",,04/01/90,04/23/12
Natwest Bank Plc,-537.89,-537.89,2016,"2 Crown Street, Hebden Bridge, HX7 8EH","Po Box 6079, Wolverhampton, WV1 9RA",04/01/90,05/04/16
,-275.62,-275.62,2006,"1 Tower Hill, Sowerby Bridge, HX6 2EQ",,04/07/00,03/31/06
Cottage Antiques Ltd,-129.27,-129.27,2002,"22 Wharf Street, Sowerby Bridge, HX6 2AE",,04/01/90,03/31/98
Lancashire Cotton Company Ltd,-135.14,-135.14,2012,"Rise Lane, Todmorden, OL14 7AA","Mr Kevin Baulk, 293 Rise Lane, Todmorden, OL14 7AA",04/01/01,08/31/12
,-1.47,-1.47,2012,"Old Parcels Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",,03/12/01,
,-8.5,-8.5,2002,"Unit 1, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",,08/04/97,09/30/02
,-118.55,-118.55,2004,"37 Burnley Road, Todmorden, OL14 7BU",,08/01/96,10/10/04
,-0.54,782.31,2014,"Waggon & Horses Inn, 752 Burnley Road, Todmorden, OL14 8LF",,04/01/98,
,-17.12,-17.12,2012,"R/0 739 Burnley Road, Todmorden, OL14 8LF",,04/01/93,
,-142.23,-142.23,2004,"Unit 7d Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,04/01/01,09/05/04
,-943.39,-943.39,2015,"129/135 Halifax Road, Todmorden, OL14 5BE",,04/01/90,03/31/16
,-3.04,-3.04,2002,"Harley Street, Todmorden, OL14 5JE",,07/08/92,06/01/98
,-0.89,-0.89,2012,"Hill Crest Bowling Club, Langton Street, Sowerby Bridge, HX6 2EX",,04/01/90,
The Woodcut Educational Trust Ltd,-2.83,-2.83,2014,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN","Wood Cottage, Beestonley Lane, Stainland, Halifax, HX4 9PS",04/01/91,07/10/14
,-9.32,-9.32,2000,"176 King Cross Road, Halifax, HX1 3LN",,12/31/00,03/31/01
,-115.08,-115.08,2008,"21 Bethel Street, Brighouse, HD6 1JR",,04/08/03,06/20/08
Director Of Social Services,-345.46,-345.46,2002,"Hangingroyd Lane, Hebden Bridge, HX7 7DD","Fao Anthea Reed, Locality Services Admin Manage, Social Services, Wellesley Park, Halifax",04/01/01,03/31/01
Hidayat Trading (Uk) Ltd,-100,-100,2004,"55 Commercial Street, Halifax, HX1 1BE","55 Commercial Street, Halifax, HX1 1BE",12/03/03,10/10/04
,-26.58,-26.58,2011,"100 Southgate, Elland, HX5 0EP",,12/23/03,02/29/12
,-28.21,-28.21,2009,"1 Stansfield Road, Todmorden, OL14 5DN",,10/31/02,07/31/09
,-86.32,-86.32,2012,"Clough Moor Farm, New Clough Road, Norland, Sowerby Bridge      HX6 3RD",,05/24/03,
A T C Properties Ltd,-84.78,-84.78,2003,"Suite 1 2ND Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW","7 Cottage Road, Headingley, Leeds, LS6 4DD",09/09/02,06/01/03
,-211.31,-211.31,2004,"5 Market Street, Hebden Bridge, HX7 6EU",,02/01/03,12/24/04
,-333.6,-858.05,2007,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,07/25/03,05/17/09
,-462,-858.05,2008,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,07/25/03,05/17/09
Airwave Solutions Ltd,-0.01,2033.99,2013,"Telecommunications Mast, Site Ref Wyo 081A, Hanson Lane, Halifax              HX1 4SD","P O Box 6079, Wolverhampton, WV1 9RA",06/01/03,
,-0.55,-0.55,2012,"5 Crown Yard, Southgate, Elland, HX5 0DQ",,10/17/03,
The Brunswick Centre,-175.47,-175.47,2005,"Arden Road Social Club, Arden Road, Halifax, HX1 3AG","The Resource Centre, Hall Street, Halifax, HX1 5AY",07/26/03,11/21/07
,-53.13,-53.13,2012,"40 Town Hall Street, Sowerby Bridge, HX6 2EA",,04/01/03,03/31/16
,-0.5,-0.5,2012,"Tower Hill Farm, Tower Hill, Warley, Halifax              HX2 0ST",,04/01/04,
,-65.96,-65.96,2005,"50 Oxford Lane, Siddal, Halifax, HX3 9BJ",,12/07/03,01/07/06
Hebble Rugs Ltd,-91.06,-91.06,2013,"Unit 1A Lower Ground Floor, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","C/O Avena Carpets Mr Jnp Crossley, Bankfield Mill, Haley Hill, Halifax, HX1 6ED",09/01/04,04/25/13
Chief Environmental Health Officer,-332.3,-994.84,2001,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",04/01/90,03/31/00
Cullingworth Commercials & Freight Services Ltd,-40.85,990.95,2015,"Stores (Under Mezz Offices), Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Fao June Dove, Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",11/03/03,
Ore-An Ltd,-515,-515,2005,"Unit 13, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA","Unit 15-20, Branxholme Ind Est, Bradford Road, Bailiff Bridge, Brighouse, HD6 4EA",09/05/03,11/30/04
Ladbrokes Betting & Gaming Ltd,-13.01,640.98,2015,"Workshop, Sod House Green, Halifax, HX3 6QR","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",07/01/01,
Alpha Catering Ltd,-1942.66,-1942.66,2009,"Bus Station, Wade Street, Halifax, HX1 1SN","Wade Street, Halifax, HX1 1UU",04/02/04,01/22/10
,-1836.07,-2667.52,2005,"Junction Inn, 133 Moor Bottom Road, Illingworth, Halifax             HX2 9SX",,08/10/04,08/10/06
,-0.96,-0.96,2012,"80 Huddersfield Road, Elland, HX5 9AA",,01/12/05,
,-17.74,-17.74,2005,"South Parade, Halifax, HX1 2LX",,03/09/05,02/27/06
,-35.71,-35.71,2008,"77 Burnley Road, Todmorden, OL14 7BS",,04/07/05,03/08/09
,-51,-51,2005,"Unit B11, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",,01/01/05,12/31/05
,-164.5,-164.5,2006,"29a Gibraltar Road, Halifax, HX1 4HE",,04/01/04,03/31/06
Vodafone Ltd,-191.69,-33.69,2010,"Television Mast, Land Near Tinker Hey Farm, North Dean Road, Greetland            HX4 8QA","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",11/01/04,
Bob Wild Grass Machinery Ltd,-4,6956,2014,"Units 7 & 8, White Lee Garage, Burnley Road, Mytholmroyd         HX7 5QJ","Units 7 & 8, White Lee, Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5AD",05/01/05,
,-213.2,-838.94,2007,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,06/13/05,10/02/07
Primesight Ltd,-0.02,113.98,2014,"Adv Rt Victoria Rd Serv Stn, Victoria Road, Elland, HX5 0PU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",04/01/05,
,-105.48,-105.48,2008,"67 Rustic, Piece Hall, Halifax, HX1 1RE",,08/27/04,11/28/08
,-458,-1534.14,2008,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
,-13,-13,2006,"15 The Market Arcade, Halifax, HX1 1NX",,04/01/05,10/07/06
D & S Baths Ltd [In Administration],-41.63,-4364.05,2005,"Aquarius Building, 190 Hanson Lane, Halifax, HX1 4SD","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",03/24/06,10/29/08
D & S Baths Ltd [In Administration],-1948.5,-4364.05,2006,"Aquarius Building, 190 Hanson Lane, Halifax, HX1 4SD","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",03/24/06,10/29/08
,-10.95,-10.95,2007,"Unit HM13 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SF",,09/15/05,10/19/07
,-1.24,-1.24,2012,"Lee Hill Equestrian Centre, Lee Hill Farm, Swan Lane, Outlane              HD3 3YH",,04/01/05,
,-0.63,-0.63,2012,"Unit 5 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,05/01/97,
Haley Bros [ Builders] Ltd [In Liquidation],-11.69,-11.69,2008,"Suite 1, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",03/01/06,12/10/08
,-79.61,-79.61,2007,"6 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,09/21/06,11/04/07
,-2.87,-2.87,2010,"42A Newstead Avenue, Halifax, HX1 4TE",,12/28/06,04/07/10
,-812.4,-812.4,2008,"Unit 4, Brier Hey, Burnley Road, Mytholmroyd",,04/01/06,12/11/06
Pennine Housing 2000 Ltd,-1433.85,-5998.65,2013,"3E Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",08/24/06,08/07/13
Pennine Housing 2000 Ltd,-2260.8,-5998.65,2014,"3E Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",08/24/06,08/07/13
Director Of Safer & Stronger Communities,-2038.7,-2038.7,2016,"Wainwright Hall, Jepson Lane, Elland, HX5 0PY","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",04/01/90,05/18/16
Calderdale Mbc Children & Young People's Services,-74.09,-13741.59,2015,"7 Horton Street, Halifax, HX1 1PX","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",04/01/90,03/29/16
North Vale Doubling Co Ltd,-194,-932.04,2011,"2ND/3RD/4TH/5TH Floors, Northvale Mills, Bradford Road, Brighouse            HD6 4EJ","North Vale Mills, Bradford Road, Brighouse, HD6 4DJ",09/17/05,03/31/11
C.C.L Group Ltd [In Administration],-306.94,-899.1,2009,"Armytage Road, Brighouse, HD6 1QF","C/O Price Waterhouse Coopers, Hill House, Richmond Hill, Bournemouth, BH2 6HR",07/06/07,02/02/10
,-153.18,-966.7,2010,"Balcony Store 30, Borough Market, Halifax, HX1 1DZ",,04/01/07,03/31/10
,-170.94,-966.7,2013,"Balcony Store 30, Borough Market, Halifax, HX1 1DZ",,04/01/07,03/31/10
,-124.18,-124.18,2008,"99 Northgate, Halifax, HX1 1XF",,07/01/07,11/10/08
,-287.81,-287.81,2013,"126 Bradford Road, Brighouse, HD6 4AU",,03/03/09,07/31/13
City Services Ltd [In Administration],-24.25,-24.25,2011,"Clayton House(Empty Offices), Park Road, Elland, HX5 9HP","C/O Deloitte, 1 City Square, Leeds, LS1 2AL",01/02/07,01/25/12
,-2.13,-2.13,2008,"1 Garden Road, Brighouse, HD6 2AX",,09/04/07,03/31/08
,-0.55,-0.55,2012,"33 Towngate, Northowram, Halifax, HX3 7DX",,12/06/07,
Southdale Homes Ltd,-452.23,-452.23,2015,"Southdale House, Westholme Road, Halifax, HX1 4JF","Registered Office, Southdale House, Westholme Road, Halifax, HX1 4JF",11/26/05,04/29/15
Fires And Fireplaces Ltd,-104.73,-104.73,2010,"338 Salterhebble Hill, Halifax, HX3 0QT","Company Dissolved, 04/05/10",10/20/07,05/04/10
,-611.8,-611.8,2016,"Unit 15, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,11/01/07,03/31/16
,-97.41,-97.41,2008,"46 Bradford Road, Brighouse, HD6 1RY",,05/02/08,01/30/09
,-126,-126,2011,"Mount Pleasant House, Midgley Road, Mytholmroyd, Hebden Bridge        HX7 5LR",,04/01/08,10/31/11
,-3.05,-3.05,2009,"Bay 7 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",,04/01/08,09/30/09
,-13.19,-13.19,2009,"47 Halifax Road, Todmorden, OL14 5BB",,04/01/08,08/16/09
R S Developments Brickworks Ltd,-763.95,-763.95,2012,"Office H M 2.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","O'Hara & Co., Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ",12/01/07,07/31/12
,-51.4,-51.4,2012,"14 West Street, Sowerby Bridge, HX6 3AN",,01/30/09,03/21/13
Pennine Tool Hire [Yorkshire] Ltd (In Liquidation),-4.54,-4.54,2011,"Unit 5, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","C/O Poppleton Appleby, 32 High Street, Manchester, M4 1QD",02/21/09,03/28/12
,-7.6,-7.6,2013,"Unit 1B Turkey Lodge, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,04/01/09,04/30/13
School Of Thought 2000 Ltd,-6.4,-6.4,2010,"Office 8, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD",06/01/09,07/12/10
,-275.96,-275.96,2009,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,04/01/08,08/31/08
Finishing Design Services Ltd,-528,-528,2015,"Old Foundry, Brow Mills Industrial Estate, Brighouse Road, Hipperholme          HX3 8EF","Old Foundry, Brighouse Road, Hipperholme, Halifax, HX3 8EF",12/28/08,03/31/10
McMorrow Murphy Ltd,-10.66,-10.66,2012,"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ","Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ",10/01/08,04/30/12
Vcep Investments Llp,-4379.6,-4379.6,2014,"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU","Clive Lloyd - Private, Design & Display Ltd, Lowfields Way, Lowfields Bus Park, Elland, HX5 9DA",02/02/14,09/14/14
,-216.66,-216.66,2014,"Unit 4 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",,09/01/13,06/30/14
,-106,-51,2013,"Balcony Store, 28 Borough Market, Halifax, HX1 1DZ",,04/01/09,
Primesight Ltd,-0.03,317.97,2014,"Advertising Right Board, No.  4789, Barfield Road, Halifax              HX3 8HQ","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-2,4078.43,2015,"17 George Street, Halifax, HX1 1HA",,01/13/10,
,-0.19,-0.19,2012,"Lower Field Bottom Farm, Coley Road, Northowram, Halifax             HX3 7SA",,04/01/10,
Parabis Ltd (In Administration),-4324,-4324,2016,"Office Suite G1, Dean Clough Mills, Halifax, HX3 5AX","Alix Partners Services Uk Llp, The Zenith Building, 26 Spring Gardens, Manchester, M2 1AB",12/05/09,11/23/15
,-162.39,-130.46,2010,"Heaton Street, Brighouse, HD6 1HG",,04/01/10,03/31/16
Eckersley Heroes Ltd,-31.28,-31.28,2010,"Office H M 2.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,09/01/10,01/30/11
,-420.67,-420.67,2011,"Springwood Mill, Pudsey Road, Todmorden, OL14 8NJ",,02/01/11,
,-120,-120,2011,"Stone Chair Inn, 11 Moor End, Mount Tabor, Halifax             HX2 0TX",,06/01/11,05/31/11
Lancaster Consultancy Hr Ltd,-256.17,-256.17,2010,"1D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ","Unit 4 Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",01/24/11,01/23/11
,-1389.45,-8289.02,2014,"Unit 3G / H South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,09/01/10,
,-106.91,-106.91,2014,"Storeroom 17 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,05/31/14
,-10.33,-10.33,2015,"Storeroom 20 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,09/11/15
Heathcote Distribution Ltd,-8.73,0,2012,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD","14 Meadway Technical Park, Rutherford Close, Stevenage, SG1 2EF",02/01/13,04/01/13
Kiplings (Sowerby Bridge) Ltd,-213.24,-213.24,2014,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA","21 Hyde Park Road, Leeds, LS6 1PY",08/01/13,05/14/14
,-243.75,-243.75,1998,"12 Bull Close Lane, Halifax, HX1 2EF",,08/22/98,12/31/98
Mobile Broadband Network Ltd,-282.6,1529.4,2014,"Wyk0171 G/R 401463 427019, Height Road, Hebden Bridge, HX7 5RA","Po Box 6079, Wolverhampton, WV1 9RA",04/01/12,
Brogan Business Parks Ltd,-7.1,-7.1,2011,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",10/21/11,02/19/12
Naughtone Ltd,-0.17,12524,2014,"Unit B11 Warhurst Road, Lowfields Business Park, Elland, HX5 9DF","201 Panel Business Park, Panal, Harrogate, HG3 1JL",12/10/12,
,-71.19,-71.19,2014,"22 West Park Street, Brighouse, HD6 1DU",,12/20/12,12/31/14
,-0.78,-0.78,2012,"Former Boiler House, Mount Pleasant Mill, Midgley Road, Mytholmroyd         HX7 5LR",,08/01/09,
Delilink Ltd,-57.17,-57.17,2010,"Delilink, Park Street, Brighouse, HD6 1JL","17 Commercial Street, Brighouse, HD6 1AF",08/21/09,03/25/11
Mobile Broadband Network Ltd,-0.01,2033.99,2013,"Telecommunication Mast, Site Ref H X 0005, Commercial Street, Halifax              HX1 1AD","Po Box 6079, Wolverhampton, WV1 9RA",04/01/11,
Thomas Cook Group,-1500,2736,2015,"62/64 Commercial Street, Brighouse, HD6 1AQ","Thomas Cook Retail Property, P O Box 701, 15 - 16 Coningsby Road, Peterborough, PE3 8SB",04/01/11,
Viewstone Ltd,-259.67,-896.87,2015,"Office 10 James Street Mills, South Lane, Elland, HX5 0HB","Pellon Lane Saw Mills, Pellon Lane, Pellon, Halifax, HX1 4PX",01/21/12,01/31/16
,-8.22,-8.22,2012,"Storeroom 6 Market Hall, Brook Street, Todmorden, OL14 5AJ",,09/01/11,01/31/13
,-0.78,-0.78,2016,"20 King Cross Street, Halifax, HX1 2SH",,03/19/12,
,-15.76,-15.76,2013,"Unit 9 Queens House, Queens Road, Halifax, HX1 3NS",,04/01/12,03/28/14
E.I.B. Ltd,-319.22,-319.22,2012,"Baxter Lane Works, Northowram, Halifax, HX3 7EF","Unit 3, Brow Mills Industrial Estate, Hipperholme, Halifax, HX3 8EF",10/04/12,02/11/13
Calderdale College,-539.1,-539.1,2014,"Unit B3 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge","F A O Mark Barrett, Head Of Estates And Facilities, Calderdale College, Francis Street, Halifax, HX1 3UZ",08/06/12,07/31/14
Epost Delivery Ltd,-590.67,-590.67,2013,"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","1 Saxon Hall, 16 Palace Court, London, W2 4JA",09/01/12,05/03/15
,-2819.64,-16287.27,2015,"Windmill Court Country Hotel, Keighley Road, Halifax, HX2 8YB",,04/01/10,
Lister Horsfall Ltd,-140.33,-1405.08,2015,"4 Cheapside, Halifax, HX1 1TQ","14 Corn Market, Halifax, HX1 1TH",08/05/13,12/31/14
,-57,6455,2014,"Brown Horse Inn, Lane Ends, Northowram, Halifax             HX3 7SD",,05/31/13,
,-500,1601.74,2014,"196 King Cross Road, Halifax, HX1 3JP",,12/03/13,
,-6.7,-6.7,2014,"1 Market Street, Brighouse, HD6 1AP",,01/21/14,11/21/14
Beowulf Performance Products Ltd,-8.53,983.47,2014,"The Long Mill Lower Gf, Rochdale Road, Greetland, Halifax              HX4 8AL",,04/01/14,
,-3.02,-3.02,2013,"First Floor, Surefix Motoring Centre, Portland Place, Halifax              HX1 2QN",,03/06/13,03/30/13
Kier Living Limited,-4133.23,-4133.23,2015,"Southdale House, Westholme Road, Halifax, HX1 4JF","Tempsford Hall, Sandy, Bedfordshire, SG19 2BD",04/30/15,10/29/15
Bizspace Ltd,-262.4,-262.4,2016,"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",04/01/15,01/26/16
