Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,223.00",Continental Airlines,DFID
18/04/2011,1,ECONOMY                  ,Belfast Harb,Lon Heathrow,£232.00,British Midland,DFID
17/04/2011,1,ECONOMY                  ,Edinburgh,Lon Heathrow,£228.00,British Midland,DFID
14/04/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£345.00,Egyptair,DFID
11/02/2011,1,ECONOMY                  ,Nairobi,Luano,-£378.00,Kenya Airways,DFID
18/04/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£143.43,Easyjet,DFID
10/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£36.44,Easyjet,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,223.00",Continental Airlines,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,223.00",Continental Airlines,DFID
21/04/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£893.00,British Airways,DFID
21/04/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£893.00,British Airways,DFID
09/05/2011,1,ECONOMY                  ,Glasgow,Cape Town,£275.00,KLM UK,DFID
01/05/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£54.00,British Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£210.00,Virgin Atlantic Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£210.00,Virgin Atlantic Airways,DFID
15/04/2011,1,BUSINESS                 ,Delhi,Sao Paulo Br,£0.00,British Airways,DFID
30/04/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£941.00,Emirates,DFID
16/05/2011,1,ECONOMY                  ,Lon Heathrow,Copenhagen,£192.00,British Midland,DFID
26/04/2011,1,ECONOMY                  ,Lon Gatwick,Amsterdam,£38.00,British Airways,DFID
08/02/2011,1,ECONOMY                  ,Riyadh,Abu Dhabi,-£199.00,Qatar Airways,DFID
19/04/2011,1,ECONOMY                  ,Geneva,Lon Gatwick,£101.28,Easyjet,DFID
29/05/2011,1,ECONOMY                  ,Birmingham,Abuja,£80.00,Lufthansa German Airlines,DFID
09/08/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£0.00,South African Airways,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,175.00",Continental Airlines,DFID
08/05/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,"£1,113.00",Etihad Airways,DFID
27/04/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£28.00,British Airways,DFID
15/04/2011,1,BUSINESS                 ,Ndjili,Johannesburg,£0.00,South African Airways,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,820.00",Virgin Atlantic Airways,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,820.00",Virgin Atlantic Airways,DFID
29/05/2011,1,ECONOMY                  ,Birmingham,Abuja,£175.00,Lufthansa German Airlines,DFID
15/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£47.00,British Airways,DFID
19/04/2011,1,BUSINESS                 ,Copenhagen,Lon Heathrow,£96.00,British Airways,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,175.00",Continental Airlines,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"£2,175.00",Continental Airlines,DFID
06/06/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£312.00,British Airways,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£660.00,British Airways,DFID
16/04/2011,1,ECONOMY                  ,Glasgow,Newark Liberty,£232.00,Continental Airlines,DFID
19/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£105.00,British Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,-£210.00,Virgin Atlantic Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£160.10,Easyjet,DFID
15/04/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£61.50,Easyjet,DFID
14/04/2011,1,ECONOMY                  ,Nairobi,Addis Ababa,£244.00,Ethiopian Airlines,DFID
26/04/2011,1,BUSINESS                 ,Amsterdam,Mexico City,"£3,772.00",KLM UK,DFID
08/05/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,"£1,113.00",Etihad Airways,DFID
08/05/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,"£1,113.00",Etihad Airways,DFID
15/04/2011,1,BUSINESS                 ,Ndjili,Johannesburg,£0.00,South African Airways,DFID
15/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£47.00,British Airways,DFID
17/04/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£301.00,British Midland,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,820.00",Virgin Atlantic Airways,DFID
18/04/2011,1,ECONOMY                  ,London Stans,Glasgow,£118.43,Easyjet,DFID
09/05/2011,1,ECONOMY                  ,Manchester,Geneva,£159.43,Easyjet,DFID
17/04/2011,1,ECONOMY                  ,London City,Geneva,£136.00,Swiss International Airlines,DFID
22/04/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£0.00,British Midland,DFID
22/04/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£245.00,British Midland,DFID
14/04/2011,1,ECONOMY                  ,London City,Geneva,£204.00,Swiss International Airlines,DFID
15/04/2011,1,BUSINESS                 ,Ndjili,Johannesburg,£0.00,South African Airways,DFID
15/04/2011,1,BUSINESS                 ,Ndjili,Johannesburg,£0.00,South African Airways,DFID
19/04/2011,1,BUSINESS                 ,Copenhagen,Lon Heathrow,£53.00,British Airways,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,223.00",Continental Airlines,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,223.00",Continental Airlines,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,223.00",Continental Airlines,DFID
15/04/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,-£210.00,Virgin Atlantic Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,-£210.00,Virgin Atlantic Airways,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,355.00",British Airways,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,355.00",British Airways,DFID
19/04/2011,1,BUSINESS                 ,Los Angeles Ca,Lon Heathrow,"£1,600.00",Virgin Atlantic Airways,DFID
19/04/2011,1,BUSINESS                 ,Los Angeles Ca,Lon Heathrow,"£1,600.00",Virgin Atlantic Airways,DFID
01/05/2011,1,ECONOMY                  ,Kano,Istanbul,£541.00,Egyptair,DFID
02/05/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£68.00,British Airways,DFID
02/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Johannesburg,"£1,735.00",Virgin Atlantic Airways,DFID
01/05/2011,1,ECONOMY                  ,Glasgow,Entebbe-Kampala,£437.00,KLM UK,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,175.00",Continental Airlines,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,175.00",Continental Airlines,DFID
16/02/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£0.00,Virgin Atlantic Airways,DFID
24/04/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£263.00,Ethiopian Airlines,DFID
01/05/2011,1,ECONOMY                  ,Kano,Istanbul,£541.00,Egyptair,DFID
01/05/2011,1,ECONOMY                  ,Istanbul,Tel Aviv,£319.00,Turkish Airlines,DFID
17/04/2011,1,PREMIUM ECONOMY          ,Lon Gatwick,Barbados,£885.00,Virgin Atlantic Airways,DFID
14/05/2011,1,ECONOMY                  ,Lon Heathrow,Zurich,£146.00,Swiss International Airlines,DFID
10/05/2011,1,ECONOMY                  ,Edinburgh,Brussels,£225.00,British Midland,DFID
04/05/2011,1,ECONOMY                  ,London City,Kano,£392.00,KLM UK,DFID
01/05/2011,1,ECONOMY                  ,Kano,Istanbul,£405.00,Egyptair,DFID
01/05/2011,1,ECONOMY                  ,Istanbul,Tel Aviv,£240.00,Turkish Airlines,DFID
01/05/2011,1,ECONOMY                  ,Istanbul,Tel Aviv,£240.00,Turkish Airlines,DFID
09/05/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£860.00,Pakistan Int'L Airlines,DFID
25/06/2011,1,ECONOMY                  ,Newark Liberty,Ottawa,£510.00,Continental Airlines,DFID
25/06/2011,1,ECONOMY                  ,Newark Liberty,Ottawa,£510.00,Continental Airlines,DFID
25/06/2011,1,ECONOMY                  ,Newark Liberty,Ottawa,£510.00,Continental Airlines,DFID
25/06/2011,1,ECONOMY                  ,Newark Liberty,Ottawa,£510.00,Continental Airlines,DFID
16/05/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£60.00,British Airways,DFID
16/04/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£237.13,Easyjet,DFID
15/04/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,355.00",British Airways,DFID
01/05/2011,1,ECONOMY                  ,Istanbul,Tel Aviv,£319.00,Turkish Airlines,DFID
01/05/2011,1,ECONOMY                  ,Kano,Istanbul,£405.00,Egyptair,DFID
17/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£90.00,British Airways,DFID
27/04/2011,1,ECONOMY                  ,Lon Heathrow,Mexico City,"£1,605.00",British Airways,DFID
25/06/2011,1,ECONOMY                  ,Abuja,Kennedy Ny,£480.00,Egyptair,DFID
20/04/2011,1,ECONOMY                  ,Juba,Nairobi,£351.00,Hahn Air,DFID
30/04/2011,1,ECONOMY                  ,Lon Heathrow,Doha,£291.00,Qatar Airways,DFID
01/05/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£125.00,British Airways,DFID
14/05/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£411.00,South African Airways,DFID
20/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£191.00,British Airways,DFID
31/03/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£178.43,Easyjet,DFID
25/04/2011,1,ECONOMY                  ,London Stans,Glasgow,£263.32,Easyjet,DFID
21/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£144.44,Easyjet,DFID
07/03/2011,1,ECONOMY                  ,Glasgow,Da Vinci,£0.00,British Airways,DFID
25/06/2011,1,ECONOMY                  ,Abuja,Kennedy Ny,£480.00,Egyptair,DFID
30/04/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£279.00,Turkish Airlines,DFID
30/04/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£279.00,Turkish Airlines,DFID
22/04/2011,1,ECONOMY                  ,Accra,Lon Heathrow,£0.00,Virgin Atlantic Airways,DFID
08/05/2011,1,ECONOMY                  ,Glasgow,Accra,£462.00,KLM UK,DFID
20/04/2011,1,ECONOMY                  ,Juba,Nairobi,£351.00,Hahn Air,DFID
20/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£191.00,British Airways,DFID
20/06/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,"£2,007.00",Emirates,DFID
21/04/2011,1,ECONOMY                  ,Islamabad Intl,Manchester,£518.00,Pakistan Int'L Airlines,DFID
26/05/2011,1,BUSINESS                 ,Ndjili,Edinburgh,"£2,794.00",Air France,DFID
06/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£99.03,Easyjet,DFID
15/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£0.00,British Midland,DFID
25/04/2011,1,ECONOMY                  ,London Stans,Glasgow,£263.32,Easyjet,DFID
25/04/2011,1,ECONOMY                  ,London Stans,Glasgow,£20.00,Easyjet,DFID
09/05/2011,1,ECONOMY                  ,Lon Heathrow,Istanbul,£422.00,British Airways,DFID
01/05/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£450.00,South African Airways,DFID
02/05/2011,1,ECONOMY                  ,Ndjili,Entebbe-Kampala,£424.00,Kenya Airways,DFID
02/05/2011,1,ECONOMY                  ,Ndjili,Entebbe-Kampala,£424.00,Kenya Airways,DFID
21/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£0.00,British Midland,DFID
28/02/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£0.00,British Midland,DFID
28/02/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£0.00,British Midland,DFID
29/04/2011,1,ECONOMY                  ,Brize Norton Raf Station,Unknown,£973.00,Sundry Airlines,DFID
04/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£51.03,Easyjet,DFID
27/04/2011,1,ECONOMY                  ,Lon Gatwick,Belfast Harb,£63.98,Flybe,DFID
28/04/2011,1,ECONOMY                  ,Glasgow,London Stans,£130.93,Easyjet,DFID
02/05/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,"£1,365.00",Sn Brussels Airlines,DFID
26/04/2011,1,ECONOMY                  ,Aberdeen,Lon Gatwick,£211.00,Flybe,DFID
27/05/2011,1,ECONOMY                  ,Maputo,Madrid,£66.00,Tap-Air Portugal,DFID
27/05/2011,1,ECONOMY                  ,Maputo,Maputo,£942.00,Tap-Air Portugal,DFID
06/04/2011,1,ECONOMY                  ,Islamabad Intl,Islamabad Intl,-£337.00,Pakistan Int'L Airlines,DFID
23/04/2011,1,ECONOMY                  ,Edinburgh,Bishkek,£291.00,British Midland,DFID
27/05/2011,1,ECONOMY                  ,Maputo,Madrid,£660.00,Tap-Air Portugal,DFID
09/05/2011,1,ECONOMY                  ,Lon Heathrow,Cape Town,£429.00,British Airways,DFID
04/05/2011,1,ECONOMY                  ,Southampton,Glasgow,£141.28,Flybe,DFID
10/05/2011,1,ECONOMY                  ,Lon Heathrow,Istanbul,£328.00,British Airways,DFID
27/04/2011,1,ECONOMY                  ,London City,Rotterdam,£120.00,KLM UK,DFID
17/05/2011,1,PREMIUM ECONOMY          ,Dubai,Lon Heathrow,£558.00,Virgin Atlantic Airways,DFID
02/05/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,£855.00,Sn Brussels Airlines,DFID
09/05/2011,1,ECONOMY                  ,Glasgow,London City,£66.00,British Airways,DFID
30/04/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£581.00,Emirates,DFID
22/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,"£1,772.00",British Airways,DFID
22/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,"£1,772.00",British Airways,DFID
05/05/2011,1,ECONOMY                  ,Lon Heathrow,Dublin,£96.98,Aer Lingus,DFID
13/03/2011,1,NULL,Unknown,Unknown,-£858.90,Air France,DFID
21/04/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£117.94,Easyjet,DFID
29/04/2011,1,ECONOMY                  ,Johannesburg,Lagos,£119.00,South African Airways,DFID
03/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£130.00,British Airways,DFID
24/04/2011,1,ECONOMY                  ,Manchester,Tunis,£497.00,Air France,DFID
19/04/2011,1,ECONOMY                  ,Brussels,Glasgow,£544.00,British Airways,DFID
19/04/2011,1,ECONOMY                  ,Addis Ababa,Lon Heathrow,£439.00,Emirates,DFID
18/04/2011,1,BUSINESS                 ,Newark Liberty,Lon Heathrow,"-£2,175.00",Continental Airlines,DFID
11/05/2011,1,ECONOMY                  ,London Stans,Glasgow,£29.94,Easyjet,DFID
11/05/2011,1,ECONOMY                  ,Lon Gatwick,Edinburgh,£42.24,Easyjet,DFID
02/06/2011,1,ECONOMY                  ,Accra,Dulles,£532.00,Delta Airlines Inc,DFID
24/04/2011,1,ECONOMY                  ,Kennedy Ny,Lon Heathrow,£205.00,Virgin Atlantic Airways,DFID
14/05/2011,1,ECONOMY                  ,Glasgow,Dhaka,£644.00,Emirates,DFID
30/04/2011,1,ECONOMY                  ,Lon Heathrow,Dar Es Salaam,"£1,500.00",Kenya Airways,DFID
21/05/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,£718.00,Sn Brussels Airlines,DFID
06/05/2011,1,BUSINESS                 ,Birmingham,Nairobi,"£1,190.00",KLM UK,DFID
09/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£31.00,British Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£124.44,Easyjet,DFID
22/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,"-£1,772.00",British Airways,DFID
15/04/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£321.51,Easyjet,DFID
25/04/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£32.00,British Airways,DFID
09/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£31.00,British Airways,DFID
16/05/2011,1,ECONOMY                  ,Lon Heathrow,Stockholm Arn,£184.00,Scandinavian Airlines System,DFID
14/05/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£350.00,South African Airways,DFID
14/05/2011,1,ECONOMY                  ,Glasgow,Dhaka,£644.00,Emirates,DFID
30/04/2011,1,ECONOMY                  ,Glasgow,Khartoum,£385.00,KLM UK,DFID
22/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,£551.00,British Airways,DFID
11/05/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£122.00,British Airways,DFID
22/04/2011,1,ECONOMY                  ,Hanoi,Lon Heathrow,"£2,283.00",Cathay Pacific Airways,DFID
28/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£72.94,Easyjet,DFID
02/05/2011,1,ECONOMY                  ,London Stans,Glasgow,£59.09,Easyjet,DFID
02/06/2011,1,ECONOMY                  ,Accra,Dulles,£532.00,Delta Airlines Inc,DFID
14/05/2011,1,ECONOMY                  ,Glasgow,Dhaka,£644.00,Emirates,DFID
29/04/2011,1,ECONOMY                  ,Cape Town,Johannesburg,£104.00,South African Airways,DFID
06/05/2011,1,BUSINESS                 ,Birmingham,Nairobi,"£1,190.00",KLM UK,DFID
26/04/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£621.00,Kenya Airways,DFID
25/04/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£98.53,Easyjet,DFID
03/05/2011,1,ECONOMY                  ,Bristol,Glasgow,£98.93,Easyjet,DFID
25/04/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£111.00,British Airways,DFID
02/06/2011,1,ECONOMY                  ,Accra,Dulles,£689.00,Delta Airlines Inc,DFID
02/06/2011,1,ECONOMY                  ,Accra,Dulles,£689.00,Delta Airlines Inc,DFID
29/04/2011,1,ECONOMY                  ,Cape Town,Johannesburg,£104.00,South African Airways,DFID
29/04/2011,1,ECONOMY                  ,Cape Town,Johannesburg,£11.00,South African Airways,DFID
06/05/2011,1,BUSINESS                 ,Birmingham,Nairobi,"£1,190.00",KLM UK,DFID
21/05/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,£718.00,Sn Brussels Airlines,DFID
03/06/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£312.00,British Airways,DFID
05/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£44.00,British Airways,DFID
29/07/2011,1,ECONOMY                  ,Khartoum,Da Vinci,£445.00,KLM UK,DFID
03/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£135.00,British Airways,DFID
10/08/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£450.00,Kenya Airways,DFID
03/05/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£59.00,British Airways,DFID
10/05/2011,1,ECONOMY                  ,Edinburgh,Lon Heathrow,£68.00,British Airways,DFID
13/08/2011,1,ECONOMY                  ,Kennedy Ny,Lon Heathrow,£300.00,Icelandair,DFID
15/05/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£471.00,Pakistan Int'L Airlines,DFID
14/05/2011,1,ECONOMY                  ,Glasgow,Dubai,£601.00,Emirates,DFID
09/05/2011,1,BUSINESS                 ,Khartoum,London City,"£1,248.00",Lufthansa German Airlines,DFID
07/05/2011,1,ECONOMY                  ,Nairobi,Juba,£122.00,Hahn Air,DFID
26/04/2011,1,BUSINESS                 ,Lon Heathrow,Mexico City,"£2,842.00",KLM UK,DFID
10/08/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£601.00,Kenya Airways,DFID
10/08/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£450.00,Kenya Airways,DFID
01/05/2011,1,ECONOMY                  ,Lon Heathrow,Vienna,£188.00,Austrian Airlines,DFID
23/05/2011,1,ECONOMY                  ,Lon Gatwick,Port Of Spain,"£1,426.00",British Airways,DFID
25/06/2011,1,ECONOMY                  ,Abuja,Kennedy Ny,£360.00,Egyptair,DFID
13/08/2011,1,ECONOMY                  ,Kennedy Ny,Lon Heathrow,£357.00,Icelandair,DFID
04/05/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£76.93,Easyjet,DFID
07/05/2011,1,ECONOMY                  ,Nairobi,Juba,£122.00,Hahn Air,DFID
07/05/2011,1,ECONOMY                  ,Nairobi,Juba,£122.00,Hahn Air,DFID
09/05/2011,1,ECONOMY                  ,Edinburgh,Lon Heathrow,£28.00,British Airways,DFID
09/05/2011,1,ECONOMY                  ,Lon Gatwick,Budapest,£175.00,Malev,DFID
02/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£115.00,British Airways,DFID
08/05/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£37.00,British Airways,DFID
