PLACE-REF,Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,ANALYSIS-CD,RV,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
1095008019,0,14883,O,0,,0,399.75,0,,0,0,0,CS,30750,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,07/03/2014,GND FLR,8 THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,SHOP AND PREMISES
3981039009,0,26136,O,0,,0,702,0,,0,0,0,CS,54000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,03/04/2013,39 HIGH STREET,CHEADLE,,,,SK8 1BW,SHOP AND PREMISES
5098000019,0,938960,O,0,,0,25220,0,,0,0,0,CS9,1940000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,01/04/2010,LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AN,SUPERSTORE
6844023009,0,0,V,0,MINRV,0,0,0,,0,0,0,CX,0,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,18/03/2008,UNIT  A,RICHARD STREET,STOCKPORT,,,SK1 2AX,FIRE DAMAGED BLDG
6895002019,0,18876,O,0,,0,507,0,,0,0,0,CS,39000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,01/04/2010,2 THE PRECINCT,ROMILEY,STOCKPORT,,,SK6 4EA,SHOP AND PREMISES
8326006019,0,413820,O,0,,0,11115,0,,0,0,0,CS9,855000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,01/04/2010,WARREN STREET,PORTWOOD,STOCKPORT,,,SK1 1UB,SUPERSTORE
8576902019,0,66792,O,0,,0,1794,0,,0,0,0,CG,138000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,25/10/1995,PETROL FILLING STATION,CHEADLE ROYAL RETAIL PARK,WILMSLOW ROAD,CHEADLE,,SK8 3BB,PETROL FILLING STATION AND PREMISES
8576902089,0,1335840,O,0,,0,35880,0,,0,0,0,CS9,2760000,SAINSBURY'S SUPERMARKETS LTD,C/O GL HEARN MANAGEMENT LTD,P O BOX 1610,SOUTHAMPTON,,,SO15 3WX,01/04/2010,WILMSLOW ROAD,CHEADLE,,,,SK8 3BB,SUPERSTORE
935001279,0,3678.4,O,0,,-1,0,2697.5,,0,0,0,CW,7600,SALE ENGINEERING PRODUCTS LTD,UNIT 4,BROOKFIELD INDUSTRIAL ESTATE,BROOKFIELD ROAD,CHEADLE,,SK8 2PN,18/12/2014,UNIT 4,BROOKFIELD INDUSTRIAL ESTATE,BROOKFIELD ROAD,CHEADLE,,SK8 2PN,WAREHOUSE AND PREMISES
1679002059,0,7381,O,0,,0,0,0,,0,0,0,CO,15250,SALEH AESTHETIC CLINIC LTD,GROUND FLOOR,THE INSTITUTE,CHEADLE GREN,CHEADLE,,SK8 2BD,09/04/2009,GROUND FLOOR,THE INSTITUTE,CHEADLE GREEN,CHEADLE,,SK8 2BD,OFFICES AND PREMISES
1679002079,0,338.8,O,0,,0,0,0,,0,0,0,CP1,700,SALEH AESTHETIC CLINIC LTD,GROUND FLOOR,THE INSTITUTE,CHEADLE GREN,CHEADLE,,SK8 2BD,09/04/2009,CAR SPACES FOR THE SALEH CLINIC,THE INSTITUTE,CHEADLE GREEN,CHEADLE,,SK8 2BD,CAR PARKING SPACES
5136066009,0,1476.2,O,0,,-1,0,1476.2,,0,0,0,CS,3050,SALFORD TRANSLATIONS LTD,66 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,15/01/2001,66 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,SHOP AND PREMISES
8576013029,0,7260,O,0,,-1,0,0,,0,0,0,CS,15000,SALLY FRENCH-TEELING LTD,1 THE DOWNS,SCHOOLS HILL,CHEADLE,,,SK8 1JL,01/09/1990,2 RECTORY COURT,13 WILMSLOW ROAD,CHEADLE,,,SK8 1DW,SHOP AND PREMISES
3942047059,0,3097.6,O,0,,0,0,0,,0,0,0,CW,6400,SALLY SALON SERVICES LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEYPLACE",2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,15/03/1998,UNIT 7A,VICTORIA DYE WORKS,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,WAREHOUSE AND PREMISES
8576013019,0,2347.4,O,0,,-1,0,2347.4,,0,0,0,CO,4850,SALSA CULTURE LTD T/A LA ACADEMIA,,,,,,,25/09/2003,1ST FLOOR,13A RECTORY COURT,WILMSLOW ROAD,CHEADLE,,SK8 1DW,OFFICES AND PREMISES
8359238019,0,2855.6,O,0,,-1,0,2855.6,,0,0,0,CS,5900,SALUBRE LTD T/A BLUEBIRD CARE (STOCKPORT,,,,,,,01/07/2011,238A WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6NW,SHOP AND PREMISES
1615085019,0,2952.4,O,0,,0,79.3,0,MAN,2425.36,0,0,CS,6100,SALVATION ARMY,2 CRESCENT WAY,STOCKPORT,,,,SK3 8SJ,12/12/2007,85A CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AR,SHOP AND PREMISES
3143226019,0,2516.8,O,0,,-1,0,2516.8,,0,0,0,CS3,5200,SALVATORE,,,,,,,18/01/1999,226A FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QA,HAIRDRESSING SALON AND PREMISES
5220009019,0,54208,O,0,,0,1456,0,,0,0,0,CWO,112000,SAME DAY BEERS (MANCHESTER) LTD,,,,,,,15/08/2011,WAREHOUSE,CORRIE WAY,"BREDBURY IND, ESTATE",ASHTON ROAD BREDBURY,STOCKPORT,SK6 2ST,"WAREHOUSE,OFFICES AND PREMISES"
1095013039,0,724.01,O,0,,0,0,0,,0,0,0,CO,3000,SAMERA FINANCE LTD,,,,,,,01/10/2016,SUITE 1A,SOVEREIGN HOUSE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,OFFICES AND PREMISES
6241084009,0,20151.64,O,0,,0,541.26,0,,0,0,0,CL,45500,SAMJOE LTD,,,,,,,02/05/2016,STRAWBERRY GARDENS,84 OFFERTON LANE,OFFERTON,STOCKPORT,,SK2 5AD,PUBLIC HOUSE AND PREMISES
5082012009,0,5445,O,0,,0,0,0,,0,0,0,CL,11250,SAMUEL SMITH OLD BREWERY LTD,THE OLD BREWERY,TADCASTER,,,,LS24 9SB,01/04/1990,QUEENS HEAD,12 LITTLE UNDERBANK,LOWER HILLGATE,STOCKPORT,,SK1 1JT,PUBLIC HOUSE AND PREMISES
6550033009,0,12321.78,O,0,,0,330.96,0,,0,0,0,CS,27250,SAMZ BEAUTY LTD,,,,,,,25/04/2016,33 PRINCES STREET,STOCKPORT,,,,SK1 1SU,SHOP AND PREMISES
7376027039,0,2662,O,0,,-1,0,2662,,0,0,0,CO,5500,SAN IT LTD,,,,,,,01/09/2012,1ST FLOOR,27A STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AF,OFFICES AND PREMISES
3988037029,0,665.5,O,0,,-1,0,665.5,,0,0,0,IF3,1375,SANDWICH POUND (AUL) LIMITED,T/A DEPLEDGE BAKERY,37 HIGHER BENTS LANE,BREDBURY,STOCKPORT,,SK6 1EE,07/06/2014,THE BAKERY,37 HIGHER BENTS LANE,BREDBURY,STOCKPORT,,SK6 1EE,BAKERY AND PREMISES
1640074149,0,101.64,O,0,,-1,0,101.64,,0,0,0,CW1,210,SANDYLEE DEVELOPMENTS LTD,207 KNUTSFORD ROAD,GRAPPENHALL,WARRINGTON,,,WA4 2QL,01/06/2010,COMPOUND 10A,CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,SK6 3NE,LAND USED FOR STORAGE AND PREMISES
3981016019,0,25652,O,0,,0,689,0,,0,0,0,CS,53000,SANTANDER UK PLC,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEY PLACE",2 BRUNSWICK PLACE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,24/02/1995,16 HIGH STREET,CHEADLE,,,,SK8 1AJ,SHOP AND PREMISES
5595266029,0,124630,O,0,,0,3347.5,0,,0,0,0,CS,257500,SANTANDER UK PLC,C/O JLL,ONE PICCADILLY GARDENS,MANCHESTER,,,M1 1RG,18/11/2014,66-68 MERSEYWAY,STOCKPORT,,,,SK1 1PL,SHOP AND PREMISES
3172007069,0,8122.91,O,0,,0,218.18,0,,0,0,0,CW,26750,SANTEX LIMITED,,,,,,,15/08/2016,UNIT 1E,HEAP RIDING BUSINESS PARK,FORD STREET,STOCKPORT,,SK3 0BT,TRAINING CENTRE AND PREMISES
715008219,0,24954.51,O,0,,0,670.27,0,,0,0,0,CO,76500,SANTIAGO HOLDINGS LTD,,,,,,,29/07/2016,HOPE HOUSE UNIT B2,HERCULES OFFICE PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0UX,OFFICES AND PREMISES
3933099349,0,1597.2,O,0,,-1,0,1597.2,,0,0,0,CO,3300,SARACEN INTERNATIONAL LTD,C/O XTP INTERNATIONAL LTD,SUITE 1,UNIT 6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,SK4 1AS,02/04/2012,SUITE 5,6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,SK4 1AS,OFFICES AND PREMISES
3933099419,0,484,O,0,,0,0,0,,0,0,0,CP1,1000,SARACEN INTERNATIONAL LTD,C/O XTP INTERNATIONAL LTD,SUITE 1,UNIT 6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,SK4 1AS,02/04/2012,CAR SPACES SUITE 5,6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,SK4 1AS,CAR PARKING SPACES AND PREMISES
3146012029,0,1742.4,O,0,,-1,0,1742.4,,0,0,0,CS,3600,SARAH LOWRY LTD,,,,,,,25/09/2006,GND FLOOR,12B FIR ROAD,BRAMHALL,STOCKPORT,,SK7 2NP,SHOP AND PREMISES
3464030019,0,57596,O,0,,0,1547,0,,0,0,0,CO,119000,SAS DANIELS LLP,30 GREEK STREET,STOCKPORT,,,,SK3 8AD,15/09/2003,30 GREEK STREET,STOCKPORT,,,,SK3 8AD,OFFICES AND PREMISES
3143208009,0,6534,O,0,,0,0,0,,0,0,0,CS,13500,SAS HEALTHCARE LTD,,,,,,,25/02/2013,208 FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QA,SHOP AND PREMISES
5209001019,0,62436,O,0,,0,1677,0,,0,0,0,IF3O,129000,SATAKE EUROPE LTD,P O BOX 53,BREDBURY INDUSTRIAL PARK,BREDBURY,STOCKPORT,,SK6 3FG,01/06/1998,"WORKSHOP, OFFICES & PREMISES",HORSFIELD WAY,BREDBURY INDUSTRIAL PARK,BREDBURY,STOCKPORT,SK6 2SU,"WORKSHOP, OFFICE AND PREMISES"
9932001019,0,16456,O,0,,0,442,0,,0,0,0,CO,34000,SATCOM TECHNOLOGY B.V.,D/B/A SKYWARE TECHNOLOGIES,AFFINITY HOUSE GROUND FLOOR,1 RHINO COURT,STATION VIEW,HAZEL GROVE STOCKPORT,SK7 5ER,16/10/2013,AFFINITY HOUSE GROUND FLOOR,1 RHINO COURT,STATION VIEW,HAZEL GROVE,STOCKPORT,SK7 5ER,OFFICES AND PREMISES
9932001029,0,1452,O,0,,0,0,0,,0,0,0,CP1,3000,SATCOM TECHNOLOGY B.V.,D/B/A SKYWARE TECHNOLOGIES,AFFINITY HOUSE GROUND FLOOR,1 RHINO COURT,STATION VIEW,HAZEL GROVE STOCKPORT,SK7 5ER,16/10/2013,CAR SPACES FOR GROUND FLOOR,"AFFINITY HOUSE, 1 RHINO COURT",STATION VIEW,HAZEL GROVE,STOCKPORT,SK7 5ER,CAR PARKING SPACE AND PREMISES
197007009,0,1476.2,V,1515.85,LAND,0,39.65,0,,0,0,0,CW1,3050,SATNAM INVESTMENTS LTD,17 IMPERIAL SQUARE,CHELTENHAM,GLOUCESTER,,,GL50 1QZ,01/04/2007,LAND USED FOR STORAGE & PREMIS,AVENUE STREET,PORTWOOD,STOCKPORT,,SK1 2BZ,LAND USED FOR STORAGE
8334030009,0,8107,V,8324.75,LAND,0,217.75,0,,0,0,0,CW1,16750,SATNAM INVESTMENTS LTD,17 IMPERIAL SQUARE,CHELTENHAM,GLOUCESTER,,,GL50 1QZ,07/03/2009,WATER STREET,PORTWOOD,STOCKPORT,,,SK1 2BP,LAND USED FOR STORAGE
3981031019,0,15851,O,0,,0,425.75,0,,0,0,0,CS,32750,SAVERS HEALTH & BEAUTY LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,01/04/2015,31 HIGH STREET,CHEADLE,,,,SK8 1AX,SHOP AND PREMISES
6550038009,0,29040,O,0,,0,780,0,,0,0,0,CS,60000,SAVERS HEALTH & BEAUTY LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,01/04/2002,38-40 PRINCES STREET,STOCKPORT,,,,SK1 1RY,SHOP AND PREMISES
3370025029,0,3000.8,O,0,,-1,0,2900.78,,0,0,0,CO,6200,SAVILLES (CHEADLE) LTD,,,,,,,30/09/2012,25C GATLEY ROAD,CHEADLE,,,,SK8 1LY,OFFICES AND PREMISES
3935105009,0,738.1,O,0,,0,0,0,,0,0,0,LT,1525,SAVOY CINEMA HEATON MOOR LTD,,,,,,,23/10/2015,105 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,CINEMA AND PREMISES
7479823139,0,5808,O,0,,0,0,0,,0,0,0,IF3,12000,SAW PROJECTS LIMITED,,,,,,,14/09/2015,UNIT 6,CROSLAND IND ESTATE,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BR,WORKSHOP AND PREMISES
1615097009,0,2395.8,O,0,,0,0,0,,0,0,0,CS,4950,SAYERS THE BAKERS LTD,SIDNEY STREET,BOLTON,,,,BL3 6BG,09/06/2008,97 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AR,SHOP AND PREMISES
5595075009,0,36300,O,0,,0,975,0,,0,0,0,CS,75000,SAYERS THE BAKERS LTD,SIDNEY STREET,BOLTON,,,,BL3 6BG,01/04/2010,75 MERSEYWAY,STOCKPORT,,,,SK1 1QW,SHOP AND PREMISES
6550022009,0,7865,O,0,,0,0,0,,0,0,0,CS,16250,SAYERS THE BAKERS LTD,SIDNEY STREET,BOLTON,,,,BL3 6BG,09/06/2008,22 PRINCES STREET,STOCKPORT,,,,SK1 1SE,SHOP AND PREMISES
7435024059,0,2008.6,O,0,,-1,0,2008.6,,0,0,0,IF3,4150,SBE ELECTRICAL ENGINEERS & CONTRACTORS LTD,,,,,,,15/10/2014,UNIT 24,HILLGATE BUSINESS CENTRE,SWALLOW STREET,HIGHER HILLGATE,STOCKPORT,SK1 3AU,WORKSHOP AND PREMISES
1640049079,0,1403.6,O,0,,-1,0,1403.6,,0,0,0,COW,2900,SCANTECH INTERNATIONAL LTD,,,,,,,01/06/2007,2A CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,,SK6 3NE,"OFFICE, WORKSHOP AND PREMISES"
3375002009,0,5203,O,0,,-1,0,1083.45,,0,0,0,CR,10750,SCARLET DOT LTD,533 BURNAGE LANE,BURNAGE,MANCHESTER,,,M19 1NH,14/08/2013,2 GEORGE LANE,BREDBURY,STOCKPORT,,,SK6 1AS,RESTAURANT AND PREMISES
7378018019,0,192390,O,0,,0,5167.5,0,,0,0,0,IF,397500,SCC DESIGN BUILD LTD,,,,,,,13/04/2015,WORKS & PREMISES,KENWOOD ROAD/,STATION ROAD,REDDISH,STOCKPORT,SK5 6ND,FACTORY AND PREMISES
7268007089,0,4307.6,O,0,,-1,0,2225.63,,0,0,0,IF3,8900,SCHOFIELD PRECISION ENGINEERS LTD,,,,,,,01/04/1990,UNIT 2,SHEFFIELD STREET,LANCASHIRE HILL,STOCKPORT,,SK4 1RU,WORKSHOP AND PREMISES
908301889,0,1282.6,O,0,,-1,0,1282.6,,0,0,0,CO,2650,SCHOOLS DATA SERVICES LTD,C/O OXFORD INNOVATION LTD,3RD FLOOR BROADSTONE MILL,BROADSTONE ROAD,REDDISH,STOCKPORT,SK5 7DL,01/06/2015,SUITE 305 3RD FLOOR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
8154004009,0,17787,O,0,,0,477.75,0,,0,0,0,CWO,36750,SCIENTIFIC & MEDICAL PRODUCTS LTD,,,,,,,21/02/2014,UNIT B4,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,"WAREHOUSE,OFFICES AND PREMISES"
6254004049,0,5929,O,0,,0,0,0,,0,0,0,CS,12250,SCISSOR CUT (CHEADLE) LIMITED,,,,,,,10/05/2015,GROUND FLOOR,4 OLD RECTORY GARDENS,WILMSLOW ROAD,CHEADLE,,SK8 1BX,SHOP AND PREMISES
1095010009,0,7139,O,0,,0,191.75,0,MAN,5864.6,0,0,CS,14750,SCOPE,6 MARKET ROAD,LONDON,,,,N7 9PW,29/09/2014,UNIT 10,THE BRAMHALL CENTRE,BRAMHALL,STOCKPORT,,SK7 1AW,SHOP AND PREMISES
6068061009,0,3146,O,0,,-1,0,2883.84,,0,0,0,CS,6500,SCORAH CHEMISTS (BRAMHALL) LTD,,,,,,,01/04/1990,61-63 NORTH PARK ROAD,BRAMHALL,STOCKPORT,,,SK7 3LQ,SHOP AND PREMISES
1847169009,0,3097.6,O,0,,-1,0,2891.1,,0,0,0,CS,6400,SCORAH CHEMISTS (CHEADLE) LTD,,,,,,,01/04/1990,169 COUNCILLOR LANE,CHEADLE,,,,SK8 2JE,SHOP AND PREMISES
1598001009,0,6897,O,0,,0,0,0,,0,0,0,CWO,14250,SCOTPLAS LTD,HARDING WAY,ST IVES,CAMBRIDGESHIRE,,,PE27 3YJ,28/03/1998,UNIT 1,CARRINGTON FIELD STREET,STOCKPORT,,,SK1 3JN,"WAREHOUSE, OFFICE AND PREMISES"
3851015019,0,968,O,0,,0,0,0,,0,0,0,CP,2000,SCOTPLAS LTD,HARDING WAY,ST IVES,CAMBRIDGESHIRE,,,PE27 3YJ,01/04/2002,CAR PARK,HARRISON STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3QZ,CAR PARK
3420001039,0,2879.8,O,0,,0,0,0,,0,0,0,CX,5950,SCOTT TOD DEVELOPMENTS LTD,RUSSELL HOUSE,ELVICTA ESTATES,CRICKHOWELL,POWYS,,NP8 1DF,01/04/2011,ATM AT 1,GORSEY MOUNT STREET,OFFERTON,STOCKPORT,,SK1 4DU,SITE OF AUTOMATIC TELLER MACHINE AND PREMISES
3500329019,0,3920.4,O,0,,-1,0,2548.2,,0,0,0,CW1,8100,SCRAP TYRE SOLUTIONS LTD,12 FAIRFORD WAY,REDDISH,STOCKPORT,,,SK5 7NG,,,,,,,,LAND USED FOR STORAGE AND PREMISES
627003019,0,14520,O,0,,0,390,0,,0,0,0,CW,30000,SCREEN INK AND SOLVENT SUPPLIES LTD,UNIT 3 RUGBY PARK,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,,SK4 3EB,03/04/2006,UNIT 3,RUBGY PARK,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EB,WAREHOUSE AND PREMISES
2543000199,0,14883,O,0,,0,399.75,0,,0,0,0,CW,30750,SCREWFIX DIRECT LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR - ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,05/12/2012,UNIT 4D,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,WAREHOUSE AND PREMISES
3805005019,0,29040,O,0,,0,780,0,,0,0,0,CWO,60000,SCREWFIX DIRECT LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR - ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,07/04/2006,UNIT 5,HAIGH AVENUE,REDDISH,STOCKPORT,,SK4 1NU,"WAREHOUSE, OFFICE AND PREMISES"
3990239009,0,18755,O,0,,0,503.75,0,,0,0,0,IFO,38750,SCREWFIX DIRECT LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR - ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,07/12/2015,HILLGATE HOUSE,136 HIGHER HILLGATE,STOCKPORT,,,SK1 3QD,"WAREHOUSE, OFFICE AND PREMISES"
6438099149,0,520.07,O,0,,-1,0,520.07,,0,0,0,CO,1850,SCRUFF OF THE NECK LIMITED,,,,,,,01/09/2016,HUB 11,PEPPER HOUSE,1 PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5DP,OFFICES AND PREMISES
7525005019,0,90992,O,0,,0,2444,0,,0,0,0,CS10,188000,SCS LTD,A.SHARE & SONS LTD,C/O BUSINESS RATES PAYMENT MANAGER,LAMBERT SMITH HAMPTON,2ND FLOOR 41-51 GREY STREET,NEWCASTLE UPON TYNE,NE1 6EE,15/08/2003,UNIT 12,PEEL CENTRE,ST MARYS WAY,STOCKPORT,,SK1 2HU,RETAIL WAREHOUSE AND PREMISES
3467099589,0,1476.2,O,0,,-1,0,1476.2,,0,0,0,IF3,3050,SCUFF2BUFF LTD,,,,,,,01/05/2015,UNIT 1E,CANALSIDE BUILDINGS,GREEN LANE,ROMILEY,STOCKPORT,SK6 3JG,WORKSHOP AND PREMISES
4961099329,0,1524.6,O,0,,0,0,0,,0,0,0,CW,3150,SD TRANSPORT LTD,,,,,,,01/10/2015,UNIT 15,HAMPSTEAD MILL,LAKE STREET,GREAT MOOR,STOCKPORT,SK2 7NU,WAREHOUSE AND PREMISES
8359232019,0,29766,V,0,,0,799.5,0,,0,0,0,MH,61500,SDC PROPERTY LTD,INTERNATIONAL HOUSE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5BW,28/10/2015,226-232 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6NW,SURGERY AND PREMISES
2499013009,0,2613.6,V,0,,0,70.2,0,,0,0,0,CS,5400,SDG (STOCKPORT) LIMITED,EUROPA HOUSE,20 ESPLANDE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,02/08/2011,13 DIDSBURY ROAD,HEATON NORRIS,STOCKPORT,,,SK4 2BD,SHOP AND PREMISES
883023009,0,9075,V,0,,0,243.75,0,,0,0,0,CW,18750,SDG (STOCKPORT) LTD,GROUND FLOOR RHS,BUILDING 3150,CENTURY WAY,THORPE PARK,LEEDS,LS15 8ZB,01/04/2013,WORKS,PARKSIDE WORKS,BRIGHTON ROAD,HEATON NORRIS,STOCKPORT,SK4 2BE,WAREHOUSE AND PREMISES
2499015009,0,3097.6,V,0,,0,83.2,0,,0,0,0,CS,6400,SDG (STOCKPORT) LTD,GROUND FLOOR RHS,BUILDING 3150,CENTURY WAY,THORPE PARK,LEEDS,LS15 8ZB,31/01/2015,15 DIDSBURY ROAD,HEATON NORRIS,STOCKPORT,,,SK4 2BD,SHOP AND PREMISES
7376006019,0,6292,O,0,,0,0,0,,0,0,0,CO,13000,SDSD PRODUCTIONS LTD,,,,,,,16/07/2015,1ST FLOOR,6A STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AE,OFFICES AND PREMISES
7262210009,0,1548.8,V,0,,0,41.6,0,,0,0,0,CS,3200,SECURE OPTIONS PENSION FUND,C/O SANTHOUSE PENSIONEER TRUSTEE CO LTD,TRINITY HOUSE,ANDERSON ROAD,SWAVESEY,CAMBRIDGE,CB4 5UQ,27/05/2006,210 SHAW HEATH,STOCKPORT,,,,SK2 6QZ,SHOP AND PREMISES
3933099369,0,1379.4,O,0,,-1,0,1379.4,,0,0,0,CO,2850,SECUREX UK LTD,XTP INTERNATIONAL LTD,SUITE 1,6 ACORN BUISNESS CENTRE,HEATON LANE,STOCKPORT,SK4 1AS,02/04/2012,SUITE 3,6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,SK4 1AS,OFFICES AND PREMISES
3933099399,0,484,O,0,,0,0,0,,0,0,0,CP1,1000,SECUREX UK LTD,XTP INTERNATIONAL LTD,SUITE 1,6 ACORN BUISNESS CENTRE,HEATON LANE,STOCKPORT,SK4 1AS,02/04/2012,CAR SPACES SUITE 3,6 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,SK4 1AS,CAR PARKING SPACES AND PREMISES
629043009,0,1149.5,O,0,,-1,0,1149.5,,0,0,0,CS,2375,SECURICORP CONSTRUCTION LTD,,,,,,,01/03/2007,43 BEACON ROAD,ROMILEY,STOCKPORT,,,SK6 3ET,SHOP AND PREMISES
5720003019,0,3097.6,O,0,,-1,0,2891.1,,0,0,0,CW,6400,SECURITY ACCESS SYSTEMS LTD,,,,,,,04/05/2001,UNIT 3,THE GATE CENTRE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SP,WAREHOUSE AND PREMISES
8358001389,0,15246,O,0,,0,409.5,0,,0,0,0,CO,31500,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,01/04/2010,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,OFFICES AND PREMISES
8358002649,0,169.4,O,0,,0,0,0,,0,0,0,CP1,350,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,01/04/2012,CAR SPACE 43,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
8358002659,0,169.4,O,0,,0,0,0,,0,0,0,CP1,350,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,01/04/2012,CAR SPACE 44,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
5508198009,0,9075,O,0,,0,243.75,0,,0,0,0,CR,18750,SELECT FINE DINING LIMITED T/A SPICE TOWER,,,,,,,01/10/2015,SPICE TOWER,198 MARPLE ROAD,OFFERTON,STOCKPORT,,SK2 5EU,RESTAURANT & PREMISES
